index_seg,MONTH,YEAR,MOTOR VEHICLE THEFT,ROBBERY,ASSAULT W/DANGEROUS WEAPON,THEFT/OTHER,THEFT F/AUTO,BURGLARY,ARSON,SEX ABUSE,HOMICIDE
6131,11.0,2014.0,1.0,1.0,1.0,1.0,1.0,,,,
5069,10.0,2014.0,1.0,,,,,,,,
11312,11.0,2014.0,,,,1.0,1.0,,,,
8607,5.0,2016.0,,,,,1.0,,,,
10022,10.0,2014.0,1.0,,,,,,,,
7244,10.0,2015.0,,,,1.0,,,,,
2830,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,,,,
1638,11.0,2015.0,,1.0,1.0,1.0,1.0,,,,
10337,12.0,2015.0,1.0,1.0,,1.0,1.0,1.0,,,
8375,7.0,2016.0,1.0,,,,,,,,
10630,12.0,2016.0,1.0,,1.0,2.0,1.0,1.0,,1.0,
8717,8.0,2016.0,,,,,1.0,,,,
9564,11.0,2014.0,1.0,,,1.0,2.0,,,,
3644,12.0,2016.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,
6174,11.0,2014.0,1.0,1.0,1.0,,,1.0,,,
1815,7.0,2014.0,,,,,1.0,,,,
3429,11.0,2014.0,1.0,1.0,,1.0,1.0,,,,
10971,6.0,2015.0,,,1.0,,,,,,
12524,6.0,2014.0,,,1.0,,,,,,
4528,12.0,2015.0,,1.0,,1.0,1.0,,,,
10476,12.0,2015.0,1.0,1.0,1.0,2.0,1.0,,,1.0,
7680,10.0,2015.0,1.0,1.0,1.0,1.0,2.0,,,,
2870,1.0,2014.0,,,,,,1.0,,,
10354,11.0,2015.0,,1.0,1.0,1.0,,,,,
10417,12.0,2016.0,1.0,1.0,,1.0,2.0,,,,
11380,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,,,1.0,
10241,12.0,2015.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,
11099,10.0,2014.0,,,1.0,1.0,1.0,,,,
569,12.0,2016.0,1.0,,1.0,1.0,1.0,,,,
3234,8.0,2014.0,,,,1.0,1.0,,,,
4423,12.0,2016.0,1.0,1.0,,1.0,1.0,,,,
4474,12.0,2016.0,2.0,1.0,1.0,1.0,2.0,,,1.0,
12689,12.0,2016.0,1.0,1.0,,2.0,1.0,1.0,,2.0,
469,9.0,2015.0,1.0,,1.0,,1.0,,,,
9473,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,,
7172,10.0,2014.0,,,,1.0,1.0,1.0,,,
12857,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,,,,
7530,8.0,2014.0,,1.0,,,,,,,
2551,5.0,2015.0,,,,,1.0,,,,
8113,12.0,2016.0,,,,1.0,,1.0,,,
2687,12.0,2016.0,1.0,,1.0,1.0,,,,,
12,8.0,2015.0,,1.0,,1.0,1.0,,,1.0,
6524,12.0,2014.0,,,1.0,1.0,1.0,1.0,,,
10583,12.0,2015.0,1.0,1.0,,2.0,1.0,,,,
11531,12.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,,
7195,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
11213,12.0,2016.0,,,1.0,,1.0,,,,
7882,10.0,2015.0,,1.0,1.0,1.0,1.0,,,,
8586,11.0,2016.0,,,,1.0,1.0,,,,
4239,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
8971,11.0,2014.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
9176,10.0,2014.0,,1.0,,,,,,,
11308,7.0,2015.0,,,1.0,,1.0,,,,
396,12.0,2016.0,,1.0,1.0,1.0,4.0,1.0,,,
9587,12.0,2016.0,1.0,,,1.0,,,,1.0,
10909,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,,,,
7937,12.0,2016.0,1.0,1.0,,1.0,2.0,2.0,,,
191,10.0,2016.0,1.0,1.0,,,1.0,1.0,,,
6731,10.0,2016.0,1.0,,,1.0,1.0,,,,
4257,12.0,2015.0,,,,,1.0,,,,
5319,8.0,2015.0,,,,,1.0,1.0,,,
429,6.0,2014.0,,1.0,,,1.0,,,,
7532,8.0,2016.0,,,,1.0,2.0,,,,
5918,10.0,2016.0,1.0,1.0,,,1.0,1.0,,,
7954,12.0,2016.0,,1.0,,1.0,1.0,,,,
260,12.0,2015.0,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,1.0
9210,12.0,2014.0,1.0,1.0,1.0,1.0,,,,,
6323,10.0,2015.0,1.0,1.0,,,,1.0,,,
6067,12.0,2016.0,1.0,1.0,1.0,2.0,1.0,2.0,,,1.0
10777,12.0,2015.0,,1.0,,1.0,1.0,,,,
10098,10.0,2015.0,1.0,,1.0,,1.0,,,,
11673,9.0,2016.0,1.0,1.0,1.0,,,,,,
7724,9.0,2014.0,,,,,1.0,,,,
8608,10.0,2015.0,,,1.0,1.0,1.0,1.0,,,
9889,11.0,2015.0,,,1.0,,1.0,,,,
1862,12.0,2015.0,,,,,1.0,,,,
72,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
2749,9.0,2014.0,1.0,,,,1.0,,,,
6591,6.0,2014.0,,1.0,,,,,,,
10631,11.0,2016.0,,,,1.0,1.0,,,,
1784,8.0,2015.0,,,,,1.0,,,,
13165,11.0,2016.0,,,,1.0,1.0,,,,
761,12.0,2016.0,,1.0,1.0,4.0,2.0,1.0,,,
10456,12.0,2015.0,,,,,1.0,,,,
5028,7.0,2016.0,,,,1.0,1.0,,,,
11352,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,,,,
12852,11.0,2014.0,,,,1.0,1.0,,,,
2736,12.0,2015.0,1.0,1.0,1.0,2.0,1.0,,,1.0,
5568,12.0,2014.0,,1.0,1.0,1.0,1.0,,,,
11387,7.0,2015.0,,1.0,1.0,,,,,,
5801,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
8758,10.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
7049,11.0,2014.0,,,,,1.0,,,,
7984,12.0,2015.0,1.0,1.0,1.0,,1.0,1.0,,,
1400,10.0,2014.0,1.0,,,,1.0,,,,
9104,12.0,2014.0,1.0,1.0,,,1.0,,,,
7372,7.0,2015.0,,1.0,,,,,,,
7772,12.0,2016.0,1.0,1.0,1.0,8.0,1.0,,,1.0,
5461,9.0,2016.0,,1.0,,1.0,1.0,1.0,,,
724,10.0,2015.0,,,1.0,1.0,,,,,
8420,11.0,2015.0,1.0,,1.0,,1.0,1.0,,,
10502,12.0,2016.0,1.0,,,1.0,1.0,,,,
989,12.0,2014.0,,1.0,1.0,1.0,1.0,1.0,,,
5825,12.0,2014.0,,,,1.0,,,,,
9128,12.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,,
10562,10.0,2014.0,,,,1.0,1.0,,,,
4253,11.0,2015.0,,,,,1.0,,,,
9131,12.0,2014.0,1.0,,1.0,1.0,1.0,,,,
9851,12.0,2015.0,,1.0,1.0,1.0,1.0,,,,
11495,4.0,2015.0,1.0,,,,1.0,,,,
2852,1.0,2015.0,,,,,,1.0,,,
2360,12.0,2016.0,1.0,1.0,1.0,2.0,1.0,1.0,,,
2228,12.0,2016.0,,1.0,1.0,1.0,1.0,,,,
471,3.0,2014.0,,,,,1.0,,,,
7170,9.0,2015.0,,1.0,,2.0,1.0,,,,
3004,10.0,2015.0,1.0,,,,1.0,,,,
2254,12.0,2016.0,1.0,1.0,1.0,3.0,7.0,1.0,,,
6734,10.0,2016.0,,,1.0,,1.0,,,,
8808,9.0,2014.0,,,1.0,,,,,,
6589,6.0,2016.0,,1.0,,,,,,,
4671,10.0,2015.0,,,,1.0,1.0,,,,
11060,10.0,2015.0,1.0,2.0,,1.0,1.0,,,,
2623,12.0,2014.0,1.0,1.0,,1.0,1.0,,,,
2313,11.0,2015.0,,,,,1.0,,,,
9484,7.0,2015.0,,,,,1.0,,,,
7608,8.0,2014.0,,,,2.0,1.0,1.0,,,
11482,10.0,2014.0,1.0,,,1.0,1.0,,,,
10035,9.0,2015.0,,1.0,,1.0,,1.0,,,
2824,7.0,2014.0,,1.0,,,1.0,,,,
1189,12.0,2015.0,,,1.0,2.0,1.0,,,,
10829,11.0,2016.0,1.0,1.0,,1.0,1.0,,,,
12021,12.0,2014.0,,,,1.0,1.0,1.0,,,
10310,9.0,2014.0,,,,,1.0,1.0,,1.0,
12805,12.0,2016.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,
9736,12.0,2016.0,1.0,1.0,1.0,,1.0,1.0,,,
5278,11.0,2016.0,,1.0,,,1.0,,,,
12979,12.0,2016.0,1.0,,1.0,1.0,,,,,
5890,12.0,2014.0,1.0,,1.0,,1.0,1.0,,,
11381,8.0,2015.0,1.0,,,,1.0,,,,
8627,8.0,2014.0,1.0,1.0,1.0,1.0,1.0,,,,
3325,8.0,2016.0,1.0,,,,1.0,,,,
8858,12.0,2016.0,,1.0,,1.0,1.0,1.0,,,
26,7.0,2016.0,,,,,1.0,,,,
5022,11.0,2015.0,,,,1.0,1.0,,,,
6671,12.0,2015.0,,1.0,,,,1.0,,,
8348,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,,
12798,10.0,2014.0,1.0,,,1.0,1.0,1.0,,,
10370,12.0,2015.0,1.0,,1.0,1.0,1.0,1.0,,1.0,
9752,12.0,2016.0,1.0,2.0,1.0,,1.0,,,1.0,
7715,10.0,2014.0,1.0,1.0,,,1.0,,,1.0,
8143,12.0,2016.0,1.0,,,,1.0,,,,
6833,9.0,2015.0,,1.0,,,1.0,,,,
7624,10.0,2014.0,,,,,1.0,1.0,,,
820,12.0,2016.0,,2.0,1.0,1.0,1.0,1.0,,,
4988,12.0,2014.0,1.0,,,1.0,1.0,1.0,,,
7093,11.0,2015.0,,,,,,1.0,,,
2307,12.0,2015.0,1.0,1.0,,1.0,1.0,,,,
1213,6.0,2014.0,,,,,,1.0,,,
297,12.0,2016.0,1.0,1.0,1.0,1.0,,,,,
4538,7.0,2015.0,1.0,,,1.0,,,,,
8409,8.0,2016.0,1.0,,,,1.0,,,,
11580,12.0,2014.0,1.0,1.0,,1.0,1.0,1.0,,,
1792,5.0,2014.0,,,,,1.0,,,,
1726,7.0,2014.0,,,,,1.0,,,,
1028,11.0,2014.0,,1.0,,1.0,1.0,1.0,,,
7285,11.0,2014.0,1.0,1.0,,1.0,1.0,,,,
1115,12.0,2016.0,1.0,,1.0,1.0,1.0,1.0,,,
12856,12.0,2014.0,1.0,1.0,1.0,2.0,,1.0,,,
3394,12.0,2014.0,1.0,,,1.0,1.0,1.0,,1.0,
6616,12.0,2015.0,1.0,1.0,1.0,1.0,,,,,
3022,12.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,,
8277,12.0,2015.0,1.0,1.0,,1.0,1.0,,,,
3320,7.0,2016.0,1.0,1.0,1.0,,1.0,,,,
8533,12.0,2014.0,,,,1.0,,,,,
3894,11.0,2016.0,1.0,,1.0,1.0,1.0,2.0,,,
12942,5.0,2015.0,1.0,,,,1.0,,,,
4420,9.0,2016.0,1.0,1.0,1.0,1.0,1.0,,,,
6494,4.0,2015.0,,,,,1.0,,,,
9238,12.0,2016.0,1.0,,1.0,1.0,1.0,1.0,,,
3080,11.0,2014.0,1.0,,,1.0,1.0,,,,
10195,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
7757,12.0,2015.0,1.0,,,1.0,1.0,2.0,,,
9499,11.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
6778,12.0,2016.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,
8672,8.0,2016.0,,1.0,,,,1.0,,,
5755,12.0,2016.0,1.0,1.0,,1.0,2.0,1.0,,,
12483,12.0,2016.0,1.0,1.0,1.0,4.0,1.0,1.0,,,
11757,12.0,2015.0,,1.0,1.0,1.0,1.0,,,,
7191,12.0,2016.0,,1.0,,1.0,1.0,1.0,,,
742,12.0,2016.0,,,,,1.0,,,,
3492,8.0,2015.0,,,,,1.0,1.0,,,
10692,10.0,2014.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
3129,12.0,2014.0,,,,,1.0,,,,
13250,10.0,2016.0,1.0,,,1.0,1.0,,,,
7096,12.0,2014.0,1.0,,1.0,2.0,1.0,1.0,,,
5238,12.0,2016.0,,,,,1.0,,,,
7132,6.0,2015.0,,,,,1.0,,,,
8628,7.0,2015.0,,1.0,1.0,,1.0,,,,
9843,12.0,2014.0,,1.0,,,,,,,
2447,9.0,2015.0,,,,,1.0,,,,
8157,9.0,2015.0,,,,,1.0,,,,
10705,8.0,2015.0,,,1.0,,1.0,,,,
12216,12.0,2016.0,1.0,,,1.0,1.0,,,,
9961,12.0,2015.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,
7992,11.0,2015.0,1.0,,,1.0,1.0,,,,
12538,11.0,2016.0,,,,1.0,4.0,,,,
2647,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,1.0,
5239,12.0,2014.0,,1.0,,1.0,1.0,,,,
2084,12.0,2016.0,1.0,1.0,1.0,1.0,2.0,1.0,,,
12198,9.0,2014.0,,,,,3.0,,,,
9392,8.0,2015.0,1.0,2.0,1.0,1.0,1.0,1.0,,,
6247,9.0,2014.0,1.0,,,1.0,,,,,
11594,12.0,2015.0,,,1.0,1.0,1.0,1.0,,,
6598,6.0,2016.0,,1.0,,1.0,2.0,1.0,,1.0,
9638,12.0,2014.0,1.0,1.0,,,1.0,,,,
7766,12.0,2014.0,1.0,,,1.0,1.0,,,,
3087,11.0,2014.0,1.0,,1.0,,,1.0,,1.0,
8292,12.0,2014.0,,1.0,,1.0,1.0,1.0,,,
8823,5.0,2014.0,,1.0,,,,,,,
4313,8.0,2014.0,,,,,1.0,,,,
8894,12.0,2014.0,,,1.0,,1.0,,,,
3781,7.0,2014.0,,1.0,,1.0,1.0,,,,
1444,12.0,2014.0,,,,1.0,,,,,
10797,11.0,2015.0,1.0,,1.0,1.0,1.0,1.0,,,1.0
5866,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,2.0,,,
4300,9.0,2014.0,,,,,1.0,,,,
1623,11.0,2014.0,,,,1.0,1.0,,,,
12587,6.0,2015.0,,,,,1.0,,,,
9027,5.0,2015.0,,1.0,,,1.0,,,,
3216,1.0,2015.0,,1.0,,,,,,,
8887,11.0,2016.0,,1.0,,,1.0,1.0,,,
11557,7.0,2015.0,,,1.0,,1.0,,,,
9287,12.0,2015.0,1.0,,1.0,,1.0,1.0,,,
6643,12.0,2015.0,1.0,1.0,,,1.0,,,,
346,12.0,2016.0,,1.0,1.0,1.0,1.0,2.0,,,
11392,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
1140,8.0,2015.0,1.0,,,1.0,1.0,,,,
7365,3.0,2016.0,,,,1.0,2.0,,,,
6048,12.0,2016.0,1.0,,,1.0,1.0,1.0,,,
2300,11.0,2015.0,,1.0,1.0,1.0,1.0,,,,
7743,11.0,2014.0,1.0,,1.0,1.0,1.0,1.0,,,
12948,11.0,2015.0,,,,,1.0,,,,
10792,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
3032,12.0,2015.0,,1.0,,1.0,1.0,,,,
8196,10.0,2014.0,1.0,,,,,1.0,,,
817,11.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
2514,12.0,2016.0,,,,1.0,1.0,1.0,,,
8778,5.0,2015.0,,,,,1.0,,,,
6772,6.0,2015.0,,,,1.0,,,,,
1127,8.0,2015.0,,,,,1.0,,,,
7166,7.0,2014.0,,1.0,,,,,,,
13116,11.0,2014.0,,,1.0,1.0,1.0,,,,
2245,12.0,2014.0,1.0,,,,1.0,,,,
8653,11.0,2015.0,1.0,1.0,,1.0,1.0,,,,
11653,12.0,2016.0,1.0,,,1.0,1.0,1.0,,1.0,
12022,12.0,2014.0,1.0,1.0,,1.0,2.0,1.0,,,
1399,8.0,2014.0,,,,,2.0,,,,
7977,11.0,2014.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,
3465,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,,
8984,12.0,2016.0,1.0,1.0,,1.0,1.0,,,,
11333,10.0,2015.0,,1.0,,1.0,,,,,
7533,11.0,2015.0,1.0,,,,1.0,,,,
9266,12.0,2015.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,
1661,8.0,2014.0,,,,,2.0,,,,
3075,10.0,2015.0,1.0,,,,,,,,
10683,9.0,2014.0,,,,1.0,1.0,,,,
12751,11.0,2015.0,,1.0,,1.0,3.0,,,,
12339,11.0,2015.0,,,,,1.0,,,,
6403,11.0,2014.0,1.0,,,,1.0,1.0,,,
5853,11.0,2015.0,,1.0,1.0,1.0,1.0,1.0,,,
4275,12.0,2015.0,1.0,1.0,,2.0,1.0,,,1.0,
6038,10.0,2014.0,1.0,,,,,,,,
1766,2.0,2015.0,,,,1.0,,,,,
639,12.0,2015.0,1.0,1.0,,1.0,1.0,1.0,,1.0,
811,10.0,2014.0,,1.0,,2.0,1.0,,,,
6385,12.0,2016.0,,,,1.0,1.0,,,,
1150,6.0,2014.0,,,,1.0,,,,,
4143,5.0,2016.0,,,,,1.0,,,,
11059,12.0,2015.0,,1.0,,2.0,,,,,
7447,12.0,2014.0,,,1.0,1.0,1.0,,,,
8470,12.0,2016.0,1.0,,,,1.0,,,,
6684,12.0,2015.0,,,1.0,1.0,1.0,1.0,,,
13018,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0
2155,12.0,2016.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,
2430,12.0,2015.0,1.0,,,1.0,1.0,1.0,,,
2633,12.0,2016.0,1.0,2.0,1.0,1.0,2.0,,,,
7276,12.0,2015.0,1.0,1.0,,1.0,1.0,1.0,,,
504,12.0,2015.0,,1.0,,2.0,1.0,1.0,,,
6054,12.0,2014.0,1.0,1.0,,1.0,1.0,,,,
9796,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
7707,10.0,2015.0,1.0,,,1.0,1.0,,,,
2501,12.0,2015.0,1.0,,1.0,2.0,4.0,1.0,,1.0,
9927,9.0,2016.0,1.0,1.0,,1.0,1.0,,,,
3808,12.0,2014.0,1.0,,,1.0,1.0,,,,
9620,12.0,2014.0,,1.0,,,,,,,
7087,12.0,2016.0,1.0,,1.0,,1.0,,,,
12842,10.0,2015.0,1.0,1.0,,,1.0,,,1.0,
788,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
8387,9.0,2015.0,,,1.0,1.0,1.0,,,,
10070,12.0,2015.0,,1.0,1.0,1.0,1.0,,,,
511,6.0,2015.0,,,,1.0,,,,,
3985,10.0,2014.0,,,,,1.0,1.0,,,
5355,7.0,2015.0,,,,1.0,,,,,
10854,10.0,2014.0,1.0,,1.0,,1.0,,,,
1626,10.0,2016.0,,,,,1.0,1.0,,,
11077,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,
10834,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,,,,
10306,12.0,2014.0,1.0,,,1.0,1.0,,,,
7968,12.0,2016.0,1.0,1.0,,1.0,1.0,,,,
12261,11.0,2016.0,1.0,,,1.0,1.0,1.0,,1.0,
5095,9.0,2014.0,,,1.0,1.0,1.0,1.0,,,
5280,1.0,2015.0,,,,1.0,1.0,,,,
6908,11.0,2014.0,,1.0,1.0,,1.0,,,,
9520,10.0,2015.0,,1.0,,,1.0,,,,
11657,12.0,2016.0,,,1.0,2.0,1.0,,,,
6236,12.0,2015.0,1.0,1.0,1.0,1.0,,1.0,,,
11260,12.0,2016.0,,1.0,,1.0,1.0,,,1.0,
9828,10.0,2014.0,1.0,1.0,1.0,1.0,,1.0,,,
5819,12.0,2016.0,,1.0,1.0,9.0,1.0,,,1.0,
6610,12.0,2014.0,1.0,,,,,,,,
2941,8.0,2015.0,1.0,,,,1.0,,,,
5962,9.0,2014.0,,,,1.0,1.0,,,,
354,12.0,2016.0,,1.0,,1.0,1.0,,,,
3365,12.0,2014.0,,,,1.0,1.0,,,,
8324,11.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,,
8560,11.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,,
8523,10.0,2015.0,1.0,1.0,,,1.0,,,,
3940,12.0,2014.0,1.0,,,1.0,1.0,1.0,,,
806,12.0,2015.0,1.0,,1.0,1.0,1.0,1.0,,,
5498,6.0,2015.0,,,,,1.0,,,,
23,11.0,2014.0,,,,1.0,1.0,1.0,,,
7846,12.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,1.0,
6162,7.0,2015.0,1.0,,,1.0,1.0,,,,
5426,10.0,2016.0,,,,,,1.0,,,
823,12.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
10308,9.0,2014.0,1.0,1.0,1.0,1.0,,,,,
8430,9.0,2014.0,,1.0,,,1.0,,,,
4085,11.0,2015.0,1.0,1.0,,1.0,1.0,,,,
7126,9.0,2014.0,,,,1.0,1.0,,,1.0,
9552,12.0,2015.0,1.0,,1.0,1.0,1.0,1.0,,,
7926,12.0,2014.0,1.0,,,1.0,1.0,1.0,,,
8704,12.0,2016.0,1.0,,,1.0,1.0,1.0,,,
5786,12.0,2015.0,1.0,1.0,1.0,1.0,2.0,,,,
11960,12.0,2016.0,1.0,1.0,1.0,2.0,3.0,,,1.0,
5057,1.0,2015.0,,1.0,,,,,,,
8598,11.0,2014.0,1.0,,1.0,1.0,1.0,1.0,,,
2266,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
9884,9.0,2014.0,,1.0,,1.0,1.0,,,,
2190,11.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,,
6655,12.0,2015.0,1.0,,,,1.0,1.0,,,1.0
3215,11.0,2015.0,1.0,,1.0,1.0,,1.0,,,
8130,8.0,2014.0,,1.0,1.0,,,,,,
4668,5.0,2014.0,,,,,1.0,,,,
313,12.0,2015.0,1.0,1.0,1.0,,1.0,,,,
5178,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
6305,11.0,2015.0,1.0,1.0,,1.0,1.0,,,,
8815,11.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
6444,10.0,2015.0,,,,1.0,1.0,,,,
4848,12.0,2015.0,,,,1.0,1.0,,,,
4992,12.0,2016.0,,1.0,1.0,1.0,3.0,,,,
9775,12.0,2014.0,,,1.0,1.0,1.0,1.0,1.0,,1.0
677,12.0,2014.0,,1.0,1.0,1.0,1.0,,,,
4428,12.0,2016.0,,,,1.0,1.0,1.0,,,
5983,9.0,2014.0,,,1.0,,,,,,
2397,9.0,2014.0,1.0,,,,1.0,,,,
10325,12.0,2015.0,1.0,,,1.0,1.0,,,,
7156,10.0,2016.0,,1.0,,1.0,,,,,
3513,11.0,2014.0,,,,,,1.0,,,
3117,4.0,2014.0,1.0,,,,,,,,
2378,12.0,2015.0,1.0,1.0,2.0,1.0,1.0,1.0,,,
8064,12.0,2014.0,1.0,1.0,1.0,,2.0,,,,
71,10.0,2014.0,1.0,,1.0,1.0,1.0,,,,
5580,12.0,2016.0,,,,1.0,1.0,,,,
5817,12.0,2016.0,1.0,,1.0,2.0,1.0,,,,
2739,12.0,2016.0,1.0,,1.0,2.0,2.0,1.0,,,
2180,12.0,2015.0,,,,1.0,2.0,,,,
3674,11.0,2014.0,,,,1.0,,,,,
11448,10.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,,
3467,12.0,2015.0,,1.0,,1.0,4.0,1.0,,,
6825,11.0,2014.0,,,,,1.0,,,,
2065,12.0,2015.0,1.0,1.0,1.0,3.0,1.0,,,1.0,
4817,12.0,2016.0,1.0,1.0,,,1.0,1.0,,,
9891,10.0,2014.0,1.0,1.0,,1.0,1.0,,,,
6768,9.0,2015.0,,1.0,1.0,,,,,,
6026,11.0,2015.0,1.0,1.0,1.0,1.0,2.0,1.0,,,
159,10.0,2016.0,,,1.0,1.0,1.0,,,,
11277,9.0,2016.0,,,1.0,4.0,1.0,,,,
5171,8.0,2015.0,,,,,1.0,,,,
8891,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
11357,9.0,2016.0,,1.0,,1.0,,1.0,,,
2290,8.0,2014.0,1.0,,,1.0,,,,,
10036,12.0,2014.0,1.0,,,1.0,1.0,,,,
12586,10.0,2014.0,,1.0,,1.0,1.0,2.0,,,
5792,11.0,2014.0,1.0,,1.0,1.0,1.0,,,,
11656,7.0,2015.0,,,1.0,,1.0,,,,
11651,10.0,2015.0,,,1.0,1.0,1.0,1.0,,,
2442,10.0,2014.0,,1.0,1.0,,1.0,,,,
7653,12.0,2014.0,1.0,,1.0,1.0,1.0,1.0,,,
5232,12.0,2015.0,1.0,,1.0,1.0,1.0,,,,
3542,12.0,2015.0,,1.0,,1.0,1.0,,,,
11937,7.0,2015.0,,1.0,,,1.0,,,,
8794,12.0,2015.0,1.0,1.0,,,1.0,,,1.0,
765,12.0,2016.0,,,1.0,1.0,1.0,1.0,,,
4151,11.0,2015.0,,,,,1.0,1.0,,,
2431,11.0,2014.0,,,,1.0,1.0,1.0,,,
5075,10.0,2016.0,,1.0,,1.0,1.0,1.0,,,
12715,12.0,2014.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0
5778,11.0,2016.0,,,,1.0,1.0,1.0,,,
1267,9.0,2015.0,,,,1.0,1.0,,,,
712,12.0,2014.0,,,1.0,1.0,1.0,,,,
571,7.0,2014.0,,,,1.0,1.0,,,,
6460,9.0,2014.0,,,,,1.0,,,,
12092,3.0,2015.0,,,,,1.0,,,,
7796,4.0,2014.0,,,,,1.0,,,,
10626,5.0,2015.0,1.0,,,,,,,,
10331,12.0,2015.0,,,,1.0,1.0,1.0,,,
4066,8.0,2016.0,,,,,1.0,,,,
2016,12.0,2015.0,1.0,1.0,,1.0,1.0,1.0,,,
5753,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
13075,12.0,2015.0,1.0,1.0,,1.0,1.0,,,,
121,11.0,2014.0,,1.0,,,1.0,1.0,,,
3271,12.0,2016.0,1.0,,,,1.0,1.0,,,
211,5.0,2015.0,1.0,,,,1.0,,,,
1042,4.0,2016.0,,1.0,,,,,,,
10997,10.0,2014.0,,1.0,,1.0,1.0,1.0,,,
7824,12.0,2015.0,1.0,1.0,2.0,1.0,1.0,1.0,,,
1497,8.0,2016.0,,1.0,,1.0,,,,1.0,
4011,12.0,2016.0,1.0,2.0,1.0,2.0,2.0,1.0,,,
5149,8.0,2014.0,,,1.0,1.0,1.0,,,1.0,
11297,12.0,2015.0,,1.0,1.0,1.0,1.0,1.0,,,
3922,10.0,2015.0,,,1.0,1.0,1.0,,,,
8165,3.0,2016.0,,,,1.0,1.0,,,,
8487,11.0,2016.0,1.0,,,,1.0,,,,
8204,3.0,2015.0,,,,,1.0,,,,
782,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
7947,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,,,1.0,
5400,12.0,2015.0,1.0,1.0,1.0,2.0,1.0,3.0,,,
10539,12.0,2016.0,1.0,1.0,1.0,1.0,2.0,1.0,,,
5902,11.0,2015.0,1.0,1.0,1.0,1.0,1.0,,,,
6705,11.0,2014.0,,1.0,,2.0,1.0,,,,
2199,10.0,2015.0,,,,1.0,1.0,,,,
505,12.0,2016.0,,1.0,,1.0,1.0,,,,
12144,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
4824,11.0,2014.0,2.0,,,1.0,1.0,,,,
10929,8.0,2014.0,,,,1.0,,,,,
12813,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
1684,12.0,2015.0,1.0,,,1.0,2.0,,,,
