index_seg,MONTH,YEAR,MOTOR VEHICLE THEFT,ROBBERY,ASSAULT W/DANGEROUS WEAPON,THEFT/OTHER,THEFT F/AUTO,BURGLARY,ARSON,SEX ABUSE,HOMICIDE
4193,6.0,2015.0,,,,,1.0,1.0,,,
4772,6.0,2015.0,1.0,,,,,,,,
8095,12.0,2014.0,,,1.0,1.0,1.0,,,,
10764,8.0,2015.0,,1.0,1.0,,1.0,,,,
1457,12.0,2014.0,,,,,1.0,,,,
2496,11.0,2015.0,,,,1.0,1.0,,,,
1842,4.0,2015.0,,,,,1.0,,,,
13150,10.0,2015.0,,,,1.0,1.0,,,,
6249,7.0,2016.0,,,,1.0,,,,,
7524,11.0,2016.0,,,1.0,1.0,,,,,
5267,8.0,2016.0,1.0,,,,1.0,,,,
11399,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0
10650,11.0,2015.0,,,,,1.0,,,,
6755,12.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,,
9551,12.0,2016.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
6302,11.0,2016.0,2.0,,,,1.0,,,,
11178,3.0,2014.0,,,,1.0,,,,,
3557,7.0,2014.0,1.0,,,,,,,,
8399,12.0,2016.0,1.0,1.0,1.0,2.0,1.0,1.0,,,
10915,12.0,2014.0,,1.0,1.0,2.0,1.0,1.0,,,
4711,12.0,2015.0,1.0,1.0,,1.0,1.0,1.0,,,
337,11.0,2016.0,,,,1.0,1.0,,,,
12912,12.0,2015.0,1.0,,1.0,1.0,1.0,,,,
9220,10.0,2014.0,,,,1.0,1.0,,,,
10256,12.0,2014.0,1.0,,1.0,1.0,1.0,,,,
2753,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,,,,
985,12.0,2015.0,,1.0,,1.0,1.0,1.0,,,
1957,6.0,2015.0,,,,,1.0,,,,
10790,9.0,2014.0,1.0,1.0,,1.0,2.0,1.0,,,
3297,11.0,2016.0,1.0,,,1.0,1.0,,,,
9025,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,,,,
868,6.0,2016.0,,,,,1.0,,,,
6931,10.0,2015.0,,,,1.0,,1.0,,,
7360,12.0,2016.0,,,,2.0,1.0,1.0,,,
6061,6.0,2015.0,,,,1.0,,,,,
7916,12.0,2016.0,,,,1.0,1.0,,,,
4334,8.0,2015.0,,,,,1.0,,,,
507,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,,,,
6623,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,,
1383,9.0,2016.0,1.0,,,,2.0,,,,
4759,10.0,2015.0,,,,1.0,,,,,
7602,10.0,2015.0,,1.0,,1.0,1.0,,,,
9616,11.0,2014.0,,1.0,,1.0,2.0,,,,
7415,10.0,2016.0,1.0,,,,1.0,,,,
2192,8.0,2014.0,,,1.0,,,,,,
8021,10.0,2016.0,1.0,1.0,,1.0,1.0,,,,
515,11.0,2014.0,,,,,1.0,,,,
8042,10.0,2014.0,1.0,1.0,,,,,,,
12877,6.0,2016.0,1.0,,,,,1.0,,1.0,
5961,9.0,2015.0,,,,1.0,1.0,,,1.0,
4201,12.0,2015.0,,,1.0,1.0,1.0,,,,
11021,12.0,2014.0,,1.0,1.0,,1.0,1.0,,,
3593,12.0,2014.0,,1.0,,1.0,1.0,1.0,,,
4850,8.0,2014.0,,,,1.0,1.0,,,,
3211,12.0,2014.0,1.0,1.0,,1.0,1.0,1.0,,,
6521,11.0,2015.0,,,,,1.0,1.0,,,
9089,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,3.0,,2.0,
4542,6.0,2016.0,1.0,,,,,,,,
7390,9.0,2015.0,1.0,,,1.0,1.0,,,,
7475,12.0,2015.0,1.0,1.0,,1.0,1.0,1.0,,,
6146,11.0,2014.0,,1.0,,1.0,1.0,,,,
10085,12.0,2014.0,,1.0,1.0,,,,,,
1706,9.0,2015.0,,,,1.0,1.0,,,,
5789,11.0,2016.0,1.0,,1.0,1.0,1.0,2.0,,,
5252,11.0,2014.0,1.0,1.0,1.0,2.0,1.0,1.0,,,
1296,12.0,2014.0,,,,1.0,2.0,,,,
8807,8.0,2015.0,,1.0,,,1.0,,,,
6634,12.0,2016.0,,,,1.0,1.0,,,,
601,10.0,2015.0,1.0,,,1.0,2.0,,,,
716,6.0,2015.0,,,,,1.0,,,1.0,
2408,12.0,2014.0,1.0,1.0,,1.0,1.0,,,1.0,
1425,11.0,2014.0,1.0,1.0,,,,,,,
3977,12.0,2016.0,,1.0,2.0,1.0,1.0,1.0,,1.0,
8172,12.0,2014.0,,1.0,,1.0,1.0,,,,
7765,10.0,2016.0,1.0,,,,1.0,,,,
10954,9.0,2015.0,1.0,,,1.0,1.0,,,,
4290,9.0,2014.0,,1.0,,1.0,1.0,,,,
3435,8.0,2016.0,1.0,,1.0,2.0,1.0,1.0,,,
9029,12.0,2015.0,1.0,1.0,1.0,,1.0,1.0,,,
12802,11.0,2016.0,1.0,1.0,1.0,1.0,,,,,
9276,11.0,2016.0,,1.0,,,1.0,,,1.0,
7620,8.0,2016.0,,,,,,1.0,,,
8193,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
8002,9.0,2015.0,1.0,,,1.0,1.0,1.0,,,
2632,10.0,2016.0,,,,,1.0,,,,
4146,7.0,2014.0,,,,,,1.0,,,
3860,6.0,2016.0,,,,1.0,,1.0,,,
8321,9.0,2014.0,1.0,1.0,,1.0,,,,,
632,10.0,2014.0,,1.0,,,,1.0,,,
9012,9.0,2016.0,,1.0,1.0,1.0,1.0,,,,
3220,6.0,2014.0,,,,1.0,1.0,,,,
13242,11.0,2014.0,,1.0,1.0,1.0,,1.0,,1.0,
8888,12.0,2016.0,,1.0,1.0,,1.0,,,,
1983,11.0,2014.0,,,,1.0,1.0,1.0,,,
2233,8.0,2014.0,,,,,1.0,,,,
10329,6.0,2014.0,1.0,,,,,,,,
10993,7.0,2014.0,1.0,,,,1.0,,,,
6925,12.0,2016.0,1.0,1.0,1.0,4.0,1.0,,,1.0,
11081,12.0,2016.0,1.0,1.0,,,1.0,1.0,,,
6802,7.0,2016.0,,,,,1.0,,,,
12258,12.0,2014.0,,,,1.0,1.0,1.0,,,
12220,10.0,2016.0,,,,,1.0,,,,
3375,12.0,2016.0,2.0,1.0,,,,,,,
2810,10.0,2014.0,,,,1.0,2.0,,,,
7227,8.0,2014.0,1.0,,,1.0,,1.0,,,
11310,10.0,2014.0,,1.0,,,1.0,,,,
3005,12.0,2015.0,,,,,3.0,,,,
6322,11.0,2015.0,1.0,1.0,,,1.0,1.0,,,
10037,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
6405,4.0,2014.0,,1.0,,,1.0,,,,
10177,11.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,,
7678,12.0,2015.0,,1.0,1.0,1.0,1.0,1.0,,,
1411,11.0,2016.0,1.0,,,1.0,1.0,1.0,,,
10121,10.0,2016.0,1.0,,,2.0,,,,,
3341,12.0,2015.0,,,,,1.0,,,,
10555,6.0,2015.0,,,,1.0,1.0,,,,
9006,9.0,2016.0,,1.0,1.0,1.0,,,,,
7787,12.0,2016.0,,1.0,,1.0,1.0,1.0,,,
4982,11.0,2015.0,1.0,,,,1.0,1.0,,,
2382,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
1868,9.0,2014.0,,,,,1.0,1.0,,,
5050,12.0,2015.0,1.0,,,1.0,2.0,,,,
4558,10.0,2015.0,,,,1.0,,,,,
10715,10.0,2016.0,,,,,1.0,,,,
3769,12.0,2016.0,,1.0,1.0,2.0,1.0,1.0,,,
10693,10.0,2015.0,,1.0,,1.0,,,,1.0,
9218,11.0,2015.0,1.0,,,1.0,1.0,,,,
8246,4.0,2015.0,,,,,1.0,,,,
6780,12.0,2016.0,,1.0,1.0,1.0,,1.0,,,1.0
473,1.0,2015.0,,1.0,,,,,,,
6433,12.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,,
5813,11.0,2015.0,,,,1.0,1.0,,,,
8910,5.0,2015.0,1.0,,,,1.0,,,,
4314,1.0,2014.0,,,,,,1.0,,,
6406,11.0,2015.0,1.0,1.0,1.0,,1.0,,,,
4659,12.0,2015.0,,,,1.0,1.0,1.0,,,
4254,11.0,2015.0,,,,1.0,1.0,,,,
4341,11.0,2014.0,,,,,,1.0,,,
12433,12.0,2016.0,1.0,1.0,,1.0,1.0,,,,
2485,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,2.0,,,
6465,11.0,2014.0,,1.0,,1.0,1.0,,,,
8764,12.0,2015.0,,2.0,1.0,2.0,1.0,1.0,,,
6930,11.0,2015.0,,,,,1.0,,,1.0,
2345,7.0,2015.0,,,,1.0,,,,,
6109,12.0,2014.0,,1.0,,,,,,,
7123,11.0,2015.0,1.0,,,1.0,1.0,1.0,,,
10824,5.0,2015.0,,,,1.0,1.0,,,,
7648,12.0,2014.0,,,1.0,,2.0,,,,
3499,12.0,2014.0,,,,1.0,,1.0,,,
3848,12.0,2014.0,1.0,,,1.0,1.0,,,,
9981,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,,,,
11520,8.0,2014.0,,1.0,,,3.0,,,,
2275,12.0,2016.0,1.0,1.0,1.0,1.0,4.0,1.0,,,
5837,10.0,2015.0,,,,1.0,2.0,1.0,,,
8304,12.0,2016.0,1.0,1.0,1.0,2.0,1.0,1.0,,,
6794,8.0,2015.0,1.0,,,,1.0,,,,
1724,11.0,2015.0,,,,,1.0,,,,
7465,12.0,2016.0,,,1.0,1.0,,1.0,,,
13144,12.0,2016.0,,1.0,1.0,1.0,1.0,,,,
2247,10.0,2014.0,1.0,,,1.0,1.0,,,,
11115,9.0,2015.0,,1.0,,,,,,,
4921,11.0,2014.0,1.0,,1.0,,1.0,,,,
3199,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
13013,10.0,2015.0,1.0,1.0,,1.0,,,,,
3256,12.0,2014.0,1.0,1.0,,1.0,1.0,1.0,,,
4049,12.0,2016.0,,1.0,,1.0,1.0,1.0,,,
2062,5.0,2016.0,,,,,,1.0,,,
7124,12.0,2014.0,,1.0,,1.0,2.0,,,,
1427,10.0,2016.0,,,,2.0,1.0,,,,
12850,12.0,2016.0,,,,,1.0,,,,
13030,12.0,2015.0,,1.0,1.0,1.0,1.0,1.0,,,
4081,7.0,2014.0,,,1.0,,1.0,,,,
3988,12.0,2014.0,1.0,,,,1.0,,,,
8633,12.0,2016.0,,,,2.0,2.0,,,,
8509,5.0,2016.0,1.0,1.0,,1.0,,,,,
10541,3.0,2015.0,1.0,,,1.0,1.0,,,,
7860,12.0,2016.0,1.0,,,,1.0,1.0,,,
7892,9.0,2016.0,,,,,1.0,,,,
10889,9.0,2014.0,,,1.0,,1.0,,,,
6676,12.0,2016.0,2.0,1.0,1.0,4.0,1.0,2.0,,1.0,
1440,10.0,2015.0,1.0,,,,1.0,,,,
3373,9.0,2014.0,,1.0,,,1.0,,,,
252,12.0,2016.0,1.0,1.0,1.0,8.0,1.0,1.0,,1.0,
9169,8.0,2016.0,,,,1.0,1.0,,,,
8218,11.0,2015.0,1.0,1.0,1.0,,,,,,
4242,12.0,2016.0,1.0,1.0,,,1.0,,,,
4996,12.0,2016.0,1.0,2.0,1.0,3.0,1.0,,,,
8435,11.0,2014.0,,2.0,2.0,1.0,1.0,1.0,,,
4688,12.0,2016.0,,,1.0,,1.0,,,,
7631,10.0,2014.0,,1.0,,1.0,1.0,1.0,,,
11799,9.0,2015.0,,,,1.0,1.0,,,,
1170,9.0,2015.0,1.0,1.0,,1.0,1.0,,,,
1662,12.0,2014.0,,,,,1.0,,,,
324,12.0,2016.0,,,,1.0,1.0,,,,
12754,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,,,,
8365,10.0,2015.0,,1.0,1.0,1.0,1.0,1.0,,,
912,10.0,2014.0,,,,,1.0,,,,
5775,10.0,2015.0,,,,,1.0,,,,
764,12.0,2016.0,,,,2.0,1.0,,,1.0,
10162,6.0,2016.0,,,,1.0,,,,,
8456,8.0,2014.0,,1.0,,,1.0,,,,
5723,12.0,2015.0,1.0,1.0,,1.0,2.0,1.0,,,
7628,12.0,2014.0,,1.0,1.0,1.0,1.0,,,,
1376,12.0,2015.0,,,,,1.0,,,,
718,11.0,2014.0,,1.0,,1.0,,,,,
9739,12.0,2015.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0
7613,11.0,2014.0,,,,1.0,1.0,,,,
4396,10.0,2015.0,,,1.0,,1.0,,,,
2795,5.0,2015.0,,,,,1.0,,,,
11002,9.0,2014.0,1.0,,,,,,,,
172,11.0,2015.0,,,,1.0,2.0,1.0,,,
4009,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,,,,
2403,6.0,2015.0,,,,,1.0,,,,
3191,12.0,2016.0,,1.0,1.0,1.0,1.0,,,,
12938,11.0,2014.0,1.0,1.0,1.0,1.0,,2.0,,,
4222,11.0,2014.0,,,,,1.0,,,,
11437,12.0,2015.0,1.0,,,1.0,1.0,,,,
10399,11.0,2015.0,1.0,,1.0,1.0,1.0,,,,
6523,10.0,2016.0,,1.0,,,1.0,,,,
7125,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,,
8261,9.0,2014.0,1.0,,1.0,1.0,1.0,,,,
11388,9.0,2016.0,,1.0,,1.0,1.0,,,,
2128,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,,
9221,7.0,2014.0,1.0,,,,1.0,,,,
3383,12.0,2016.0,,1.0,1.0,1.0,1.0,,,,
11472,9.0,2014.0,,,,1.0,,,,,
12687,12.0,2015.0,1.0,,,,1.0,,,,
8739,12.0,2016.0,1.0,,,1.0,1.0,1.0,,,
11177,11.0,2014.0,1.0,1.0,,1.0,1.0,1.0,,,
6299,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
767,12.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,,
3643,12.0,2014.0,1.0,,,1.0,1.0,,,,
2879,6.0,2015.0,,,,1.0,,,,,
4152,12.0,2014.0,1.0,,,1.0,1.0,,,,
12971,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
5497,10.0,2016.0,,,,,1.0,,,,
8921,4.0,2014.0,,,,1.0,,,,,
11184,12.0,2014.0,,,1.0,1.0,,,,1.0,
3479,12.0,2014.0,,,,1.0,1.0,,,,
6654,3.0,2015.0,,,,1.0,,,,,
8517,12.0,2016.0,,,,1.0,1.0,1.0,,,
688,6.0,2014.0,,,,,1.0,,,,
7484,11.0,2014.0,,,1.0,1.0,1.0,2.0,,,
2319,7.0,2015.0,,,,1.0,,,,,
2966,11.0,2016.0,1.0,1.0,,,1.0,,,,
6861,1.0,2015.0,,,,,1.0,,,,
10540,7.0,2014.0,1.0,,,,,,,,
11746,12.0,2014.0,1.0,,1.0,1.0,1.0,1.0,,,
4973,12.0,2016.0,1.0,1.0,,1.0,2.0,1.0,,,
226,7.0,2015.0,,,,,,1.0,,,
6344,7.0,2016.0,,,1.0,,1.0,1.0,,,
10965,12.0,2014.0,,1.0,1.0,1.0,1.0,1.0,,,1.0
4707,10.0,2016.0,,1.0,1.0,1.0,1.0,,,,
484,11.0,2014.0,1.0,1.0,,1.0,1.0,,,,
1493,11.0,2014.0,,,,1.0,1.0,1.0,,,
6050,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,,,,
10691,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
1507,10.0,2014.0,,,,,1.0,,,,
6379,6.0,2014.0,,,,,1.0,,,,
9548,11.0,2014.0,,,,1.0,1.0,1.0,,,
16,10.0,2014.0,,,1.0,,,1.0,,,
3995,11.0,2014.0,1.0,,,,1.0,,,,
10594,12.0,2015.0,1.0,3.0,,1.0,1.0,1.0,,,
9092,12.0,2014.0,,1.0,,,1.0,,,,
2085,12.0,2016.0,,1.0,,1.0,1.0,1.0,,,
12583,9.0,2016.0,,,,,1.0,,,,
4851,11.0,2016.0,,,1.0,1.0,1.0,1.0,,,
6967,8.0,2014.0,,,,,1.0,,,,
7969,12.0,2014.0,1.0,,1.0,1.0,1.0,,,,
4483,12.0,2015.0,1.0,1.0,,1.0,1.0,2.0,,,
6349,12.0,2016.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,
4591,12.0,2014.0,,,1.0,1.0,1.0,,,,
10261,10.0,2015.0,2.0,,,1.0,1.0,1.0,,,
7141,12.0,2014.0,,,,1.0,1.0,,,,
3115,12.0,2015.0,2.0,1.0,,1.0,2.0,1.0,,,
2443,10.0,2014.0,1.0,1.0,1.0,2.0,1.0,,,,
1055,5.0,2015.0,,,,,1.0,,,,
8866,4.0,2014.0,,,1.0,,1.0,,,,
10350,9.0,2015.0,,1.0,1.0,1.0,1.0,,,,
12965,12.0,2015.0,,1.0,1.0,2.0,1.0,,,,
6786,9.0,2016.0,,,,,1.0,,,,
6150,10.0,2015.0,1.0,,,,,1.0,,,
1342,12.0,2014.0,1.0,,,,,,,,
5836,10.0,2014.0,1.0,,,,,1.0,,,
1982,12.0,2015.0,,1.0,,1.0,1.0,,,,
2366,11.0,2015.0,1.0,1.0,1.0,1.0,1.0,,,,
12774,3.0,2015.0,,,,,1.0,,,,
12494,8.0,2014.0,,1.0,1.0,1.0,,,,,
5190,7.0,2014.0,,,,,1.0,,,,
5730,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,,,,
1337,12.0,2015.0,,,,,1.0,,,,
11148,11.0,2014.0,1.0,1.0,,,,1.0,,,
12819,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
1895,8.0,2014.0,,,,,,1.0,,,
5715,12.0,2015.0,,1.0,,,1.0,,,,
5629,12.0,2014.0,1.0,,,,1.0,,,,
8818,11.0,2015.0,,1.0,,,,,,,
8331,12.0,2015.0,,,,,1.0,1.0,,,
2242,11.0,2014.0,,,,,1.0,,,,
4181,11.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
7708,11.0,2015.0,,1.0,,,1.0,1.0,,,
3049,11.0,2015.0,,,,1.0,1.0,,,,
1649,12.0,2015.0,,,,1.0,1.0,1.0,,,
6119,4.0,2014.0,,,,,1.0,,,,
7291,4.0,2015.0,,,,,,1.0,,,
4186,7.0,2015.0,,,,,1.0,,,,
5126,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,,
7435,5.0,2016.0,,,,,2.0,,,,
4039,8.0,2016.0,1.0,1.0,,,1.0,,,,
11574,10.0,2014.0,,,,1.0,,,,,
6165,11.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
10078,8.0,2014.0,,,,,1.0,,,,
795,10.0,2015.0,,1.0,,1.0,,1.0,,,
1802,10.0,2014.0,,,,1.0,1.0,,,,
2406,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,3.0,,,2.0
5965,2.0,2014.0,,,,1.0,,,,,
11315,2.0,2015.0,,,,1.0,,,,,
11771,11.0,2014.0,,1.0,1.0,1.0,1.0,,,,
4099,4.0,2016.0,,,,1.0,,,,,
9016,12.0,2015.0,1.0,,1.0,,1.0,,,,
11062,10.0,2015.0,1.0,1.0,,1.0,1.0,1.0,,,
2138,12.0,2015.0,,,,,1.0,,,,
6450,12.0,2014.0,,,,,1.0,,,,
11285,10.0,2016.0,,1.0,1.0,,1.0,,,,
10235,12.0,2016.0,,,1.0,1.0,1.0,1.0,,1.0,
4369,11.0,2016.0,,,,,1.0,,,,
7151,11.0,2014.0,,,,,1.0,1.0,,,
6976,12.0,2014.0,,1.0,1.0,1.0,1.0,1.0,,,1.0
11319,5.0,2014.0,1.0,,,,1.0,,,,
2421,10.0,2015.0,,1.0,1.0,1.0,,1.0,,,
1265,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,,
6361,12.0,2015.0,1.0,,,1.0,1.0,,,,
7819,9.0,2014.0,1.0,,,1.0,1.0,1.0,,,
4351,7.0,2015.0,,,,1.0,1.0,,,,
11258,10.0,2014.0,1.0,1.0,,1.0,1.0,,,,
2785,12.0,2015.0,,,,1.0,1.0,,,,
1133,11.0,2015.0,,,,,1.0,,,,
5108,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
10582,12.0,2015.0,1.0,1.0,1.0,1.0,2.0,,,,
9670,12.0,2014.0,,1.0,,1.0,1.0,1.0,,,
8711,10.0,2015.0,1.0,1.0,1.0,,1.0,,,,
1104,12.0,2015.0,1.0,,1.0,1.0,1.0,2.0,,,
8822,7.0,2015.0,,1.0,,,1.0,,,,
1448,8.0,2014.0,,,,1.0,1.0,2.0,,,
8090,12.0,2014.0,,1.0,,2.0,1.0,,,1.0,
3330,11.0,2015.0,,1.0,,1.0,1.0,1.0,,,
2302,12.0,2015.0,,1.0,,1.0,1.0,1.0,,,
7158,11.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
109,10.0,2015.0,1.0,1.0,,,1.0,1.0,,,
3108,11.0,2016.0,,,,,1.0,1.0,,,
5841,10.0,2015.0,1.0,1.0,,1.0,1.0,,,,
6317,10.0,2016.0,1.0,,1.0,,1.0,,,,
6307,10.0,2015.0,,,,,1.0,1.0,,,
3264,12.0,2016.0,,1.0,1.0,2.0,1.0,,,,
9428,12.0,2015.0,1.0,1.0,,,1.0,1.0,,,
10309,10.0,2015.0,,,,1.0,1.0,,,,
11300,2.0,2016.0,,1.0,,,,,,,
4327,12.0,2016.0,1.0,1.0,,2.0,2.0,1.0,,,
5163,11.0,2014.0,,,,1.0,2.0,1.0,,,
7980,12.0,2015.0,,1.0,1.0,1.0,1.0,1.0,,,
10875,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
5744,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,1.0,
8846,11.0,2014.0,1.0,1.0,1.0,1.0,1.0,2.0,,,
5004,8.0,2016.0,,,,,2.0,,,,
887,12.0,2015.0,1.0,1.0,,2.0,,,,,
5334,11.0,2016.0,1.0,1.0,,1.0,1.0,,,,
9868,7.0,2014.0,,,,,1.0,,,,1.0
6764,12.0,2014.0,1.0,1.0,1.0,1.0,2.0,2.0,,,
6261,11.0,2016.0,1.0,,1.0,,1.0,1.0,,,
992,12.0,2015.0,1.0,1.0,,3.0,1.0,1.0,,,
9882,12.0,2014.0,1.0,2.0,1.0,2.0,2.0,,,,
1310,8.0,2014.0,,,,,,1.0,,,
9832,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
11659,12.0,2015.0,,1.0,1.0,1.0,1.0,1.0,,,
9990,12.0,2015.0,,,1.0,,1.0,,,1.0,
543,10.0,2014.0,,1.0,1.0,1.0,2.0,1.0,,,
7667,12.0,2016.0,,,,1.0,1.0,,,,
739,12.0,2016.0,1.0,1.0,1.0,1.0,2.0,2.0,,,
4609,10.0,2016.0,,1.0,,1.0,,,,,
12646,11.0,2014.0,,,1.0,,1.0,,,,
9866,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,
3424,12.0,2015.0,1.0,,,1.0,1.0,1.0,,,
7712,10.0,2016.0,1.0,,,,1.0,,,,
5416,4.0,2014.0,,,,1.0,,,,,
2861,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
3454,12.0,2015.0,,1.0,,1.0,1.0,,,,
12336,6.0,2014.0,,1.0,,1.0,,,,,
1931,12.0,2015.0,1.0,1.0,,2.0,1.0,1.0,,,
4753,4.0,2015.0,,,,,1.0,,,,
6080,12.0,2016.0,1.0,,1.0,1.0,1.0,,,,1.0
13020,11.0,2014.0,,1.0,1.0,,,,,,
2220,12.0,2016.0,,3.0,1.0,2.0,1.0,1.0,,,
11120,11.0,2014.0,1.0,,,,1.0,1.0,,1.0,
11758,8.0,2014.0,1.0,1.0,,1.0,,,,,
642,12.0,2016.0,,1.0,1.0,1.0,1.0,3.0,,,
4008,11.0,2015.0,,,,1.0,1.0,,,,
1592,8.0,2014.0,,,,,1.0,,,,
3456,10.0,2016.0,,,,1.0,1.0,,,,
2988,10.0,2014.0,,1.0,,1.0,1.0,,,,
6679,7.0,2015.0,1.0,,,,1.0,,,,
9559,12.0,2014.0,1.0,,,,1.0,1.0,,,
5919,12.0,2015.0,2.0,,,1.0,1.0,1.0,,,
6293,5.0,2014.0,,,1.0,,,,,,
5492,8.0,2014.0,,,,1.0,,1.0,,,
7111,10.0,2014.0,,,,1.0,1.0,1.0,,,
13137,12.0,2016.0,1.0,1.0,1.0,1.0,2.0,1.0,,,
10575,12.0,2014.0,2.0,1.0,1.0,1.0,1.0,,,,
9942,12.0,2016.0,1.0,,1.0,,1.0,1.0,,,
4536,10.0,2016.0,1.0,,,1.0,1.0,,,,
5048,4.0,2016.0,,,,1.0,1.0,1.0,,,
5903,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
12791,9.0,2015.0,1.0,,,,1.0,,,,
10111,10.0,2015.0,,1.0,1.0,,,,,,
1057,5.0,2016.0,,,,1.0,,1.0,,,
1452,9.0,2014.0,,,,1.0,1.0,,,,
9801,8.0,2015.0,1.0,,,1.0,,,,,
13057,8.0,2015.0,,,1.0,,,,,,1.0
1245,2.0,2015.0,,,1.0,,,,,,
2700,10.0,2015.0,1.0,1.0,1.0,1.0,1.0,,,,
1103,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,
8133,11.0,2014.0,,,,1.0,1.0,1.0,,,
9039,10.0,2016.0,,1.0,1.0,1.0,1.0,,,,
10737,7.0,2015.0,,1.0,,,,,,,
9295,12.0,2015.0,,,1.0,1.0,,1.0,,,
4725,12.0,2015.0,1.0,1.0,1.0,4.0,1.0,1.0,,,
3960,11.0,2015.0,,1.0,,1.0,1.0,1.0,,,
13143,8.0,2014.0,,,,,,1.0,,,1.0
8216,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
11176,12.0,2015.0,2.0,,1.0,1.0,1.0,1.0,,1.0,
3865,12.0,2016.0,1.0,1.0,1.0,1.0,,1.0,,,
6916,10.0,2014.0,,,1.0,1.0,2.0,,,,
11302,12.0,2015.0,1.0,,1.0,1.0,,1.0,,,
11365,12.0,2016.0,1.0,1.0,,1.0,1.0,,,,
2766,10.0,2016.0,,1.0,,1.0,2.0,,,,
9641,8.0,2014.0,1.0,1.0,1.0,,,,,,
7259,11.0,2014.0,1.0,,,,1.0,,,,
9285,10.0,2014.0,1.0,1.0,1.0,1.0,1.0,,,,
9021,7.0,2014.0,,,1.0,,,,,,
9086,12.0,2016.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0
723,12.0,2014.0,2.0,1.0,1.0,1.0,1.0,2.0,,,
7777,12.0,2016.0,,,,2.0,1.0,1.0,,,
9986,12.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,,
5647,11.0,2015.0,1.0,1.0,,,1.0,,,,
13167,12.0,2014.0,1.0,,,1.0,1.0,1.0,,,
4662,12.0,2016.0,,,,1.0,1.0,,,,
2074,10.0,2014.0,,1.0,1.0,1.0,,,,1.0,
7771,12.0,2016.0,,,1.0,1.0,1.0,1.0,,,
6711,12.0,2016.0,,,,1.0,2.0,,,,
3489,1.0,2014.0,,,,,,1.0,,,
7692,12.0,2015.0,1.0,,1.0,1.0,1.0,2.0,,,
10891,11.0,2016.0,1.0,1.0,,1.0,1.0,,,,
8876,12.0,2015.0,,,,1.0,,,,,
7821,11.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,1.0,
8082,10.0,2016.0,,,1.0,,1.0,1.0,,1.0,
5952,12.0,2014.0,1.0,1.0,,,1.0,1.0,,,
5844,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,,,,
10257,12.0,2014.0,1.0,,1.0,1.0,1.0,,,,
