index_seg,poi_total,crash_total,311_total,311_total_not_parking_meter,v0_total,crime_total,moving_total,parking_total
1974,5.0,3.9464831804281344,3.0,0.0,0.0,40.0,33.670360110803315,1.0
1975,3.0,3.9464831804281344,12.0,0.0,0.0,7.0,33.670360110803315,1.0
1976,8.0,9.0,22.0,1.0,1.0,26.0,16.0,12.0
1977,2.0,3.0,26.0,0.0,0.0,39.0,160.36049058256683,177.0
1978,2.0,2.0,42.0,0.0,0.0,53.0,1.0,74.0
1979,6.0,2.0,27.0,0.0,0.0,28.0,2.0,603.3206537460227
1980,10.0,2.0,54.0,0.0,1.0,52.0,1.0,68.0
1981,2.0,1.0,44.0,0.0,1.0,65.0,2.0,53.0
1982,4.0,7.719370860927152,18.0,0.0,0.0,60.0,2.0,15.0
1983,5.0,5.0,54.0,0.0,1.0,116.0,160.36049058256683,417.0
1984,4.0,3.0,43.0,0.0,1.0,125.0,5.0,484.0
1985,10.0,4.0,63.0,0.0,0.0,137.0,2.0,244.0
1986,6.0,7.0,29.0,0.0,1.0,69.0,2.0,236.0
1987,5.0,13.0,34.0,0.0,0.0,92.0,2.0,71.0
1988,11.0,4.0,17.0,0.0,0.0,81.0,12.0,423.0
1989,9.0,7.0,30.0,0.0,0.0,91.0,160.36049058256683,204.0
1990,6.0,4.0,38.0,0.0,0.0,57.0,160.36049058256683,195.0
1991,5.0,4.0,41.0,0.0,0.0,51.0,4.0,24.0
1992,1.0,7.719370860927152,21.0,0.0,0.0,48.0,160.36049058256683,2.0
1993,1.0,7.719370860927152,10.0,0.0,0.0,32.0,160.36049058256683,603.3206537460227
1994,2.0,1.0,23.0,0.0,0.0,27.0,160.36049058256683,603.3206537460227
1995,6.0,3.9464831804281344,30.0,0.0,0.0,71.0,33.670360110803315,453.0
1996,10.0,1.0,29.0,0.0,1.0,30.0,33.670360110803315,85.0
1997,5.0,3.9464831804281344,26.0,0.0,1.0,28.0,1.0,299.0
1998,2.0,3.9464831804281344,25.0,0.0,0.0,46.0,33.670360110803315,44.0
1999,7.0,1.0,19.0,0.0,1.0,71.0,33.670360110803315,13.0
2000,0.0,3.9464831804281344,22.0,0.0,0.0,29.0,1.0,267.0
2001,0.0,3.9464831804281344,49.0,0.0,0.0,21.0,33.670360110803315,67.0
2002,0.0,3.9464831804281344,25.0,0.0,0.0,23.0,33.670360110803315,35.0
2003,1.0,3.9464831804281344,16.0,0.0,0.0,32.0,33.670360110803315,54.0
2004,2.0,1.0,7.0,0.0,0.0,26.0,33.670360110803315,53.0
2005,1.0,7.719370860927152,6.0,0.0,0.0,3.0,160.36049058256683,603.3206537460227
2006,0.0,7.719370860927152,3.0,0.0,0.0,3.0,160.36049058256683,1.0
2007,0.0,7.719370860927152,5.0,0.0,0.0,3.0,160.36049058256683,603.3206537460227
2008,0.0,7.719370860927152,0.0,0.0,0.0,2.0,160.36049058256683,1.0
2009,0.0,3.4166666666666665,0.0,0.0,0.0,2.0,4.0,77.0
2010,0.0,3.4545454545454546,3.0,0.0,0.0,7.0,4.1951219512195115,133.65384615384616
2011,3.0,3.9464831804281344,5.0,0.0,0.0,11.0,33.670360110803315,255.05136612021855
2012,4.0,3.9464831804281344,6.0,0.0,0.0,15.0,33.670360110803315,13.0
2013,4.0,3.9464831804281344,4.0,0.0,0.0,7.0,33.670360110803315,255.05136612021855
2014,6.0,3.9464831804281344,9.0,0.0,0.0,6.0,33.670360110803315,255.05136612021855
2015,7.0,3.9464831804281344,25.0,0.0,0.0,21.0,6.0,9.0
2016,12.0,4.0,72.0,0.0,1.0,162.0,160.36049058256683,702.0
2017,7.0,7.719370860927152,25.0,0.0,0.0,132.0,160.36049058256683,24.0
2018,1.0,2.0,34.0,0.0,0.0,127.0,1.0,35.0
2019,44.0,21.0,121.0,34.0,2.0,435.0,208.0,144.0
2020,14.0,2.0,61.0,0.0,1.0,225.0,2.0,580.0
2021,9.0,10.763688760806916,55.0,0.0,1.0,124.0,2.0,366.0
2022,6.0,10.763688760806916,74.0,0.0,0.0,76.0,1.0,12.0
2023,12.0,1.0,66.0,0.0,3.0,117.0,4.0,371.0
2024,10.0,1.0,32.0,0.0,1.0,110.0,188.3599257884972,113.0
2025,4.0,3.0,64.0,0.0,0.0,76.0,2.0,148.0
2026,7.0,2.0,97.0,0.0,1.0,59.0,188.3599257884972,8.0
2027,12.0,9.0,93.0,0.0,1.0,4.0,8.0,9.0
2028,10.0,1.0,10.0,0.0,0.0,11.0,548.8022121014964,6.0
2029,6.0,13.851239669421489,4.0,0.0,0.0,9.0,548.8022121014964,500.7763157894737
2030,4.0,1.0,12.0,0.0,0.0,13.0,399.0,23.0
2031,4.0,13.851239669421489,14.0,0.0,0.0,17.0,548.8022121014964,5.0
2032,3.0,2.0,23.0,0.0,0.0,25.0,481.0,43.0
2033,4.0,13.851239669421489,7.0,0.0,0.0,29.0,1.0,1.0
2034,7.0,13.851239669421489,12.0,0.0,0.0,30.0,548.8022121014964,500.7763157894737
2035,7.0,1.0,31.0,0.0,3.0,91.0,3.0,55.0
2036,19.0,2.0,27.0,6.0,2.0,90.0,4.0,3.0
2037,24.0,2.0,42.0,12.0,2.0,67.0,548.8022121014964,1.0
2038,5.0,7.719370860927152,15.0,0.0,0.0,3.0,160.36049058256683,12.0
2039,11.0,7.719370860927152,9.0,0.0,0.0,3.0,160.36049058256683,43.0
2040,6.0,7.719370860927152,6.0,0.0,0.0,2.0,1.0,603.3206537460227
2041,3.0,1.0,25.0,0.0,0.0,3.0,160.36049058256683,154.0
2042,8.0,7.719370860927152,54.0,2.0,1.0,52.0,160.36049058256683,661.0
2043,22.0,9.0,32.0,0.0,3.0,55.0,160.36049058256683,29.0
2044,20.0,11.0,37.0,0.0,2.0,63.0,1.0,543.0
2045,4.0,2.0,61.0,0.0,1.0,41.0,13.0,361.0
2046,3.0,5.0,59.0,0.0,1.0,22.0,1.0,94.0
2047,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
2048,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2049,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2050,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2051,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2052,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
2053,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
2054,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2055,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
2056,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2057,13.0,32.0,28.0,0.0,0.0,3.0,18.0,1.0
2058,9.0,11.0,28.0,1.0,0.0,8.0,188.3599257884972,120.0
2059,3.0,15.0,54.0,1.0,0.0,20.0,8.0,150.0
2060,2.0,6.0,29.0,0.0,0.0,21.0,2.0,9.0
2061,4.0,6.0,29.0,2.0,0.0,15.0,3.0,51.0
2062,8.0,10.0,37.0,21.0,1.0,13.0,7.0,20.0
2063,8.0,5.0,16.0,2.0,1.0,88.0,160.36049058256683,2.0
2064,11.0,4.0,32.0,1.0,1.0,152.0,2.0,376.0
2065,19.0,8.0,35.0,0.0,1.0,139.0,9.0,208.0
2066,7.0,8.0,27.0,0.0,4.0,121.0,9.0,10.0
2067,15.0,6.0,18.0,0.0,1.0,89.0,160.36049058256683,92.0
2068,16.0,8.0,29.0,0.0,0.0,111.0,10.0,259.0
2069,18.0,17.0,59.0,13.0,0.0,138.0,7.0,248.0
2070,25.0,14.0,46.0,1.0,0.0,208.0,40.0,557.0
2071,14.0,12.0,46.0,1.0,1.0,162.0,14.0,183.0
2072,11.0,12.0,30.0,0.0,1.0,183.0,19.0,155.0
2073,15.0,12.0,24.0,1.0,0.0,222.0,14.0,29.0
2074,20.0,35.0,53.0,30.0,0.0,165.0,160.36049058256683,2.0
2075,15.0,24.0,105.0,29.0,0.0,159.0,30.0,496.0
2076,25.0,18.0,94.0,1.0,0.0,155.0,5.0,354.0
2077,16.0,11.0,98.0,2.0,0.0,70.0,13.0,82.0
2078,9.0,3.0,30.0,0.0,3.0,84.0,5.0,546.0
2079,7.0,7.0,51.0,6.0,2.0,116.0,15.0,392.0
2080,15.0,33.0,76.0,61.0,0.0,259.0,39.0,1550.0
2081,34.0,64.0,206.0,180.0,1.0,240.0,77.0,188.0
2082,15.0,12.0,90.0,82.0,2.0,151.0,548.8022121014964,936.0
2083,12.0,44.0,46.0,23.0,2.0,261.0,6555.0,2936.0
2084,21.0,7.0,79.0,67.0,2.0,361.0,21.0,1068.0
2085,23.0,1.0,56.0,48.0,0.0,278.0,6.0,59.0
2086,23.0,10.0,20.0,5.0,2.0,362.0,26.0,955.0
2087,17.0,5.0,43.0,25.0,3.0,429.0,548.8022121014964,6.0
2088,23.0,9.0,55.0,37.0,2.0,388.0,39.0,269.0
2089,19.0,4.0,3.0,1.0,1.0,380.0,548.8022121014964,500.7763157894737
2090,27.0,7.0,26.0,14.0,1.0,452.0,44.0,887.0
2091,18.0,12.0,31.0,15.0,0.0,448.0,20.0,11.0
2092,16.0,2.0,22.0,4.0,2.0,410.0,1.0,47.0
2093,18.0,5.0,66.0,42.0,0.0,308.0,548.8022121014964,750.0
2094,37.0,20.0,118.0,67.0,1.0,416.0,149.0,563.0
2095,48.0,24.0,229.0,144.0,3.0,301.0,28.0,977.0
2096,27.0,18.0,63.0,27.0,2.0,324.0,59.0,230.0
2097,25.0,13.0,35.0,21.0,1.0,380.0,6.0,524.0
2098,4.0,7.719370860927152,34.0,1.0,0.0,22.0,160.36049058256683,54.0
2099,4.0,7.719370860927152,26.0,1.0,0.0,25.0,160.36049058256683,21.0
2100,22.0,4.728971962616822,12.0,0.0,3.0,5.0,5.0,363.0
2101,6.0,4.0,15.0,0.0,0.0,233.0,33.670360110803315,697.0
2102,13.0,8.0,82.0,28.0,1.0,625.0,28.0,1774.0
2103,4.0,13.851239669421489,14.0,0.0,0.0,102.0,1.0,21.0
2104,4.0,2.0,5.0,0.0,0.0,80.0,548.8022121014964,1.0
2105,0.0,1.0,16.0,0.0,0.0,13.0,1.0,2.0
2106,37.0,2.0,102.0,56.0,5.0,380.0,4.1951219512195115,2410.0
2107,3.0,3.4166666666666665,1.0,0.0,0.0,7.0,4.0,1.0
2108,2.0,3.4166666666666665,4.0,0.0,0.0,10.0,4.0,77.0
2109,3.0,3.4166666666666665,0.0,0.0,0.0,7.0,4.0,77.0
2110,2.0,3.4166666666666665,1.0,0.0,0.0,15.0,4.0,77.0
2111,1.0,1.0,29.0,0.0,0.0,61.0,1.0,18.0
2112,5.0,13.851239669421489,17.0,0.0,0.0,36.0,1.0,22.0
2113,7.0,3.0,11.0,0.0,0.0,50.0,4.0,117.0
2114,6.0,6.0,35.0,0.0,1.0,83.0,2.0,43.0
2115,4.0,3.0,17.0,0.0,1.0,61.0,548.8022121014964,7.0
2116,3.0,1.0,14.0,0.0,0.0,62.0,548.8022121014964,85.0
2117,4.0,4.0,32.0,0.0,0.0,83.0,9.0,73.0
2118,7.0,6.0,28.0,0.0,0.0,94.0,5.0,85.0
2119,4.0,1.0,22.0,0.0,0.0,64.0,1.0,500.7763157894737
2120,4.0,3.0,38.0,0.0,0.0,72.0,548.8022121014964,241.0
2121,5.0,8.0,43.0,2.0,0.0,217.0,6.0,431.0
2122,8.0,8.0,15.0,1.0,0.0,240.0,11.0,828.0
2123,13.0,6.0,10.0,1.0,0.0,194.0,10.0,68.0
2124,5.0,2.4230769230769234,20.0,0.0,0.0,2.0,2.1111111111111107,16.185185185185187
2125,9.0,2.4230769230769234,26.0,0.0,0.0,3.0,2.1111111111111107,16.185185185185187
2126,14.0,23.0,114.0,26.0,3.0,402.0,8.0,2359.0
2127,22.0,35.0,83.0,23.0,3.0,384.0,10.0,614.0
2128,23.0,10.0,46.0,0.0,1.0,275.0,14.0,473.0
2129,26.0,11.0,59.0,0.0,1.0,425.0,12.0,8154.0
2130,47.0,22.0,122.0,17.0,6.0,1570.0,23.0,804.0
2131,8.0,4.0,102.0,47.0,0.0,239.0,160.36049058256683,1364.0
2132,1.0,1.0,136.0,29.0,0.0,183.0,1.0,394.0
2133,3.0,2.0,59.0,0.0,0.0,114.0,1.0,78.0
2134,5.0,3.0,24.0,0.0,0.0,81.0,1.0,32.0
2135,18.0,1.0,69.0,39.0,1.0,171.0,33.670360110803315,1124.0
2136,4.0,2.0,85.0,26.0,0.0,200.0,33.670360110803315,429.0
2137,2.0,2.0,31.0,0.0,0.0,144.0,2.0,68.0
2138,0.0,3.9464831804281344,39.0,0.0,0.0,12.0,33.670360110803315,30.0
2139,2.0,7.719370860927152,4.0,0.0,0.0,53.0,160.36049058256683,603.3206537460227
2140,5.0,10.0,27.0,0.0,0.0,388.0,1.0,3179.0
2141,10.0,4.0,8.0,0.0,0.0,179.0,1.0,407.0
2142,18.0,10.0,52.0,40.0,1.0,316.0,32.0,339.0
2143,41.0,12.0,107.0,62.0,0.0,422.0,2.0,170.0
2144,25.0,17.0,60.0,39.0,1.0,376.0,42.0,416.0
2145,19.0,15.0,28.0,6.0,2.0,335.0,548.8022121014964,9.0
2146,29.0,16.0,53.0,8.0,1.0,382.0,66.0,232.0
2147,20.0,2.0,28.0,5.0,1.0,309.0,548.8022121014964,500.7763157894737
2148,32.0,7.0,40.0,25.0,2.0,507.0,1.0,1744.0
2149,17.0,7.0,54.0,38.0,1.0,530.0,88.0,469.0
2150,36.0,13.0,37.0,14.0,0.0,603.0,2.0,51.0
2151,15.0,6.0,28.0,12.0,0.0,575.0,8.0,22.0
2152,26.0,18.0,50.0,12.0,2.0,538.0,3.0,200.0
2153,48.0,31.0,78.0,21.0,2.0,754.0,70.0,1198.0
2154,41.0,35.0,87.0,39.0,1.0,553.0,30.0,2275.0
2155,70.0,29.0,156.0,85.0,2.0,502.0,50.0,3099.0
2156,52.0,30.0,49.0,18.0,3.0,266.0,31.0,357.0
2157,36.0,19.0,43.0,0.0,4.0,191.0,19.0,1.0
2158,3.0,3.4166666666666665,1.0,0.0,0.0,15.0,4.0,77.0
2159,5.0,3.4166666666666665,1.0,0.0,0.0,16.0,4.0,77.0
2160,5.0,4.728971962616822,0.0,0.0,0.0,14.0,273.5555555555556,309.99152542372883
2161,3.0,4.728971962616822,0.0,0.0,0.0,11.0,273.5555555555556,309.99152542372883
2162,5.0,4.728971962616822,0.0,0.0,0.0,7.0,273.5555555555556,309.99152542372883
2163,3.0,4.728971962616822,0.0,0.0,0.0,0.0,273.5555555555556,309.99152542372883
2164,2.0,4.728971962616822,0.0,0.0,0.0,0.0,273.5555555555556,309.99152542372883
2165,4.0,2.4230769230769234,15.0,0.0,0.0,13.0,2.1111111111111107,16.185185185185187
2166,18.0,2.0,51.0,24.0,1.0,183.0,3.0,3609.0
2167,1.0,1.0,13.0,0.0,0.0,12.0,188.3599257884972,34.0
2168,1.0,10.763688760806916,14.0,0.0,0.0,12.0,188.3599257884972,51.0
2169,2.0,10.763688760806916,9.0,0.0,0.0,7.0,188.3599257884972,11.0
2170,1.0,10.763688760806916,8.0,0.0,0.0,1.0,17.0,52.0
2171,1.0,3.4545454545454546,3.0,0.0,0.0,15.0,4.1951219512195115,76.0
2172,0.0,3.4545454545454546,4.0,0.0,0.0,13.0,4.1951219512195115,10.0
2173,1.0,3.4545454545454546,2.0,0.0,0.0,12.0,4.1951219512195115,133.65384615384616
2174,16.0,13.851239669421489,34.0,28.0,0.0,10.0,548.8022121014964,327.0
2175,16.0,13.851239669421489,43.0,36.0,0.0,17.0,548.8022121014964,7.0
2176,58.0,34.0,1028.0,1007.0,5.0,121.0,13.0,8956.0
2177,42.0,17.0,411.0,397.0,7.0,115.0,14.0,10772.0
2178,65.0,9.0,933.0,901.0,3.0,217.0,18.0,28.0
2179,5.0,5.0,94.0,0.0,0.0,94.0,4.0,881.0
2180,4.0,2.0,15.0,0.0,0.0,45.0,1.0,149.0
2181,4.0,3.0,42.0,1.0,1.0,42.0,160.36049058256683,48.0
2182,3.0,1.0,43.0,0.0,0.0,21.0,160.36049058256683,603.3206537460227
2183,4.0,1.0,18.0,0.0,0.0,10.0,160.36049058256683,82.0
2184,5.0,1.0,46.0,0.0,0.0,27.0,1.0,1.0
2185,4.0,7.719370860927152,23.0,0.0,0.0,57.0,160.36049058256683,564.0
2186,9.0,1.0,32.0,18.0,0.0,104.0,160.36049058256683,395.0
2187,6.0,7.719370860927152,37.0,1.0,0.0,173.0,160.36049058256683,3.0
2188,3.0,4.728971962616822,0.0,0.0,0.0,12.0,273.5555555555556,309.99152542372883
2189,3.0,1.0,47.0,1.0,0.0,31.0,2.0,85.0
2190,4.0,10.763688760806916,53.0,0.0,1.0,38.0,6.0,255.63957055214726
2191,7.0,1.0,27.0,0.0,1.0,32.0,188.3599257884972,255.63957055214726
2192,20.0,1.0,20.0,0.0,2.0,29.0,5.0,255.63957055214726
2193,19.0,10.763688760806916,14.0,0.0,1.0,4.0,188.3599257884972,255.63957055214726
2194,16.0,3.0,6.0,1.0,0.0,48.0,188.3599257884972,404.0
2195,4.0,10.763688760806916,11.0,0.0,0.0,8.0,188.3599257884972,19.0
2196,4.0,1.0,3.0,0.0,0.0,6.0,188.3599257884972,83.0
2197,1.0,2.0,22.0,1.0,0.0,13.0,1.0,255.63957055214726
2198,7.0,10.763688760806916,14.0,0.0,0.0,4.0,188.3599257884972,1.0
2199,2.0,7.719370860927152,62.0,44.0,1.0,17.0,160.36049058256683,442.0
2200,38.0,16.0,20.0,0.0,2.0,190.0,354.0,344.0
2201,27.0,22.0,29.0,1.0,0.0,159.0,5.0,449.0
2202,28.0,12.0,67.0,5.0,0.0,158.0,12.0,320.0
2203,9.0,13.0,55.0,0.0,1.0,140.0,13.0,207.0
2204,6.0,14.0,53.0,0.0,3.0,126.0,16.0,212.0
2205,9.0,15.0,65.0,14.0,4.0,132.0,27.0,306.0
2206,17.0,17.0,53.0,19.0,2.0,130.0,181.0,70.0
2207,12.0,9.0,32.0,1.0,2.0,128.0,2.0,290.0
2208,13.0,19.0,45.0,10.0,1.0,124.0,15.0,90.0
2209,14.0,17.0,41.0,0.0,0.0,98.0,46.0,282.0
2210,10.0,9.0,38.0,0.0,0.0,92.0,548.8022121014964,500.7763157894737
2211,18.0,23.0,52.0,26.0,1.0,163.0,52.0,532.0
2212,24.0,21.0,57.0,27.0,2.0,241.0,21.0,1304.0
2213,28.0,19.0,336.0,288.0,0.0,248.0,48.0,1285.0
2214,36.0,39.0,110.0,54.0,0.0,228.0,4.0,344.0
2215,18.0,29.0,68.0,39.0,0.0,200.0,36.0,1.0
2216,8.0,12.0,18.0,2.0,0.0,129.0,3.0,185.0
2217,10.0,8.0,17.0,1.0,1.0,145.0,33.670360110803315,524.0
2218,15.0,9.0,25.0,4.0,0.0,456.0,1.0,2032.0
2219,14.0,7.0,68.0,57.0,0.0,521.0,33.670360110803315,79.0
2220,5.0,6.0,129.0,1.0,0.0,338.0,1.0,1484.0
2221,4.0,13.851239669421489,3.0,0.0,1.0,11.0,548.8022121014964,500.7763157894737
2222,4.0,7.719370860927152,22.0,0.0,0.0,92.0,2.0,107.0
2223,4.0,7.719370860927152,7.0,0.0,0.0,28.0,1.0,603.3206537460227
2224,3.0,7.719370860927152,38.0,0.0,0.0,33.0,160.36049058256683,39.0
2225,8.0,1.0,20.0,0.0,0.0,25.0,160.36049058256683,3.0
2226,10.0,7.719370860927152,15.0,0.0,0.0,13.0,5.0,7.0
2227,5.0,7.719370860927152,13.0,0.0,0.0,8.0,160.36049058256683,1.0
2228,11.0,2.0,25.0,1.0,2.0,406.0,7.0,3211.0
2229,5.0,2.0,21.0,0.0,0.0,302.0,2.0,110.0
2230,5.0,3.0,10.0,0.0,0.0,284.0,3.0,23.0
2231,5.0,2.0,15.0,0.0,0.0,257.0,33.670360110803315,1047.0
2232,7.0,3.9464831804281344,18.0,0.0,0.0,260.0,33.670360110803315,5.0
2233,20.0,1.0,39.0,26.0,1.0,78.0,21.0,603.3206537460227
2234,8.0,4.0,48.0,36.0,0.0,5.0,33.670360110803315,5.0
2235,7.0,2.0,2.0,0.0,0.0,2.0,3.0,118.0
2236,6.0,3.4166666666666665,3.0,0.0,0.0,5.0,2.0,18.0
2237,5.0,4.728971962616822,7.0,3.0,0.0,2.0,273.5555555555556,2.0
2238,4.0,3.0,14.0,3.0,0.0,11.0,1.0,419.0
2239,13.0,3.0,12.0,0.0,0.0,6.0,3.0,88.0
2240,6.0,3.4166666666666665,58.0,45.0,0.0,1.0,4.0,10.0
2241,3.0,5.0,52.0,3.0,1.0,78.0,2.0,172.0
2242,1.0,3.0,27.0,0.0,1.0,60.0,160.36049058256683,292.0
2243,3.0,3.0,49.0,0.0,1.0,79.0,160.36049058256683,192.0
2244,6.0,2.0,50.0,0.0,0.0,97.0,2.0,89.0
2245,5.0,1.0,35.0,0.0,1.0,55.0,1.0,3.0
2246,3.0,1.0,29.0,0.0,2.0,68.0,1.0,259.0
2247,4.0,5.0,36.0,0.0,0.0,96.0,1.0,172.0
2248,1.0,7.719370860927152,32.0,0.0,0.0,19.0,1.0,97.0
2249,0.0,1.0,30.0,0.0,1.0,11.0,160.36049058256683,16.0
2250,4.0,1.0,20.0,0.0,0.0,3.0,160.36049058256683,29.0
2251,3.0,2.0,33.0,0.0,0.0,14.0,160.36049058256683,46.0
2252,4.0,7.719370860927152,15.0,0.0,0.0,15.0,160.36049058256683,21.0
2253,5.0,1.0,4.0,0.0,0.0,13.0,160.36049058256683,1.0
2254,40.0,11.0,53.0,18.0,2.0,538.0,13.0,4041.0
2255,13.0,8.0,19.0,3.0,0.0,311.0,160.36049058256683,603.3206537460227
2256,16.0,9.0,29.0,3.0,0.0,328.0,14.0,3271.0
2257,20.0,22.0,37.0,14.0,1.0,256.0,16.0,558.0
2258,25.0,14.0,63.0,33.0,2.0,361.0,26.0,4073.0
2259,31.0,15.0,93.0,37.0,2.0,355.0,11.0,1707.0
2260,37.0,4.0,65.0,19.0,3.0,343.0,10.0,444.0
2261,23.0,7.719370860927152,31.0,8.0,1.0,334.0,160.36049058256683,1214.0
2262,23.0,7.719370860927152,103.0,54.0,2.0,363.0,160.36049058256683,603.3206537460227
2263,48.0,12.0,216.0,151.0,3.0,330.0,10.0,224.0
2264,60.0,25.0,424.0,380.0,2.0,320.0,11.0,3993.0
2265,13.0,22.0,37.0,5.0,0.0,176.0,40.0,118.0
2266,31.0,17.0,91.0,48.0,2.0,570.0,41.0,233.0
2267,7.0,39.0,38.0,0.0,4.0,463.0,3.0,500.7763157894737
2268,8.0,36.0,53.0,29.0,0.0,474.0,33.0,440.0
2269,24.0,31.0,89.0,72.0,0.0,191.0,23.0,839.0
2270,40.0,32.0,118.0,87.0,1.0,280.0,63.0,389.0
2271,25.0,41.0,65.0,46.0,1.0,305.0,46.0,74.0
2272,10.0,25.0,40.0,19.0,0.0,165.0,9.0,1.0
2273,26.0,32.0,37.0,0.0,0.0,278.0,79.0,40.0
2274,12.0,7.0,8.0,0.0,0.0,273.0,548.8022121014964,500.7763157894737
2275,15.0,15.0,25.0,1.0,1.0,272.0,39.0,713.0
2276,11.0,21.0,36.0,1.0,1.0,214.0,29.0,544.0
2277,13.0,20.0,31.0,0.0,0.0,99.0,31.0,460.0
2278,18.0,18.0,33.0,0.0,0.0,117.0,2.0,699.0
2279,23.0,24.0,32.0,0.0,0.0,96.0,40.0,288.0
2280,5.0,1.0,21.0,1.0,0.0,184.0,4.0,6.0
2281,2.0,2.0,18.0,1.0,0.0,170.0,33.670360110803315,15.0
2282,5.0,3.0,17.0,0.0,0.0,180.0,33.670360110803315,12.0
2283,29.0,4.0,19.0,0.0,0.0,291.0,1.0,1777.0
2284,13.0,5.0,52.0,41.0,2.0,123.0,1.0,901.0
2285,11.0,10.0,61.0,56.0,1.0,119.0,2.0,255.05136612021855
2286,5.0,7.719370860927152,1.0,0.0,0.0,15.0,160.36049058256683,603.3206537460227
2287,2.0,3.9464831804281344,34.0,0.0,0.0,43.0,33.670360110803315,242.0
2288,1.0,3.9464831804281344,7.0,0.0,0.0,34.0,33.670360110803315,4.0
2289,2.0,3.9464831804281344,20.0,0.0,0.0,52.0,33.670360110803315,505.0
2290,2.0,1.0,10.0,0.0,0.0,43.0,33.670360110803315,6.0
2291,7.0,1.0,27.0,0.0,0.0,49.0,160.36049058256683,32.0
2292,5.0,1.0,9.0,0.0,0.0,16.0,1.0,603.3206537460227
2293,5.0,7.719370860927152,4.0,0.0,0.0,22.0,160.36049058256683,14.0
2294,4.0,7.719370860927152,21.0,0.0,0.0,33.0,160.36049058256683,2.0
2295,7.0,1.0,6.0,0.0,0.0,11.0,4.1951219512195115,67.0
2296,5.0,5.0,66.0,4.0,0.0,105.0,160.36049058256683,257.0
2297,2.0,1.0,43.0,6.0,0.0,99.0,160.36049058256683,134.0
2298,3.0,4.0,55.0,2.0,0.0,98.0,2.0,241.0
2299,4.0,2.0,23.0,0.0,0.0,75.0,6.0,603.3206537460227
2300,12.0,8.0,31.0,2.0,0.0,221.0,160.36049058256683,9.0
2301,10.0,9.0,30.0,2.0,0.0,205.0,2.0,512.0
2302,8.0,6.0,51.0,1.0,2.0,112.0,1.0,115.0
2303,8.0,2.0,31.0,0.0,1.0,40.0,2.0,7.0
2304,27.0,19.0,17.0,0.0,0.0,157.0,2.0,1387.0
2305,10.0,1.0,33.0,0.0,0.0,129.0,548.8022121014964,351.0
2306,8.0,4.0,35.0,1.0,0.0,85.0,1.0,175.0
2307,6.0,4.0,32.0,1.0,2.0,81.0,548.8022121014964,34.0
2308,1.0,1.0,16.0,0.0,2.0,58.0,548.8022121014964,32.0
2309,3.0,13.851239669421489,13.0,0.0,0.0,55.0,1.0,9.0
2310,9.0,1.0,7.0,0.0,0.0,53.0,548.8022121014964,2.0
2311,10.0,1.0,3.0,0.0,0.0,39.0,548.8022121014964,500.7763157894737
2312,9.0,13.851239669421489,8.0,0.0,1.0,24.0,548.8022121014964,16.0
2313,3.0,7.719370860927152,39.0,0.0,1.0,21.0,160.36049058256683,3.0
2314,3.0,7.719370860927152,23.0,0.0,1.0,24.0,160.36049058256683,603.3206537460227
2315,4.0,7.719370860927152,55.0,0.0,0.0,28.0,160.36049058256683,96.0
2316,4.0,7.719370860927152,31.0,0.0,0.0,32.0,160.36049058256683,943.0
2317,10.0,8.0,36.0,0.0,0.0,75.0,160.36049058256683,787.0
2318,7.0,4.0,77.0,0.0,0.0,80.0,160.36049058256683,149.0
2319,5.0,3.0,58.0,0.0,1.0,36.0,2.0,85.0
2320,5.0,1.0,35.0,0.0,1.0,25.0,1.0,603.3206537460227
2321,6.0,7.719370860927152,26.0,0.0,0.0,34.0,160.36049058256683,7.0
2322,3.0,2.4230769230769234,6.0,0.0,0.0,0.0,2.1111111111111107,16.185185185185187
2323,19.0,10.0,82.0,18.0,0.0,229.0,33.670360110803315,1042.0
2324,1.0,3.9464831804281344,3.0,0.0,0.0,7.0,33.670360110803315,255.05136612021855
2325,8.0,10.763688760806916,9.0,0.0,0.0,17.0,188.3599257884972,59.0
2326,10.0,13.851239669421489,5.0,0.0,0.0,5.0,548.8022121014964,8.0
2327,15.0,11.0,41.0,1.0,0.0,88.0,30.0,79.0
2328,9.0,1.0,15.0,0.0,0.0,61.0,29.0,9.0
2329,9.0,3.0,9.0,0.0,0.0,58.0,548.8022121014964,580.0
2330,37.0,13.0,38.0,13.0,0.0,120.0,48.0,290.0
2331,47.0,28.0,79.0,30.0,1.0,147.0,18.0,196.0
2332,13.0,9.0,28.0,16.0,1.0,131.0,5.0,12.0
2333,18.0,8.0,15.0,5.0,0.0,107.0,12.0,127.0
2334,44.0,21.0,24.0,5.0,1.0,112.0,47.0,56.0
2335,23.0,16.0,26.0,8.0,0.0,81.0,11.0,2.0
