index_seg,poi_total,crash_total,311_total,311_total_not_parking_meter,v0_total,crime_total,moving_total,parking_total
6153,4.0,3.0,39.0,0.0,1.0,82.0,4.1951219512195115,168.0
6154,42.0,3.0,7.0,5.0,3.0,13.0,2.0,73.0
6155,38.0,6.0,6.0,1.0,5.0,3.0,16.0,26.0
6156,34.0,12.0,45.0,7.0,2.0,42.0,15.0,731.0
6157,32.0,8.0,59.0,12.0,2.0,64.0,6.0,1386.0
6158,20.0,1.0,37.0,5.0,2.0,73.0,160.36049058256683,603.3206537460227
6159,27.0,11.0,34.0,6.0,1.0,104.0,5.0,460.0
6160,10.0,2.0,42.0,3.0,0.0,120.0,160.36049058256683,117.0
6161,5.0,2.0,22.0,2.0,0.0,103.0,160.36049058256683,219.0
6162,11.0,5.0,30.0,3.0,6.0,134.0,3.0,8.0
6163,15.0,3.0,18.0,2.0,3.0,132.0,160.36049058256683,466.0
6164,27.0,9.0,27.0,4.0,2.0,196.0,1.0,123.0
6165,0.0,7.719370860927152,8.0,0.0,0.0,68.0,160.36049058256683,5.0
6166,4.0,3.0,21.0,0.0,0.0,131.0,1.0,97.0
6167,1.0,4.0,4.0,0.0,0.0,82.0,2.0,2.0
6168,4.0,6.0,7.0,0.0,0.0,133.0,6.0,136.0
6169,5.0,2.0,3.0,0.0,0.0,132.0,160.36049058256683,3.0
6170,1.0,3.9464831804281344,18.0,0.0,0.0,118.0,33.670360110803315,56.0
6171,7.0,3.9464831804281344,7.0,0.0,0.0,125.0,33.670360110803315,255.05136612021855
6172,10.0,3.9464831804281344,20.0,0.0,0.0,32.0,1.0,57.0
6173,4.0,2.0,11.0,0.0,0.0,197.0,1.0,228.0
6174,0.0,7.719370860927152,7.0,0.0,0.0,88.0,160.36049058256683,1.0
6175,4.0,7.719370860927152,8.0,0.0,0.0,69.0,160.36049058256683,22.0
6176,6.0,7.719370860927152,5.0,0.0,0.0,76.0,160.36049058256683,603.3206537460227
6177,4.0,1.0,7.0,0.0,0.0,89.0,160.36049058256683,603.3206537460227
6178,1.0,1.0,7.0,0.0,0.0,132.0,1.0,84.0
6179,0.0,1.0,2.0,0.0,0.0,107.0,160.36049058256683,122.0
6180,2.0,2.0,19.0,0.0,0.0,124.0,160.36049058256683,26.0
6181,6.0,4.0,4.0,0.0,0.0,100.0,160.36049058256683,603.3206537460227
6182,4.0,9.0,52.0,0.0,0.0,61.0,1.0,32.0
6183,1.0,3.0,12.0,0.0,0.0,76.0,10.0,50.0
6184,1.0,7.719370860927152,5.0,0.0,0.0,73.0,160.36049058256683,603.3206537460227
6185,0.0,1.0,5.0,0.0,0.0,79.0,3.0,60.0
6186,1.0,5.0,14.0,0.0,0.0,87.0,160.36049058256683,1.0
6187,2.0,2.0,22.0,0.0,0.0,120.0,1.0,288.0
6188,4.0,1.0,27.0,0.0,0.0,134.0,1.0,3.0
6189,9.0,1.0,38.0,0.0,0.0,26.0,548.8022121014964,181.0
6190,7.0,2.0,23.0,0.0,0.0,30.0,548.8022121014964,153.0
6191,5.0,3.0,15.0,0.0,0.0,35.0,1.0,500.7763157894737
6192,6.0,13.851239669421489,21.0,0.0,0.0,24.0,548.8022121014964,23.0
6193,16.0,8.0,23.0,0.0,1.0,50.0,548.8022121014964,4.0
6194,22.0,8.0,15.0,0.0,1.0,36.0,6.0,44.0
6195,10.0,3.0,20.0,0.0,0.0,37.0,548.8022121014964,99.0
6196,10.0,61.0,34.0,0.0,1.0,126.0,99.0,377.0
6197,9.0,19.0,19.0,0.0,0.0,187.0,84.0,720.0
6198,8.0,18.0,23.0,0.0,0.0,164.0,25.0,1184.0
6199,3.0,6.0,5.0,0.0,0.0,95.0,21.0,130.0
6200,6.0,10.763688760806916,6.0,0.0,0.0,85.0,9.0,255.63957055214726
6201,8.0,1.0,8.0,0.0,0.0,84.0,1.0,110.0
6202,3.0,4.0,5.0,0.0,0.0,93.0,30.0,7.0
6203,2.0,2.0,4.0,0.0,0.0,59.0,188.3599257884972,20.0
6204,9.0,50.0,36.0,0.0,0.0,47.0,50.0,3.0
6205,6.0,36.0,47.0,0.0,1.0,88.0,188.3599257884972,267.0
6206,2.0,10.763688760806916,7.0,0.0,0.0,79.0,19.0,54.0
6207,7.0,7.0,3.0,0.0,0.0,109.0,8.0,62.0
6208,6.0,6.0,11.0,0.0,0.0,71.0,188.3599257884972,69.0
6209,5.0,2.0,5.0,0.0,0.0,27.0,7.0,255.63957055214726
6210,13.0,26.0,60.0,0.0,0.0,90.0,18.0,169.0
6211,4.0,2.0,12.0,0.0,0.0,5.0,1.0,255.63957055214726
6212,5.0,14.0,19.0,0.0,1.0,5.0,188.3599257884972,255.63957055214726
6213,3.0,14.0,15.0,0.0,1.0,5.0,188.3599257884972,1.0
6214,32.0,6.0,49.0,1.0,1.0,68.0,548.8022121014964,82.0
6215,14.0,7.0,80.0,5.0,0.0,96.0,3.0,69.0
6216,3.0,6.0,51.0,4.0,0.0,105.0,548.8022121014964,58.0
6217,4.0,1.0,36.0,0.0,0.0,118.0,1.0,93.0
6218,6.0,2.0,49.0,3.0,5.0,173.0,5.0,86.0
6219,3.0,1.0,23.0,5.0,5.0,115.0,548.8022121014964,500.7763157894737
6220,7.0,8.0,25.0,6.0,1.0,119.0,11.0,68.0
6221,7.0,7.0,18.0,1.0,1.0,136.0,2.0,48.0
6222,2.0,4.0,38.0,0.0,1.0,132.0,3.0,51.0
6223,2.0,7.0,36.0,0.0,1.0,118.0,4.0,49.0
6224,2.0,2.0,28.0,2.0,1.0,111.0,1.0,89.0
6225,4.0,2.0,28.0,2.0,0.0,85.0,1.0,6.0
6226,4.0,5.0,26.0,0.0,2.0,83.0,2.0,67.0
6227,3.0,9.0,47.0,0.0,2.0,131.0,5.0,209.0
6228,2.0,2.0,17.0,1.0,0.0,134.0,548.8022121014964,6.0
6229,10.0,2.0,30.0,2.0,2.0,155.0,3.0,3.0
6230,7.0,4.0,82.0,1.0,1.0,147.0,548.8022121014964,108.0
6231,4.0,2.0,8.0,0.0,0.0,104.0,160.36049058256683,20.0
6232,0.0,1.0,9.0,0.0,0.0,100.0,4.0,6.0
6233,1.0,6.0,26.0,0.0,0.0,106.0,33.670360110803315,248.0
6234,0.0,3.9464831804281344,12.0,0.0,0.0,84.0,2.0,255.05136612021855
6235,2.0,2.0,8.0,0.0,1.0,85.0,160.36049058256683,96.0
6236,0.0,1.0,16.0,0.0,0.0,111.0,160.36049058256683,20.0
6237,0.0,1.0,9.0,0.0,0.0,70.0,2.0,603.3206537460227
6238,0.0,1.0,14.0,0.0,0.0,47.0,160.36049058256683,9.0
6239,1.0,7.719370860927152,12.0,0.0,0.0,64.0,160.36049058256683,16.0
6240,0.0,1.0,6.0,0.0,0.0,65.0,160.36049058256683,33.0
6241,0.0,1.0,12.0,0.0,0.0,79.0,1.0,603.3206537460227
6242,1.0,2.0,18.0,0.0,0.0,69.0,160.36049058256683,6.0
6243,2.0,1.0,5.0,0.0,0.0,96.0,1.0,74.0
6244,0.0,1.0,8.0,0.0,0.0,90.0,160.36049058256683,16.0
6245,1.0,9.0,3.0,0.0,0.0,10.0,548.8022121014964,500.7763157894737
6246,0.0,3.9464831804281344,2.0,0.0,0.0,37.0,33.670360110803315,10.0
6247,6.0,13.851239669421489,24.0,0.0,1.0,74.0,548.8022121014964,500.7763157894737
6248,9.0,2.0,17.0,0.0,0.0,24.0,4.0,5.0
6249,8.0,3.0,10.0,0.0,3.0,15.0,1.0,2.0
6250,7.0,1.0,14.0,0.0,0.0,19.0,548.8022121014964,500.7763157894737
6251,8.0,13.851239669421489,14.0,0.0,0.0,16.0,548.8022121014964,12.0
6252,12.0,13.851239669421489,16.0,0.0,0.0,20.0,4.0,183.0
6253,9.0,2.0,16.0,0.0,0.0,52.0,4.0,72.0
6254,5.0,2.0,2.0,0.0,0.0,70.0,548.8022121014964,3.0
6255,5.0,1.0,4.0,0.0,0.0,31.0,1.0,500.7763157894737
6256,7.0,4.0,47.0,0.0,0.0,269.0,1.0,96.0
6257,0.0,2.4230769230769234,4.0,0.0,0.0,40.0,2.1111111111111107,16.185185185185187
6258,6.0,10.763688760806916,15.0,0.0,0.0,55.0,188.3599257884972,19.0
6259,4.0,3.9464831804281344,47.0,0.0,0.0,57.0,33.670360110803315,243.0
6260,6.0,2.0,8.0,0.0,0.0,39.0,160.36049058256683,308.0
6261,3.0,4.0,40.0,0.0,0.0,71.0,1.0,31.0
6262,4.0,1.0,16.0,0.0,0.0,47.0,160.36049058256683,7.0
6263,0.0,2.0,8.0,0.0,0.0,224.0,160.36049058256683,146.0
6264,7.0,1.0,6.0,0.0,0.0,241.0,160.36049058256683,88.0
6265,4.0,5.0,28.0,0.0,0.0,242.0,1.0,67.0
6266,0.0,1.0,87.0,0.0,0.0,167.0,36.0,230.0
6267,6.0,2.0,37.0,0.0,0.0,62.0,2.0,34.0
6268,8.0,9.0,10.0,1.0,0.0,144.0,6.0,181.0
6269,2.0,1.0,14.0,0.0,0.0,290.0,160.36049058256683,576.0
6270,1.0,1.0,9.0,0.0,0.0,299.0,4.0,15.0
6271,0.0,7.719370860927152,18.0,0.0,0.0,82.0,160.36049058256683,603.3206537460227
6272,0.0,7.719370860927152,20.0,0.0,0.0,81.0,160.36049058256683,17.0
6273,0.0,1.0,35.0,0.0,0.0,101.0,1.0,4.0
6274,0.0,6.0,31.0,0.0,0.0,93.0,21.0,80.0
6275,1.0,7.0,15.0,0.0,0.0,97.0,8.0,603.3206537460227
6276,1.0,7.719370860927152,9.0,0.0,0.0,76.0,160.36049058256683,603.3206537460227
6277,0.0,2.0,13.0,0.0,0.0,86.0,160.36049058256683,57.0
6278,4.0,4.0,44.0,0.0,0.0,167.0,9.0,159.0
6279,0.0,9.0,27.0,4.0,0.0,113.0,2.0,86.0
6280,0.0,1.0,19.0,4.0,0.0,92.0,548.8022121014964,10.0
6281,2.0,13.851239669421489,9.0,0.0,0.0,94.0,1.0,257.0
6282,2.0,13.851239669421489,22.0,2.0,1.0,58.0,2.0,78.0
6283,3.0,1.0,6.0,1.0,0.0,31.0,548.8022121014964,2.0
6284,2.0,1.0,27.0,0.0,2.0,117.0,33.670360110803315,181.0
6285,3.0,7.719370860927152,6.0,0.0,0.0,135.0,5.0,304.0
6286,2.0,3.0,8.0,0.0,0.0,184.0,7.0,151.0
6287,2.0,4.0,5.0,0.0,0.0,193.0,2.0,10.0
6288,0.0,2.4230769230769234,5.0,0.0,0.0,25.0,2.1111111111111107,16.185185185185187
6289,1.0,10.763688760806916,1.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726
6290,11.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726
6291,4.0,15.0,55.0,1.0,0.0,46.0,160.36049058256683,200.0
6292,0.0,1.0,24.0,0.0,0.0,39.0,160.36049058256683,165.0
6293,2.0,3.9464831804281344,2.0,0.0,0.0,26.0,33.670360110803315,255.05136612021855
6294,2.0,2.0,18.0,0.0,0.0,108.0,33.670360110803315,105.0
6295,0.0,2.0,21.0,0.0,0.0,99.0,33.670360110803315,33.0
6296,1.0,1.0,26.0,0.0,0.0,160.0,33.670360110803315,87.0
6297,2.0,1.0,10.0,0.0,0.0,138.0,33.670360110803315,2.0
6298,5.0,3.0,15.0,0.0,0.0,187.0,1.0,251.0
6299,1.0,4.0,13.0,0.0,0.0,209.0,160.36049058256683,4.0
6300,0.0,1.0,9.0,0.0,0.0,90.0,160.36049058256683,66.0
6301,2.0,7.0,34.0,0.0,0.0,131.0,3.0,110.0
6302,2.0,9.0,11.0,0.0,0.0,94.0,408.0,1.0
6303,1.0,2.0,7.0,0.0,0.0,92.0,160.36049058256683,47.0
6304,3.0,7.719370860927152,21.0,0.0,0.0,144.0,160.36049058256683,186.0
6305,2.0,1.0,14.0,0.0,0.0,115.0,160.36049058256683,8.0
6306,7.0,7.719370860927152,6.0,0.0,1.0,98.0,160.36049058256683,603.3206537460227
6307,1.0,2.0,42.0,0.0,0.0,120.0,33.670360110803315,132.0
6308,1.0,2.0,17.0,0.0,0.0,49.0,33.670360110803315,58.0
6309,6.0,1.0,12.0,0.0,0.0,41.0,33.670360110803315,7.0
6310,5.0,10.763688760806916,0.0,0.0,0.0,40.0,188.3599257884972,255.63957055214726
6311,10.0,10.763688760806916,0.0,0.0,0.0,92.0,188.3599257884972,255.63957055214726
6312,5.0,10.763688760806916,0.0,0.0,0.0,1.0,188.3599257884972,255.63957055214726
6313,3.0,1.0,39.0,0.0,0.0,69.0,1.0,191.0
6314,3.0,1.0,42.0,0.0,0.0,50.0,160.36049058256683,11.0
6315,2.0,7.719370860927152,17.0,0.0,0.0,35.0,160.36049058256683,2.0
6316,0.0,1.0,15.0,0.0,0.0,88.0,33.670360110803315,41.0
6317,1.0,2.0,5.0,0.0,0.0,97.0,6.0,603.3206537460227
6318,2.0,2.0,20.0,0.0,0.0,108.0,160.36049058256683,13.0
6319,1.0,4.0,36.0,0.0,0.0,85.0,6.0,564.0
6320,0.0,4.0,14.0,0.0,0.0,101.0,5.0,54.0
6321,1.0,6.0,12.0,0.0,0.0,72.0,1.0,603.3206537460227
6322,1.0,2.0,12.0,0.0,0.0,49.0,2.0,120.0
6323,2.0,1.0,7.0,0.0,0.0,44.0,1.0,603.3206537460227
6324,1.0,7.719370860927152,7.0,0.0,0.0,43.0,3.0,159.0
6325,0.0,7.719370860927152,10.0,0.0,0.0,45.0,160.36049058256683,2.0
6326,1.0,14.0,39.0,0.0,7.0,43.0,2.0,255.63957055214726
6327,0.0,6.0,19.0,0.0,1.0,48.0,1.0,255.63957055214726
6328,1.0,4.0,12.0,0.0,4.0,33.0,4.0,12.0
6329,2.0,15.0,9.0,0.0,2.0,24.0,188.3599257884972,255.63957055214726
6330,15.0,17.0,45.0,22.0,2.0,223.0,11.051282051282053,27.24242424242424
6331,16.0,6.0,0.0,0.0,2.0,221.0,24.0,35.0
6332,16.0,3.0,6.0,0.0,3.0,202.0,24.0,27.24242424242424
6333,20.0,8.654545454545454,9.0,0.0,4.0,16.0,2.0,27.24242424242424
6334,17.0,8.654545454545454,1.0,0.0,0.0,13.0,11.051282051282053,27.24242424242424
6335,29.0,11.0,7.0,1.0,6.0,25.0,2.0,10.0
6336,8.0,2.0,13.0,8.0,0.0,105.0,160.36049058256683,315.0
6337,6.0,10.763688760806916,3.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726
6338,33.0,13.851239669421489,2.0,1.0,2.0,1.0,548.8022121014964,9.0
6339,46.0,3.0,21.0,2.0,1.0,4.0,7.0,230.0
6340,40.0,10.0,37.0,2.0,1.0,24.0,60.0,131.0
6341,0.0,1.0,21.0,0.0,0.0,243.0,2.0,153.0
6342,2.0,4.0,5.0,0.0,0.0,121.0,33.670360110803315,144.0
6343,2.0,4.0,11.0,0.0,0.0,111.0,33.670360110803315,29.0
6344,1.0,1.0,23.0,0.0,0.0,119.0,1.0,4.0
6345,5.0,14.0,6.0,0.0,0.0,75.0,160.36049058256683,1.0
6346,2.0,4.0,5.0,0.0,0.0,70.0,1.0,5.0
6347,0.0,10.0,13.0,0.0,0.0,112.0,50.0,53.0
6348,1.0,9.0,17.0,0.0,0.0,85.0,47.0,603.3206537460227
6349,1.0,7.719370860927152,5.0,0.0,1.0,59.0,4.0,23.0
6350,3.0,2.0,0.0,0.0,1.0,59.0,24.0,2.0
6351,2.0,3.0,1.0,0.0,0.0,52.0,6.0,13.0
6352,2.0,3.0,5.0,0.0,0.0,49.0,29.0,66.0
6353,5.0,10.0,11.0,0.0,0.0,191.0,9.0,6.0
6354,1.0,7.719370860927152,4.0,0.0,0.0,186.0,160.36049058256683,74.0
6355,5.0,8.0,38.0,0.0,0.0,66.0,160.36049058256683,236.0
6356,2.0,7.0,10.0,0.0,0.0,83.0,2.0,71.0
6357,1.0,7.719370860927152,3.0,0.0,0.0,59.0,160.36049058256683,603.3206537460227
6358,1.0,7.719370860927152,7.0,0.0,0.0,57.0,160.36049058256683,7.0
6359,1.0,7.719370860927152,7.0,0.0,0.0,58.0,1.0,28.0
6360,1.0,7.719370860927152,7.0,0.0,0.0,62.0,160.36049058256683,6.0
6361,1.0,7.719370860927152,25.0,0.0,0.0,50.0,160.36049058256683,3.0
6362,1.0,7.719370860927152,32.0,0.0,0.0,56.0,160.36049058256683,6.0
6363,1.0,1.0,20.0,0.0,0.0,63.0,3.0,18.0
6364,1.0,1.0,19.0,0.0,0.0,69.0,160.36049058256683,4.0
6365,1.0,1.0,8.0,0.0,0.0,64.0,160.36049058256683,1.0
6366,1.0,2.0,1.0,0.0,0.0,40.0,160.36049058256683,603.3206537460227
6367,0.0,1.0,7.0,0.0,0.0,14.0,160.36049058256683,2.0
6368,1.0,7.719370860927152,4.0,0.0,0.0,30.0,160.36049058256683,603.3206537460227
6369,0.0,7.719370860927152,12.0,0.0,0.0,30.0,160.36049058256683,21.0
6370,1.0,7.719370860927152,3.0,0.0,0.0,17.0,160.36049058256683,23.0
6371,3.0,1.0,5.0,0.0,0.0,17.0,160.36049058256683,2.0
6372,4.0,7.719370860927152,14.0,0.0,0.0,17.0,160.36049058256683,603.3206537460227
6373,1.0,19.0,25.0,0.0,2.0,29.0,88.0,8.0
6374,0.0,12.0,21.0,0.0,2.0,45.0,5.0,1.0
6375,1.0,2.4230769230769234,5.0,0.0,0.0,40.0,2.1111111111111107,16.185185185185187
6376,10.0,26.0,31.0,13.0,0.0,41.0,35.0,87.0
6377,15.0,48.0,25.0,0.0,1.0,387.0,22.0,28.0
6378,11.0,68.0,26.0,0.0,1.0,326.0,92.0,181.0
6379,3.0,11.0,34.0,0.0,1.0,367.0,59.0,32.0
6380,3.0,3.0,27.0,0.0,1.0,108.0,188.3599257884972,8.0
6381,3.0,13.0,27.0,1.0,2.0,98.0,2.0,1.0
6382,6.0,14.0,25.0,1.0,0.0,141.0,8.0,37.0
6383,5.0,17.0,26.0,1.0,0.0,125.0,3.0,255.63957055214726
6384,1.0,10.763688760806916,1.0,0.0,0.0,104.0,1.0,15.0
6385,0.0,2.0,8.0,0.0,0.0,32.0,2.0,1.0
6386,0.0,7.719370860927152,17.0,1.0,0.0,28.0,160.36049058256683,603.3206537460227
6387,0.0,7.719370860927152,20.0,1.0,0.0,37.0,160.36049058256683,8.0
6388,0.0,2.0,22.0,0.0,1.0,34.0,3.0,10.0
6389,1.0,1.0,30.0,0.0,0.0,31.0,1.0,8.0
6390,8.0,4.0,36.0,0.0,2.0,31.0,160.36049058256683,237.0
6391,8.0,5.0,26.0,0.0,5.0,30.0,1.0,603.3206537460227
6392,5.0,3.0,30.0,0.0,3.0,49.0,160.36049058256683,73.0
6393,1.0,3.0,82.0,0.0,2.0,95.0,4.0,139.0
6394,0.0,2.0,42.0,0.0,2.0,126.0,7.0,82.0
6395,8.0,24.0,31.0,0.0,4.0,195.0,38.0,92.0
6396,11.0,11.0,9.0,1.0,1.0,157.0,160.36049058256683,603.3206537460227
6397,7.0,2.0,8.0,3.0,0.0,175.0,4.0,11.0
6398,6.0,2.0,12.0,2.0,0.0,249.0,160.36049058256683,877.0
6399,5.0,12.0,89.0,3.0,0.0,320.0,27.0,599.0
6400,2.0,3.0,34.0,4.0,0.0,231.0,9.0,92.0
6401,4.0,7.0,17.0,0.0,0.0,205.0,3.0,1930.0
6402,1.0,4.0,26.0,0.0,0.0,219.0,7.0,43.0
6403,3.0,7.0,26.0,0.0,0.0,106.0,4.0,56.0
6404,2.0,7.0,30.0,0.0,0.0,77.0,4.0,12.0
6405,3.0,1.0,8.0,0.0,0.0,86.0,7.0,83.0
6406,3.0,7.719370860927152,11.0,0.0,0.0,125.0,1.0,71.0
6407,6.0,7.719370860927152,40.0,0.0,0.0,144.0,7.0,12.0
6408,5.0,2.0,2.0,0.0,0.0,60.0,33.670360110803315,4.0
6409,2.0,1.0,3.0,0.0,0.0,80.0,33.670360110803315,27.0
6410,0.0,1.0,4.0,0.0,0.0,89.0,33.670360110803315,1.0
6411,2.0,2.0,4.0,0.0,0.0,40.0,1.0,119.0
6412,1.0,2.0,16.0,0.0,0.0,62.0,33.670360110803315,65.0
6413,3.0,2.0,18.0,0.0,0.0,79.0,2.0,21.0
6414,4.0,2.0,16.0,0.0,1.0,60.0,33.670360110803315,1.0
6415,1.0,1.0,13.0,0.0,0.0,79.0,33.670360110803315,25.0
6416,1.0,3.9464831804281344,12.0,0.0,0.0,132.0,33.670360110803315,34.0
6417,6.0,18.0,19.0,0.0,0.0,91.0,160.36049058256683,63.0
6418,1.0,7.0,16.0,0.0,0.0,82.0,33.670360110803315,72.0
6419,9.0,7.0,19.0,0.0,2.0,157.0,160.36049058256683,213.0
6420,2.0,2.0,34.0,7.0,1.0,150.0,5.0,95.0
6421,3.0,10.0,50.0,9.0,1.0,105.0,8.0,168.0
6422,5.0,15.0,70.0,1.0,1.0,122.0,12.0,74.0
6423,4.0,11.0,40.0,0.0,0.0,146.0,11.0,603.3206537460227
6424,2.0,7.0,23.0,0.0,4.0,146.0,160.36049058256683,13.0
6425,2.0,5.0,24.0,1.0,4.0,142.0,3.0,43.0
6426,3.0,3.0,18.0,0.0,0.0,148.0,7.0,603.3206537460227
6427,4.0,2.0,11.0,0.0,0.0,125.0,160.36049058256683,603.3206537460227
6428,3.0,1.0,12.0,0.0,0.0,99.0,160.36049058256683,19.0
6429,9.0,11.0,13.0,0.0,1.0,276.0,50.0,603.3206537460227
6430,11.0,34.0,41.0,0.0,0.0,251.0,160.36049058256683,603.3206537460227
6431,5.0,30.0,45.0,1.0,1.0,245.0,160.36049058256683,87.0
6432,4.0,13.0,10.0,1.0,2.0,413.0,29.0,104.0
6433,5.0,20.0,15.0,0.0,0.0,248.0,24.0,195.0
6434,1.0,12.0,12.0,0.0,0.0,252.0,53.0,603.3206537460227
6435,1.0,10.763688760806916,4.0,0.0,0.0,79.0,1.0,6.0
6436,1.0,10.763688760806916,2.0,0.0,0.0,73.0,188.3599257884972,6.0
6437,2.0,10.763688760806916,4.0,0.0,0.0,106.0,188.3599257884972,289.0
6438,6.0,10.763688760806916,4.0,0.0,0.0,147.0,1.0,7.0
6439,0.0,3.0,69.0,0.0,1.0,82.0,188.3599257884972,38.0
6440,1.0,2.0,31.0,0.0,0.0,67.0,188.3599257884972,61.0
6441,6.0,5.0,25.0,0.0,0.0,118.0,3.0,397.0
6442,5.0,6.0,6.0,0.0,0.0,64.0,2.0,58.0
6443,1.0,7.719370860927152,4.0,0.0,0.0,62.0,160.36049058256683,10.0
6444,0.0,7.719370860927152,3.0,0.0,0.0,62.0,160.36049058256683,1.0
6445,0.0,7.719370860927152,6.0,0.0,0.0,61.0,160.36049058256683,19.0
6446,1.0,1.0,25.0,0.0,0.0,80.0,1.0,27.0
6447,2.0,7.719370860927152,17.0,0.0,0.0,97.0,160.36049058256683,603.3206537460227
6448,3.0,1.0,4.0,0.0,0.0,119.0,1.0,3.0
6449,2.0,1.0,4.0,0.0,0.0,91.0,1.0,61.0
6450,0.0,7.719370860927152,15.0,0.0,0.0,49.0,160.36049058256683,16.0
6451,0.0,7.719370860927152,14.0,0.0,0.0,57.0,4.0,11.0
6452,1.0,7.719370860927152,6.0,0.0,1.0,45.0,1.0,603.3206537460227
6453,0.0,7.719370860927152,6.0,0.0,1.0,34.0,160.36049058256683,11.0
6454,3.0,4.0,5.0,0.0,0.0,134.0,33.670360110803315,1030.0
6455,1.0,2.0,10.0,0.0,0.0,151.0,3.0,95.0
6456,2.0,16.0,14.0,0.0,2.0,20.0,15.0,23.0
6457,10.0,5.0,26.0,1.0,3.0,46.0,8.0,603.3206537460227
6458,6.0,2.0,20.0,1.0,0.0,99.0,2.0,530.0
6459,2.0,1.0,1.0,0.0,0.0,18.0,1.0,30.0
6460,0.0,7.719370860927152,2.0,0.0,0.0,33.0,160.36049058256683,2.0
6461,3.0,3.0,10.0,0.0,0.0,192.0,1.0,617.0
6462,2.0,5.0,11.0,0.0,0.0,192.0,1.0,79.0
6463,0.0,7.719370860927152,31.0,0.0,0.0,152.0,160.36049058256683,21.0
6464,2.0,2.0,16.0,0.0,0.0,56.0,160.36049058256683,8.0
6465,10.0,16.0,77.0,49.0,0.0,105.0,10.0,129.0
6466,0.0,1.0,20.0,0.0,0.0,87.0,160.36049058256683,12.0
6467,0.0,3.0,12.0,0.0,0.0,115.0,3.0,10.0
6468,1.0,2.0,3.0,0.0,0.0,79.0,160.36049058256683,196.0
6469,2.0,5.0,17.0,0.0,0.0,140.0,5.0,517.0
6470,5.0,7.0,17.0,0.0,0.0,151.0,10.0,219.0
6471,2.0,7.719370860927152,3.0,0.0,0.0,104.0,160.36049058256683,26.0
6472,3.0,1.0,6.0,0.0,0.0,55.0,1.0,31.0
6473,7.0,7.719370860927152,3.0,1.0,0.0,68.0,160.36049058256683,37.0
6474,6.0,7.719370860927152,11.0,0.0,1.0,50.0,160.36049058256683,3.0
6475,2.0,7.719370860927152,4.0,0.0,1.0,32.0,160.36049058256683,2.0
6476,2.0,1.0,17.0,0.0,0.0,144.0,160.36049058256683,43.0
6477,3.0,7.719370860927152,14.0,0.0,0.0,106.0,160.36049058256683,24.0
6478,0.0,1.0,18.0,0.0,0.0,104.0,1.0,1.0
6479,0.0,5.0,23.0,0.0,0.0,50.0,160.36049058256683,603.3206537460227
6480,1.0,1.0,10.0,0.0,0.0,68.0,1.0,283.0
6481,2.0,1.0,4.0,0.0,2.0,83.0,33.670360110803315,169.0
6482,1.0,3.0,30.0,0.0,1.0,140.0,33.670360110803315,20.0
6483,2.0,14.0,18.0,1.0,0.0,300.0,40.0,60.0
6484,2.0,7.0,11.0,0.0,0.0,172.0,29.0,603.3206537460227
6485,2.0,5.0,21.0,0.0,0.0,238.0,160.36049058256683,603.3206537460227
6486,3.0,15.0,23.0,0.0,1.0,249.0,23.0,16.0
6487,6.0,58.0,38.0,1.0,3.0,215.0,19.0,17.0
6488,8.0,2.0,6.0,0.0,0.0,238.0,3.0,196.0
6489,2.0,1.0,17.0,1.0,0.0,63.0,160.36049058256683,7.0
6490,0.0,7.719370860927152,15.0,1.0,0.0,65.0,160.36049058256683,11.0
6491,0.0,7.719370860927152,22.0,0.0,0.0,56.0,160.36049058256683,16.0
6492,1.0,5.0,31.0,0.0,0.0,88.0,7.0,48.0
6493,3.0,7.0,29.0,0.0,0.0,82.0,5.0,33.0
6494,4.0,3.0,7.0,0.0,0.0,62.0,160.36049058256683,603.3206537460227
6495,3.0,1.0,14.0,8.0,0.0,87.0,160.36049058256683,603.3206537460227
6496,4.0,7.719370860927152,31.0,13.0,0.0,117.0,1.0,73.0
6497,0.0,7.719370860927152,0.0,0.0,0.0,85.0,160.36049058256683,603.3206537460227
6498,2.0,7.719370860927152,5.0,0.0,0.0,100.0,160.36049058256683,12.0
6499,2.0,1.0,4.0,0.0,0.0,91.0,160.36049058256683,6.0
6500,1.0,1.0,23.0,0.0,0.0,52.0,160.36049058256683,9.0
6501,2.0,2.0,19.0,0.0,0.0,108.0,160.36049058256683,8.0
6502,5.0,6.0,63.0,1.0,0.0,47.0,1.0,260.0
6503,3.0,1.0,8.0,0.0,1.0,36.0,160.36049058256683,170.0
6504,3.0,1.0,21.0,0.0,2.0,80.0,1.0,348.0
6505,9.0,4.0,15.0,0.0,1.0,73.0,8.0,37.0
6506,3.0,13.0,81.0,0.0,0.0,457.0,160.36049058256683,411.0
6507,4.0,5.0,27.0,0.0,0.0,355.0,9.0,435.0
6508,8.0,1.0,13.0,0.0,0.0,125.0,1.0,23.0
6509,6.0,16.0,17.0,1.0,0.0,85.0,160.36049058256683,352.0
6510,6.0,15.0,6.0,0.0,0.0,81.0,6.0,28.0
6511,5.0,2.0,10.0,0.0,0.0,117.0,1.0,375.0
6512,2.0,7.719370860927152,2.0,0.0,0.0,108.0,160.36049058256683,16.0
