index_seg,d_btw_cntr_SgAsEg,ud_bridge_SgAsEg,ud_btw_cntr_SgAsEg
5574,10597.0153231,0.0,11990.5268941
5575,23804.8891813,0.0,22827.3196934
5576,25266.5543714,0.0,24687.4844103
5577,15766.0452596,0.0,16629.5344405
5578,15732.9305406,0.0,18739.1404608
5579,1273266.23914,0.0,1501652.108
5580,47545.3303914,0.0,39636.6203583
5581,32261.7345599,0.0,34775.9144787
5582,38455.9536908,0.0,32630.9870662
5583,49322.1940338,0.0,38649.0528607
5584,36398.059198,0.0,21036.6954905
5585,16934.0,1.0,17016.0
5586,67881.8023592,0.0,53747.685217
5587,114461.158512,0.0,78580.8508941
5588,37261.68763,0.0,31949.2785947
5589,304387.922837,0.0,72733.209703
5590,64894.3015055,0.0,329818.342559
5591,360116.039254,0.0,366643.211841
5592,13964.7021896,0.0,14423.419351
5593,24825.6853344,0.0,24940.7024935
5594,25704.4971553,0.0,25119.1398459
5595,2038.5079458,0.0,2228.05099581
5596,16934.0,1.0,17016.0
5597,16934.0,1.0,17016.0
5598,24338.4948476,0.0,24459.4927429
5599,28156.0249211,0.0,27586.9951866
5600,11820.9634027,0.0,11157.2110715
5601,10089.9513393,0.0,8358.42885698
5602,64714.6661576,0.0,52803.4162066
5603,45742.6601785,0.0,40442.311435
5604,100286.551362,0.0,101126.318642
5605,227542.414126,0.0,217612.413077
5606,183869.994093,0.0,179227.667937
5607,670496.698324,0.0,784208.829165
5608,2942.36570472,0.0,3076.04334727
5609,16934.0,1.0,17016.0
5610,45240.0139532,0.0,27709.3813486
5611,37019.7877244,0.0,15763.7901977
5612,34167.5896343,0.0,7939.86845407
5613,59085.2022714,0.0,13996.4161013
5614,20625.8736977,0.0,10678.1261524
5615,14802.5326448,0.0,19239.5746276
5616,17200.8688689,0.0,21962.78
5617,21249.3794071,0.0,12612.1374574
5618,30202.8608126,0.0,6452.35217569
5619,79839.5496405,0.0,60983.7839866
5620,33201.3314403,0.0,9892.09603007
5621,23862.8621566,0.0,19044.6594508
5622,11516.2639565,0.0,10557.8630138
5623,13692.414049,0.0,22200.674392
5624,20999.0413057,0.0,21090.199282
5625,22630.7619254,0.0,22742.1359876
5626,11703.8308813,0.0,14434.9651027
5627,56422.5453905,0.0,55955.0411579
5628,26967.1188877,0.0,26362.7509671
5629,30868.8149032,0.0,29162.562717
5630,15551.1311352,0.0,13127.7906957
5631,16917.5880234,0.0,20518.8686171
5632,22451.4178483,0.0,23213.4012485
5633,34000.3200373,0.0,35025.03069
5634,20049.2739719,0.0,18252.8680927
5635,31195.6889079,0.0,29494.5885202
5636,28917.3231652,0.0,27694.5534347
5637,19664.4956962,0.0,18557.0235614
5638,31444.515821,0.0,32211.9553265
5639,72871.9889834,0.0,64842.0544661
5640,106355.150726,0.0,103810.671003
5641,11010.0791108,0.0,10658.0505886
5642,9360.88644244,0.0,8887.71660472
5643,16934.0,1.0,17016.0
5644,10711.3842765,0.0,37500.9246586
5645,73969.0656831,0.0,74673.4570302
5646,43039.0073974,0.0,42665.5198824
5647,12144.2818403,0.0,11530.038343
5648,1486.92494727,0.0,1472.46926056
5649,6127.7790375,0.0,6730.21070055
5650,9018.28622833,0.0,9503.99450677
5651,22456.7188857,0.0,20978.7343846
5652,22043.7414204,0.0,18430.4524185
5653,54559.8611943,0.0,47472.2942707
5654,59594.3139777,0.0,45580.1769733
5655,64530.9584827,0.0,54866.9922534
5656,50111.9906088,0.0,37981.7717068
5657,34686.2381981,0.0,21449.704068
5658,16934.0,1.0,17016.0
5659,82595.0991353,0.0,45451.5236855
5660,173777.719681,0.0,120017.492203
5661,80645.6123141,0.0,23872.4249186
5662,46755.4533138,0.0,14995.3208484
5663,39036.4469334,0.0,24312.3457448
5664,31160.9628897,0.0,10010.4327667
5665,19467.5770206,0.0,14075.7411312
5666,18109.167456,0.0,22272.9788634
5667,21669.5764134,0.0,24182.1723819
5668,25899.0124805,0.0,19108.2116
5669,19427.6253489,0.0,22118.8955467
5670,18658.7511199,0.0,21149.6302048
5671,28405.37507,0.0,30155.5211306
5672,51117.0053993,0.0,71351.1244974
5673,92496.7657705,0.0,142446.32737
5674,95370.1263592,0.0,255291.921192
5675,121721.737369,0.0,257717.101511
5676,183402.448027,0.0,257286.736647
5677,12094.2808429,0.0,22755.539129
5678,150912.061327,0.0,83258.8348353
5679,247658.509373,0.0,121683.09318
5680,13036.3861967,0.0,10553.1594995
5681,92615.7659837,0.0,90631.7730478
5682,62540.5213373,0.0,60343.6040779
5683,137127.508782,0.0,136096.218861
5684,252122.368909,0.0,256025.492971
5685,170000.667811,0.0,173593.495237
5686,104032.401144,0.0,107298.561904
5687,72656.3255342,0.0,75764.3252933
5688,76960.0567273,0.0,80219.2794295
5689,167976.541723,0.0,174580.00981
5690,117955.909475,0.0,118535.163594
5691,43314.8020993,0.0,41753.7060576
5692,13266.9223081,0.0,13265.3922666
5693,13335.468445,0.0,13327.8022736
5694,36785.4480964,0.0,135407.04466
5695,28325.4480964,0.0,129017.03394
5696,28331.4480964,0.0,148250.700153
5697,8324.89598341,0.0,5277.17532795
5698,7685.67562054,0.0,3346.35980295
5699,19155.2881331,0.0,10718.572865
5700,45747.5003556,0.0,323875.211944
5701,38480.7838705,0.0,1701262.01991
5702,52519.504592,0.0,1653848.23682
5703,493973.783452,0.0,931286.527842
5704,1122937.33092,0.0,926846.682175
5705,1097044.23935,0.0,709344.616058
5706,1110545.18648,0.0,589615.242003
5707,1104003.50151,0.0,553731.424677
5708,818946.055276,0.0,310191.229171
5709,25396.1371429,0.0,46714.8232986
5710,148863.804562,0.0,106428.777612
5711,17784.8108001,0.0,15057.1875249
5712,62415.4817049,0.0,43166.6849825
5713,100446.205139,0.0,91776.7830657
5714,80147.6059099,0.0,46227.8975647
5715,5349827.23923,0.0,6373204.6841
5716,4413104.64735,0.0,4420816.30289
5717,2318330.09475,0.0,3692143.66814
5720,43702.3970607,0.0,66485.0374189
5721,40089.75912,0.0,48671.1384986
5722,21260.9498636,0.0,13671.8702317
5723,33694.5363542,0.0,25533.9750302
5724,79240.1016783,0.0,71797.388079
5725,22162.8330995,0.0,14424.5557513
5726,16640.5818307,0.0,10104.5835163
5727,12555.8795413,0.0,12898.8274232
5728,27654.7544671,0.0,26061.0057562
5729,70655.5225865,0.0,91338.1531659
5730,43644.3363184,0.0,31715.5668603
5731,22576.3513047,0.0,10547.7915423
5732,18503.1592663,0.0,22208.8085167
5733,39455.1620638,0.0,44714.3697906
5734,37184.3488079,0.0,13012.6283609
5735,57963.8375605,0.0,89093.2243496
5736,89798.9841654,0.0,102709.389245
5737,74377.1424679,0.0,82937.1741829
5738,70293.8561725,0.0,70637.4792889
5739,39409.1626101,0.0,39601.0737715
5740,16934.0,1.0,17016.0
5741,0.0,0.0,0.0
5742,11569.8749103,0.0,15899.3820168
5743,12867.3983588,0.0,18888.9232589
5744,16176.585201,0.0,20708.9998842
5745,11953.5274208,0.0,15809.1537786
5746,7543.69806152,0.0,22119.7361715
5747,26404.8121735,0.0,41298.3168559
5748,41039.7947233,0.0,39253.6893449
5749,803107.792203,0.0,740076.342083
5750,659202.613468,0.0,652626.754448
5751,649259.47131,0.0,635559.196213
5752,240809.689799,0.0,237461.012182
5753,253661.10706,0.0,180422.285795
5754,172238.386624,0.0,134228.522583
5755,165710.981685,0.0,131589.009737
5756,14231.1018143,0.0,27347.5946048
5757,10818.3074502,0.0,9395.51017414
5758,19292.4448102,0.0,32522.685421
5759,16336.6421506,0.0,25617.2738355
5760,31745.5152385,0.0,33404.2272939
5761,74034.0973932,0.0,11988.6085652
5762,78062.5948372,0.0,28059.9036201
5763,106464.983913,0.0,90379.9358324
5764,112663.866422,0.0,102912.02716
5765,258646.377457,0.0,150722.217897
5766,541381.819395,0.0,514752.018483
5767,253385.921661,0.0,223557.161957
5768,113956.067474,0.0,84166.5314622
5769,90144.9678387,0.0,60231.5801129
5770,59778.1216747,0.0,30034.9956675
5771,19741.3471582,0.0,21168.1065111
5772,34941.6279045,0.0,54024.0320306
5773,163177.64371,0.0,275618.53737
5774,904491.848698,0.0,936657.684434
5775,451233.293355,0.0,467251.595196
5776,215719.572278,0.0,227173.915703
5777,71670.0997486,0.0,80888.7612295
5778,57255.0474747,0.0,66364.5595088
5779,44863.1802554,0.0,53691.7288527
5780,45548.4602025,0.0,46288.6360677
5781,41847.0866174,0.0,37486.6021354
5782,29556.2243804,0.0,27143.3481635
5783,57264.9812081,0.0,58649.6668858
5784,62809.4051222,0.0,54135.7768659
5785,87510.6486017,0.0,70923.268675
5786,141236.978354,0.0,105934.866656
5787,89884.4890071,0.0,72409.5477704
5788,49344.1331175,0.0,16372.6372761
5789,25094.512956,0.0,5397.33398585
5790,22078.3368651,0.0,34664.8516989
5791,2518.08195267,0.0,8470.03166264
5792,6422.77414991,0.0,4552.05109836
5793,45785.5809327,0.0,41967.5402637
5794,34720.4275539,0.0,28548.7307985
5795,37606.7939069,0.0,22248.1864008
5796,98171.6890314,0.0,38320.8521205
5797,26666.0928096,0.0,14174.9978517
5798,9777.71855458,0.0,3789.79213191
5799,31083.9476215,0.0,18136.4940755
5800,51876.6715292,0.0,94982.5727456
5801,31848.9664001,0.0,41611.8159133
5802,10275.493778,0.0,15428.0597555
5803,16934.0,1.0,17016.0
5804,61135.0763871,0.0,71635.7207364
5805,62532.3595732,0.0,71721.0096567
5806,1205365.22304,0.0,799496.474275
5807,1034660.22936,0.0,1047484.84134
5808,892060.133455,0.0,701965.511277
5809,607045.003652,0.0,390781.501775
5810,582111.920074,0.0,383932.86741
5811,554922.860873,0.0,239143.350289
5812,202293.862741,0.0,210867.968416
5813,136249.832181,0.0,36702.147507
5814,88703.7697932,0.0,107617.399557
5815,74855.2580912,0.0,29749.637586
5816,33943.7063006,0.0,20014.1463321
5817,381187.550518,0.0,284139.765592
5818,87820.7387666,0.0,91682.0215518
5819,37308.5244818,0.0,43426.6276061
5820,19167.7132988,0.0,21256.9021086
5821,16711.1018036,0.0,13824.585724
5822,156310.475567,0.0,46134.5201138
5823,188034.979169,0.0,78938.4898078
5824,220971.400373,0.0,112155.031032
5825,758128.840432,0.0,1016843.16034
5826,198155.90237,0.0,199322.36789
5827,46070.0464763,0.0,46066.7481757
5828,50339.4931597,0.0,51154.8128429
5829,65345.3706186,0.0,65835.6101206
5830,112878.620716,0.0,113591.366327
5831,35495.8297717,0.0,35799.8512558
5832,53968.1478454,0.0,55547.7243905
5833,43158.208717,0.0,42591.1515414
5834,14159.3951839,0.0,13565.6375021
5835,16934.0,1.0,17016.0
5836,7795.84507274,0.0,7491.04169784
5837,9335.97027611,0.0,48236.6550704
5838,5849.30232301,0.0,7926.73641253
5839,1125013.92653,0.0,938427.97603
5840,1109403.01105,0.0,920242.457129
5841,687985.629325,0.0,280240.006778
5842,424865.674966,0.0,106927.781446
5843,518128.570253,0.0,146865.395105
5844,632607.642451,0.0,278131.602027
5845,84079.3488181,0.0,20136.2357948
5846,75324.3905974,0.0,20030.8906298
5847,131418.039544,0.0,116991.010533
5848,37964.5885557,0.0,40397.2504659
5849,515507.801717,0.0,187268.188788
5850,23866.8824108,0.0,23292.3115938
5851,7411.57577539,0.0,24994.8134372
5852,206271.666272,0.0,118936.631659
5853,182976.230879,0.0,263065.010094
5854,124799.196217,0.0,414697.454075
5855,71474.8798262,0.0,1471648.52121
5856,41951.9165344,0.0,15411.9975481
5857,30478.3040218,0.0,11943.4269202
5858,59331.6336596,0.0,2584882.00655
5859,57953.1892274,0.0,2617500.54193
5860,12822.7730621,0.0,1346926.51246
5861,7388.06144486,0.0,22288.9012654
5862,39841.4278041,0.0,22408.4566183
5863,31944.2833332,0.0,15175.0857715
5864,36489.9344177,0.0,13616.8759052
5865,37574.5977392,0.0,15155.2705624
5866,172277.914272,0.0,93393.0066642
5867,19207.6422689,0.0,15955.1353893
5868,4204.57509758,0.0,2516.15786788
5869,1071538.30229,0.0,1026806.66464
5870,1437693.69196,0.0,1418842.94602
5871,1164619.41774,0.0,903089.877313
5872,1155734.00325,0.0,885978.652405
5873,1119604.23824,0.0,870100.088942
5874,889448.227223,0.0,728834.984703
5875,755819.326756,0.0,651439.67731
5876,634805.549595,0.0,547999.165833
5877,515182.041153,0.0,456991.007185
5878,396953.678272,0.0,371673.143334
5879,391668.654376,0.0,383816.97974
5880,284466.494112,0.0,253186.018113
5881,229549.902178,0.0,201246.463861
5882,190119.094924,0.0,164522.190776
5883,148217.214936,0.0,126243.623516
5884,32102.1076241,0.0,31505.9473221
5885,17056.3679945,0.0,19355.966083
5886,9193.57040744,0.0,12156.882124
5887,16934.0,1.0,17016.0
5888,12729.4249024,0.0,14499.8421321
5889,33406.5904905,0.0,24309.6900614
5890,1023.518541,0.0,965.433911795
5891,190626.86904,0.0,185940.568663
5892,370973.527606,0.0,387324.384721
5893,198535.505405,0.0,207894.234138
5894,164656.931924,0.0,172550.255158
5895,16934.0,1.0,17016.0
5896,16934.0,1.0,17016.0
5897,9905.95353358,0.0,9949.75470369
5898,34409.6708382,0.0,36774.9944145
5899,17019.9982954,0.0,18701.8716397
5900,16934.0,1.0,17016.0
5901,15606.5511396,0.0,24227.2928592
5902,31790.1745032,0.0,21529.2146372
5903,25367.9035918,0.0,20537.4277121
5904,13273.5039453,0.0,12026.3412252
5905,15359.060705,0.0,14502.7749031
5906,16934.0,1.0,17016.0
5907,32919.4911403,0.0,37792.8002009
5908,23640.4720612,0.0,22805.3489718
5909,66494.73619,0.0,78523.8405632
5910,112921.579132,0.0,109485.488611
5911,121910.207823,0.0,121083.87869
5912,16934.0,1.0,17016.0
5913,16934.0,1.0,17016.0
5914,16934.0,1.0,17016.0
5915,3160499.65974,0.0,2731779.74337
5916,3105788.99165,0.0,2683717.57621
5917,16934.0,1.0,17016.0
5918,29530.119559,0.0,28814.7781935
5919,48414.5546562,0.0,44543.1493213
5920,54266.444932,0.0,50407.7155198
5921,16934.0,1.0,17016.0
5922,16934.0,1.0,17016.0
5923,347253.531857,0.0,340722.020727
5924,235877.888796,0.0,252936.4944
5925,137296.926389,0.0,147860.60437
5926,89726.6445996,0.0,93240.4845013
5927,54560.298838,0.0,59436.7750854
5928,16934.0,1.0,17016.0
5929,39546.9255829,0.0,38040.1371838
5930,34050.4315725,0.0,37157.2697466
5931,16934.0,1.0,17016.0
5932,97484.4456595,0.0,101404.419124
5933,31520.1089093,0.0,9330.22970647
5934,97538.7232721,0.0,73542.9486732
5935,43797.8775291,0.0,20841.0861053
5936,26091.0268388,0.0,1529.48050612
5937,75273.7272394,0.0,74249.9200123
5938,82210.5969129,0.0,82162.4788245
5939,103163.613151,0.0,108086.399023
5940,132075.775382,0.0,137023.662983
5941,2833.87142857,0.0,3417.23333333
5942,10272.8690476,0.0,6909.93571428
5943,8602.16071429,0.0,72.0833333333
5944,9915.16190476,0.0,7751.25887446
5945,985267.678037,0.0,998597.589793
5946,16934.0,1.0,17016.0
5947,36474.2826963,0.0,38486.315953
5948,83090.971403,0.0,87623.6951942
5949,362854.347558,0.0,378341.412427
5950,10895.1958472,0.0,13875.3968944
5951,57885.8561139,0.0,61930.8196429
5952,81719.8296958,0.0,85786.6881096
5953,100574.781031,0.0,105550.200548
5954,432.692970111,0.0,542.637330576
5955,18326.4833119,0.0,18770.7651309
5956,16934.0,1.0,17016.0
5957,120555.230976,0.0,77245.9396748
5958,162698.228935,0.0,89798.8676033
5959,198448.654517,0.0,123848.974056
5960,160207.488134,0.0,166643.863153
5961,45074.4486296,0.0,58923.5565356
5962,3095930.24627,0.0,2670191.96046
5963,31410.703274,0.0,34892.4392988
5964,44623.5371853,0.0,38988.8764687
5965,27846.4978365,0.0,22173.9802844
5966,324089.602486,0.0,319100.858695
5967,16934.0,1.0,17016.0
5968,10671.9431172,0.0,9634.82634384
5969,287863.984485,0.0,276644.000554
5970,256538.914379,0.0,234012.725587
5971,516358.399569,0.0,441875.743347
5972,367998.372282,0.0,214751.376246
5973,36892.8275292,0.0,38993.0506012
5974,24430.4119641,0.0,23695.742286
5975,33261.387199,0.0,27475.2829063
5976,75563.3434663,0.0,67282.604664
5977,141900.872204,0.0,130955.719307
5978,480950.610195,0.0,812308.456186
5979,16934.0,1.0,17016.0
5980,22698.4770291,0.0,18836.6506655
5981,24487.4425487,0.0,21897.6668133
5982,34625.7972467,0.0,26216.0405948
5983,16934.0,1.0,17016.0
5984,52401.9802339,0.0,30915.4550599
5985,73489.6395952,0.0,51683.743154
5986,89226.4751543,0.0,70094.0343992
5987,111481.884795,0.0,75571.4500693
5988,123782.160116,0.0,82731.4947053
5989,131884.65447,0.0,75984.5933726
5990,112668.79443,0.0,52059.147506
5991,72461.5908084,0.0,21282.5675338
5992,5537.60914236,0.0,9611.21328897
5993,125114.083613,0.0,71666.6303235
5994,96946.2745741,0.0,42282.1461578
5995,63614.259515,0.0,26567.6420921
5996,50950.9173675,0.0,25484.1137821
5997,23.6333333333,0.0,23.6333333333
5998,13077.812385,0.0,12234.1473592
5999,11044.8421922,0.0,19231.2783654
6000,2180364.99493,0.0,1193305.32052
6001,1669424.34562,0.0,717557.775343
6002,1697485.76742,0.0,578225.081519
6003,1821192.08045,0.0,530820.306746
6004,181810.775265,0.0,130277.442944
6005,215893.98277,0.0,111322.905854
6006,205097.294721,0.0,98159.3592757
6007,120408.18168,0.0,87333.0144172
6008,103551.984625,0.0,68772.6864184
6009,95986.1867706,0.0,66187.7096365
6010,108088.619428,0.0,71225.8551454
6011,4355050.64009,0.0,3122389.36446
6012,14815.447431,0.0,12543.4319747
6013,37748.0953684,0.0,27775.9725893
6014,11585.7375862,0.0,14596.5377083
6015,9143.9460519,0.0,18481.8087643
6016,4444.9045573,0.0,2119.54032584
6017,16242.647665,0.0,12938.5431671
6018,1920.72994245,0.0,7649.88256819
6019,1608.69718077,0.0,3235.64614944
6020,30231.360378,0.0,30638.0332267
6021,2459.73845298,0.0,2283.85824062
6022,9560.71165588,0.0,108.750793651
6023,8301.16630984,0.0,8797.57310165
6024,2909.8978086,0.0,4808.31696861
6025,317862.236199,0.0,162467.245736
6026,394689.810224,0.0,294912.382336
6027,268481.311169,0.0,144226.631379
6028,4970.72099088,0.0,5823.26370151
6029,148853.195493,0.0,129729.007873
6030,190383.598551,0.0,160869.595803
6031,21608.7223115,0.0,26363.7156553
6032,67540.9073025,0.0,35776.6828257
6033,109865.466391,0.0,54646.9541191
6034,58147.920793,0.0,37821.970002
6035,27260.7779628,0.0,20960.2580505
6036,21446.8874896,0.0,14539.5332944
6037,17512.1124867,0.0,12180.8834483
6038,16391.7377139,0.0,16456.2820828
6039,50790.0,1.0,51036.0
6040,25671.9751051,0.0,16582.6130118
6041,14974.6239567,0.0,10253.1657412
6042,13976.5775806,0.0,14777.539093
6043,124028.733644,0.0,167128.372582
6044,32785.0934604,0.0,40087.7951791
6045,35152.8630213,0.0,35397.7724026
6046,52993.705758,0.0,45730.8843468
6047,65713.927685,0.0,60660.0597208
6048,24305.0732524,0.0,25969.7792553
6049,4271.25542845,0.0,8216.81662266
6050,16934.0,1.0,17016.0
6051,14823.4372262,0.0,14367.9886261
6052,11763.8106777,0.0,10606.1543016
6053,10661.9491525,0.0,8304.34292111
6054,7849.67706016,0.0,5901.67139155
6055,13972.9714878,0.0,19066.6336426
6057,30232.1422409,0.0,30288.6992807
6058,17265.561893,0.0,16551.4632646
6059,23768.9954307,0.0,24140.7502431
6060,16934.0,1.0,17016.0
6061,50790.0,1.0,51036.0
6062,38046.4493288,0.0,38450.7501815
6063,13599.5978879,0.0,13528.0706687
6064,16934.0,1.0,17016.0
6065,4423929.491,0.0,3177387.8692
6066,4082337.78102,0.0,2770766.50885
6067,4056061.39129,0.0,2745782.74126
6068,4135347.28154,0.0,2832118.03849
6069,416305.264513,0.0,323412.542296
6070,416674.716107,0.0,329231.826364
6071,398876.728639,0.0,309232.343931
6072,388477.493816,0.0,303536.208822
6073,62710.9692967,0.0,53428.2802787
6074,38675.7245566,0.0,31039.9290568
6075,42052.4018663,0.0,25244.9515814
6076,28505.6405574,0.0,19258.9335186
6077,87350.6554984,0.0,67940.8835072
6078,216377.456835,0.0,170359.068863
6079,50790.0,1.0,51036.0
6080,16934.0,1.0,17016.0
6081,20206.9518215,0.0,5762.36910784
6082,60684.1659128,0.0,15227.7302006
6083,48021.180595,0.0,43262.1236032
6084,9714.67139922,0.0,4027.09752147
6085,47446.0591681,0.0,54900.3028072
6086,40760.4865028,0.0,39177.8534346
6087,28981.1251404,0.0,22866.2658237
6088,864.807036693,0.0,1686.4596739
6089,2917171.21849,0.0,3542768.83389
6090,2817789.04432,0.0,3469671.62037
6091,34262.4723876,0.0,36328.222741
6092,115450.450942,0.0,121975.816102
6093,87433.67402,0.0,90294.0112172
6094,140336.49088,0.0,106313.530502
6095,41239.720191,0.0,35785.6802062
6096,63957.9194915,0.0,61331.39369
6097,1585635.14116,0.0,755585.941501
6098,169597.344394,0.0,209850.502395
6099,121791.234837,0.0,161893.004336
6100,403004.307118,0.0,392943.276002
6101,53739.6993792,0.0,54088.0672681
6102,3650.08788302,0.0,3715.26955886
6103,87131.8974596,0.0,60595.8512354
6104,41466.7792446,0.0,72628.9515377
6105,26093.3704256,0.0,41391.8367875
6106,28309.0659939,0.0,53744.816205
6107,29655.4714286,0.0,40698.7653699
6108,59755.5096432,0.0,39863.5418658
6109,23846.5063178,0.0,19572.2190599
6110,8886.81740432,0.0,7230.59401033
6111,11810.8385371,0.0,12126.5044952
6112,5251.11876421,0.0,6386.59829402
6113,12592.3162815,0.0,11636.8441263
6114,45680.197589,0.0,26835.9809524
6115,15596.3821429,0.0,9306.73398268
6116,19112.3220797,0.0,16918.277968
6117,1131920.12237,0.0,2840681.08975
6118,30222.4621193,0.0,30253.4845007
6119,98358.9770061,0.0,92679.4354233
6120,159432.940643,0.0,150852.555383
6121,48184.4396038,0.0,45518.7403118
6122,22138.0972339,0.0,20095.1909672
6123,3471.63997151,0.0,7226.93737431
6124,28907.4529197,0.0,28993.5861218
6125,11600.2344464,0.0,6691.07507649
6126,14589.8078677,0.0,15719.7112679
6127,39347.1547424,0.0,53506.2780056
6128,45152.9971701,0.0,31864.5633267
6129,16934.0,1.0,17016.0
6130,16934.0,1.0,17016.0
6131,975074.063001,0.0,743675.28271
6132,217865.076607,0.0,179133.160721
6133,140797.626025,0.0,121109.874349
6134,51416.4054925,0.0,23468.8464568
6135,40215.7625688,0.0,19969.2568648
6136,57430.1270953,0.0,44560.3171641
6137,36823.1526049,0.0,17215.988587
6138,36328.0272679,0.0,24109.0725355
6139,34555.4215544,0.0,37842.6527945
6140,43133.5677676,0.0,48992.1483241
6141,4518751.99422,0.0,4132275.20807
6142,4366638.91455,0.0,4045431.2584
6143,4370741.65567,0.0,4059942.08097
6144,2753532.78901,0.0,2434407.26226
6145,3062415.03939,0.0,2807685.2488
6146,3513734.44784,0.0,3243475.82761
6147,138095.978562,0.0,134507.849425
6148,110637.373185,0.0,110567.89411
6149,85251.8539181,0.0,90157.8889784
6150,68079.8747813,0.0,73798.0023606
6151,1714.1602543,0.0,2897.36980636
6152,15766.4589336,0.0,15864.888237
6153,21704.6762551,0.0,21268.5932613
6154,67431.3381462,0.0,37238.5629676
6155,78297.7297119,0.0,38192.3515365
6156,41479.1457404,0.0,24635.2979141
6157,701228.790026,0.0,75675.2768845
6158,689045.139609,0.0,70580.2846245
6159,55931.4369694,0.0,45956.892285
6160,69297.6720847,0.0,81924.1010355
6161,93701.0183798,0.0,154622.349973
6162,84936.6116121,0.0,91219.3407061
6163,74646.6610445,0.0,89381.8832869
6164,224214.525521,0.0,121059.916408
6165,16861.7822645,0.0,16537.1214729
6166,63365.7289417,0.0,36624.2548056
6167,147077.074478,0.0,69292.5493676
6168,12718.7957792,0.0,151.865367965
6169,12697.7785714,0.0,25358.7785714
6170,17425.6683673,0.0,17453.167098
6171,70409.3330518,0.0,43768.5666436
6172,22541.1930391,0.0,43458.1504024
6173,26518.6185237,0.0,45129.4938912
6174,23516.7650675,0.0,24560.935757
6175,107391.142425,0.0,94601.3683557
6176,16934.0,1.0,17016.0
6177,16158.8686539,0.0,16247.8846529
6178,18554.3018731,0.0,17471.0123691
6179,198751.248383,0.0,200304.022117
6180,144012.379106,0.0,145351.205
6181,114696.591659,0.0,117081.721613
6182,296476.977403,0.0,287460.427406
6183,48935.7483245,0.0,16369.523104
6184,104541.121885,0.0,24275.1299868
6185,161065.105554,0.0,28139.0302551
6186,203514.306539,0.0,33754.9899138
6187,199242.59774,0.0,41834.2297911
6188,167041.088307,0.0,215606.367381
6189,56552.677631,0.0,64026.9730004
6190,143337.339445,0.0,147224.568359
6191,190346.172839,0.0,194715.109522
6192,252188.861151,0.0,270469.826375
6193,355823.411996,0.0,415380.315398
6194,16934.0,1.0,17016.0
6195,33972.6547619,0.0,34080.3333333
6196,1407773.15194,0.0,1463400.15086
6197,1375300.07006,0.0,1430859.21298
6198,678788.374568,0.0,709580.3365
6199,647282.094129,0.0,678238.239118
6200,262645.111132,0.0,276713.732587
6201,94928.9755717,0.0,100670.166067
6202,83082.9017413,0.0,88377.5961285
6203,53079.893608,0.0,55988.3573197
6204,44216.2046549,0.0,45764.0591644
6205,59233.6762423,0.0,63691.6896886
6206,48477.7097661,0.0,53637.8156904
6207,38195.1912127,0.0,45429.15731
6208,28543.4360255,0.0,38110.7697295
6209,10558.8841385,0.0,14305.9681051
6210,74812.148034,0.0,73948.0869363
6211,68146.7565773,0.0,65896.169332
6212,88494.8352125,0.0,85272.2744616
6213,16934.0,1.0,17016.0
6214,327503.382845,0.0,120227.874927
6215,318503.789936,0.0,104086.086416
6216,312422.413623,0.0,98096.9507731
6217,270487.127855,0.0,75864.4325661
6218,254699.017823,0.0,64557.5448304
6219,214799.113875,0.0,39085.2509217
6220,242990.054084,0.0,72938.8664408
6221,282164.408646,0.0,110004.703818
6222,370871.31789,0.0,179156.124104
6223,485834.651742,0.0,331032.171135
6224,236520.581043,0.0,91529.1371166
6225,187623.670607,0.0,74152.2871873
6226,170596.49701,0.0,81285.1494235
6227,133888.405124,0.0,136210.792709
6228,122188.47832,0.0,117756.911002
6229,147866.998749,0.0,117979.839051
6230,70455.550984,0.0,117137.590796
6231,57383.4332949,0.0,59888.1951029
6232,45831.208791,0.0,46180.7835399
6233,65085.9929271,0.0,11826.8086524
6234,52960.655146,0.0,10708.6918892
6235,468909.085153,0.0,587562.778756
6236,153230.819755,0.0,485466.666606
6237,62231.6673451,0.0,447892.76164
6238,129196.040875,0.0,171363.937243
6239,97038.7418239,0.0,89361.3874346
6240,38601.3423121,0.0,44641.3918011
6241,14884.0011999,0.0,15838.2843615
6242,18652.3166493,0.0,16486.5187393
6243,12341.4476593,0.0,11253.2314629
6244,13628.1372065,0.0,14024.8024937
6245,16934.0,1.0,17016.0
6246,3653.4200362,0.0,3736.29394246
6247,72228.4880952,0.0,77933.3025974
6248,11114.1396863,0.0,5394.41270195
6249,21699.839444,0.0,9663.53051552
6250,8823.98401255,0.0,518.641321381
6251,4797.93494074,0.0,7584.93417181
6252,17388.073036,0.0,3725.15708685
6253,4425.06493506,0.0,163.846536797
6254,4327.54880952,0.0,8524.34285714
6255,16934.0,1.0,17016.0
6256,8786.95605412,0.0,4225.90663318
6257,16934.0,1.0,17016.0
6258,16934.0,1.0,17016.0
6259,4703.14244057,0.0,9562.93462376
6260,69966.1618145,0.0,66321.2620256
6261,6662.67664767,0.0,7105.65267083
6262,7428.81534061,0.0,7555.92838227
6263,15137.4480671,0.0,13535.9054829
6264,18049.2151598,0.0,11363.7966957
6265,39776.9800548,0.0,20887.1608331
6266,42356.057717,0.0,23833.0276525
6267,27956.9752121,0.0,23771.4162934
6268,59431.0821815,0.0,52281.8505928
6269,12891.1962051,0.0,8339.50688523
