index_seg,bkdc_total,Bus/Bike Lane,Climbing Lane,Contraflow Bike Lane,Cycle Track,Existing Bike Lane,Shared Lane
4507,1,0,0,0,0,0,1
12685,1,0,0,1,0,0,0
5209,1,0,0,0,1,0,0
671,1,0,0,0,0,1,0
1429,1,0,0,0,0,1,0
6943,1,0,0,0,0,1,0
897,1,0,0,0,1,0,0
7513,1,0,0,0,0,0,1
11763,1,0,0,0,0,0,1
8747,1,0,0,0,0,0,1
783,1,0,0,0,0,1,0
7341,1,0,0,0,0,1,0
646,1,0,0,0,0,0,1
6972,1,0,0,0,0,1,0
7790,1,0,0,0,0,1,0
8907,1,0,0,0,0,1,0
1534,1,0,0,0,0,1,0
7682,1,0,0,0,0,1,0
7015,1,0,0,0,0,1,0
8479,1,0,0,0,0,1,0
230,1,0,0,0,0,1,0
2772,1,0,0,0,0,1,0
7483,1,0,0,0,0,0,1
2890,1,0,0,0,0,1,0
4478,1,0,0,0,0,1,0
12090,1,0,1,0,0,0,0
815,1,0,0,0,0,1,0
7740,1,0,0,0,0,0,1
5487,1,0,0,0,0,0,1
6942,1,0,0,0,0,1,0
4862,1,0,1,0,0,0,0
250,1,1,0,0,0,0,0
2758,1,0,0,0,0,1,0
3610,1,0,0,0,0,1,0
2507,1,0,0,0,1,0,0
6627,1,0,1,0,0,0,0
5210,1,0,0,0,1,0,0
608,1,0,0,0,0,1,0
3609,1,0,0,0,0,1,0
4512,1,0,0,0,0,0,1
12629,1,0,0,0,0,1,0
4489,1,0,0,0,0,1,0
521,1,0,0,0,0,1,0
611,1,0,0,0,0,1,0
7784,1,0,0,0,0,1,0
9859,1,0,0,1,0,0,0
835,1,0,0,0,0,1,0
2478,1,0,0,0,0,1,0
9418,1,0,0,0,0,1,0
665,1,0,0,0,0,1,0
7317,1,0,0,0,1,0,0
6348,1,0,0,0,0,0,1
6626,1,0,1,0,0,0,0
2500,1,0,0,0,0,0,1
4475,1,0,0,0,0,1,0
4360,1,0,0,0,0,1,0
667,1,0,0,0,0,1,0
8989,1,0,0,1,0,0,0
2900,1,0,0,0,0,1,0
2986,1,0,0,0,0,1,0
5666,1,0,0,0,0,1,0
9383,1,0,0,0,0,1,0
5665,1,0,0,0,0,1,0
385,1,1,0,0,0,0,0
6970,1,0,0,0,0,1,0
11765,1,0,0,0,0,0,1
288,1,0,0,0,0,1,0
5486,1,0,0,0,0,0,1
4586,1,0,0,0,0,1,0
11519,1,0,1,0,0,0,0
7830,1,0,0,0,0,1,0
6977,1,0,0,0,0,1,0
11134,1,0,0,0,0,0,1
12310,1,0,0,0,0,1,0
8706,1,0,0,0,0,1,0
5017,1,0,0,0,0,1,0
7514,1,0,0,0,0,1,0
624,1,0,0,0,0,1,0
12841,1,0,0,0,0,1,0
9416,1,0,0,0,0,1,0
1116,1,0,0,0,0,0,1
613,1,0,0,0,0,0,1
265,1,0,0,0,0,1,0
4791,1,0,0,0,0,1,0
2888,1,0,0,0,0,1,0
3284,1,0,0,0,0,0,1
5670,1,0,0,0,0,1,0
1779,1,0,0,0,0,0,1
12257,1,0,0,0,0,1,0
4057,1,0,0,0,0,0,1
9858,1,0,0,1,0,0,0
7832,1,0,0,0,0,1,0
810,1,0,0,0,0,1,0
7831,1,0,0,0,0,1,0
8527,1,0,0,0,0,1,0
4060,1,0,0,0,0,0,1
1564,1,0,0,1,0,0,0
1610,1,0,0,0,0,0,1
1120,1,0,0,0,0,0,1
5205,1,0,0,0,1,0,0
854,1,0,0,0,0,1,0
5663,1,0,0,0,0,1,0
228,1,0,0,0,0,1,0
8956,1,0,0,0,0,1,0
4472,1,0,0,0,0,1,0
284,1,0,0,0,0,1,0
4363,1,0,0,0,0,1,0
266,1,0,0,0,0,1,0
2509,1,0,0,0,1,0,0
4995,1,0,0,0,0,1,0
264,1,0,0,0,0,1,0
9386,1,0,0,0,0,1,0
2512,1,0,0,0,0,1,0
12844,1,0,0,0,0,1,0
834,1,0,0,0,0,1,0
7287,1,0,0,0,0,1,0
10128,1,0,0,0,0,0,1
6885,1,0,0,0,0,1,0
8346,1,0,0,0,0,1,0
1799,1,0,0,0,0,0,1
4866,1,0,0,0,0,1,0
616,1,0,0,0,0,0,1
6622,1,0,0,0,0,1,0
2493,1,0,0,0,0,0,1
2984,1,0,0,0,0,1,0
286,1,0,0,0,0,1,0
1782,1,0,0,0,0,0,1
7741,1,0,0,0,0,0,1
8512,1,0,0,0,0,1,0
853,1,0,0,0,0,1,0
4587,1,0,0,0,0,1,0
6759,1,0,0,0,0,0,1
8909,1,0,0,0,0,1,0
12307,1,0,0,0,0,1,0
2508,1,0,0,0,1,0,0
5068,1,0,0,0,0,1,0
3400,1,0,0,0,0,1,0
3953,1,0,0,0,0,0,1
7014,1,0,0,0,0,1,0
987,1,0,0,0,0,1,0
11364,1,0,0,0,0,1,0
666,1,0,0,0,0,1,0
11478,1,0,0,0,0,1,0
517,1,0,0,0,0,1,0
7727,1,0,0,0,0,1,0
9231,1,0,0,0,0,1,0
12262,1,0,0,0,0,1,0
7342,1,0,0,0,0,1,0
7279,1,0,0,0,0,1,0
6876,1,0,0,0,0,1,0
5207,1,0,0,0,1,0,0
781,1,0,0,0,1,0,0
789,1,0,0,0,0,1,0
1567,1,0,0,1,0,0,0
7955,1,0,0,0,0,1,0
841,1,0,0,0,0,1,0
8466,1,0,0,0,0,1,0
736,1,0,0,0,0,1,0
390,1,1,0,0,0,0,0
7817,1,0,0,0,0,1,0
12840,1,0,0,0,0,1,0
663,1,0,0,0,0,1,0
5488,1,0,0,0,0,0,1
10305,1,0,0,0,0,1,0
7343,1,0,0,0,0,1,0
862,1,0,0,0,0,1,0
5752,1,0,0,0,1,0,0
658,1,0,0,0,0,1,0
4484,1,0,0,0,0,1,0
2081,1,1,0,0,0,0,0
2503,1,0,0,0,1,0,0
780,1,0,0,0,1,0,0
4362,1,0,0,0,0,1,0
4632,1,0,1,0,0,0,0
8105,1,0,0,0,0,0,1
2985,1,0,0,0,0,1,0
4718,1,0,0,0,0,1,0
3947,1,0,0,0,0,1,0
8707,1,0,0,0,0,1,0
1762,1,0,0,0,0,0,1
8911,1,0,0,0,0,1,0
11132,1,0,0,0,0,1,0
8611,1,0,0,0,0,0,1
3604,1,0,0,0,0,1,0
9857,1,0,0,1,0,0,0
2757,1,0,0,0,0,1,0
3662,1,0,0,0,0,1,0
5208,1,0,0,0,1,0,0
6915,1,0,0,0,0,1,0
12271,1,0,0,0,0,1,0
1111,1,0,0,0,0,0,1
7016,1,0,0,0,0,1,0
4202,1,0,0,0,0,1,0
1778,1,0,0,0,0,0,1
5111,1,0,0,0,0,0,1
896,1,0,0,0,1,0,0
4784,1,0,0,0,0,1,0
387,1,1,0,0,0,0,0
848,1,0,0,0,0,1,0
3659,1,0,0,0,0,1,0
10198,1,0,0,0,0,1,0
1729,1,0,0,0,0,0,1
600,1,0,0,0,0,1,0
6969,1,0,0,0,0,1,0
6714,1,0,0,0,0,1,0
2499,1,0,0,0,0,0,1
4056,1,0,0,0,0,0,1
7862,1,0,0,0,0,1,0
622,1,0,0,0,0,1,0
5109,1,0,0,0,0,0,1
4789,1,0,0,0,0,1,0
2989,1,0,0,0,0,1,0
1612,1,0,0,0,0,0,1
6638,1,0,1,0,0,0,0
11760,1,0,0,0,0,0,1
11476,1,0,0,0,0,1,0
5669,1,0,0,0,0,1,0
9137,1,0,0,0,0,1,0
11518,1,0,0,0,0,1,0
6775,1,0,0,0,0,1,0
1608,1,0,0,0,0,0,1
4385,1,0,0,0,1,0,0
4787,1,0,0,0,0,1,0
847,1,0,0,0,0,1,0
7625,1,0,0,0,1,0,0
2497,1,0,0,0,0,0,1
7870,1,0,0,0,0,1,0
3698,1,0,0,0,0,1,0
9855,1,0,0,1,0,0,0
10151,1,0,0,0,0,1,0
861,1,0,0,0,0,1,0
2817,1,0,0,0,0,1,0
11426,1,0,0,0,0,1,0
2263,1,0,0,0,0,0,1
2483,1,0,0,0,0,0,1
1781,1,0,0,0,0,0,1
4002,1,0,0,0,0,0,1
1118,1,0,0,0,0,0,1
2886,1,0,0,0,0,1,0
832,1,0,0,0,0,1,0
4844,1,0,0,0,0,1,0
8982,1,0,0,1,0,0,0
262,1,0,0,0,0,1,0
3653,1,0,0,0,0,1,0
8691,1,0,0,0,0,0,1
3795,1,0,0,0,0,1,0
3714,1,0,0,0,0,1,0
2264,1,0,0,0,1,0,0
6353,1,0,1,0,0,0,0
7522,1,0,0,0,0,1,0
5675,1,0,0,1,0,0,0
1535,1,0,0,0,0,1,0
7732,1,0,0,0,0,0,1
458,1,0,0,0,0,1,0
520,1,0,0,0,0,1,0
8289,1,0,0,0,0,1,0
10104,1,0,1,0,0,0,0
5544,1,0,0,0,0,0,1
818,1,0,0,0,0,1,0
603,1,0,0,0,0,1,0
8702,1,0,0,0,0,1,0
4795,1,0,0,0,0,1,0
1430,1,0,0,0,0,1,0
5010,1,0,0,0,0,1,0
2752,1,0,0,0,0,1,0
922,1,0,0,0,0,1,0
4993,1,0,0,0,0,1,0
2891,1,0,0,0,0,1,0
1763,1,0,0,0,0,0,1
8513,1,0,0,0,0,1,0
575,1,0,0,0,0,1,0
7863,1,0,0,0,0,1,0
5674,1,0,0,1,0,0,0
8686,1,0,0,0,0,0,1
610,1,0,0,0,0,1,0
11516,1,0,0,0,0,1,0
7278,1,0,0,0,0,1,0
3601,1,0,0,0,0,1,0
9061,1,0,0,0,0,1,0
2479,1,0,0,0,0,1,0
4479,1,0,0,0,0,1,0
656,1,0,0,0,0,1,0
7486,1,0,1,0,0,0,0
4053,1,0,0,0,0,0,1
1469,1,0,0,0,0,1,0
786,1,0,0,0,0,1,0
2937,1,0,0,0,0,1,0
2699,1,0,0,0,0,1,0
1689,1,0,0,0,0,0,1
6968,1,0,0,0,0,1,0
5754,1,0,0,0,1,0,0
6402,1,0,0,0,0,0,1
6754,1,0,0,0,0,0,1
11362,1,0,0,0,0,1,0
271,1,0,0,0,0,1,0
6774,1,0,0,0,0,1,0
4354,1,0,0,0,0,1,0
516,1,0,0,0,0,1,0
3711,1,0,0,0,0,1,0
5671,1,0,0,0,0,1,0
670,1,0,0,0,0,1,0
96,1,0,0,0,0,1,0
384,1,1,0,0,0,0,0
4997,1,0,0,0,0,1,0
4843,1,0,0,0,0,1,0
9270,1,0,0,0,0,1,0
4491,1,0,0,0,0,1,0
4629,1,0,1,0,0,0,0
139,1,0,0,0,0,1,0
5234,1,0,0,0,0,1,0
1732,1,0,0,0,0,0,1
791,1,0,0,0,0,1,0
6160,1,0,0,0,0,1,0
662,1,0,0,0,0,1,0
5543,1,0,0,0,0,0,1
1119,1,0,0,0,0,0,1
249,1,1,0,0,0,0,0
2552,1,0,0,0,0,1,0
5008,1,0,0,0,0,1,0
2482,1,0,0,0,0,0,1
2991,1,0,0,0,0,0,1
1805,1,0,0,0,0,0,1
8995,1,0,0,1,0,0,0
6712,1,0,0,0,0,1,0
1122,1,0,0,0,0,0,1
8908,1,0,0,0,0,1,0
831,1,0,0,0,0,1,0
6940,1,0,0,0,0,1,0
7017,1,0,0,0,0,1,0
661,1,0,0,0,0,1,0
858,1,0,0,0,0,1,0
12738,1,0,0,0,0,1,0
1536,1,0,0,0,0,1,0
10102,1,0,0,0,0,1,0
8991,1,0,0,1,0,0,0
7953,1,0,0,0,0,1,0
4717,1,0,0,0,0,1,0
5542,1,0,0,0,0,0,1
4513,1,0,0,0,0,0,1
844,1,0,0,0,0,1,0
4059,1,0,0,0,0,0,1
281,1,0,0,0,0,1,0
12256,1,0,0,0,0,1,0
5007,2,0,0,0,0,2,0
6624,1,0,1,0,0,0,0
4357,1,0,0,0,0,1,0
3010,1,1,0,0,0,0,0
6632,1,0,1,0,0,0,0
10103,1,0,0,0,0,1,0
7833,1,0,0,0,0,1,0
6717,1,0,0,0,0,1,0
5664,1,0,0,0,0,1,0
1532,1,0,0,0,0,1,0
3958,1,0,0,0,0,1,0
4790,1,0,0,0,0,1,0
3791,1,0,0,0,0,1,0
6404,1,0,0,0,0,0,1
3955,1,0,0,0,0,0,1
11762,1,0,0,0,0,0,1
2756,1,0,0,0,0,1,0
2928,1,0,0,0,0,1,0
2480,1,0,0,0,0,1,0
8766,1,0,0,0,0,1,0
7597,1,0,0,0,0,1,0
2987,1,0,0,0,0,1,0
4706,1,0,0,0,0,1,0
4419,1,0,0,0,0,1,0
95,1,0,0,0,0,1,0
6330,1,0,0,0,0,1,0
6945,1,0,0,0,1,0,0
842,1,0,0,0,0,1,0
6975,1,0,0,0,0,1,0
4508,1,0,0,0,0,0,1
7730,1,0,0,0,0,0,1
7207,1,0,0,0,0,0,1
2759,1,0,0,0,0,1,0
8596,1,0,0,0,0,0,1
7656,1,0,0,0,0,1,0
254,1,1,0,0,0,0,0
856,1,0,0,0,0,1,0
6347,1,0,0,0,0,0,1
7204,1,0,0,0,0,0,1
12618,1,0,0,0,0,1,0
5018,1,0,0,0,0,1,0
10126,1,0,0,0,0,0,1
268,1,0,0,0,0,1,0
9805,1,0,0,1,0,0,0
4709,1,0,0,0,0,1,0
1531,1,0,0,0,0,1,0
4265,1,0,0,0,0,0,1
1776,1,0,0,0,0,0,1
3713,1,0,0,0,0,1,0
8104,1,0,0,0,0,0,1
7734,1,0,0,0,0,0,1
388,1,1,0,0,0,0,0
8109,1,0,0,0,0,0,1
5545,1,0,0,0,0,0,1
579,1,0,0,0,0,1,0
3654,1,0,0,0,0,1,0
4837,1,0,0,0,0,1,0
5541,1,0,0,0,0,0,1
2887,1,0,0,0,0,1,0
2510,1,0,0,0,1,0,0
4864,1,0,1,0,0,0,0
2889,1,0,0,0,0,1,0
849,1,0,0,0,0,1,0
7835,1,0,0,0,0,1,0
9841,1,0,0,0,0,0,1
5227,1,0,0,1,0,0,0
7519,1,0,0,0,0,1,0
3603,1,0,0,0,0,1,0
2930,1,0,0,0,0,1,0
4841,1,0,0,0,0,1,0
253,1,1,0,0,0,0,0
813,1,0,0,0,0,1,0
1426,1,0,0,0,0,1,0
9417,1,0,0,0,0,1,0
11131,1,0,0,0,0,1,0
6946,1,0,0,0,1,0,0
1566,1,0,0,1,0,0,0
602,1,0,0,0,0,1,0
860,1,0,0,0,0,1,0
735,1,0,0,0,0,1,0
8750,1,0,0,0,0,0,1
6880,1,0,0,0,0,1,0
5756,1,0,0,0,1,0,0
2675,1,0,0,0,0,0,1
6877,1,0,0,0,0,1,0
597,1,0,0,0,0,1,0
7516,1,0,0,0,0,1,0
6966,1,0,0,0,0,1,0
7515,1,0,0,0,0,1,0
7482,1,0,0,0,0,0,1
4485,1,0,0,0,0,1,0
5759,1,0,0,0,1,0,0
9840,1,0,0,0,0,0,1
644,1,0,0,0,0,0,1
4633,1,0,1,0,0,0,0
11477,1,0,0,0,0,1,0
4433,1,0,0,0,0,1,0
457,1,0,0,0,0,1,0
9419,1,0,0,0,0,1,0
6161,1,0,0,0,0,1,0
1787,1,0,0,0,0,0,1
9135,1,0,0,0,0,1,0
7280,1,0,0,0,0,1,0
1786,1,0,0,0,0,0,1
2021,1,0,0,0,0,1,0
8994,1,0,0,1,0,0,0
5616,1,0,0,0,0,1,0
4859,1,0,1,0,0,0,0
4781,1,0,0,0,0,1,0
11479,1,0,0,0,0,1,0
785,1,0,0,0,0,1,0
9387,1,0,0,0,0,1,0
1783,1,0,0,0,0,0,1
6757,1,0,0,0,0,1,0
9988,1,0,0,0,0,1,0
3011,1,1,0,0,0,0,0
1688,1,0,0,0,0,0,1
11952,1,0,0,0,0,1,0
12408,1,0,0,1,0,0,0
12410,1,0,0,1,0,0,0
12413,1,0,0,0,0,1,0
11844,1,0,1,0,0,0,0
13333,1,0,1,0,0,0,0
13457,1,0,0,0,0,1,0
13477,2,0,0,0,0,2,0
