,index_seg,art,outdoors and recreation,retail shop,professional service,food,nightlife spot,residence,schools&university,cycling facilities,transportation,poi_total
0,0,0,0,2,0,0,0,0,0,1,0,3
1,1,0,1,0,0,0,0,0,0,3,1,5
2,2,0,1,0,0,0,0,0,0,0,0,1
3,3,0,0,4,1,0,0,0,0,0,0,5
4,4,0,0,4,1,0,0,0,0,0,0,5
5,7,0,1,0,0,0,0,0,0,0,0,1
6,8,0,1,0,0,0,0,0,0,3,1,5
7,9,0,0,0,0,0,0,0,0,2,0,2
8,10,0,0,0,0,0,0,0,0,5,2,7
9,11,0,3,0,0,0,0,0,0,0,2,5
10,13,0,0,0,0,0,0,3,0,1,2,6
11,14,0,0,0,0,0,0,1,0,3,3,7
12,15,0,2,0,4,6,3,0,0,6,0,21
13,16,0,0,0,0,0,0,0,0,1,1,2
14,17,0,1,0,0,1,0,0,0,2,0,4
15,18,0,1,0,0,0,0,0,1,1,0,3
16,19,0,1,0,0,0,0,0,0,0,0,1
17,20,0,1,0,0,0,0,0,0,0,1,2
18,21,0,1,0,0,1,0,0,1,0,1,4
19,22,0,2,0,0,1,0,0,1,0,1,5
20,23,0,1,0,0,0,0,0,0,1,0,2
21,24,0,1,0,0,0,0,0,0,1,0,2
22,25,0,2,0,0,0,0,0,0,1,2,5
23,26,0,0,0,0,0,0,0,0,1,0,1
24,27,0,0,0,0,0,0,0,0,2,0,2
25,28,0,0,0,0,0,0,0,1,3,0,4
26,29,0,0,0,0,0,0,0,1,3,0,4
27,30,0,0,0,0,0,0,0,0,4,0,4
28,31,0,0,0,0,0,0,0,0,2,0,2
29,32,0,0,0,0,0,0,0,0,1,0,1
30,33,0,0,0,0,0,0,0,2,0,4,6
31,34,0,5,0,3,1,0,0,0,28,2,39
32,35,0,2,0,1,0,0,1,0,11,0,15
33,36,0,1,0,0,1,0,1,0,1,2,6
34,37,0,1,0,0,0,0,0,0,2,0,3
35,38,0,0,2,0,0,0,0,0,4,0,6
36,39,0,0,0,0,0,0,0,0,4,0,4
37,40,0,0,0,0,0,0,0,0,1,0,1
38,41,0,0,0,0,0,0,0,0,1,0,1
39,42,0,0,0,0,0,0,0,0,2,0,2
40,43,0,0,0,0,0,0,1,2,1,0,4
41,44,0,0,0,0,0,1,1,2,1,0,5
42,45,0,0,0,0,0,0,1,1,1,0,3
43,46,0,0,0,0,0,0,0,0,1,0,1
44,47,0,0,0,0,0,0,1,0,1,1,3
45,48,0,0,0,0,0,0,0,0,1,1,2
46,49,0,0,0,0,0,0,0,0,1,1,2
47,50,0,1,0,0,3,1,0,0,1,0,6
48,52,0,5,0,2,0,0,0,0,12,0,19
49,53,0,6,0,2,0,0,0,0,28,0,36
50,54,0,3,0,2,1,0,0,0,25,0,31
51,55,0,2,0,0,1,0,0,0,26,0,29
52,56,0,1,0,0,0,0,0,0,14,0,15
53,57,0,0,0,2,0,0,0,0,15,1,18
54,58,0,1,0,3,2,1,0,0,7,3,17
55,59,0,1,0,0,2,1,0,4,20,2,30
56,60,0,1,0,1,0,0,0,2,19,0,23
57,61,0,1,0,0,0,0,1,0,11,4,17
58,62,0,0,0,2,0,0,1,0,3,5,11
59,63,0,2,0,1,1,0,0,1,4,0,9
60,64,0,3,0,1,0,0,1,0,9,0,14
61,65,0,2,0,1,0,0,0,1,14,0,18
62,66,0,3,2,1,0,0,0,1,11,1,19
63,67,0,1,1,0,0,0,1,2,5,1,11
64,68,0,1,0,0,0,0,0,0,2,0,3
65,69,0,0,0,1,0,0,0,0,3,0,4
66,70,0,2,2,2,1,0,0,0,5,0,12
67,71,0,2,2,1,1,0,0,0,5,0,11
68,72,0,1,1,0,1,0,0,0,4,0,7
69,73,0,0,0,0,0,0,0,0,3,0,3
70,74,0,0,0,0,1,0,1,0,4,0,6
71,75,0,3,6,1,6,1,0,0,13,0,30
72,76,0,2,2,0,5,1,0,0,16,1,27
73,77,0,4,1,0,4,0,0,0,12,1,22
74,78,1,1,1,1,0,0,1,0,4,0,9
75,79,1,0,1,0,0,0,0,0,8,0,10
76,80,0,0,0,0,1,0,0,0,12,0,13
77,81,0,0,0,0,0,0,1,0,12,0,13
78,82,0,0,0,0,0,0,1,1,12,0,14
79,83,0,0,0,0,0,0,0,1,9,0,10
80,84,0,1,0,2,0,0,0,0,8,2,13
81,85,0,1,0,2,0,0,0,0,6,7,16
82,86,0,0,0,0,0,0,1,0,0,0,1
83,87,0,4,0,0,0,0,0,0,5,0,9
84,88,0,2,0,0,0,0,0,0,3,2,7
85,90,0,1,0,0,0,0,0,0,0,0,1
86,91,0,3,0,0,0,0,0,0,0,0,3
87,92,0,2,0,0,0,0,0,0,0,0,2
88,93,0,2,0,0,0,0,0,0,0,0,2
89,95,1,2,0,0,0,0,0,0,22,0,25
90,96,3,5,0,1,2,0,0,0,43,0,54
91,97,0,2,0,12,4,0,0,0,26,6,50
92,98,0,2,0,7,1,0,0,0,10,4,24
93,99,0,0,0,0,1,0,0,0,12,2,15
94,100,0,1,1,2,3,2,1,0,15,0,25
95,101,0,0,3,0,1,1,0,0,15,0,20
96,102,0,0,3,2,4,0,3,0,16,2,30
97,103,0,0,1,1,4,0,0,0,10,4,20
98,104,0,1,1,0,1,0,3,0,6,3,15
99,105,0,1,0,0,0,0,0,0,0,0,1
100,106,0,2,0,0,0,0,0,0,3,0,5
101,107,0,0,0,0,0,0,0,0,3,1,4
102,108,0,0,0,0,0,0,0,0,1,0,1
103,109,0,0,0,0,2,0,0,2,2,0,6
104,110,0,0,0,1,2,0,0,1,4,0,8
105,111,0,2,0,0,0,0,0,0,3,0,5
106,112,0,2,0,0,0,0,0,0,1,0,3
107,113,0,2,0,0,0,0,0,0,1,0,3
108,114,0,0,0,0,0,0,0,0,1,0,1
109,115,0,0,0,0,0,0,0,0,1,0,1
110,116,0,0,0,0,0,0,0,0,1,0,1
111,117,0,0,0,0,0,0,0,0,1,0,1
112,118,0,0,0,0,0,0,0,0,1,0,1
113,119,0,0,0,0,0,0,0,0,2,0,2
114,120,0,0,0,0,0,0,0,0,4,0,4
115,121,0,4,0,0,0,0,0,0,3,0,7
116,122,0,2,0,0,0,0,0,0,4,0,6
117,123,0,0,0,0,0,0,0,0,4,9,13
118,124,1,2,5,1,5,0,0,0,3,18,35
119,125,1,0,2,0,2,0,0,0,6,15,26
120,126,0,1,0,2,2,0,0,1,33,1,40
121,127,0,2,1,1,0,0,0,0,32,3,39
122,128,0,2,1,2,3,0,0,0,30,1,39
123,129,0,6,1,2,5,0,0,0,28,1,43
124,130,0,7,1,0,1,0,0,0,23,3,35
125,131,0,7,0,0,0,1,0,0,20,3,31
126,132,0,7,8,0,2,3,0,0,24,1,45
127,133,0,2,12,4,8,4,0,1,21,3,55
128,134,0,2,2,0,3,0,0,1,11,1,20
129,135,0,2,1,0,2,1,0,0,15,1,22
130,136,0,1,2,1,0,1,0,0,10,3,18
131,137,0,2,1,0,0,0,0,0,5,4,12
132,138,0,3,1,0,0,0,0,0,7,1,12
133,139,0,1,0,0,1,0,0,0,9,1,12
134,140,0,0,0,1,0,0,0,1,5,0,7
135,141,0,2,0,0,0,1,2,0,9,0,14
136,142,0,3,0,0,0,1,0,0,12,2,18
137,143,0,1,2,1,0,1,0,0,6,0,11
138,144,0,0,2,1,0,1,0,0,4,0,8
139,145,0,2,0,1,0,0,0,0,5,0,8
140,146,0,1,0,0,0,0,0,0,3,2,6
141,147,0,3,1,0,1,0,0,0,4,6,15
142,148,0,1,0,0,1,0,0,0,3,0,5
143,149,0,0,1,0,0,0,1,0,2,0,4
144,150,1,0,2,1,3,0,1,1,0,0,9
145,151,1,1,1,0,0,1,0,0,3,0,7
146,152,0,0,1,0,0,0,0,0,1,0,2
147,153,0,0,0,0,1,0,0,0,1,0,2
148,154,0,0,0,0,0,0,0,1,1,0,2
149,155,0,0,0,0,0,0,1,1,1,0,3
150,156,0,0,0,0,0,0,2,1,2,3,8
151,157,1,0,0,0,0,1,1,1,2,2,8
152,158,1,0,0,0,1,0,0,3,1,1,7
153,159,0,0,0,0,0,0,0,4,2,0,6
154,160,0,2,0,0,0,0,0,2,2,2,8
155,161,0,2,0,1,0,0,0,1,1,1,6
156,162,0,1,0,0,0,0,0,1,1,0,3
157,163,0,2,0,0,0,0,0,0,1,0,3
158,164,0,2,0,0,0,1,0,0,0,0,3
159,165,0,0,0,0,0,1,0,0,1,0,2
160,166,0,1,0,0,0,0,0,0,1,0,2
161,167,0,0,0,0,0,0,0,0,0,1,1
162,168,0,1,0,0,0,0,0,0,0,1,2
163,169,0,1,0,0,0,0,0,0,1,4,6
164,170,0,1,0,0,0,0,0,0,1,3,5
165,171,0,1,0,1,1,0,0,1,0,0,4
166,172,0,0,0,1,0,0,0,1,0,0,2
167,173,0,0,0,0,0,0,1,1,0,0,2
168,174,0,0,0,0,0,0,2,0,0,0,2
169,176,0,1,0,0,0,0,0,0,0,0,1
170,177,0,3,0,0,0,0,0,0,0,0,3
171,178,0,0,0,0,0,0,0,0,3,0,3
172,179,0,4,0,0,0,0,0,0,25,0,29
173,180,0,4,0,1,0,0,0,0,42,0,47
174,181,1,3,0,0,0,0,0,0,46,0,50
175,182,2,1,0,5,1,0,0,0,29,0,38
176,183,0,0,0,4,1,0,0,0,18,0,23
177,184,0,0,2,4,4,0,1,0,14,1,26
178,185,1,2,2,4,5,0,1,1,12,0,28
179,186,1,2,0,1,1,0,0,2,9,0,16
180,187,1,6,0,1,0,0,0,0,19,1,28
181,188,0,4,0,0,1,0,0,0,4,3,12
182,189,0,6,1,0,0,0,0,0,3,3,13
183,190,0,3,0,1,0,0,0,0,5,2,11
184,191,0,4,0,0,0,1,0,0,3,1,9
185,192,0,0,0,0,0,1,0,0,10,2,13
186,193,0,0,2,0,1,0,0,0,3,0,6
187,194,0,0,2,0,0,0,0,0,2,0,4
188,195,0,1,0,0,0,0,1,0,2,1,5
189,196,0,1,0,0,0,0,2,1,4,3,11
190,197,0,0,2,0,2,0,0,0,3,1,8
191,198,0,1,5,1,1,0,0,0,1,1,10
192,199,0,0,1,2,2,0,0,0,4,2,11
193,200,0,2,2,1,1,0,0,0,3,4,13
194,201,1,1,0,1,0,1,2,4,0,1,11
195,202,1,2,0,1,1,1,1,2,2,1,12
196,203,0,2,0,1,0,0,0,0,1,0,4
197,204,0,0,0,0,0,0,0,0,1,0,1
198,205,0,0,0,0,1,0,0,0,1,0,2
199,206,0,0,0,1,1,0,0,0,1,0,3
200,207,0,0,0,0,0,1,0,0,0,0,1
201,209,0,2,0,1,0,0,0,0,0,1,4
202,210,0,1,0,0,0,0,0,0,0,0,1
203,213,0,0,0,0,0,0,0,0,2,0,2
204,214,0,1,0,0,0,0,0,0,4,0,5
205,215,0,3,0,0,0,0,0,0,3,0,6
206,216,0,2,0,0,0,0,0,0,4,0,6
207,217,0,0,0,0,0,0,0,0,6,0,6
208,218,0,0,2,3,1,0,0,0,6,0,12
209,219,0,0,2,3,1,0,0,1,5,1,13
210,220,0,0,1,0,0,0,0,0,3,1,5
211,221,0,1,1,0,0,0,1,0,1,0,4
212,222,0,2,0,0,0,0,0,0,1,0,3
213,223,0,3,0,0,0,0,0,0,1,0,4
214,224,0,2,0,0,0,0,0,0,1,0,3
215,225,0,2,0,0,0,0,0,0,1,0,3
216,226,0,1,0,0,0,0,0,0,1,0,2
217,227,0,0,0,0,0,0,0,0,3,0,3
218,228,1,2,1,0,2,0,0,2,5,0,13
219,229,0,1,0,0,0,0,0,0,4,0,5
220,230,0,1,0,0,0,0,0,0,3,1,5
221,231,0,4,0,0,0,0,0,0,5,0,9
222,232,0,2,0,1,0,0,0,0,0,1,4
223,233,0,3,0,0,0,0,0,0,3,0,6
224,234,0,2,0,0,0,0,0,0,2,0,4
225,235,0,0,0,0,0,0,0,0,1,0,1
226,236,0,0,0,0,0,0,0,0,3,0,3
227,237,0,0,0,0,0,0,0,0,3,0,3
228,238,0,0,0,0,0,0,0,0,3,0,3
229,239,0,0,0,0,0,0,0,0,4,0,4
230,240,0,0,0,0,0,0,0,0,4,0,4
231,241,0,0,0,0,0,0,0,0,6,3,9
232,242,0,0,0,0,0,0,0,0,5,3,8
233,243,0,0,0,0,0,0,0,1,3,0,4
234,244,0,3,0,0,2,0,0,0,24,6,35
235,245,0,4,0,1,0,0,0,0,34,13,52
236,246,0,3,0,1,0,0,0,0,36,12,52
237,247,1,7,1,2,1,0,0,1,39,12,64
238,248,0,5,5,9,5,0,0,1,33,6,64
239,249,6,5,3,11,16,0,1,1,34,5,82
240,250,3,4,4,5,9,5,1,0,31,4,66
241,251,2,4,1,4,13,3,0,0,29,7,63
242,252,2,6,17,14,27,6,1,2,30,9,114
243,253,2,2,4,14,10,2,0,1,33,6,74
244,254,0,3,2,13,5,0,0,1,33,10,67
245,255,0,4,0,4,1,0,0,0,19,7,35
246,256,1,5,0,3,0,0,0,0,6,1,16
247,257,2,4,1,6,3,1,0,0,13,3,33
248,258,0,1,4,1,7,0,1,0,14,7,35
249,259,0,0,1,1,1,0,1,0,14,7,25
250,260,0,1,1,1,0,0,2,0,10,5,20
251,261,0,2,0,0,2,0,1,0,6,4,15
252,262,0,1,5,1,7,6,0,0,6,6,32
253,263,0,2,4,0,4,2,1,0,7,3,23
254,264,0,1,0,0,0,0,0,0,8,2,11
255,265,1,3,4,1,2,0,1,1,8,4,25
256,266,1,1,8,2,9,5,3,1,8,6,44
257,267,1,1,7,1,2,1,1,0,7,4,25
258,268,0,0,0,0,0,2,0,0,2,5,9
259,269,0,3,0,1,0,0,0,2,3,2,11
260,270,1,0,0,0,0,0,1,0,2,1,5
261,271,0,0,0,0,0,2,2,0,3,0,7
262,272,0,0,2,0,0,0,1,0,7,0,10
263,273,0,0,1,0,0,0,1,0,5,0,7
264,274,0,0,1,0,1,0,1,0,0,1,4
265,275,0,2,1,0,3,0,1,1,0,1,9
266,276,0,1,0,0,0,0,0,1,0,1,3
267,277,0,0,0,0,0,0,0,1,0,1,2
268,278,0,0,0,0,1,0,0,1,0,1,3
269,279,0,0,0,0,1,0,0,1,0,2,4
270,280,0,0,0,0,0,0,0,1,1,5,7
271,281,0,0,0,0,0,0,0,1,1,0,2
272,282,0,1,0,0,0,0,0,1,4,1,7
273,283,0,1,0,0,0,0,0,1,3,1,6
274,284,0,4,0,2,0,0,0,1,5,1,13
275,285,0,2,0,1,0,0,0,1,1,0,5
276,286,0,0,1,0,1,0,0,0,2,0,4
277,287,0,0,0,0,1,0,0,0,2,0,3
278,288,0,1,0,0,0,0,0,0,2,0,3
279,289,0,3,0,0,0,0,0,0,10,0,13
280,290,0,3,0,1,0,0,0,0,8,0,12
281,291,0,2,0,0,0,0,0,0,2,0,4
282,292,0,0,0,0,0,0,0,0,3,0,3
283,293,0,0,0,0,0,0,0,1,3,1,5
284,294,0,1,0,0,0,0,0,1,3,1,6
285,295,0,0,0,0,0,0,0,1,2,0,3
286,296,0,1,0,0,0,0,0,0,1,0,2
287,297,0,1,0,0,0,0,0,0,2,0,3
288,298,0,1,0,0,0,0,0,0,2,0,3
289,299,0,1,0,0,0,0,0,0,2,1,4
290,300,0,0,0,0,0,0,0,0,3,1,4
291,301,0,0,0,1,0,0,0,0,4,0,5
292,302,0,0,0,1,0,0,0,0,7,0,8
293,303,0,0,3,3,4,0,0,0,7,3,20
294,304,0,0,1,2,2,0,0,0,6,2,13
295,305,0,0,0,0,0,0,1,0,4,0,5
296,306,0,2,0,1,0,0,1,0,5,0,9
297,307,0,2,0,1,0,0,0,0,6,1,10
298,308,0,2,0,1,0,0,0,0,3,1,7
299,309,0,0,0,0,0,0,0,0,1,0,1
300,310,0,1,0,0,0,0,0,0,1,0,2
301,311,0,0,0,0,0,0,0,0,1,0,1
302,312,0,0,0,1,0,0,0,0,1,0,2
303,313,0,0,0,1,0,0,0,0,1,0,2
304,314,0,0,0,0,0,0,0,0,1,0,1
305,315,0,0,0,0,0,0,0,0,1,0,1
306,316,0,0,0,0,0,0,0,0,2,0,2
307,317,0,0,0,0,0,0,0,0,4,0,4
308,318,0,0,0,0,0,0,0,0,4,0,4
309,319,0,0,0,0,0,0,0,0,3,0,3
310,320,0,0,0,0,0,0,0,1,3,0,4
311,321,0,1,0,0,0,0,0,1,3,0,5
312,322,0,1,0,1,0,0,0,0,4,0,6
313,323,0,1,0,1,0,0,0,0,4,0,6
314,324,0,0,0,0,0,0,0,0,4,0,4
315,325,0,0,0,0,0,0,0,0,4,3,7
316,326,0,1,0,3,0,0,0,0,3,3,10
317,327,0,1,0,2,0,0,0,0,4,3,10
318,328,0,2,0,0,1,0,0,0,34,4,41
319,329,1,0,0,0,3,0,0,0,39,4,47
320,330,0,1,0,4,3,0,0,0,32,2,42
321,331,0,1,0,3,3,0,0,0,29,1,37
322,332,1,1,0,2,2,0,0,0,29,0,35
323,333,3,1,0,2,1,1,0,0,33,1,42
324,334,0,3,0,1,3,0,0,0,24,2,33
325,335,1,2,2,1,19,4,0,0,26,1,56
326,336,0,3,3,1,7,0,0,0,31,1,46
327,337,0,4,1,2,2,0,1,0,31,2,43
328,338,0,1,0,0,4,1,2,0,18,4,30
329,339,0,0,0,1,0,0,0,0,13,5,19
330,340,0,0,0,0,0,0,0,0,13,2,15
331,341,0,4,0,0,1,0,0,0,7,0,12
332,342,0,6,1,1,1,0,2,0,4,2,17
333,343,0,4,2,0,0,0,1,0,4,1,12
334,344,0,3,1,0,0,0,0,0,4,0,8
335,345,0,2,1,0,0,0,1,0,4,1,9
336,346,0,2,2,0,2,0,0,0,5,0,11
337,347,0,1,1,1,4,0,0,0,5,2,14
338,348,0,0,1,2,0,0,1,1,3,1,9
339,349,0,0,0,2,3,1,0,0,1,0,7
340,350,0,0,0,1,2,0,0,0,0,0,3
341,351,0,0,1,1,0,0,0,1,0,0,3
342,352,0,0,0,0,0,0,0,3,0,3,6
343,353,0,0,0,0,0,0,0,5,0,4,9
344,354,0,1,0,0,1,0,0,6,1,1,10
345,355,1,1,1,1,3,0,0,6,3,4,20
346,356,0,2,1,0,0,0,0,4,0,2,9
347,357,0,0,1,1,0,0,0,0,0,0,2
348,358,0,0,1,0,0,0,0,0,0,0,1
349,359,0,0,0,0,0,0,0,0,0,1,1
350,360,0,0,0,1,0,0,1,0,4,1,7
351,361,0,0,0,2,0,0,6,0,9,5,22
352,362,0,1,1,2,0,0,0,2,7,2,15
353,363,0,1,12,1,9,4,3,0,3,7,40
354,364,1,1,4,1,7,7,1,1,1,6,30
355,365,0,3,2,1,10,0,2,1,1,9,29
356,366,0,0,1,0,0,0,1,1,1,1,5
357,367,0,1,0,0,0,0,0,0,3,1,5
358,368,0,2,0,1,0,0,1,0,2,0,6
359,369,0,3,0,3,0,0,0,1,2,1,10
360,370,0,7,1,0,0,1,0,0,4,0,13
361,371,0,2,0,0,1,0,0,0,3,0,6
362,372,0,0,0,0,0,0,1,1,2,0,4
363,373,0,0,0,1,0,0,0,1,4,0,6
364,374,0,0,0,1,0,0,0,1,3,0,5
365,375,0,0,0,0,0,0,0,0,1,0,1
366,376,0,0,1,0,0,0,0,0,1,0,2
367,377,0,1,0,0,0,0,0,0,1,0,2
368,378,0,0,0,0,0,0,0,0,3,0,3
369,379,1,4,0,0,1,0,0,0,29,3,38
370,380,0,4,0,1,2,0,0,0,34,7,48
371,381,0,1,0,7,3,0,0,0,24,7,42
372,382,2,1,0,13,4,1,0,1,22,2,46
373,383,4,5,1,13,5,3,0,0,27,3,61
374,384,8,2,1,5,5,1,0,0,26,6,54
375,385,2,1,0,5,5,0,0,1,16,2,32
376,386,3,1,0,12,8,0,0,1,15,3,43
377,387,0,1,1,5,4,2,2,0,15,4,34
378,388,0,5,1,1,1,3,1,0,18,3,33
379,389,0,4,0,1,0,0,0,0,17,0,22
380,390,0,5,0,0,0,1,0,0,6,1,13
381,391,1,6,0,1,1,3,0,0,8,2,22
382,392,0,0,6,4,7,0,1,0,7,4,29
383,393,1,4,7,3,8,4,2,0,5,5,39
384,394,1,1,4,5,5,7,0,1,4,4,32
385,395,0,2,4,5,7,0,2,0,4,4,28
386,396,2,2,5,1,5,1,2,1,4,5,28
387,397,0,1,1,1,1,1,0,0,5,0,10
388,398,0,1,1,1,0,0,1,0,5,1,10
389,399,0,0,0,0,0,0,2,0,2,2,6
390,400,0,1,0,0,0,0,1,0,2,1,5
391,401,0,0,2,0,0,1,0,0,2,0,5
392,402,0,0,1,1,0,0,0,2,1,0,5
393,403,2,3,11,2,21,17,0,1,4,2,63
394,404,4,1,1,2,4,10,0,0,3,3,28
395,405,1,0,0,3,3,6,1,2,1,7,24
396,406,0,6,0,0,1,0,0,4,1,7,19
397,407,0,1,0,0,0,1,1,1,1,0,5
398,408,0,2,3,0,1,0,0,0,28,4,38
399,409,0,4,4,1,5,0,0,0,26,4,44
400,410,0,0,0,0,0,0,0,0,10,0,10
401,411,0,1,0,0,0,0,0,0,0,0,1
402,413,0,0,0,0,0,0,0,0,1,0,1
403,414,0,0,0,0,0,0,0,0,2,0,2
404,415,0,0,0,1,0,0,0,0,2,0,3
405,416,0,0,0,0,0,0,0,0,1,0,1
406,417,0,0,0,1,0,0,0,1,1,1,4
407,418,0,0,0,1,0,0,0,2,1,2,6
408,419,0,2,0,0,0,0,0,0,2,0,4
409,420,0,2,1,0,0,0,0,0,3,0,6
410,421,0,0,0,0,0,0,0,0,3,0,3
411,422,0,0,0,0,0,0,0,0,3,1,4
412,423,0,1,0,0,0,0,0,0,3,0,4
413,424,0,3,0,0,0,0,0,0,5,0,8
414,425,0,4,0,0,0,0,0,0,6,0,10
415,426,0,4,0,0,0,0,0,2,5,0,11
416,427,0,3,0,0,0,0,0,2,4,0,9
417,428,0,2,0,0,0,0,0,1,1,0,4
418,429,0,0,0,0,0,0,0,0,1,0,1
419,430,0,0,0,0,0,0,0,0,2,0,2
420,431,0,0,0,0,0,0,0,0,3,0,3
421,432,0,0,0,0,0,0,0,0,3,0,3
422,433,0,0,0,1,0,0,0,0,3,0,4
423,434,0,0,0,0,0,0,0,0,3,0,3
424,435,0,0,0,0,0,0,0,0,3,0,3
425,436,0,0,0,0,0,0,0,0,3,0,3
426,437,0,0,0,0,0,0,0,0,5,0,5
427,438,0,0,0,0,0,0,0,0,7,0,7
428,439,0,0,0,0,0,0,0,0,4,0,4
429,440,0,0,0,0,0,0,0,0,5,3,8
430,441,0,0,0,0,0,0,0,0,5,4,9
431,442,0,0,0,0,0,0,0,0,3,0,3
432,443,0,0,0,0,0,0,0,0,4,0,4
433,444,0,0,0,0,0,0,1,0,5,0,6
434,445,0,0,0,0,0,0,0,0,4,0,4
435,446,0,0,0,0,0,0,0,1,3,0,4
436,447,0,0,0,0,0,0,0,1,3,0,4
437,448,0,0,0,0,0,0,0,0,3,0,3
438,449,0,0,0,0,0,0,0,0,4,0,4
439,450,0,1,0,0,0,1,0,0,2,3,7
440,451,0,2,0,0,0,0,0,0,6,2,10
441,452,0,1,0,0,0,0,0,0,6,3,10
442,453,0,1,0,0,0,0,0,0,3,0,4
443,454,0,1,0,0,0,0,0,1,3,0,5
444,455,0,0,0,0,0,0,0,1,1,0,2
445,456,0,0,0,0,0,0,0,2,1,2,5
446,457,0,2,0,0,0,0,0,1,1,2,6
447,458,0,3,0,0,0,0,0,1,4,0,8
448,459,0,4,0,0,0,0,0,0,3,0,7
449,460,0,3,0,0,0,0,0,0,1,0,4
450,461,0,0,0,0,0,0,0,0,1,0,1
451,462,0,0,0,0,0,0,0,0,1,0,1
452,463,0,0,0,0,0,0,0,0,1,0,1
453,464,0,0,0,0,0,0,0,0,1,0,1
454,465,0,0,0,0,0,0,0,0,1,0,1
455,466,0,0,0,0,0,0,0,0,2,0,2
456,467,0,1,3,0,1,0,0,0,3,1,9
457,468,0,1,3,0,1,0,0,1,3,1,10
458,469,0,0,0,0,0,0,0,1,4,0,5
459,470,0,1,0,0,0,0,0,0,5,0,6
460,471,0,3,0,0,0,0,0,0,5,0,8
461,472,0,3,0,0,0,0,0,0,4,0,7
462,473,0,2,0,0,0,0,0,0,3,0,5
463,474,0,0,0,0,0,0,0,0,2,0,2
464,475,0,2,0,1,0,0,0,0,1,0,4
465,476,0,0,0,0,0,0,0,0,1,0,1
466,477,0,0,0,0,0,0,0,0,1,0,1
467,478,0,0,0,0,0,0,0,0,1,0,1
468,479,0,0,0,0,0,0,0,0,1,0,1
469,480,0,0,0,0,0,0,0,0,2,0,2
470,481,1,2,0,0,0,0,0,0,3,0,6
471,482,1,1,0,0,0,0,0,0,3,0,5
472,483,0,0,0,0,0,0,0,0,3,0,3
473,484,0,0,0,0,0,0,0,0,3,0,3
474,485,0,0,0,0,0,0,0,0,3,0,3
475,486,0,1,0,0,0,0,0,0,3,0,4
476,487,0,0,0,0,0,0,0,0,3,0,3
477,488,0,0,0,0,0,0,0,0,3,0,3
478,489,0,0,0,0,0,0,0,1,3,0,4
479,490,0,0,0,0,0,0,0,0,3,0,3
480,491,0,0,0,0,0,0,0,0,3,0,3
481,494,0,0,0,1,0,0,0,0,1,0,2
482,495,0,0,0,0,1,0,0,0,3,0,4
483,496,0,0,0,0,0,0,0,0,3,0,3
484,497,0,2,6,8,3,1,1,2,28,3,54
485,498,1,3,2,3,2,2,1,0,23,3,40
486,499,4,4,1,6,5,1,0,1,28,5,55
487,500,0,2,0,3,5,0,0,0,17,2,29
488,501,0,3,2,0,1,0,2,1,6,4,19
489,502,0,1,0,1,0,1,3,0,3,2,11
490,503,0,0,1,0,1,0,1,0,3,0,6
491,504,2,2,2,0,8,3,0,1,18,2,38
492,505,0,4,4,0,13,3,0,0,16,4,44
493,506,0,4,0,1,9,3,4,0,21,3,45
494,507,0,2,0,0,1,1,2,0,12,1,19
495,508,0,1,0,0,0,1,0,0,1,0,3
496,509,3,4,0,0,2,0,0,0,21,2,32
497,510,1,8,2,2,3,0,0,1,42,8,67
498,511,0,0,1,4,5,1,0,0,38,4,53
499,512,0,2,5,7,7,0,0,0,28,3,52
500,513,0,0,6,12,25,1,0,0,20,5,69
501,514,0,2,2,13,36,2,0,0,14,3,72
502,515,0,4,1,9,6,0,0,0,20,1,41
503,516,0,3,0,5,3,1,0,0,31,0,43
504,517,0,2,0,5,2,2,1,0,25,0,37
505,518,0,4,0,8,2,1,0,1,27,2,45
506,519,0,1,0,5,0,0,1,0,28,2,37
507,520,0,2,0,7,2,1,8,0,26,1,47
508,521,1,2,2,2,0,1,6,0,30,2,46
509,522,0,1,1,1,0,1,4,0,27,0,35
510,523,1,1,0,1,1,1,1,0,14,0,20
511,524,0,2,1,0,0,1,1,0,15,0,20
512,525,1,2,1,0,0,1,2,0,20,1,28
513,526,2,5,0,0,0,2,0,0,12,1,22
514,527,2,0,0,3,1,1,0,0,8,2,17
515,528,0,3,2,3,4,2,0,0,6,3,23
516,529,0,2,2,1,5,3,1,0,5,3,22
517,530,0,0,1,0,5,2,3,0,3,0,14
518,531,1,5,1,0,0,2,2,0,3,0,14
519,532,1,1,1,0,0,1,0,1,0,0,5
520,533,0,1,0,1,0,0,0,0,3,0,5
521,534,0,0,0,1,0,0,0,0,2,0,3
522,535,0,0,0,1,0,0,0,0,12,3,16
523,536,0,0,0,1,0,0,0,0,11,2,14
524,537,0,0,0,1,0,0,0,0,3,0,4
525,538,0,0,0,0,0,0,0,0,3,0,3
526,544,0,1,0,0,0,0,0,0,0,0,1
527,545,0,1,0,0,0,0,0,0,4,0,5
528,546,0,1,0,0,0,0,0,0,3,0,4
529,547,0,1,0,0,0,0,0,0,1,0,2
530,548,0,2,0,0,0,0,0,0,2,0,4
531,549,0,0,1,1,0,0,0,0,6,3,11
532,550,0,0,0,0,0,0,0,0,7,2,9
533,551,0,1,0,0,0,0,0,0,7,0,8
534,552,0,2,0,0,0,0,0,0,5,0,7
535,553,0,3,0,0,0,0,0,1,5,0,9
