,index_seg,art,outdoors and recreation,retail shop,professional service,food,nightlife spot,residence,schools&university,cycling facilities,transportation,poi_total
2276,2381,0,6,0,0,0,0,0,0,4,2,12
2277,2382,0,5,9,3,4,2,1,0,7,4,35
2278,2383,0,2,5,1,9,2,0,0,3,1,23
2279,2384,0,1,2,0,3,0,0,0,2,0,8
2280,2385,1,3,2,1,0,1,0,0,3,0,11
2281,2386,0,1,0,0,0,0,1,0,2,0,4
2282,2387,0,0,0,0,0,0,1,0,0,2,3
2283,2388,0,1,0,0,0,0,0,0,1,0,2
2284,2389,0,0,0,0,0,0,3,0,1,0,4
2285,2390,0,1,0,0,0,0,4,0,1,0,6
2286,2391,1,3,1,2,0,0,4,0,9,1,21
2287,2392,0,0,0,0,0,0,1,0,0,0,1
2288,2393,0,0,0,0,0,0,1,0,0,2,3
2289,2394,0,1,0,0,0,0,1,0,0,1,3
2290,2395,0,1,0,0,0,0,1,0,0,0,2
2291,2396,0,0,0,0,0,0,0,0,5,0,5
2292,2397,0,0,0,0,0,0,0,0,3,0,3
2293,2398,0,0,0,0,0,0,0,0,3,0,3
2294,2399,0,0,1,1,2,0,0,0,5,0,9
2295,2400,0,0,8,3,4,0,0,0,5,1,21
2296,2401,0,0,0,0,0,0,0,0,3,0,3
2297,2402,0,0,0,0,0,0,0,0,3,0,3
2298,2403,0,0,0,0,0,0,0,0,3,0,3
2299,2404,0,3,0,0,0,0,0,0,4,0,7
2300,2405,0,2,0,1,0,1,2,2,4,4,16
2301,2406,0,2,6,0,1,1,0,1,2,4,17
2302,2407,0,1,1,0,1,2,0,0,5,2,12
2303,2408,0,0,0,2,0,0,1,0,6,1,10
2304,2409,0,2,0,3,2,0,1,0,24,3,35
2305,2410,0,3,1,7,4,1,0,0,21,4,41
2306,2411,0,2,0,2,4,0,0,0,19,5,32
2307,2412,1,3,3,26,11,2,0,0,8,6,60
2308,2413,0,0,3,12,10,0,0,0,4,7,36
2309,2414,0,4,11,11,22,1,0,0,5,4,58
2310,2415,0,5,4,14,9,2,0,4,8,4,50
2311,2416,0,2,5,8,8,2,0,4,6,2,37
2312,2417,2,13,5,5,5,1,1,18,11,6,67
2313,2418,0,7,5,9,8,0,3,8,12,8,60
2314,2419,0,2,0,2,0,0,0,2,6,1,13
2315,2420,1,1,0,0,0,0,1,0,3,1,7
2316,2421,3,1,0,0,0,3,1,0,1,1,10
2317,2422,0,4,4,0,0,0,0,2,2,1,13
2318,2423,0,3,5,0,0,0,0,2,4,1,15
2319,2424,0,0,2,0,0,0,0,0,1,5,8
2320,2425,0,1,2,0,0,0,0,0,1,1,5
2321,2426,0,3,0,0,0,0,1,8,6,3,21
2322,2427,0,2,0,0,0,1,1,2,6,4,16
2323,2428,1,2,7,1,3,1,0,1,4,10,30
2324,2429,3,2,6,0,5,0,0,0,1,3,20
2325,2430,0,1,0,1,0,0,1,0,1,0,4
2326,2431,0,0,0,1,0,0,1,0,1,0,3
2327,2432,0,7,0,0,0,0,1,0,0,2,10
2328,2433,0,1,0,0,0,0,1,0,0,1,3
2329,2434,0,1,0,0,0,0,1,0,0,1,3
2330,2435,0,1,0,0,0,0,1,0,0,1,3
2331,2436,1,5,0,6,0,0,0,0,20,2,34
2332,2437,1,1,2,9,14,7,0,0,2,4,40
2333,2439,0,1,0,0,0,0,0,0,4,0,5
2334,2440,0,0,0,0,0,0,0,0,4,0,4
2335,2441,0,0,0,0,0,0,0,0,5,0,5
2336,2442,0,1,0,0,0,0,0,0,1,0,2
2337,2443,0,0,0,0,0,0,0,1,0,1,2
2338,2444,0,0,0,0,0,0,0,3,0,5,8
2339,2445,0,0,0,0,0,0,0,5,0,3,8
2340,2446,0,0,0,0,0,0,0,2,0,0,2
2341,2447,0,1,0,0,0,0,1,0,0,1,3
2342,2449,0,1,0,0,0,0,0,1,0,0,2
2343,2450,0,0,0,0,0,0,0,0,3,1,4
2344,2451,0,0,0,0,0,0,0,0,3,1,4
2345,2452,0,0,0,0,0,0,1,0,7,0,8
2346,2453,0,0,0,0,0,0,1,0,13,0,14
2347,2454,0,0,0,0,0,0,0,0,3,0,3
2348,2455,0,0,0,0,0,0,0,0,3,0,3
2349,2456,0,2,2,2,0,0,3,1,5,7,22
2350,2457,0,5,1,3,1,1,0,1,5,11,28
2351,2458,0,0,0,0,0,0,0,1,6,0,7
2352,2459,0,4,0,0,0,0,0,0,4,0,8
2353,2460,0,3,0,0,0,0,0,0,4,0,7
2354,2461,0,5,0,0,0,0,0,0,4,0,9
2355,2462,0,2,0,0,0,0,0,0,2,0,4
2356,2463,0,0,0,0,0,0,0,0,3,0,3
2357,2464,0,0,0,0,0,0,0,0,3,0,3
2358,2465,0,0,0,0,0,0,0,0,2,0,2
2359,2466,0,6,0,0,0,0,0,0,1,1,8
2360,2467,0,1,0,0,0,0,0,0,0,0,1
2361,2468,0,1,1,1,0,1,1,0,0,1,6
2362,2469,0,0,5,1,0,1,0,0,1,2,10
2363,2470,0,0,0,0,0,1,0,0,1,2,4
2364,2471,0,1,0,0,0,0,0,0,1,0,2
2365,2472,0,1,0,0,0,0,0,0,4,1,6
2366,2473,0,4,0,0,0,0,0,0,2,0,6
2367,2474,0,4,0,0,0,0,0,0,2,0,6
2368,2475,0,1,0,0,0,0,0,0,0,0,1
2369,2476,0,3,0,1,0,0,0,0,2,0,6
2370,2477,0,2,0,0,0,0,0,0,1,0,3
2371,2478,0,2,0,0,0,0,0,0,1,0,3
2372,2479,0,2,0,0,0,0,0,0,1,0,3
2373,2480,0,1,0,0,0,0,0,0,2,0,3
2374,2481,0,3,0,0,0,0,0,0,10,0,13
2375,2482,0,3,0,1,0,0,0,0,9,0,13
2376,2483,0,1,0,0,0,0,0,0,0,0,1
2377,2484,0,0,1,0,0,0,0,0,7,0,8
2378,2485,0,3,0,0,0,0,0,0,3,0,6
2379,2486,0,2,1,0,0,0,0,0,3,0,6
2380,2487,0,0,0,0,0,0,0,0,3,0,3
2381,2488,0,0,5,0,0,2,0,0,3,0,10
2382,2489,0,0,6,0,0,1,0,0,3,2,12
2383,2490,0,0,0,1,0,0,0,0,5,3,9
2384,2491,0,0,0,0,0,0,0,0,2,0,2
2385,2492,0,2,0,0,0,0,0,0,4,0,6
2386,2493,0,0,0,0,0,1,0,0,3,0,4
2387,2494,0,0,0,0,0,0,3,1,6,1,11
2388,2495,0,0,0,0,0,0,2,1,6,0,9
2389,2496,0,1,0,0,0,0,1,0,3,0,5
2390,2497,0,1,0,0,0,0,1,0,2,0,4
2391,2498,0,1,0,0,0,0,1,0,2,0,4
2392,2499,0,1,0,0,0,0,1,0,3,0,5
2393,2500,0,1,0,0,0,0,1,0,3,0,5
2394,2501,1,2,2,19,17,2,1,2,29,5,80
2395,2502,0,0,3,5,10,0,0,0,24,6,48
2396,2503,0,0,4,17,5,4,0,0,16,1,47
2397,2504,2,2,0,20,4,0,0,1,11,3,43
2398,2505,3,1,1,22,7,0,0,5,4,2,45
2399,2506,0,3,12,10,7,1,0,3,6,4,46
2400,2507,0,2,28,13,7,0,0,0,7,3,60
2401,2508,0,2,5,14,15,2,0,0,4,0,42
2402,2509,0,1,7,10,22,2,0,0,5,2,49
2403,2510,0,2,4,16,8,0,0,0,6,2,38
2404,2511,2,4,4,7,9,0,7,0,9,2,44
2405,2512,1,1,0,2,4,2,1,2,11,2,26
2406,2513,0,0,5,6,1,4,2,1,8,3,30
2407,2514,0,4,7,4,1,1,1,0,8,4,30
2408,2515,0,3,4,0,9,4,0,1,3,3,27
2409,2516,0,5,1,0,1,0,0,0,3,0,10
2410,2517,0,0,0,0,0,0,0,0,1,2,3
2411,2518,0,1,1,1,0,0,0,0,1,0,4
2412,2519,0,3,0,0,0,0,0,0,10,1,14
2413,2520,0,1,0,0,0,0,0,0,0,0,1
2414,2521,0,2,2,1,4,1,0,0,3,4,17
2415,2522,0,2,0,0,0,0,0,0,2,1,5
2416,2523,0,0,0,0,0,0,1,0,2,0,3
2417,2524,0,3,0,0,0,0,0,0,18,1,22
2418,2525,0,3,0,0,0,0,0,0,13,0,16
2419,2526,0,3,0,0,0,0,0,0,14,0,17
2420,2527,0,2,0,0,0,0,0,0,14,3,19
2421,2528,0,3,0,1,0,0,0,0,15,3,22
2422,2529,0,3,0,1,0,0,0,0,13,0,17
2423,2530,0,3,0,1,0,0,0,0,15,1,20
2424,2531,0,3,0,0,0,0,0,1,17,2,23
2425,2532,0,0,0,1,0,0,0,0,4,2,7
2426,2533,0,0,0,1,0,0,0,0,3,2,6
2427,2534,0,0,0,0,0,0,0,0,4,0,4
2428,2535,0,1,0,0,0,0,0,0,3,0,4
2429,2536,0,2,0,0,0,0,0,0,3,0,5
2430,2537,0,1,0,0,0,0,0,0,3,0,4
2431,2538,0,1,0,0,0,0,0,0,4,0,5
2432,2539,0,3,0,1,0,0,0,0,7,0,11
2433,2540,0,3,2,1,0,0,0,0,9,0,15
2434,2541,0,2,3,1,0,0,0,0,7,1,14
2435,2542,0,3,0,0,0,0,0,0,4,0,7
2436,2543,0,4,0,0,0,0,1,0,3,0,8
2437,2544,0,3,0,0,0,0,1,0,3,0,7
2438,2545,0,2,0,0,0,0,1,0,3,0,6
2439,2546,0,2,0,0,0,0,1,0,2,0,5
2440,2547,0,1,0,0,0,0,1,0,2,0,4
2441,2548,0,1,1,0,0,0,1,0,3,0,6
2442,2549,0,0,0,0,0,0,1,0,4,0,5
2443,2550,0,0,1,0,0,0,1,0,12,1,15
2444,2551,1,0,8,6,6,0,1,0,17,5,44
2445,2552,1,0,12,4,6,0,0,0,16,4,43
2446,2553,0,0,3,3,0,0,0,0,11,4,21
2447,2554,0,0,1,0,0,0,0,0,4,1,6
2448,2555,0,0,0,0,0,0,0,0,5,3,8
2449,2556,0,0,0,0,0,0,0,0,5,0,5
2450,2557,0,0,0,0,0,0,0,0,4,0,4
2451,2558,0,0,0,0,0,0,1,1,3,1,6
2452,2559,0,1,0,1,0,0,2,1,3,0,8
2453,2560,0,0,0,0,0,0,1,0,4,0,5
2454,2561,0,0,0,0,0,0,1,0,3,0,4
2455,2562,0,0,0,0,0,1,3,0,3,1,8
2456,2563,0,0,0,0,0,0,0,0,3,0,3
2457,2564,0,0,0,0,0,0,0,1,3,0,4
2458,2565,0,1,0,0,0,0,0,0,1,1,3
2459,2566,0,2,0,0,0,0,0,0,1,1,4
2460,2567,0,1,1,0,1,0,0,0,0,0,3
2461,2568,0,4,0,0,0,0,0,2,2,0,8
2462,2569,0,2,0,0,0,0,0,1,1,4,8
2463,2570,0,6,0,0,0,0,0,0,0,0,6
2464,2571,0,5,0,0,0,0,0,0,1,0,6
2465,2572,0,4,0,0,0,0,0,0,1,0,5
2466,2573,0,4,0,0,0,0,0,0,1,0,5
2467,2574,0,1,0,0,0,0,0,0,1,0,2
2468,2575,0,1,0,0,0,0,0,0,0,0,1
2469,2576,0,1,0,0,0,0,0,0,0,0,1
2470,2577,0,10,0,0,0,0,0,0,2,0,12
2471,2578,0,1,0,0,0,0,0,0,3,0,4
2472,2579,0,1,0,0,0,0,0,1,0,0,2
2473,2580,1,5,5,3,1,0,0,0,2,3,20
2474,2581,0,4,0,2,0,0,0,0,2,1,9
2475,2582,0,1,0,0,0,0,0,0,2,0,3
2476,2583,0,0,0,1,0,0,0,0,2,0,3
2477,2584,0,1,0,0,0,0,0,0,0,0,1
2478,2585,1,0,0,0,0,0,0,0,2,0,3
2479,2586,0,0,0,0,0,0,0,0,2,0,2
2480,2587,0,2,0,0,0,0,0,0,0,0,2
2481,2588,0,2,2,1,0,0,1,0,6,4,16
2482,2589,0,1,4,1,4,0,0,0,6,7,23
2483,2590,0,0,1,0,0,1,0,0,2,2,6
2484,2591,0,0,0,0,0,0,0,0,1,1,2
2485,2592,0,0,0,0,0,0,0,0,4,0,4
2486,2593,0,2,0,0,0,0,0,0,5,0,7
2487,2594,0,2,0,0,0,0,0,0,2,0,4
2488,2595,0,1,0,0,0,0,1,0,1,0,3
2489,2596,0,0,0,0,0,0,1,0,2,0,3
2490,2597,0,0,0,0,0,0,0,0,2,0,2
2491,2598,0,0,2,0,0,0,0,0,2,0,4
2492,2599,0,0,0,0,0,0,0,1,2,0,3
2493,2600,0,0,0,0,0,0,0,0,3,0,3
2494,2601,0,0,0,0,0,0,0,0,3,0,3
2495,2602,0,0,0,0,0,0,0,0,3,0,3
2496,2603,0,0,0,0,0,0,0,0,3,0,3
2497,2604,0,2,0,0,0,0,0,0,4,0,6
2498,2605,0,1,2,1,5,1,0,0,4,2,16
2499,2606,0,2,0,0,0,0,0,2,4,0,8
2500,2607,0,3,0,0,0,0,0,0,5,1,9
2501,2608,0,6,0,0,0,0,0,0,3,0,9
2502,2609,0,4,0,0,0,0,0,0,0,0,4
2503,2610,0,14,0,0,0,0,0,0,7,0,21
2504,2611,0,0,0,0,0,0,0,0,4,0,4
2505,2612,0,1,3,1,0,1,1,0,3,2,12
2506,2613,0,0,0,0,0,0,0,0,4,0,4
2507,2614,0,0,0,0,0,0,0,0,3,0,3
2508,2615,0,0,0,0,0,0,0,0,3,0,3
2509,2616,0,0,0,1,0,0,0,0,0,0,1
2510,2617,0,2,0,0,0,0,0,0,0,0,2
2511,2618,0,2,0,0,0,0,0,0,1,1,4
2512,2619,0,1,0,0,0,0,0,0,0,1,2
2513,2620,0,2,0,0,0,0,1,0,0,0,3
2514,2621,0,2,1,0,1,0,1,0,5,0,10
2515,2622,2,1,1,0,1,0,3,0,6,0,14
2516,2623,1,1,0,3,0,0,1,0,1,2,9
2517,2624,0,1,0,2,2,0,5,0,2,3,15
2518,2625,0,4,0,0,0,0,0,0,0,0,4
2519,2626,0,2,0,0,0,0,0,0,0,0,2
2520,2627,0,1,0,0,0,0,0,0,0,0,1
2521,2628,0,1,0,0,0,0,0,0,0,0,1
2522,2629,0,1,0,0,0,0,0,0,0,1,2
2523,2630,0,1,0,0,0,0,0,0,0,0,1
2524,2631,0,0,0,0,0,0,1,0,1,3,5
2525,2633,0,1,8,3,3,0,1,2,2,3,23
2526,2634,0,0,6,4,4,0,0,1,1,2,18
2527,2635,0,1,2,4,7,0,1,2,17,10,44
2528,2636,0,2,0,0,1,0,1,0,19,4,27
2529,2637,0,3,0,1,1,0,0,0,24,1,30
2530,2638,0,2,0,2,1,0,0,0,14,0,19
2531,2639,0,1,3,0,2,1,2,0,13,0,22
2532,2640,0,1,0,0,1,1,0,0,20,0,23
2533,2641,0,1,2,3,3,0,2,0,22,4,37
2534,2642,0,1,3,1,9,0,0,0,29,1,44
2535,2643,2,3,7,8,28,1,0,0,36,7,92
2536,2644,1,4,1,10,12,0,0,0,30,6,64
2537,2645,0,2,0,6,8,0,0,0,25,5,46
2538,2646,0,7,4,7,3,0,3,1,22,5,52
2539,2647,0,3,6,8,2,2,2,0,23,3,49
2540,2648,0,1,2,9,4,2,0,0,18,5,41
2541,2649,1,2,2,20,6,0,0,0,14,2,47
2542,2650,0,3,2,1,0,0,1,0,4,2,13
2543,2651,0,2,3,2,0,0,0,0,4,0,11
2544,2652,0,3,1,1,0,0,0,0,8,0,13
2545,2653,0,2,0,0,1,2,0,0,6,2,13
2546,2654,0,2,3,0,3,0,0,0,1,2,11
2547,2655,0,1,7,0,3,0,0,0,1,2,14
2548,2656,0,1,4,1,3,0,0,1,0,1,11
2549,2657,1,0,0,1,3,0,0,1,4,0,10
2550,2658,1,1,0,0,0,0,0,0,5,0,7
2551,2659,2,1,0,4,2,1,0,0,3,4,17
2552,2660,1,0,0,0,2,0,1,0,0,1,5
2553,2661,0,0,1,0,3,0,1,0,0,0,5
2554,2662,0,0,1,1,4,1,0,0,0,0,7
2555,2663,0,1,1,1,6,0,0,0,0,1,10
2556,2664,0,1,0,1,2,1,0,0,0,1,6
2557,2665,0,2,6,3,3,3,0,1,3,4,25
2558,2666,0,3,14,0,10,3,2,0,4,10,46
2559,2667,1,0,10,1,5,6,1,0,4,4,32
2560,2668,0,3,0,0,0,0,0,0,4,1,8
2561,2669,0,1,0,0,0,0,0,0,6,0,7
2562,2670,0,2,0,0,0,0,0,0,3,0,5
2563,2671,0,1,1,3,1,0,0,1,6,2,15
2564,2672,0,0,0,0,0,0,1,0,3,1,5
2565,2673,0,0,0,0,0,0,1,0,5,2,8
2566,2674,0,1,0,0,0,0,1,0,8,2,12
2567,2675,0,1,0,0,1,0,0,0,6,4,12
2568,2676,0,3,10,1,13,4,2,0,16,3,52
2569,2677,0,1,6,1,2,2,0,0,14,4,30
2570,2678,0,4,0,2,3,0,0,0,9,6,24
2571,2679,2,3,1,7,3,1,0,0,30,7,54
2572,2680,0,4,1,6,1,0,0,0,4,0,16
2573,2681,1,1,1,7,1,1,0,0,13,4,29
2574,2682,1,3,0,16,6,2,1,0,19,4,52
2575,2683,0,4,0,9,2,1,0,0,26,8,50
2576,2684,0,4,1,18,3,2,0,0,27,20,75
2577,2685,0,4,5,19,8,4,0,0,26,19,85
2578,2686,0,0,0,0,0,0,2,0,1,4,7
2579,2688,0,2,0,0,0,0,0,0,0,0,2
2580,2689,0,5,0,0,0,0,2,0,1,2,10
2581,2690,0,6,0,0,0,0,0,0,0,0,6
2582,2691,0,1,0,0,0,0,0,0,4,0,5
2583,2692,0,0,0,0,0,0,0,0,3,0,3
2584,2693,0,0,0,0,0,0,0,0,2,0,2
2585,2694,1,2,0,4,5,0,0,1,5,1,19
2586,2695,0,2,0,2,1,0,0,0,6,1,12
2587,2696,0,1,0,0,0,0,0,0,4,2,7
2588,2697,0,1,0,2,2,0,0,1,14,1,21
2589,2698,0,0,0,1,0,0,0,0,11,0,12
2590,2699,0,0,1,2,2,0,0,0,25,1,31
2591,2700,0,3,1,0,7,0,0,0,23,2,36
2592,2701,2,3,0,6,1,0,0,2,31,1,46
2593,2702,1,6,0,16,6,0,0,4,25,7,65
2594,2703,0,2,4,7,11,1,1,0,14,5,45
2595,2704,0,4,0,1,6,1,0,2,21,3,38
2596,2705,0,9,0,2,1,0,0,0,24,2,38
2597,2706,1,7,1,3,1,1,0,0,18,2,34
2598,2707,2,1,0,7,2,0,0,0,16,3,31
2599,2708,1,4,0,7,5,0,0,1,13,5,36
2600,2709,0,2,1,5,2,0,0,0,19,4,33
2601,2710,0,2,0,6,0,0,0,0,11,2,21
2602,2711,0,4,0,9,1,0,0,5,6,4,29
2603,2712,0,4,0,10,2,0,0,11,9,2,38
2604,2713,3,8,1,7,11,0,1,23,10,1,65
2605,2714,0,8,0,1,3,0,1,9,4,3,29
2606,2715,0,5,0,2,1,0,2,4,2,1,17
2607,2716,0,2,1,0,0,0,1,1,2,1,8
2608,2717,1,2,0,0,0,0,1,0,2,0,6
2609,2718,1,0,4,2,1,3,2,0,6,2,21
2610,2719,0,1,1,0,2,4,4,1,5,2,20
2611,2720,1,1,0,0,1,4,1,1,3,1,13
2612,2721,1,1,0,0,1,0,2,2,5,2,14
2613,2722,0,2,0,0,1,0,1,2,9,1,16
2614,2723,0,4,1,1,2,1,1,1,7,1,19
2615,2724,0,4,1,0,0,1,0,0,2,0,8
2616,2725,0,2,1,0,0,1,0,0,21,0,25
2617,2726,0,2,3,2,4,0,0,5,24,7,47
2618,2727,0,4,3,0,4,0,1,0,17,7,36
2619,2728,0,6,0,0,0,0,6,0,8,4,24
2620,2729,0,2,1,0,0,0,3,0,5,0,11
2621,2730,0,2,1,0,0,1,3,0,4,1,12
2622,2731,0,2,3,1,0,1,4,0,2,0,13
2623,2732,1,2,7,1,9,2,4,0,3,1,30
2624,2733,0,3,2,5,5,0,0,0,36,4,55
2625,2734,0,6,3,12,8,4,0,0,29,7,69
2626,2735,0,1,4,25,9,3,0,0,17,8,67
2627,2736,0,2,2,4,3,0,0,0,11,3,25
2628,2737,0,3,4,27,5,2,0,1,10,6,58
2629,2738,0,2,4,23,3,1,0,0,8,8,49
2630,2739,0,1,2,21,1,2,0,0,6,5,38
2631,2740,0,2,4,29,6,2,0,1,8,5,57
2632,2741,0,8,6,29,6,3,3,7,30,7,99
2633,2742,0,10,1,0,0,2,0,0,9,0,22
2634,2743,0,14,1,1,0,0,0,0,12,1,29
2635,2744,0,12,0,0,1,0,0,0,6,3,22
2636,2745,0,4,0,3,5,0,0,0,4,3,19
2637,2746,0,3,0,2,4,0,0,0,2,1,12
2638,2747,0,8,0,2,4,2,0,0,6,3,25
2639,2748,0,0,2,0,1,0,0,0,15,2,20
2640,2749,0,0,1,0,1,0,0,0,21,2,25
2641,2750,0,0,1,0,0,0,0,0,14,3,18
2642,2751,0,0,0,0,0,0,0,0,4,0,4
2643,2752,4,1,2,5,2,3,0,0,28,4,49
2644,2753,6,2,1,4,2,1,0,0,28,2,46
2645,2754,5,8,0,18,2,1,0,0,15,2,51
2646,2755,2,4,2,9,0,1,0,1,11,3,33
2647,2756,1,1,3,9,23,1,0,1,17,4,60
2648,2757,0,1,7,10,25,1,0,0,19,5,68
2649,2758,0,5,4,29,8,2,0,4,26,8,86
2650,2759,0,2,5,12,5,0,0,1,26,7,58
2651,2760,0,0,5,10,12,2,0,2,9,2,42
2652,2761,0,0,1,6,4,0,0,1,15,7,34
2653,2762,0,2,3,2,1,0,0,3,7,3,21
2654,2763,1,3,0,1,2,2,0,8,2,1,20
2655,2764,1,7,0,7,3,2,0,21,15,0,56
2656,2765,1,5,1,4,4,0,2,14,7,4,42
2657,2766,0,8,1,0,7,3,2,7,3,3,34
2658,2767,0,5,0,0,0,0,0,1,6,0,12
2659,2768,0,0,0,0,0,0,0,0,5,0,5
2660,2769,0,0,0,0,0,0,0,0,4,1,5
2661,2770,0,1,0,0,0,1,0,0,0,0,2
2662,2771,0,6,5,1,2,0,0,0,2,6,22
2663,2772,0,0,0,0,0,0,0,0,4,0,4
2664,2773,0,1,0,0,0,0,0,0,3,0,4
2665,2774,0,3,0,0,0,0,0,1,3,0,7
2666,2775,0,3,0,0,0,0,0,0,6,2,11
2667,2776,0,1,0,1,0,0,0,0,5,0,7
2668,2777,0,0,0,0,0,0,0,0,3,0,3
2669,2778,0,0,0,1,0,0,0,1,2,1,5
2670,2779,0,1,0,1,0,0,0,1,4,1,8
2671,2780,0,1,0,0,0,0,0,0,3,0,4
2672,2781,0,1,3,3,1,0,0,0,4,0,12
2673,2782,0,0,1,3,1,0,0,0,2,1,8
2674,2783,0,4,0,0,0,0,0,0,4,3,11
2675,2784,0,0,0,0,0,0,0,0,3,3,6
2676,2785,0,0,0,0,0,0,0,0,1,0,1
2677,2786,0,0,2,1,10,1,2,0,4,1,21
2678,2787,0,3,6,7,2,0,4,0,4,0,26
2679,2788,0,1,1,0,0,0,3,0,4,1,10
2680,2789,0,1,2,4,0,0,4,0,5,1,17
2681,2790,0,0,4,2,6,3,4,0,5,3,27
2682,2791,0,0,0,1,1,4,2,0,5,1,14
2683,2792,0,1,0,4,0,1,1,0,2,0,9
2684,2793,0,2,0,1,0,0,1,0,2,0,6
2685,2794,1,1,0,1,1,0,1,0,4,0,9
2686,2795,0,2,0,3,0,0,1,0,7,0,13
2687,2796,0,8,1,1,1,2,1,1,4,0,19
2688,2797,0,3,0,0,0,0,0,0,2,0,5
2689,2798,0,1,0,0,0,0,0,0,2,0,3
2690,2799,0,0,0,0,0,0,0,0,1,0,1
2691,2800,0,0,0,0,0,0,0,0,2,0,2
2692,2801,0,0,0,0,0,0,0,0,4,0,4
2693,2802,0,0,0,0,0,0,0,1,3,0,4
2694,2803,0,0,0,0,0,0,0,1,12,1,14
2695,2804,0,0,0,0,0,0,0,0,13,0,13
2696,2805,0,1,0,0,0,0,0,0,3,0,4
2697,2806,0,3,0,0,0,0,0,0,9,0,12
2698,2807,0,4,0,0,0,0,0,0,13,0,17
2699,2808,0,11,0,0,0,0,1,0,11,1,24
2700,2809,0,2,0,1,0,0,0,0,0,0,3
2701,2810,0,2,0,0,0,0,0,0,0,0,2
2702,2811,0,3,2,1,2,1,4,0,8,3,24
2703,2812,2,4,3,1,1,2,3,1,8,2,27
2704,2813,0,3,3,0,0,3,2,0,5,1,17
2705,2814,0,1,1,4,1,7,4,0,2,0,20
2706,2815,0,0,0,0,0,0,0,0,3,0,3
2707,2816,0,2,0,0,0,0,0,0,3,0,5
2708,2817,1,0,0,0,0,0,0,0,2,0,3
2709,2818,0,0,0,0,0,0,0,0,1,0,1
2710,2819,0,0,0,0,0,0,0,0,2,0,2
2711,2820,0,0,0,0,0,0,0,0,2,0,2
2712,2821,0,0,0,0,0,0,0,0,2,0,2
2713,2822,0,1,0,0,0,0,0,0,2,0,3
2714,2823,0,1,0,0,0,0,0,0,2,0,3
2715,2824,0,1,0,0,0,0,0,0,4,1,6
2716,2825,0,0,0,0,0,0,0,0,3,2,5
2717,2826,0,0,0,0,0,0,0,0,1,0,1
2718,2827,0,0,0,0,0,0,0,0,1,0,1
2719,2828,0,2,0,0,0,0,0,0,3,0,5
2720,2829,0,2,0,0,0,0,0,0,2,0,4
2721,2830,0,1,1,3,0,0,0,0,2,4,11
2722,2831,0,0,1,2,0,0,0,0,4,2,9
2723,2832,2,1,0,3,0,1,1,0,2,1,11
2724,2833,0,1,0,0,0,0,0,0,3,0,4
2725,2834,0,7,0,0,0,0,0,0,3,0,10
2726,2835,0,1,1,1,0,0,1,0,5,0,9
2727,2836,0,1,0,1,0,0,1,0,5,0,8
2728,2837,0,0,0,0,0,0,1,0,2,0,3
2729,2838,0,0,0,0,0,0,1,0,2,0,3
2730,2839,0,0,0,0,0,1,1,0,3,1,6
2731,2840,1,0,1,4,0,0,3,0,5,5,19
2732,2841,0,0,1,5,0,0,1,0,16,6,29
2733,2842,0,0,0,0,0,0,1,0,13,0,14
2734,2843,0,0,0,0,0,0,1,0,2,1,4
2735,2844,0,0,0,0,0,0,1,0,0,1,2
2736,2845,0,1,4,2,1,1,0,1,6,2,18
2737,2846,0,0,0,0,0,0,0,0,2,0,2
2738,2849,0,0,0,0,0,0,0,0,3,0,3
2739,2850,0,0,0,0,0,0,0,0,3,1,4
2740,2851,0,0,0,0,0,0,0,1,5,2,8
2741,2852,0,1,0,0,0,0,0,0,0,0,1
2742,2853,0,4,0,3,0,0,0,0,3,1,11
2743,2854,0,5,0,2,0,0,0,0,1,1,9
2744,2855,0,4,0,0,0,0,0,1,4,0,9
2745,2856,0,3,0,0,0,0,0,1,0,1,5
2746,2857,0,3,0,0,0,0,0,2,1,0,6
2747,2858,0,3,0,0,0,0,0,1,3,0,7
2748,2859,0,2,0,0,0,0,0,0,1,0,3
2749,2860,0,1,0,0,0,0,1,0,2,6,10
2750,2861,0,8,1,4,1,9,6,0,3,1,33
2751,2862,0,5,0,0,0,0,2,0,5,0,12
2752,2863,0,2,0,0,0,0,3,0,4,0,9
2753,2864,0,1,0,0,0,0,1,0,1,1,4
2754,2865,0,4,0,2,0,0,1,0,0,2,9
2755,2866,0,0,0,3,0,0,0,0,0,0,3
2756,2867,0,0,0,1,0,0,0,0,0,1,2
2757,2868,0,0,0,0,0,0,0,0,0,1,1
2758,2870,0,1,0,0,0,0,0,0,4,0,5
2759,2871,0,0,0,0,0,0,0,0,4,0,4
2760,2872,0,0,0,0,0,0,0,0,4,0,4
2761,2873,0,0,0,0,0,0,2,0,5,0,7
2762,2874,0,0,0,0,0,0,1,0,5,1,7
2763,2875,0,0,0,0,0,0,1,0,3,0,4
2764,2876,0,1,0,0,0,0,0,0,1,1,3
2765,2877,0,0,0,0,0,0,0,0,6,5,11
2766,2878,0,2,0,0,0,0,0,1,4,4,11
2767,2879,0,0,0,0,0,0,0,1,0,0,1
2768,2880,0,2,0,0,0,0,0,0,0,0,2
2769,2881,1,2,0,0,0,1,0,1,3,2,10
2770,2882,1,2,0,0,0,0,0,0,4,1,8
2771,2883,1,1,0,0,0,0,0,0,2,0,4
2772,2884,0,1,0,0,0,0,0,0,3,0,4
