index_seg,YEAR,MONTH,crime_total,METHOD_GUN,METHOD_KNIFE,METHOD_OTHERS,OFFENSE_ARSON,OFFENSE_ASSAULT W/DANGEROUS WEAPON,OFFENSE_BURGLARY,OFFENSE_HOMICIDE,OFFENSE_MOTOR VEHICLE THEFT,OFFENSE_ROBBERY,OFFENSE_SEX ABUSE,OFFENSE_THEFT F/AUTO,OFFENSE_THEFT/OTHER
0,2014.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,2014.0,5.0,2,0,0,2,0,0,0,0,0,0,0,1,1
0,2014.0,7.0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,2014.0,10.0,2,0,0,2,0,0,0,0,0,1,0,1,0
0,2014.0,11.0,2,1,0,1,0,0,0,0,0,1,0,1,0
0,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,2015.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,2015.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,2015.0,5.0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,2015.0,6.0,2,2,0,0,0,0,0,0,0,2,0,0,0
0,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,2015.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,2016.0,2.0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,2016.0,5.0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,2016.0,9.0,4,0,0,4,0,0,0,0,0,0,0,1,3
0,2016.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2015.0,4.0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,2016.0,11.0,1,0,1,0,0,1,0,0,0,0,0,0,0
2,2014.0,5.0,2,0,0,2,0,0,0,0,1,0,0,0,1
2,2014.0,6.0,1,0,0,1,0,0,0,0,1,0,0,0,0
2,2014.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,2015.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,2015.0,8.0,1,0,0,1,0,0,0,0,1,0,0,0,0
3,2014.0,7.0,1,0,0,1,0,0,0,0,1,0,0,0,0
4,2014.0,5.0,2,1,0,1,0,0,0,0,0,2,0,0,0
4,2014.0,7.0,2,0,1,1,0,1,0,0,0,0,0,1,0
4,2014.0,9.0,1,0,0,1,0,0,0,0,1,0,0,0,0
4,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
4,2015.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1
4,2015.0,7.0,1,0,0,1,0,0,0,0,1,0,0,0,0
4,2015.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0
4,2015.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
4,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
4,2016.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
4,2017.0,5.0,1,0,1,0,0,1,0,0,0,0,0,0,0
5,2015.0,5.0,1,0,0,1,0,0,0,0,1,0,0,0,0
5,2015.0,11.0,1,0,0,1,0,0,0,0,1,0,0,0,0
6,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
6,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
6,2015.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
7,2014.0,9.0,1,0,0,1,0,0,1,0,0,0,0,0,0
7,2016.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
8,2016.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
9,2014.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0
9,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
9,2014.0,8.0,2,0,1,1,0,0,0,0,0,0,0,1,1
9,2014.0,9.0,2,0,0,2,0,0,0,0,0,0,0,1,1
9,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
9,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
9,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
9,2016.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
10,2014.0,4.0,1,0,1,0,0,1,0,0,0,0,0,0,0
10,2016.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
11,2014.0,3.0,1,0,0,1,0,0,0,0,1,0,0,0,0
11,2014.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
11,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
11,2014.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
11,2015.0,4.0,1,0,0,1,0,0,0,0,0,0,0,1,0
11,2015.0,5.0,2,0,0,2,0,0,0,0,0,0,0,1,1
11,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
11,2015.0,9.0,1,0,0,1,0,0,0,0,1,0,0,0,0
11,2015.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
11,2015.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
11,2016.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
12,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
12,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
12,2015.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
12,2015.0,5.0,1,0,0,1,0,0,0,0,0,1,0,0,0
12,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
12,2016.0,3.0,1,0,0,1,0,0,0,0,0,0,1,0,0
13,2015.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
14,2014.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0
14,2014.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
14,2014.0,6.0,1,0,0,1,0,0,1,0,0,0,0,0,0
14,2014.0,7.0,2,0,2,0,0,2,0,0,0,0,0,0,0
14,2014.0,8.0,1,1,0,0,0,1,0,0,0,0,0,0,0
14,2014.0,9.0,2,0,0,2,0,0,0,0,0,1,0,0,1
14,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
14,2015.0,7.0,1,0,0,1,0,0,1,0,0,0,0,0,0
14,2015.0,8.0,2,1,1,0,0,2,0,0,0,0,0,0,0
14,2016.0,6.0,1,0,0,1,0,0,0,0,0,1,0,0,0
14,2016.0,10.0,1,1,0,0,0,1,0,0,0,0,0,0,0
15,2014.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0
15,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
15,2015.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
15,2016.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
15,2016.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
15,2017.0,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0
16,2014.0,6.0,1,0,1,0,0,1,0,0,0,0,0,0,0
16,2014.0,10.0,1,0,0,1,0,1,0,0,0,0,0,0,0
16,2016.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0
17,2014.0,6.0,1,0,0,1,0,1,0,0,0,0,0,0,0
17,2015.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0
17,2015.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
17,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,1,0,0
17,2015.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0
17,2015.0,12.0,1,0,0,1,0,0,0,0,0,1,0,0,0
18,2014.0,1.0,2,1,0,1,0,0,1,0,0,1,0,0,0
18,2014.0,3.0,3,0,0,3,0,0,1,0,0,0,0,0,2
18,2014.0,6.0,1,0,0,1,0,1,0,0,0,0,0,0,0
18,2014.0,8.0,1,0,0,1,0,0,1,0,0,0,0,0,0
18,2014.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
18,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
18,2015.0,3.0,3,0,0,3,0,0,1,0,1,0,0,0,1
18,2015.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
18,2016.0,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0
18,2016.0,5.0,1,1,0,0,0,0,0,0,0,1,0,0,0
18,2016.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
19,2014.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
19,2014.0,7.0,2,0,0,2,0,0,0,0,1,0,0,1,0
19,2014.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
19,2014.0,9.0,2,0,0,2,0,0,0,0,0,0,0,0,2
19,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
19,2015.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
19,2016.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
20,2014.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
20,2014.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
20,2015.0,10.0,2,0,0,2,0,0,0,0,0,1,1,0,0
21,2014.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
21,2015.0,10.0,1,0,0,1,0,0,0,0,0,1,0,0,0
22,2014.0,3.0,1,0,0,1,0,0,0,0,1,0,0,0,0
22,2014.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
22,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
22,2016.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0
22,2016.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
23,2014.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
23,2014.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
23,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
23,2015.0,7.0,1,0,0,1,0,0,1,0,0,0,0,0,0
23,2015.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
23,2016.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0
23,2016.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
25,2015.0,8.0,1,0,0,1,0,0,0,0,1,0,0,0,0
25,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
25,2016.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
26,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
26,2015.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
26,2016.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
28,2014.0,8.0,1,0,0,1,0,0,1,0,0,0,0,0,0
28,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
28,2015.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
28,2015.0,8.0,1,0,0,1,0,0,0,0,1,0,0,0,0
29,2014.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
29,2014.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
29,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
29,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
29,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
29,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
29,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
30,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
30,2015.0,6.0,1,0,0,1,0,0,1,0,0,0,0,0,0
30,2016.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
31,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
31,2015.0,5.0,2,0,0,2,0,0,0,0,0,0,0,2,0
32,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
32,2015.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
32,2015.0,10.0,1,0,0,1,0,0,0,0,0,1,0,0,0
32,2016.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
32,2016.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
33,2014.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
33,2014.0,12.0,1,0,0,1,0,0,0,0,0,1,0,0,0
33,2015.0,3.0,1,0,0,1,0,0,0,0,1,0,0,0,0
33,2016.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0
33,2016.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
34,2014.0,5.0,1,0,1,0,0,1,0,0,0,0,0,0,0
34,2014.0,6.0,1,1,0,0,0,0,0,1,0,0,0,0,0
35,2014.0,5.0,1,0,1,0,0,1,0,0,0,0,0,0,0
35,2015.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
36,2014.0,2.0,2,0,1,1,0,1,0,0,0,0,0,1,0
36,2014.0,8.0,1,0,0,1,0,0,0,0,1,0,0,0,0
36,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
36,2015.0,7.0,2,0,0,2,0,0,0,0,0,0,0,1,1
36,2015.0,10.0,1,0,0,1,0,0,0,0,0,1,0,0,0
36,2016.0,7.0,1,0,0,1,0,0,0,0,1,0,0,0,0
37,2014.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0
37,2014.0,8.0,1,0,0,1,0,0,1,0,0,0,0,0,0
37,2014.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
37,2016.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1
37,2016.0,5.0,1,0,0,1,0,1,0,0,0,0,0,0,0
37,2016.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
38,2014.0,1.0,2,0,0,2,0,0,0,0,1,1,0,0,0
38,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
38,2014.0,11.0,2,0,0,2,0,0,0,0,1,0,0,1,0
38,2015.0,6.0,1,0,0,1,0,0,1,0,0,0,0,0,0
38,2016.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
38,2016.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
38,2017.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
40,2014.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
40,2014.0,9.0,1,1,0,0,0,0,0,0,0,1,0,0,0
40,2014.0,10.0,1,0,0,1,0,0,0,0,0,1,0,0,0
40,2016.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1
41,2014.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
41,2014.0,10.0,1,0,0,1,0,0,0,0,0,1,0,0,0
41,2015.0,10.0,1,0,0,1,0,0,0,0,0,1,0,0,0
41,2016.0,9.0,1,1,0,0,0,0,0,0,0,1,0,0,0
42,2014.0,1.0,2,1,0,1,0,0,0,0,1,1,0,0,0
42,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
42,2014.0,10.0,1,0,0,1,0,0,0,0,0,1,0,0,0
42,2015.0,11.0,1,0,0,1,0,0,1,0,0,0,0,0,0
42,2016.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1
42,2016.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
42,2017.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
43,2014.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
43,2014.0,9.0,1,0,0,1,0,0,0,0,1,0,0,0,0
43,2014.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
43,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
43,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
43,2015.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0
43,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
43,2015.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
43,2016.0,1.0,2,0,0,2,0,0,0,0,0,0,0,0,2
43,2016.0,4.0,1,1,0,0,0,0,0,0,0,1,0,0,0
43,2016.0,7.0,2,0,0,2,0,0,0,0,0,0,0,0,2
43,2016.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
44,2014.0,4.0,1,0,0,1,0,0,0,0,0,1,0,0,0
45,2014.0,4.0,1,0,0,1,0,0,0,0,1,0,0,0,0
45,2014.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0
45,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
45,2015.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
45,2015.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
45,2016.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
46,2014.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0
46,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
46,2015.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0
46,2015.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
46,2015.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
46,2015.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
47,2014.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0
47,2014.0,6.0,3,0,0,3,0,0,2,0,0,0,0,0,1
47,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
47,2014.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
47,2015.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
47,2015.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
47,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
48,2015.0,4.0,2,0,0,2,0,0,0,0,0,0,0,0,2
50,2014.0,1.0,3,1,0,2,0,0,0,0,0,1,0,1,1
50,2014.0,5.0,1,0,1,0,0,1,0,0,0,0,0,0,0
50,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
50,2014.0,11.0,1,0,1,0,0,1,0,0,0,0,0,0,0
50,2015.0,10.0,1,1,0,0,0,1,0,0,0,0,0,0,0
50,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
50,2016.0,7.0,1,0,0,1,0,0,0,0,1,0,0,0,0
50,2017.0,5.0,1,0,0,1,0,1,0,0,0,0,0,0,0
51,2014.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0
51,2014.0,7.0,1,0,0,1,0,0,0,0,1,0,0,0,0
51,2015.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1
51,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
51,2015.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
51,2016.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
52,2015.0,6.0,1,0,0,1,0,0,0,0,1,0,0,0,0
55,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
56,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
58,2015.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0,0
58,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
58,2016.0,5.0,2,0,0,2,0,0,0,0,0,0,0,2,0
58,2016.0,11.0,1,0,0,1,0,0,0,0,0,1,0,0,0
59,2015.0,1.0,3,0,0,3,0,0,0,0,0,2,0,0,1
59,2015.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
59,2016.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0
59,2016.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
60,2015.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0
61,2015.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
61,2015.0,5.0,1,0,1,0,0,1,0,0,0,0,0,0,0
61,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
61,2015.0,9.0,1,0,0,1,0,0,0,0,1,0,0,0,0
62,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
62,2014.0,4.0,1,0,0,1,0,0,0,0,0,1,0,0,0
62,2014.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
62,2014.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
62,2014.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
62,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
62,2014.0,12.0,2,0,0,2,0,0,0,0,0,0,0,2,0
62,2015.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0
62,2015.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0
62,2015.0,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0
62,2015.0,6.0,2,0,0,2,0,0,0,0,0,0,0,2,0
62,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
62,2015.0,8.0,1,0,0,1,0,1,0,0,0,0,0,0,0
62,2015.0,9.0,2,0,0,2,0,0,0,0,1,1,0,0,0
62,2016.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1
62,2016.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
62,2016.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
63,2014.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
63,2014.0,6.0,1,0,0,1,0,0,1,0,0,0,0,0,0
63,2014.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
63,2014.0,9.0,1,0,0,1,0,0,0,0,0,1,0,0,0
63,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
63,2015.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1
63,2015.0,8.0,2,0,0,2,0,0,0,0,1,0,0,1,0
63,2015.0,9.0,2,0,0,2,0,0,0,0,0,0,0,2,0
63,2016.0,4.0,1,0,0,1,0,1,0,0,0,0,0,0,0
64,2014.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0,0
64,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
64,2014.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
64,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
64,2015.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1
64,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
64,2015.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
65,2014.0,3.0,2,0,0,2,0,0,0,0,0,1,0,1,0
65,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
65,2014.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
65,2015.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
65,2015.0,5.0,1,0,0,1,0,0,0,0,1,0,0,0,0
65,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
65,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
65,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
65,2016.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1
65,2016.0,7.0,1,0,0,1,0,0,1,0,0,0,0,0,0
66,2014.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
66,2014.0,10.0,2,0,0,2,0,0,0,0,0,1,0,1,0
66,2014.0,12.0,1,0,0,1,0,1,0,0,0,0,0,0,0
66,2015.0,5.0,1,0,1,0,0,1,0,0,0,0,0,0,0
66,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
66,2015.0,9.0,1,0,0,1,0,0,1,0,0,0,0,0,0
66,2016.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0
66,2016.0,3.0,1,1,0,0,0,0,0,0,0,1,0,0,0
66,2016.0,4.0,1,0,0,1,0,0,0,0,0,0,0,1,0
66,2016.0,11.0,1,0,0,1,0,0,0,0,1,0,0,0,0
66,2016.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
67,2014.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0
67,2014.0,4.0,2,0,0,2,0,0,1,0,0,0,0,0,1
67,2014.0,8.0,2,0,0,2,0,0,0,0,0,0,0,1,1
67,2014.0,10.0,1,0,0,1,0,0,0,0,1,0,0,0,0
67,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
67,2015.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0
67,2015.0,5.0,2,0,1,1,0,1,0,0,0,0,0,1,0
67,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
67,2016.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
67,2016.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
67,2016.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
67,2016.0,10.0,2,0,0,2,0,0,0,0,0,0,0,0,2
67,2016.0,11.0,2,0,0,2,0,0,0,0,0,0,0,0,2
67,2017.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
68,2014.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0
68,2014.0,3.0,1,0,0,1,0,0,1,0,0,0,0,0,0
68,2014.0,8.0,2,0,0,2,0,1,0,0,0,1,0,0,0
68,2014.0,12.0,3,0,0,3,0,0,0,0,0,0,0,1,2
68,2015.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0
68,2015.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1
68,2015.0,3.0,1,0,0,1,0,0,1,0,0,0,0,0,0
68,2015.0,4.0,1,0,0,1,0,0,1,0,0,0,0,0,0
68,2015.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
68,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
68,2016.0,3.0,1,0,0,1,0,0,0,0,1,0,0,0,0
69,2013.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
69,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
69,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
69,2014.0,8.0,2,0,0,2,0,1,0,0,0,1,0,0,0
69,2014.0,9.0,1,0,0,1,0,0,1,0,0,0,0,0,0
69,2014.0,10.0,2,1,0,1,0,0,0,0,0,1,0,0,1
69,2015.0,4.0,2,0,0,2,0,0,0,0,1,0,0,1,0
69,2015.0,5.0,2,0,0,2,0,0,0,0,0,0,0,2,0
69,2015.0,8.0,1,1,0,0,0,0,0,1,0,0,0,0,0
69,2015.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
69,2015.0,11.0,1,1,0,0,0,1,0,0,0,0,0,0,0
69,2016.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
69,2016.0,11.0,1,1,0,0,0,0,0,0,0,1,0,0,0
70,2014.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
70,2014.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
70,2014.0,6.0,2,0,0,2,0,0,0,0,0,0,0,0,2
70,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
70,2014.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
70,2014.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
70,2014.0,10.0,2,0,0,2,0,0,0,0,1,0,0,0,1
70,2015.0,3.0,1,0,0,1,0,0,0,0,1,0,0,0,0
70,2015.0,4.0,2,0,0,2,0,0,0,0,1,0,0,1,0
70,2015.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
70,2015.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
70,2016.0,3.0,2,0,0,2,0,0,0,0,0,0,0,0,2
70,2016.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
70,2016.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
