index_seg,csl
97,2.644230769230769
98,2.669354838709677
101,2.3828125000000004
102,2.5
103,2.0344827586206895
104,3.4000000000000004
126,2.5000000000000004
127,2.6212121212121207
128,2.6100000000000003
132,1.75
134,2.2857142857142856
135,2.5
136,2.7954545454545454
137,2.6874999999999996
138,2.95
139,3.2199999999999998
140,3.412162162162162
179,2.3499999999999996
180,2.090909090909091
181,2.5775862068965516
182,2.57258064516129
183,2.235294117647059
250,3.25
251,1.703125
252,1.4054054054054055
253,2.046511627906977
254,3.4642857142857144
255,2.5
256,2.5
257,2.367647058823529
258,2.2439024390243905
267,2.1590909090909087
269,3.202380952380952
329,2.1554054054054053
330,2.022727272727273
331,2.2656249999999996
332,2.6730769230769234
362,2.7884615384615383
513,2.2
574,2.6875
575,2.804687500000001
577,2.5441176470588234
578,2.0344827586206895
579,3.211864406779661
580,3.159638554216867
581,3.0969387755102042
582,2.8960674157303368
583,3.385416666666666
613,2.875000000000001
614,2.4999999999999996
615,2.5
616,2.9565217391304346
617,2.5000000000000004
648,2.610294117647059
649,2.25
650,2.125
651,2.25
652,2.8750000000000004
658,2.0714285714285716
659,2.920000000000001
660,2.5
662,2.5
663,2.5
664,2.9347826086956523
665,2.3359375
666,2.3125
668,2.5
669,2.85
670,2.75
671,2.5
672,2.3999999999999995
673,2.3295454545454546
674,2.25
675,2.69811320754717
676,2.5
677,2.5576923076923084
679,2.23
681,2.141304347826087
682,2.178571428571429
683,2.5548780487804876
725,2.459459459459459
726,2.258064516129032
737,3.25
741,3.0
742,2.5394736842105265
743,1.75
771,2.5000000000000004
775,2.5
776,3.1666666666666665
777,3.25
778,3.07
779,3.0785714285714283
807,2.4999999999999996
808,2.5468750000000004
809,2.178571428571428
893,1.8461538461538465
894,1.6323529411764706
967,3.625000000000001
968,3.0051020408163263
969,2.2954545454545454
970,1.9954545454545454
971,2.2
972,2.2818181818181817
973,2.4385245901639343
974,2.6071428571428568
975,1.7016129032258065
976,2.222222222222222
977,2.3461538461538463
993,2.2
994,2.2732558139534884
995,3.25
996,2.2375000000000003
997,2.022727272727273
998,1.75
999,2.5
1000,2.1363636363636367
1001,2.0625
1002,2.375
1003,2.3821428571428567
1004,2.373376623376623
1189,4.0
1203,3.0625
1204,3.25
1237,2.5
1244,2.95
1261,2.3392857142857144
1278,3.0
1531,2.8428571428571425
1532,2.8750000000000004
1533,3.045454545454545
2177,2.125
2254,3.0491071428571432
2260,3.25
2635,1.765625
2636,1.394736842105263
2637,2.5000000000000004
2638,1.7767857142857142
2639,1.6818181818181817
2641,1.7159090909090908
2650,2.3125
2651,1.0
2652,1.75
2653,2.2750000000000004
2654,2.269230769230769
2655,1.75
2656,1.5625000000000002
