index_seg,poi_total,crash_total,311_total,311_total_not_parking_meter,crime_total,moving_total,parking_total
2076,25.0,2.0,53.0,1.0,47.0,1.0,142.0
2077,16.0,2.0,49.0,1.0,20.0,4.0,35.0
2078,9.0,2.241291147331416,19.0,0.0,20.0,5.0,255.0
2079,7.0,2.241291147331416,21.0,0.0,29.0,1.0,153.0
2080,15.0,4.0,9.0,3.0,126.0,17.0,508.0
2081,34.0,14.0,24.0,9.0,121.0,27.0,92.0
2082,15.0,3.3020408163265307,14.0,8.0,68.0,362.893864013267,480.0
2083,12.0,8.0,18.0,2.0,119.0,2936.0,1436.0
2084,21.0,3.3020408163265307,6.0,0.0,173.0,9.0,456.0
2085,23.0,3.3020408163265307,4.0,2.0,135.0,362.893864013267,20.0
2086,23.0,4.0,11.0,2.0,176.0,8.0,446.0
2087,17.0,1.0,10.0,1.0,211.0,362.893864013267,2.0
2088,23.0,3.3020408163265307,9.0,1.0,188.0,15.0,72.0
2089,19.0,3.3020408163265307,0.0,0.0,188.0,362.893864013267,251.40252454417958
2090,27.0,1.0,5.0,0.0,222.0,4.0,416.0
2091,18.0,3.0,8.0,1.0,220.0,7.0,4.0
2092,16.0,3.3020408163265307,5.0,1.0,206.0,1.0,33.0
2093,18.0,3.3020408163265307,2.0,0.0,150.0,362.893864013267,278.0
2094,37.0,1.0,20.0,3.0,192.0,17.0,304.0
2095,48.0,1.0,33.0,4.0,123.0,5.0,605.0
2096,27.0,2.0,9.0,0.0,109.0,15.0,65.0
2097,25.0,1.0,7.0,0.0,125.0,362.893864013267,374.0
2098,4.0,2.241291147331416,12.0,0.0,6.0,92.87821782178214,28.0
2099,4.0,2.241291147331416,6.0,0.0,7.0,92.87821782178214,10.0
2100,22.0,1.6744186046511629,7.0,0.0,1.0,1.0,236.0
2101,6.0,1.6666666666666667,3.0,0.0,71.0,37.07777777777777,307.0
2102,13.0,2.0,11.0,1.0,179.0,5.0,820.0
2103,4.0,3.3020408163265307,5.0,0.0,35.0,362.893864013267,1.0
2104,4.0,3.3020408163265307,1.0,0.0,23.0,362.893864013267,251.40252454417958
2105,0.0,1.0,7.0,0.0,6.0,1.0,130.35414012738855
2106,37.0,1.3478260869565215,19.0,0.0,135.0,2.1333333333333333,965.0
2107,3.0,1.4,0.0,0.0,0.0,12.0,1.0
2108,2.0,1.4,2.0,0.0,0.0,12.0,46.66666666666666
2109,3.0,1.4,0.0,0.0,0.0,12.0,46.66666666666666
2110,2.0,1.4,0.0,0.0,2.0,12.0,46.66666666666666
2111,1.0,3.3020408163265307,13.0,0.0,24.0,1.0,10.0
2112,5.0,3.3020408163265307,8.0,0.0,17.0,1.0,9.0
2113,7.0,3.3020408163265307,9.0,0.0,17.0,362.893864013267,41.0
2114,6.0,1.0,22.0,0.0,27.0,1.0,20.0
2115,4.0,1.0,10.0,0.0,18.0,362.893864013267,6.0
2116,3.0,1.0,9.0,0.0,18.0,362.893864013267,38.0
2117,4.0,1.0,14.0,0.0,23.0,1.0,39.0
2118,7.0,1.0,15.0,0.0,23.0,2.0,49.0
2119,4.0,1.0,8.0,0.0,20.0,1.0,251.40252454417958
2120,4.0,3.3020408163265307,18.0,0.0,17.0,362.893864013267,133.0
2121,5.0,3.3020408163265307,29.0,1.0,64.0,2.0,206.0
2122,8.0,1.0,5.0,0.0,74.0,1.0,369.0
2123,13.0,3.3020408163265307,5.0,0.0,71.0,1.0,21.0
2124,5.0,1.1428571428571428,6.0,0.0,1.0,1.8,9.888888888888891
2125,9.0,1.1428571428571428,16.0,0.0,2.0,1.8,9.888888888888891
2126,14.0,2.241291147331416,27.0,0.0,124.0,3.0,1242.0
2127,22.0,3.0,27.0,0.0,122.0,7.0,237.0
2128,23.0,1.0,13.0,0.0,88.0,1.0,205.0
2129,26.0,4.0,22.0,0.0,129.0,6.0,3971.0
2130,47.0,3.0,42.0,1.0,507.0,5.0,381.0
2131,8.0,2.241291147331416,38.0,8.0,71.0,92.87821782178214,506.0
2132,1.0,2.241291147331416,57.0,0.0,45.0,92.87821782178214,143.0
2133,3.0,2.241291147331416,34.0,0.0,25.0,92.87821782178214,19.0
2134,5.0,1.0,14.0,0.0,23.0,92.87821782178214,16.0
2135,18.0,1.6666666666666667,14.0,4.0,48.0,37.07777777777777,502.0
2136,4.0,1.0,27.0,1.0,52.0,37.07777777777777,180.0
2137,2.0,1.6666666666666667,20.0,0.0,37.0,37.07777777777777,32.0
2138,0.0,1.6666666666666667,14.0,0.0,6.0,37.07777777777777,20.0
2139,2.0,2.241291147331416,3.0,0.0,18.0,92.87821782178214,280.31601801222257
2140,5.0,1.0,15.0,0.0,167.0,1.0,1427.0
2141,10.0,2.241291147331416,4.0,0.0,64.0,92.87821782178214,180.0
2142,18.0,1.0,6.0,0.0,100.0,10.0,142.0
2143,41.0,1.0,21.0,6.0,130.0,1.0,81.0
2144,25.0,1.0,15.0,5.0,110.0,11.0,132.0
2145,19.0,2.0,8.0,0.0,91.0,362.893864013267,3.0
2146,29.0,2.0,16.0,0.0,101.0,10.0,90.0
2147,20.0,1.0,5.0,0.0,82.0,362.893864013267,251.40252454417958
2148,32.0,2.0,8.0,0.0,165.0,1.0,848.0
2149,17.0,1.0,7.0,0.0,169.0,28.0,152.0
2150,36.0,1.0,9.0,2.0,204.0,1.0,14.0
2151,15.0,3.3020408163265307,9.0,3.0,202.0,1.0,1.0
2152,26.0,3.0,16.0,2.0,201.0,2.0,115.0
2153,48.0,6.0,35.0,5.0,296.0,25.0,434.0
2154,41.0,5.0,60.0,31.0,209.0,14.0,1351.0
2155,70.0,4.0,56.0,27.0,209.0,32.0,2274.0
2156,52.0,6.0,22.0,3.0,92.0,14.0,128.0
2157,36.0,2.0,30.0,0.0,51.0,7.0,251.40252454417958
2158,3.0,1.4,0.0,0.0,2.0,12.0,46.66666666666666
2159,5.0,1.4,0.0,0.0,2.0,12.0,46.66666666666666
2160,5.0,1.6744186046511629,0.0,0.0,3.0,180.40350877192986,157.8586956521739
2161,3.0,1.6744186046511629,0.0,0.0,2.0,180.40350877192986,157.8586956521739
2162,5.0,1.6744186046511629,0.0,0.0,0.0,180.40350877192986,157.8586956521739
2163,3.0,1.6744186046511629,0.0,0.0,0.0,180.40350877192986,157.8586956521739
2164,2.0,1.6744186046511629,0.0,0.0,0.0,180.40350877192986,157.8586956521739
2165,4.0,1.1428571428571428,3.0,0.0,6.0,1.8,9.888888888888891
2166,18.0,1.6666666666666667,8.0,0.0,90.0,37.07777777777777,1511.0
2167,1.0,1.0,2.0,0.0,6.0,107.65974025974026,22.0
2168,1.0,2.8656716417910446,5.0,0.0,5.0,107.65974025974026,45.0
2169,2.0,2.8656716417910446,5.0,0.0,3.0,107.65974025974026,7.0
2170,1.0,2.8656716417910446,4.0,0.0,0.0,2.0,42.0
2171,1.0,1.3478260869565215,2.0,0.0,8.0,2.1333333333333333,23.0
2172,0.0,1.3478260869565215,2.0,0.0,8.0,2.1333333333333333,1.0
2173,1.0,1.3478260869565215,2.0,0.0,5.0,2.1333333333333333,69.35714285714286
2174,16.0,3.3020408163265307,6.0,2.0,6.0,362.893864013267,127.0
2175,16.0,3.3020408163265307,7.0,2.0,7.0,362.893864013267,251.40252454417958
2176,58.0,4.0,23.0,12.0,26.0,362.893864013267,4102.0
2177,42.0,3.0,31.0,24.0,30.0,3.0,3641.0
2178,65.0,3.3020408163265307,43.0,23.0,59.0,6.0,14.0
2179,5.0,1.3478260869565215,33.0,0.0,32.0,2.1333333333333333,265.0
2180,4.0,1.6666666666666667,13.0,0.0,18.0,37.07777777777777,56.0
2181,4.0,2.241291147331416,12.0,0.0,14.0,92.87821782178214,11.0
2182,3.0,2.241291147331416,20.0,0.0,6.0,92.87821782178214,280.31601801222257
2183,4.0,2.241291147331416,10.0,0.0,2.0,92.87821782178214,17.0
2184,5.0,2.241291147331416,23.0,0.0,8.0,92.87821782178214,280.31601801222257
2185,4.0,2.241291147331416,8.0,0.0,20.0,92.87821782178214,119.0
2186,9.0,2.241291147331416,3.0,1.0,38.0,92.87821782178214,30.0
2187,6.0,2.241291147331416,5.0,0.0,60.0,92.87821782178214,2.0
2188,3.0,1.6744186046511629,0.0,0.0,7.0,180.40350877192986,157.8586956521739
2189,3.0,1.6666666666666667,25.0,1.0,8.0,1.0,67.0
2190,4.0,2.8656716417910446,26.0,0.0,16.0,4.0,131.71708185053382
2191,7.0,1.0,15.0,0.0,13.0,107.65974025974026,131.71708185053382
2192,20.0,1.0,14.0,0.0,11.0,1.0,131.71708185053382
2193,19.0,2.8656716417910446,6.0,0.0,3.0,107.65974025974026,131.71708185053382
2194,16.0,1.0,2.0,1.0,13.0,107.65974025974026,133.0
2195,4.0,2.8656716417910446,6.0,0.0,5.0,107.65974025974026,131.71708185053382
2196,4.0,2.8656716417910446,2.0,0.0,3.0,107.65974025974026,38.0
2197,1.0,2.8656716417910446,12.0,1.0,6.0,107.65974025974026,131.71708185053382
2198,7.0,2.8656716417910446,9.0,0.0,3.0,107.65974025974026,131.71708185053382
2199,2.0,2.241291147331416,7.0,0.0,6.0,92.87821782178214,179.0
2200,38.0,7.0,12.0,0.0,52.0,53.0,144.0
2201,27.0,9.0,18.0,0.0,47.0,1.0,151.0
2202,28.0,2.0,32.0,0.0,47.0,6.0,127.0
2203,9.0,1.0,25.0,0.0,42.0,2.0,101.0
2204,6.0,1.0,27.0,0.0,36.0,6.0,121.0
2205,9.0,3.0,35.0,0.0,43.0,5.0,195.0
2206,17.0,6.0,19.0,4.0,40.0,10.0,36.0
2207,12.0,3.0,8.0,1.0,36.0,1.0,127.0
2208,13.0,4.0,13.0,0.0,29.0,6.0,28.0
2209,14.0,3.0,14.0,0.0,24.0,9.0,132.0
2210,10.0,3.3020408163265307,12.0,0.0,24.0,362.893864013267,251.40252454417958
2211,18.0,3.0,6.0,0.0,55.0,18.0,268.0
2212,24.0,2.0,8.0,0.0,83.0,5.0,651.0
2213,28.0,4.0,14.0,3.0,83.0,18.0,415.0
2214,36.0,7.0,25.0,2.0,71.0,362.893864013267,113.0
2215,18.0,6.0,16.0,1.0,74.0,19.0,251.40252454417958
2216,8.0,1.0,7.0,0.0,44.0,362.893864013267,91.0
2217,10.0,4.0,2.0,0.0,45.0,37.07777777777777,285.0
2218,15.0,2.0,3.0,0.0,197.0,1.0,941.0
2219,14.0,1.0,12.0,4.0,234.0,37.07777777777777,53.0
2220,5.0,1.0,66.0,1.0,85.0,92.87821782178214,715.0
2221,4.0,3.3020408163265307,2.0,0.0,4.0,362.893864013267,251.40252454417958
2222,4.0,2.241291147331416,10.0,0.0,24.0,2.0,70.0
2223,4.0,2.241291147331416,0.0,0.0,8.0,92.87821782178214,280.31601801222257
2224,3.0,2.241291147331416,5.0,0.0,8.0,92.87821782178214,17.0
2225,8.0,2.241291147331416,7.0,0.0,8.0,92.87821782178214,280.31601801222257
2226,10.0,2.241291147331416,8.0,0.0,3.0,92.87821782178214,2.0
2227,5.0,2.241291147331416,9.0,0.0,3.0,92.87821782178214,280.31601801222257
2228,11.0,1.6666666666666667,13.0,0.0,132.0,3.0,1550.0
2229,5.0,1.0,12.0,0.0,108.0,37.07777777777777,51.0
2230,5.0,1.6666666666666667,2.0,0.0,88.0,37.07777777777777,5.0
2231,5.0,1.6666666666666667,3.0,0.0,74.0,37.07777777777777,487.0
2232,7.0,1.6666666666666667,3.0,0.0,76.0,37.07777777777777,130.35414012738855
2233,20.0,2.241291147331416,8.0,5.0,26.0,2.0,280.31601801222257
2234,8.0,2.0,6.0,1.0,0.0,37.07777777777777,2.0
2235,7.0,1.4,0.0,0.0,0.0,12.0,55.0
2236,6.0,1.4,2.0,0.0,0.0,12.0,6.0
2237,5.0,1.6744186046511629,2.0,1.0,0.0,180.40350877192986,2.0
2238,4.0,1.0,6.0,0.0,0.0,180.40350877192986,145.0
2239,13.0,1.6744186046511629,7.0,0.0,0.0,2.0,41.0
2240,6.0,1.4,8.0,0.0,0.0,12.0,6.0
2241,3.0,2.241291147331416,5.0,0.0,22.0,92.87821782178214,126.0
2242,1.0,2.241291147331416,2.0,0.0,16.0,92.87821782178214,113.0
2243,3.0,2.241291147331416,14.0,0.0,16.0,92.87821782178214,102.0
2244,6.0,2.241291147331416,24.0,0.0,19.0,92.87821782178214,44.0
2245,5.0,2.241291147331416,7.0,0.0,12.0,92.87821782178214,280.31601801222257
2246,3.0,2.241291147331416,10.0,0.0,16.0,92.87821782178214,128.0
2247,4.0,2.241291147331416,11.0,0.0,32.0,92.87821782178214,93.0
2248,1.0,2.241291147331416,12.0,0.0,8.0,92.87821782178214,63.0
2249,0.0,2.241291147331416,10.0,0.0,3.0,92.87821782178214,12.0
2250,4.0,2.241291147331416,5.0,0.0,2.0,92.87821782178214,14.0
2251,3.0,2.241291147331416,9.0,0.0,12.0,92.87821782178214,26.0
2252,4.0,2.241291147331416,8.0,0.0,11.0,92.87821782178214,6.0
2253,5.0,2.241291147331416,1.0,0.0,8.0,92.87821782178214,280.31601801222257
2254,40.0,3.0,10.0,1.0,257.0,5.0,1754.0
2255,13.0,1.0,6.0,1.0,130.0,92.87821782178214,280.31601801222257
2256,16.0,1.0,5.0,0.0,133.0,10.0,731.0
2257,20.0,4.0,9.0,2.0,86.0,8.0,273.0
2258,25.0,2.241291147331416,14.0,3.0,140.0,16.0,1097.0
2259,31.0,3.0,23.0,6.0,149.0,5.0,569.0
2260,37.0,2.241291147331416,30.0,9.0,121.0,5.0,174.0
2261,23.0,2.241291147331416,16.0,6.0,115.0,92.87821782178214,499.0
2262,23.0,2.241291147331416,10.0,1.0,129.0,92.87821782178214,280.31601801222257
2263,48.0,1.0,25.0,7.0,100.0,3.0,69.0
2264,60.0,2.0,53.0,26.0,100.0,1.0,1505.0
2265,13.0,7.0,11.0,1.0,63.0,24.0,68.0
2266,31.0,2.0,20.0,1.0,165.0,16.0,65.0
2267,7.0,7.0,19.0,0.0,134.0,3.0,251.40252454417958
2268,8.0,6.0,16.0,3.0,130.0,9.0,245.0
2269,24.0,5.0,11.0,4.0,63.0,6.0,470.0
2270,40.0,5.0,27.0,10.0,94.0,26.0,138.0
2271,25.0,10.0,11.0,3.0,96.0,15.0,33.0
2272,10.0,6.0,12.0,0.0,40.0,4.0,251.40252454417958
2273,26.0,4.0,19.0,0.0,77.0,30.0,23.0
2274,12.0,3.0,1.0,0.0,72.0,362.893864013267,251.40252454417958
2275,15.0,4.0,7.0,0.0,75.0,12.0,320.0
2276,11.0,4.0,7.0,0.0,70.0,13.0,356.0
2277,13.0,4.0,16.0,0.0,33.0,11.0,223.0
2278,18.0,3.0,13.0,0.0,33.0,362.893864013267,410.0
2279,23.0,1.0,15.0,0.0,25.0,19.0,138.0
2280,5.0,1.6666666666666667,4.0,0.0,43.0,3.0,130.35414012738855
2281,2.0,1.0,3.0,0.0,42.0,37.07777777777777,8.0
2282,5.0,1.6666666666666667,6.0,0.0,50.0,37.07777777777777,5.0
2283,29.0,2.0,14.0,0.0,129.0,1.0,735.0
2284,13.0,1.6666666666666667,8.0,2.0,57.0,1.0,467.0
2285,11.0,2.0,6.0,4.0,56.0,1.0,130.35414012738855
2286,5.0,2.241291147331416,0.0,0.0,7.0,92.87821782178214,280.31601801222257
2287,2.0,1.6666666666666667,19.0,0.0,14.0,37.07777777777777,106.0
2288,1.0,1.6666666666666667,3.0,0.0,11.0,37.07777777777777,130.35414012738855
2289,2.0,1.6666666666666667,7.0,0.0,11.0,37.07777777777777,204.0
2290,2.0,1.6666666666666667,6.0,0.0,9.0,37.07777777777777,2.0
2291,7.0,1.0,12.0,0.0,14.0,92.87821782178214,15.0
2292,5.0,1.0,4.0,0.0,4.0,1.0,280.31601801222257
2293,5.0,2.241291147331416,4.0,0.0,7.0,92.87821782178214,7.0
2294,4.0,2.241291147331416,8.0,0.0,14.0,92.87821782178214,280.31601801222257
2295,7.0,1.3478260869565215,3.0,0.0,2.0,2.1333333333333333,22.0
2296,5.0,2.241291147331416,23.0,0.0,38.0,92.87821782178214,125.0
2297,2.0,1.0,21.0,0.0,31.0,92.87821782178214,75.0
2298,3.0,1.0,26.0,0.0,23.0,92.87821782178214,59.0
2299,4.0,2.241291147331416,6.0,0.0,17.0,92.87821782178214,280.31601801222257
2300,12.0,2.241291147331416,7.0,0.0,74.0,92.87821782178214,3.0
2301,10.0,2.241291147331416,17.0,0.0,71.0,92.87821782178214,188.0
2302,8.0,1.0,15.0,1.0,31.0,92.87821782178214,68.0
2303,8.0,2.0,10.0,0.0,8.0,1.0,2.0
2304,27.0,5.0,8.0,0.0,47.0,2.0,265.0
2305,10.0,3.3020408163265307,14.0,0.0,39.0,362.893864013267,91.0
2306,8.0,1.0,22.0,1.0,24.0,362.893864013267,63.0
2307,6.0,1.0,21.0,1.0,18.0,362.893864013267,20.0
2308,1.0,3.3020408163265307,5.0,0.0,10.0,362.893864013267,11.0
2309,3.0,3.3020408163265307,6.0,0.0,10.0,362.893864013267,8.0
2310,9.0,3.3020408163265307,2.0,0.0,12.0,362.893864013267,2.0
2311,10.0,3.3020408163265307,1.0,0.0,8.0,362.893864013267,251.40252454417958
2312,9.0,3.3020408163265307,4.0,0.0,7.0,362.893864013267,8.0
2313,3.0,2.241291147331416,10.0,0.0,5.0,92.87821782178214,280.31601801222257
2314,3.0,2.241291147331416,5.0,0.0,9.0,92.87821782178214,280.31601801222257
2315,4.0,2.241291147331416,24.0,0.0,10.0,92.87821782178214,14.0
2316,4.0,2.241291147331416,13.0,0.0,11.0,92.87821782178214,385.0
2317,10.0,1.0,13.0,0.0,27.0,92.87821782178214,386.0
2318,7.0,2.241291147331416,41.0,0.0,35.0,92.87821782178214,43.0
2319,5.0,1.0,34.0,0.0,15.0,1.0,20.0
2320,5.0,1.0,16.0,0.0,9.0,92.87821782178214,280.31601801222257
2321,6.0,2.241291147331416,11.0,0.0,13.0,92.87821782178214,7.0
2322,3.0,1.1428571428571428,5.0,0.0,0.0,1.8,9.888888888888891
2323,19.0,1.6666666666666667,35.0,4.0,81.0,37.07777777777777,505.0
2324,1.0,1.6666666666666667,2.0,0.0,4.0,37.07777777777777,130.35414012738855
2325,8.0,2.8656716417910446,5.0,0.0,9.0,107.65974025974026,59.0
2326,10.0,3.3020408163265307,1.0,0.0,3.0,362.893864013267,4.0
2327,15.0,1.0,22.0,0.0,28.0,12.0,40.0
2328,9.0,3.3020408163265307,5.0,0.0,23.0,13.0,251.40252454417958
2329,9.0,3.3020408163265307,1.0,0.0,21.0,362.893864013267,207.0
2330,37.0,1.0,9.0,0.0,36.0,12.0,91.0
2331,47.0,3.0,20.0,0.0,44.0,4.0,114.0
2332,13.0,1.0,2.0,0.0,37.0,362.893864013267,7.0
2333,18.0,3.0,2.0,0.0,35.0,6.0,82.0
2334,44.0,3.0,11.0,2.0,38.0,16.0,16.0
2335,23.0,1.0,1.0,0.0,25.0,1.0,251.40252454417958
2336,11.0,1.0,20.0,1.0,19.0,362.893864013267,251.40252454417958
2337,6.0,1.0,19.0,1.0,8.0,1.0,251.40252454417958
2338,3.0,1.4,11.0,6.0,17.0,12.0,46.66666666666666
2339,4.0,1.4,2.0,2.0,19.0,12.0,46.66666666666666
2340,2.0,1.4,0.0,0.0,2.0,12.0,46.66666666666666
2341,1.0,1.4,0.0,0.0,2.0,12.0,46.66666666666666
2342,4.0,1.4,1.0,0.0,0.0,12.0,46.66666666666666
2343,2.0,1.4,0.0,0.0,0.0,12.0,46.66666666666666
2344,3.0,1.3478260869565215,0.0,0.0,1.0,2.1333333333333333,2.0
2345,2.0,1.6666666666666667,1.0,0.0,2.0,37.07777777777777,197.0
2346,8.0,1.0,23.0,17.0,161.0,5.0,1437.0
2347,9.0,2.241291147331416,12.0,8.0,27.0,4.0,25.0
2348,18.0,2.241291147331416,6.0,2.0,238.0,92.87821782178214,4037.0
2349,49.0,1.0,2.0,2.0,315.0,4.0,1290.0
2350,29.0,2.241291147331416,6.0,1.0,125.0,92.87821782178214,280.31601801222257
2351,33.0,2.241291147331416,1.0,0.0,205.0,92.87821782178214,280.31601801222257
2352,45.0,2.241291147331416,16.0,2.0,150.0,4.0,2092.0
2353,57.0,2.0,26.0,4.0,270.0,1.0,1993.0
2354,33.0,3.0,14.0,7.0,245.0,12.0,326.0
2355,17.0,2.0,26.0,18.0,204.0,3.0,3112.0
2356,24.0,2.241291147331416,9.0,0.0,71.0,92.87821782178214,1381.0
2357,42.0,2.0,11.0,2.0,94.0,2.0,2174.0
2358,63.0,4.0,34.0,10.0,100.0,2.0,2396.0
2359,96.0,7.0,36.0,10.0,122.0,5.0,3533.0
2360,95.0,5.0,28.0,3.0,109.0,19.0,3431.0
2361,48.0,2.241291147331416,22.0,8.0,58.0,10.0,280.31601801222257
2362,2.0,3.3020408163265307,6.0,0.0,8.0,362.893864013267,251.40252454417958
2363,3.0,2.241291147331416,5.0,0.0,11.0,92.87821782178214,52.0
2364,3.0,2.241291147331416,8.0,0.0,6.0,4.0,63.0
2365,4.0,2.241291147331416,7.0,0.0,6.0,92.87821782178214,12.0
2366,13.0,2.0,19.0,0.0,1.0,7114.0,9.0
2367,7.0,19.0,41.0,0.0,31.0,10846.0,289.0
2368,8.0,1.0,24.0,0.0,15.0,2.0,455.0
2369,3.0,2.241291147331416,30.0,0.0,15.0,92.87821782178214,248.0
2370,15.0,4.0,39.0,1.0,141.0,3.0,1188.0
2371,18.0,11.0,27.0,1.0,147.0,4.0,198.0
2372,21.0,6.0,16.0,0.0,79.0,3.0,71.0
2373,30.0,2.0,18.0,0.0,114.0,3.0,2707.0
2374,34.0,9.0,31.0,1.0,572.0,1.0,290.0
2375,55.0,6.0,23.0,1.0,575.0,49.0,148.0
2376,1.0,2.0,10.0,0.0,50.0,92.87821782178214,797.0
2377,18.0,1.0,28.0,1.0,122.0,1.0,1604.0
2378,24.0,3.0,8.0,1.0,157.0,5.0,478.0
2379,22.0,3.0,12.0,0.0,91.0,1.0,328.0
2380,22.0,3.0,10.0,0.0,135.0,10.0,255.0
2381,12.0,2.241291147331416,14.0,2.0,79.0,92.87821782178214,762.0
2382,35.0,3.0,28.0,7.0,82.0,39.0,676.0
2383,23.0,2.241291147331416,8.0,2.0,58.0,92.87821782178214,280.31601801222257
2384,8.0,2.241291147331416,40.0,0.0,71.0,92.87821782178214,322.0
2385,11.0,2.241291147331416,37.0,0.0,50.0,92.87821782178214,84.0
2386,4.0,2.241291147331416,17.0,0.0,19.0,92.87821782178214,2.0
2387,3.0,1.4,6.0,0.0,4.0,12.0,127.0
2388,2.0,1.6666666666666667,23.0,0.0,66.0,5.0,301.0
2389,4.0,1.6666666666666667,13.0,0.0,54.0,37.07777777777777,937.0
2390,6.0,1.0,27.0,0.0,125.0,1.0,73.0
2391,21.0,3.0,52.0,0.0,170.0,2.0,62.0
2392,1.0,1.4,0.0,0.0,0.0,12.0,46.66666666666666
2393,3.0,1.4,0.0,0.0,17.0,12.0,46.66666666666666
2394,3.0,1.4,0.0,0.0,20.0,12.0,46.66666666666666
2395,2.0,1.4,0.0,0.0,0.0,12.0,46.66666666666666
2396,5.0,2.241291147331416,2.0,0.0,3.0,92.87821782178214,28.0
2397,3.0,2.241291147331416,1.0,0.0,5.0,92.87821782178214,8.0
2398,3.0,2.241291147331416,1.0,0.0,30.0,92.87821782178214,280.31601801222257
2399,9.0,2.241291147331416,3.0,0.0,32.0,92.87821782178214,24.0
2400,21.0,2.241291147331416,4.0,0.0,36.0,92.87821782178214,27.0
2401,3.0,2.241291147331416,9.0,0.0,19.0,92.87821782178214,16.0
2402,3.0,2.241291147331416,10.0,0.0,8.0,92.87821782178214,280.31601801222257
2403,3.0,2.241291147331416,6.0,0.0,6.0,92.87821782178214,46.0
2404,7.0,1.0,14.0,0.0,4.0,1.0,20.0
2405,16.0,2.241291147331416,2.0,0.0,180.0,92.87821782178214,1986.0
2406,17.0,4.0,12.0,1.0,246.0,2.0,469.0
2407,12.0,6.0,19.0,0.0,77.0,2.0,367.0
2408,10.0,4.0,25.0,0.0,66.0,5.0,1195.0
2409,35.0,6.0,33.0,12.0,66.0,6.0,2254.0
2410,41.0,10.0,38.0,14.0,82.0,17.0,813.0
2411,32.0,2.0,22.0,11.0,56.0,3.0,4376.0
2412,60.0,6.0,39.0,9.0,78.0,15.0,938.0
2413,36.0,5.0,32.0,6.0,92.0,5.0,1605.0
2414,58.0,4.0,38.0,12.0,111.0,10.0,4992.0
2415,50.0,3.0,40.0,21.0,138.0,2.0,17.0
2416,37.0,2.241291147331416,50.0,31.0,103.0,92.87821782178214,2677.0
2417,67.0,2.0,72.0,52.0,173.0,92.87821782178214,3051.0
2418,60.0,2.0,76.0,54.0,127.0,10.0,6.0
2419,13.0,2.241291147331416,14.0,6.0,58.0,92.87821782178214,821.0
2420,7.0,2.241291147331416,22.0,6.0,44.0,92.87821782178214,434.0
2421,10.0,2.241291147331416,9.0,0.0,64.0,1.0,21.0
2422,13.0,1.0,18.0,0.0,24.0,92.87821782178214,8.0
2423,15.0,1.0,14.0,1.0,21.0,1.0,280.31601801222257
2424,8.0,1.0,32.0,0.0,5.0,362.893864013267,201.0
2425,5.0,3.3020408163265307,24.0,0.0,7.0,362.893864013267,54.0
2426,21.0,2.0,9.0,0.0,155.0,92.87821782178214,57.0
2427,16.0,2.0,15.0,0.0,74.0,795.0,262.0
2428,30.0,3.0,24.0,0.0,75.0,2.0,2.0
2429,20.0,2.241291147331416,15.0,0.0,66.0,92.87821782178214,166.0
2430,4.0,2.241291147331416,32.0,0.0,34.0,4.0,115.0
2431,3.0,2.241291147331416,20.0,0.0,17.0,92.87821782178214,6.0
2432,10.0,2.241291147331416,28.0,0.0,22.0,92.87821782178214,3.0
2433,3.0,1.4,0.0,0.0,0.0,12.0,46.66666666666666
2434,3.0,1.4,0.0,0.0,0.0,12.0,46.66666666666666
2435,3.0,1.4,0.0,0.0,0.0,12.0,46.66666666666666
2436,34.0,1.0,6.0,1.0,23.0,5.0,2.0
2437,40.0,3.0,16.0,5.0,149.0,37.0,3032.0
2438,0.0,1.0,10.0,1.0,44.0,1.0,106.0
2439,5.0,2.241291147331416,17.0,0.0,39.0,92.87821782178214,68.0
2440,4.0,2.241291147331416,24.0,10.0,20.0,92.87821782178214,134.0
2441,5.0,2.0,9.0,1.0,25.0,2.0,63.0
2442,2.0,2.241291147331416,5.0,0.0,7.0,92.87821782178214,524.0
2443,2.0,2.241291147331416,3.0,0.0,12.0,92.87821782178214,4.0
2444,8.0,2.241291147331416,1.0,0.0,14.0,92.87821782178214,4.0
2445,8.0,2.241291147331416,2.0,2.0,13.0,92.87821782178214,280.31601801222257
2446,2.0,2.241291147331416,2.0,2.0,10.0,92.87821782178214,280.31601801222257
2447,3.0,1.6666666666666667,0.0,0.0,8.0,37.07777777777777,130.35414012738855
2448,0.0,1.6666666666666667,3.0,0.0,6.0,37.07777777777777,130.35414012738855
2449,2.0,1.6666666666666667,4.0,0.0,3.0,37.07777777777777,130.35414012738855
2450,4.0,2.8656716417910446,4.0,0.0,15.0,107.65974025974026,240.0
2451,4.0,2.8656716417910446,8.0,0.0,11.0,107.65974025974026,2.0
2452,8.0,2.8656716417910446,8.0,0.0,8.0,107.65974025974026,12.0
2453,14.0,2.8656716417910446,10.0,0.0,5.0,107.65974025974026,2.0
2454,3.0,2.241291147331416,9.0,0.0,8.0,92.87821782178214,280.31601801222257
2455,3.0,2.241291147331416,10.0,0.0,8.0,92.87821782178214,280.31601801222257
2456,22.0,2.241291147331416,10.0,0.0,82.0,2.0,1798.0
2457,28.0,1.0,15.0,2.0,97.0,2.0,216.0
2458,7.0,1.0,20.0,0.0,3.0,107.65974025974026,24.0
2459,8.0,2.8656716417910446,4.0,0.0,3.0,107.65974025974026,2.0
