index_seg,poi_total,crash_total,311_total,311_total_not_parking_meter,v0_total,crime_total,moving_total,parking_total,poi_total_neighbor,311_total_neighbor,311_total_not_parking_meter_neighbor,crime_total_neighbor
36,6.0,4.0,25.0,0.0,1.0,144.0,4.0,1029.0,9.272727272727273,36.36363636363637,0.09090909090909093,196.3636363636364
37,3.0,2.0,22.0,0.0,0.0,176.0,160.36049058256683,435.0,9.0,39.46153846153846,0.07692307692307693,198.4615384615384
38,6.0,16.0,48.0,0.0,0.0,184.0,2.0,62.0,9.545454545454543,34.54545454545455,0.7272727272727273,183.72727272727272
39,4.0,11.0,27.0,2.0,2.0,149.0,16.0,794.0,7.923076923076922,30.30769230769231,0.5384615384615384,158.23076923076925
40,1.0,1.0,18.0,2.0,4.0,126.0,160.36049058256683,17.0,7.125,28.875,0.4375,155.5
41,1.0,2.0,14.0,0.0,3.0,124.0,160.36049058256683,11.0,6.285714285714287,21.785714285714285,0.5714285714285714,141.5
42,2.0,2.0,31.0,0.0,1.0,147.0,160.36049058256683,460.0,5.875,20.1875,0.375,143.5
43,4.0,3.0,17.0,0.0,0.0,138.0,1.0,59.0,5.2,23.4,0.3,152.1
44,5.0,1.0,9.0,0.0,1.0,143.0,3.0,668.0,4.090909090909091,25.0,0.4545454545454545,165.54545454545453
45,3.0,6.0,24.0,1.0,1.0,133.0,3.0,54.0,4.6,28.2,0.6,174.1
46,1.0,4.0,30.0,1.0,0.0,161.0,2.0,438.0,4.111111111111111,25.66666666666667,0.6666666666666666,166.88888888888889
47,3.0,1.0,22.0,1.0,0.0,145.0,2.0,75.0,3.111111111111111,22.777777777777786,1.4444444444444444,151.33333333333334
48,2.0,1.0,14.0,0.0,0.0,112.0,160.36049058256683,7.0,3.4285714285714284,23.285714285714285,1.7142857142857142,151.42857142857142
49,2.0,1.0,10.0,0.0,0.0,83.0,20.0,8.0,5.833333333333332,25.16666666666667,1.3333333333333333,132.83333333333334
50,6.0,1.0,51.0,1.0,0.0,62.0,2.0,290.0,5.111111111111111,43.111111111111114,0.7777777777777778,64.22222222222223
51,0.0,1.0,42.0,0.0,0.0,94.0,1.0,7.0,3.0,64.0,0.16666666666666666,73.0
52,19.0,3.0,0.0,0.0,0.0,1.0,3.0,287.0,21.571428571428577,0.5714285714285714,0.0,1.5714285714285714
53,36.0,3.0,37.0,33.0,0.0,11.0,15.0,552.0,26.125,29.125,17.0,8.125
54,31.0,2.0,36.0,33.0,0.0,13.0,22.0,603.3206537460227,23.142857142857146,115.42857142857143,103.78571428571428,12.5
55,29.0,1.0,199.0,195.0,0.0,15.0,160.36049058256683,2558.0,20.928571428571427,102.57142857142857,91.07142857142857,15.214285714285715
56,15.0,1.0,230.0,221.0,0.0,10.0,160.36049058256683,603.3206537460227,20.0625,103.0,91.375,24.875
57,18.0,6.0,65.0,46.0,0.0,61.0,160.36049058256683,3476.0,18.0,135.66666666666666,122.33333333333331,28.466666666666665
58,17.0,23.0,299.0,241.0,0.0,108.0,7.0,4547.0,18.88888888888889,229.66666666666663,187.11111111111111,102.44444444444444
59,30.0,16.0,757.0,711.0,1.0,165.0,14.0,1756.0,19.11111111111111,247.11111111111111,213.66666666666663,114.44444444444444
60,23.0,1.0,421.0,397.0,1.0,110.0,1.0,54.0,25.25,197.8333333333333,170.33333333333334,123.16666666666669
61,17.0,17.0,187.0,157.0,2.0,416.0,30.0,230.0,28.6,44.4,24.5,94.5
62,11.0,19.0,94.0,60.0,3.0,110.0,6.0,698.0,7.5,51.25,25.375,178.75
63,9.0,8.0,42.0,10.0,1.0,132.0,8.0,62.0,9.6,39.7,7.6,153.1
64,14.0,48.0,98.0,7.0,1.0,186.0,8.0,603.3206537460227,11.181818181818182,48.45454545454545,6.7272727272727275,174.27272727272728
65,18.0,39.0,87.0,0.0,4.0,209.0,1.0,130.0,13.8,57.5,5.0,214.9
66,19.0,8.0,31.0,0.0,1.0,231.0,7.0,124.0,17.0,53.4,4.6,240.6
67,11.0,14.0,32.0,0.0,2.0,171.0,6.0,241.0,14.8,57.6,4.2,232.0
68,3.0,6.0,32.0,0.0,2.0,181.0,2.0,11.0,10.166666666666666,67.66666666666667,2.833333333333333,225.16666666666663
69,4.0,5.0,40.0,0.0,1.0,179.0,2.0,423.0,9.857142857142858,48.85714285714285,1.8571428571428568,220.28571428571428
70,12.0,20.0,30.0,0.0,1.0,183.0,7.0,4.0,11.375,35.625,2.125,193.25
71,11.0,17.0,14.0,0.0,4.0,134.0,160.36049058256683,595.0,11.125,40.625,0.375,193.125
72,7.0,3.0,21.0,0.0,3.0,175.0,17.0,41.0,10.444444444444443,44.88888888888889,0.3333333333333333,191.66666666666663
73,3.0,7.719370860927152,25.0,0.0,0.0,160.0,20.0,973.0,7.142857142857142,44.42857142857143,0.5714285714285714,203.57142857142856
74,6.0,1.0,35.0,0.0,0.0,187.0,44.0,21.0,17.272727272727273,43.81818181818182,0.3636363636363637,191.0
75,30.0,3.0,42.0,0.0,2.0,181.0,1.0,236.0,21.272727272727273,40.36363636363637,1.0909090909090908,196.72727272727272
76,27.0,14.0,37.0,0.0,3.0,170.0,6.0,603.3206537460227,21.818181818181817,39.45454545454545,1.0909090909090908,192.27272727272728
77,22.0,19.0,19.0,0.0,1.0,196.0,160.36049058256683,603.3206537460227,25.09090909090909,45.90909090909091,1.8181818181818181,197.63636363636363
78,9.0,7.719370860927152,26.0,0.0,0.0,188.0,160.36049058256683,169.0,21.88888888888889,52.111111111111114,1.3333333333333333,199.22222222222226
79,10.0,2.0,86.0,0.0,0.0,165.0,160.36049058256683,213.0,8.428571428571429,47.57142857142857,1.5714285714285714,187.0
80,13.0,1.0,47.0,1.0,0.0,181.0,7.0,208.0,8.285714285714286,52.14285714285714,1.8571428571428568,170.28571428571428
81,13.0,1.0,32.0,1.0,0.0,155.0,6.0,164.0,9.571428571428571,44.714285714285715,1.1428571428571428,158.0
82,14.0,1.0,33.0,0.0,0.0,130.0,8.0,267.0,11.0,44.83333333333334,0.16666666666666666,129.66666666666666
83,10.0,3.0,31.0,0.0,0.0,83.0,4.0,15.0,12.333333333333336,56.66666666666666,0.0,111.66666666666669
84,13.0,11.0,114.0,79.0,0.0,31.0,1.0,9.0,0.0,0.0,0.0,0.0
85,16.0,16.0,19.0,1.0,1.0,2.0,31.0,603.3206537460227,0.0,0.0,0.0,0.0
86,1.0,2.0,60.0,0.0,0.0,88.0,1.0,385.0,3.0,29.33333333333333,0.6666666666666666,86.0
87,9.0,1.0,31.0,0.0,2.0,44.0,1.0,37.0,7.363636363636362,33.09090909090909,14.545454545454545,48.36363636363637
88,7.0,2.0,29.0,0.0,3.0,28.0,5.0,603.3206537460227,7.352941176470589,29.294117647058826,10.0,43.88235294117647
89,0.0,5.0,13.0,0.0,0.0,64.0,33.670360110803315,128.0,3.3571428571428568,15.0,0.0,63.5
90,1.0,3.9464831804281344,5.0,0.0,0.0,62.0,33.670360110803315,12.0,5.05,20.85,6.4,60.95
91,3.0,1.0,13.0,5.0,0.0,53.0,33.670360110803315,255.05136612021855,3.8,19.15,6.65,56.5
92,2.0,3.9464831804281344,6.0,6.0,0.0,30.0,33.670360110803315,41.0,3.5,19.83333333333333,8.0,50.27777777777778
93,2.0,1.0,38.0,1.0,0.0,49.0,1.0,23.0,2.7142857142857144,15.285714285714285,8.142857142857142,38.642857142857146
94,0.0,1.0,16.0,0.0,0.0,48.0,33.670360110803315,6.0,1.6666666666666667,16.88888888888889,0.1111111111111111,41.77777777777778
95,25.0,3.0,12.0,7.0,2.0,6.0,160.36049058256683,3499.0,38.66666666666666,171.0,164.66666666666666,7.666666666666668
96,54.0,9.0,33.0,19.0,5.0,8.0,4.0,204.0,38.0,142.0,123.25,7.5
97,50.0,15.0,254.0,223.0,1.0,77.0,10.0,2062.0,36.833333333333336,503.5,471.16666666666674,82.83333333333333
98,24.0,8.0,424.0,404.0,1.0,72.0,14.0,158.0,32.125,417.875,390.625,93.125
99,15.0,4.0,169.0,150.0,0.0,69.0,11.0,4700.0,22.25,433.5,407.375,122.0
100,25.0,18.0,356.0,315.0,1.0,373.0,7.0,1556.0,22.181818181818183,194.0,148.36363636363637,267.54545454545456
101,20.0,32.0,72.0,39.0,1.0,396.0,7.0,603.3206537460227,27.0,145.2,94.9,383.7
102,30.0,24.0,31.0,7.0,2.0,534.0,160.36049058256683,2851.0,25.7,94.5,53.4,448.5
103,20.0,8.0,58.0,36.0,0.0,649.0,5.0,4640.0,27.0,101.85714285714286,73.14285714285714,493.4285714285714
