index_seg,poi_total,crash_total,311_total,311_total_not_parking_meter,v0_total,crime_total,moving_total,parking_total,poi_total_neighbor,311_total_neighbor,311_total_not_parking_meter_neighbor,crime_total_neighbor
1908,1.0,7.719370860927152,8.0,0.0,0.0,5.0,160.36049058256683,1.0,4.5,15.625,0.375,7.0
1909,12.0,4.0,32.0,16.0,0.0,18.0,1.0,597.0,8.333333333333334,34.111111111111114,19.0,22.555555555555557
1910,10.0,7.719370860927152,23.0,15.0,0.0,22.0,160.36049058256683,9.0,8.625,38.375,21.25,23.375
1911,2.0,7.719370860927152,10.0,2.0,0.0,24.0,160.36049058256683,31.0,6.75,27.375,10.25,22.875
1912,2.0,7.719370860927152,16.0,1.0,0.0,12.0,1.0,603.3206537460227,3.625,20.125,5.0,21.375
1913,3.0,7.719370860927152,13.0,0.0,0.0,16.0,160.36049058256683,39.0,3.1428571428571432,17.428571428571427,0.2857142857142857,17.428571428571427
1914,5.0,7.719370860927152,25.0,1.0,0.0,17.0,160.36049058256683,1.0,4.0,21.714285714285715,0.0,20.142857142857142
1915,5.0,7.719370860927152,21.0,0.0,0.0,18.0,160.36049058256683,15.0,3.7142857142857135,27.714285714285715,0.14285714285714285,21.285714285714285
1916,4.0,7.719370860927152,29.0,0.0,0.0,23.0,160.36049058256683,5.0,2.75,23.375,0.0,18.25
1917,3.0,7.719370860927152,17.0,0.0,0.0,13.0,160.36049058256683,17.0,2.375,20.125,0.25,13.75
1918,3.0,7.719370860927152,20.0,1.0,0.0,13.0,160.36049058256683,5.0,2.272727272727273,12.727272727272727,0.09090909090909093,9.363636363636363
1919,3.0,7.719370860927152,6.0,0.0,0.0,7.0,160.36049058256683,603.3206537460227,2.2222222222222223,7.555555555555554,0.1111111111111111,7.333333333333332
1920,5.0,1.0,15.0,5.0,0.0,18.0,33.670360110803315,1915.0,7.7142857142857135,17.285714285714285,3.7142857142857135,18.0
1921,3.0,3.9464831804281344,10.0,0.0,0.0,19.0,33.670360110803315,82.0,4.125,17.75,4.25,14.0
1922,3.0,7.719370860927152,8.0,0.0,0.0,18.0,160.36049058256683,339.0,3.375,13.5,2.125,15.25
1923,0.0,1.0,15.0,0.0,0.0,8.0,160.36049058256683,13.0,1.5,10.75,0.0,10.25
1924,3.0,1.0,15.0,0.0,2.0,9.0,1.0,20.0,0.0,39.0,0.0,12.0
1925,2.0,6.0,39.0,0.0,3.0,24.0,5.0,194.0,3.0,19.0,0.0,22.33333333333333
1926,1.0,8.0,31.0,0.0,5.0,39.0,4.0,775.0,1.9090909090909087,17.727272727272727,0.0,59.27272727272727
1927,2.0,8.0,17.0,0.0,3.0,80.0,4.0,603.3206537460227,4.294117647058823,25.411764705882355,10.588235294117649,108.29411764705885
1928,5.0,4.0,10.0,1.0,6.0,235.0,160.36049058256683,1143.0,8.157894736842103,70.3157894736842,53.05263157894736,131.10526315789474
1929,4.0,4.0,84.0,64.0,3.0,230.0,52.0,603.3206537460227,9.5,73.4090909090909,54.22727272727273,135.54545454545453
1930,23.0,23.0,145.0,88.0,3.0,247.0,11.0,1854.0,12.2,113.4,88.0,188.86666666666667
1931,17.0,17.0,239.0,151.0,4.0,364.0,4.0,120.0,16.428571428571427,166.85714285714286,118.14285714285714,196.7142857142857
1932,2.0,7.719370860927152,51.0,24.0,1.0,45.0,160.36049058256683,603.3206537460227,3.4444444444444446,54.77777777777778,22.44444444444445,71.22222222222223
1933,0.0,1.0,18.0,0.0,1.0,24.0,160.36049058256683,78.0,1.4545454545454546,31.90909090909091,6.909090909090909,33.18181818181818
1934,0.0,1.0,26.0,1.0,1.0,22.0,2.0,18.0,0.16666666666666666,22.91666666666667,0.08333333333333333,20.916666666666668
1935,0.0,7.719370860927152,16.0,0.0,1.0,16.0,160.36049058256683,42.0,0.5,29.9,0.5,20.3
1936,1.0,7.719370860927152,36.0,0.0,2.0,24.0,1.0,29.0,1.3333333333333333,27.16666666666667,0.3333333333333333,19.166666666666668
1937,3.0,1.0,49.0,1.0,1.0,27.0,53.0,7.0,2.833333333333333,17.0,0.0,23.5
1938,4.0,1.0,34.0,0.0,0.0,21.0,160.36049058256683,43.0,3.1666666666666665,12.5,0.0,21.5
1939,4.0,7.719370860927152,20.0,0.0,0.0,22.0,1.0,41.0,3.1666666666666665,14.666666666666664,0.16666666666666666,19.666666666666668
1940,5.0,7.719370860927152,22.0,0.0,0.0,20.0,160.36049058256683,50.0,3.5,21.5,0.16666666666666666,17.166666666666668
1941,9.0,7.719370860927152,24.0,0.0,0.0,28.0,160.36049058256683,11.0,11.333333333333336,17.166666666666668,0.3333333333333333,16.833333333333332
1942,8.0,2.0,24.0,0.0,0.0,16.0,160.36049058256683,26.0,9.75,33.25,0.0,6.625
1943,2.0,3.9464831804281344,13.0,0.0,0.0,23.0,33.670360110803315,151.0,2.6666666666666665,14.666666666666664,0.3333333333333333,18.0
1944,2.0,3.9464831804281344,20.0,0.0,0.0,10.0,33.670360110803315,4.0,4.666666666666667,29.0,12.333333333333336,16.166666666666668
1945,6.0,4.728971962616822,1.0,0.0,0.0,50.0,273.5555555555556,309.99152542372883,11.333333333333336,2.0,0.6666666666666666,56.0
1946,7.0,4.728971962616822,0.0,0.0,0.0,0.0,273.5555555555556,309.99152542372883,15.0,2.5,1.0,0.0
1947,2.0,8.654545454545454,7.0,1.0,0.0,94.0,11.051282051282053,1.0,5.6923076923076925,23.23076923076923,0.4615384615384616,143.0
1948,2.0,8.654545454545454,5.0,0.0,0.0,106.0,11.051282051282053,27.24242424242424,5.6923076923076925,21.15384615384616,0.5384615384615384,138.38461538461542
1949,4.0,1.0,6.0,0.0,0.0,106.0,11.051282051282053,27.24242424242424,5.384615384615384,23.153846153846153,0.38461538461538464,139.69230769230768
1950,3.0,8.654545454545454,8.0,1.0,0.0,126.0,11.051282051282053,27.24242424242424,5.7142857142857135,31.5,0.42857142857142855,149.92857142857142
1951,3.0,7.719370860927152,11.0,0.0,0.0,18.0,160.36049058256683,139.0,4.714285714285714,23.857142857142854,0.2857142857142857,26.42857142857143
1952,9.0,1.0,24.0,0.0,2.0,54.0,160.36049058256683,615.0,12.0,47.66666666666666,0.0,50.0
1953,6.0,7.719370860927152,18.0,0.0,2.0,20.0,160.36049058256683,118.0,3.5,27.16666666666667,0.0,19.5
1954,3.0,7.719370860927152,23.0,0.0,1.0,25.0,160.36049058256683,3.0,3.1666666666666665,23.66666666666667,0.0,22.5
1955,3.0,3.9464831804281344,38.0,0.0,0.0,32.0,33.670360110803315,1.0,4.25,15.5,0.0,18.0
1956,8.0,3.9464831804281344,12.0,0.0,1.0,201.0,1.0,660.0,20.53846153846154,58.384615384615394,20.384615384615387,251.7692307692308
1957,12.0,3.9464831804281344,29.0,0.0,2.0,217.0,40.0,255.05136612021855,18.6875,56.875,16.5625,244.875
1958,9.0,5.0,74.0,0.0,1.0,237.0,33.670360110803315,32.0,12.0,35.8,4.4,187.0
1959,0.0,3.4545454545454546,8.0,0.0,0.0,5.0,4.1951219512195115,133.65384615384616,1.25,11.75,0.0,8.25
1960,0.0,3.4545454545454546,12.0,0.0,0.0,8.0,4.1951219512195115,12.0,1.0,16.5,0.0,11.5
1961,0.0,3.4545454545454546,17.0,0.0,0.0,14.0,4.1951219512195115,3.0,0.4,18.2,0.0,18.6
1962,0.0,3.4545454545454546,5.0,0.0,0.0,17.0,2.0,2.0,0.3333333333333333,19.33333333333333,0.16666666666666666,24.16666666666667
1963,0.0,3.4545454545454546,12.0,1.0,0.0,26.0,4.1951219512195115,11.0,0.5,18.5,0.0,25.0
1964,3.0,1.0,11.0,0.0,0.0,36.0,4.1951219512195115,1.0,1.0,19.0,0.0,31.5
1965,1.0,3.4545454545454546,7.0,0.0,0.0,40.0,4.1951219512195115,14.0,1.375,20.375,0.0,35.75
1966,1.0,3.4545454545454546,37.0,0.0,0.0,42.0,2.0,10.0,0.5,17.25,0.0,33.0
1967,17.0,21.0,85.0,0.0,1.0,0.0,548.8022121014964,500.7763157894737,7.0,71.0,0.0,3.6666666666666665
1968,10.0,1.0,107.0,0.0,0.0,0.0,4.0,500.7763157894737,7.833333333333332,47.83333333333334,0.0,5.833333333333332
1969,6.0,1.0,42.0,0.0,0.0,4.0,548.8022121014964,500.7763157894737,7.571428571428571,55.28571428571429,0.0,6.285714285714287
1970,9.0,2.0,33.0,0.0,1.0,7.0,548.8022121014964,500.7763157894737,6.428571428571429,53.42857142857143,0.14285714285714285,9.142857142857142
1971,32.0,6.0,12.0,1.0,1.0,74.0,3.0,255.05136612021855,39.0,23.16666666666667,2.5,67.5
1972,2.0,10.763688760806916,5.0,0.0,1.0,8.0,188.3599257884972,255.63957055214726,2.625,12.25,0.0,9.0
1973,6.0,2.0,24.0,0.0,0.0,91.0,33.670360110803315,1053.0,8.4,27.2,0.0,111.7
1974,5.0,3.9464831804281344,3.0,0.0,0.0,40.0,33.670360110803315,1.0,8.75,29.125,0.0,107.25
1975,3.0,3.9464831804281344,12.0,0.0,0.0,7.0,33.670360110803315,1.0,6.5,15.833333333333336,0.16666666666666666,5.833333333333332
1976,8.0,9.0,22.0,1.0,1.0,26.0,16.0,12.0,6.0,48.0,0.5,25.5
1977,2.0,3.0,26.0,0.0,0.0,39.0,160.36049058256683,177.0,0.6666666666666666,45.0,0.0,62.0
1978,2.0,2.0,42.0,0.0,0.0,53.0,1.0,74.0,4.363636363636363,32.18181818181818,0.0,42.0
1979,6.0,2.0,27.0,0.0,0.0,28.0,2.0,603.3206537460227,4.833333333333333,37.16666666666666,0.0,44.75
1980,10.0,2.0,54.0,0.0,1.0,52.0,1.0,68.0,4.75,41.0,0.0,44.91666666666666
1981,2.0,1.0,44.0,0.0,1.0,65.0,2.0,53.0,4.2,40.7,0.0,54.9
1982,4.0,7.719370860927152,18.0,0.0,0.0,60.0,2.0,15.0,3.7777777777777777,31.44444444444445,4.888888888888889,55.111111111111114
1983,5.0,5.0,54.0,0.0,1.0,116.0,160.36049058256683,417.0,3.6,34.1,0.0,93.6
1984,4.0,3.0,43.0,0.0,1.0,125.0,5.0,484.0,9.5,41.3,0.7,131.8
1985,10.0,4.0,63.0,0.0,0.0,137.0,2.0,244.0,13.0,44.14285714285715,1.0,128.71428571428572
1986,6.0,7.0,29.0,0.0,1.0,69.0,2.0,236.0,8.166666666666666,43.83333333333334,0.5,110.0
1987,5.0,13.0,34.0,0.0,0.0,92.0,2.0,71.0,6.166666666666668,32.166666666666664,0.3333333333333333,82.66666666666667
1988,11.0,4.0,17.0,0.0,0.0,81.0,12.0,423.0,9.125,27.75,1.0,84.0
1989,9.0,7.0,30.0,0.0,0.0,91.0,160.36049058256683,204.0,9.714285714285714,37.42857142857143,1.1428571428571428,72.85714285714286
1990,6.0,4.0,38.0,0.0,0.0,57.0,160.36049058256683,195.0,5.428571428571429,36.285714285714285,0.0,48.42857142857143
1991,5.0,4.0,41.0,0.0,0.0,51.0,4.0,24.0,4.333333333333333,35.666666666666664,0.0,45.16666666666666
1992,1.0,7.719370860927152,21.0,0.0,0.0,48.0,160.36049058256683,2.0,0.75,20.875,0.0,36.25
1993,1.0,7.719370860927152,10.0,0.0,0.0,32.0,160.36049058256683,603.3206537460227,1.2857142857142858,21.285714285714285,0.0,36.714285714285715
1994,2.0,1.0,23.0,0.0,0.0,27.0,160.36049058256683,603.3206537460227,1.5,14.833333333333336,0.0,34.666666666666664
1995,6.0,3.9464831804281344,30.0,0.0,0.0,71.0,33.670360110803315,453.0,5.666666666666668,34.666666666666664,0.5,40.66666666666666
1996,10.0,1.0,29.0,0.0,1.0,30.0,33.670360110803315,85.0,6.125,24.75,0.0,17.75
1997,5.0,3.9464831804281344,26.0,0.0,1.0,28.0,1.0,299.0,4.666666666666667,23.66666666666667,0.0,23.83333333333333
1998,2.0,3.9464831804281344,25.0,0.0,0.0,46.0,33.670360110803315,44.0,3.5,22.625,0.0,40.75
1999,7.0,1.0,19.0,0.0,1.0,71.0,33.670360110803315,13.0,5.88,32.2,21.0,88.28
2000,0.0,3.9464831804281344,22.0,0.0,0.0,29.0,1.0,267.0,1.3,34.4,7.5,29.8
2001,0.0,3.9464831804281344,49.0,0.0,0.0,21.0,33.670360110803315,67.0,0.0,23.2,0.2,20.9
2002,0.0,3.9464831804281344,25.0,0.0,0.0,23.0,33.670360110803315,35.0,0.3333333333333333,31.66666666666667,0.3333333333333333,23.5
2003,1.0,3.9464831804281344,16.0,0.0,0.0,32.0,33.670360110803315,54.0,1.8333333333333333,29.83333333333333,0.16666666666666666,27.0
2004,2.0,1.0,7.0,0.0,0.0,26.0,33.670360110803315,53.0,2.833333333333333,20.0,0.0,23.33333333333333
2005,1.0,7.719370860927152,6.0,0.0,0.0,3.0,160.36049058256683,603.3206537460227,1.4285714285714286,5.571428571428571,0.0,5.285714285714286
2006,0.0,7.719370860927152,3.0,0.0,0.0,3.0,160.36049058256683,1.0,1.375,5.875,0.0,5.0
2007,0.0,7.719370860927152,5.0,0.0,0.0,3.0,160.36049058256683,603.3206537460227,0.0,1.5,0.0,2.5
2008,0.0,7.719370860927152,0.0,0.0,0.0,2.0,160.36049058256683,1.0,1.25,0.75,0.0,2.0
2009,0.0,3.4166666666666665,0.0,0.0,0.0,2.0,4.0,77.0,1.0,1.6,0.0,2.2
2010,0.0,3.4545454545454546,3.0,0.0,0.0,7.0,4.1951219512195115,133.65384615384616,1.375,6.5,0.0,4.875
2011,3.0,3.9464831804281344,5.0,0.0,0.0,11.0,33.670360110803315,255.05136612021855,4.0,13.25,0.0,11.25
2012,4.0,3.9464831804281344,6.0,0.0,0.0,15.0,33.670360110803315,13.0,2.75,9.75,0.0,13.5
2013,4.0,3.9464831804281344,4.0,0.0,0.0,7.0,33.670360110803315,255.05136612021855,3.5,11.25,0.0,14.25
2014,6.0,3.9464831804281344,9.0,0.0,0.0,6.0,33.670360110803315,255.05136612021855,5.25,11.0,0.0,13.5
2015,7.0,3.9464831804281344,25.0,0.0,0.0,21.0,6.0,9.0,4.5,14.75,0.0,17.0
2016,12.0,4.0,72.0,0.0,1.0,162.0,160.36049058256683,702.0,11.5,59.83333333333334,1.0,116.0
2017,7.0,7.719370860927152,25.0,0.0,0.0,132.0,160.36049058256683,24.0,8.166666666666666,30.33333333333333,0.5,145.83333333333334
2018,1.0,2.0,34.0,0.0,0.0,127.0,1.0,35.0,4.428571428571429,20.428571428571427,0.2857142857142857,136.85714285714286
2019,44.0,21.0,121.0,34.0,2.0,435.0,208.0,144.0,24.5,48.5,9.3,299.6
2020,14.0,2.0,61.0,0.0,1.0,225.0,2.0,580.0,16.571428571428573,54.28571428571429,5.0,223.14285714285717
2021,9.0,10.763688760806916,55.0,0.0,1.0,124.0,2.0,366.0,7.0,66.2,0.2,138.6
2022,6.0,10.763688760806916,74.0,0.0,0.0,76.0,1.0,12.0,5.571428571428571,48.714285714285715,0.2857142857142857,128.42857142857142
2023,12.0,1.0,66.0,0.0,3.0,117.0,4.0,371.0,6.25,20.375,0.125,120.75
2024,10.0,1.0,32.0,0.0,1.0,110.0,188.3599257884972,113.0,8.333333333333334,33.0,0.0,92.66666666666669
2025,4.0,3.0,64.0,0.0,0.0,76.0,2.0,148.0,4.333333333333333,34.0,0.0,64.0
2026,7.0,2.0,97.0,0.0,1.0,59.0,188.3599257884972,8.0,4.2,42.6,0.0,51.0
2027,12.0,9.0,93.0,0.0,1.0,4.0,8.0,9.0,7.0,3.5,0.0,3.0
2028,10.0,1.0,10.0,0.0,0.0,11.0,548.8022121014964,6.0,10.0,1.3333333333333333,0.0,4.666666666666667
2029,6.0,13.851239669421489,4.0,0.0,0.0,9.0,548.8022121014964,500.7763157894737,5.428571428571429,10.428571428571429,0.0,13.142857142857142
2030,4.0,1.0,12.0,0.0,0.0,13.0,399.0,23.0,4.125,12.75,0.0,16.625
2031,4.0,13.851239669421489,14.0,0.0,0.0,17.0,548.8022121014964,5.0,3.4444444444444446,18.777777777777786,0.0,21.444444444444443
2032,3.0,2.0,23.0,0.0,0.0,25.0,481.0,43.0,3.5,16.0,0.0,27.2
2033,4.0,13.851239669421489,7.0,0.0,0.0,29.0,1.0,1.0,4.909090909090909,16.818181818181817,0.0,41.72727272727273
2034,7.0,13.851239669421489,12.0,0.0,0.0,30.0,548.8022121014964,500.7763157894737,5.0,16.0,0.0,46.90909090909091
2035,7.0,1.0,31.0,0.0,3.0,91.0,3.0,55.0,5.4,19.2,0.1,59.1
2036,19.0,2.0,27.0,6.0,2.0,90.0,4.0,3.0,17.333333333333332,22.5,4.083333333333333,83.66666666666667
2037,24.0,2.0,42.0,12.0,2.0,67.0,548.8022121014964,1.0,18.6,47.4,27.6,72.6
2038,5.0,7.719370860927152,15.0,0.0,0.0,3.0,160.36049058256683,12.0,5.0,27.0,0.0,9.0
2039,11.0,7.719370860927152,9.0,0.0,0.0,3.0,160.36049058256683,43.0,5.5,11.0,0.0,6.0
2040,6.0,7.719370860927152,6.0,0.0,0.0,2.0,1.0,603.3206537460227,5.4,9.8,0.0,5.0
2041,3.0,1.0,25.0,0.0,0.0,3.0,160.36049058256683,154.0,0.0,0.0,0.0,0.0
2042,8.0,7.719370860927152,54.0,2.0,1.0,52.0,160.36049058256683,661.0,4.0,11.5,0.0,38.5
2043,22.0,9.0,32.0,0.0,3.0,55.0,160.36049058256683,29.0,21.5,61.0,10.75,72.5
2044,20.0,11.0,37.0,0.0,2.0,63.0,1.0,543.0,21.75,64.25,11.0,75.0
2045,4.0,2.0,61.0,0.0,1.0,41.0,13.0,361.0,5.2,30.0,0.2,48.8
2046,3.0,5.0,59.0,0.0,1.0,22.0,1.0,94.0,5.0,23.66666666666667,0.0,20.83333333333333
2047,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.8947368421052632,1.3157894736842106,0.0,4.0
2048,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.5,3.3571428571428568,0.0,2.5
2049,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9473684210526316,2.2105263157894743,0.0,4.1578947368421035
2050,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9473684210526316,2.2105263157894743,0.0,4.1578947368421035
2051,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0588235294117647,2.4705882352941178,0.0,4.352941176470588
2052,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.4117647058823529,0.4705882352941176,0.0,4.705882352941177
2053,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,3.5
2054,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,0.42857142857142855,0.0,4.333333333333333
2055,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.2631578947368421,0.2631578947368421,0.0,5.0
2056,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3636363636363637,0.3636363636363637,0.0,4.318181818181818
2057,13.0,32.0,28.0,0.0,0.0,3.0,18.0,1.0,11.5,19.0,0.5,9.5
2058,9.0,11.0,28.0,1.0,0.0,8.0,188.3599257884972,120.0,8.0,45.8,0.4,12.8
2059,3.0,15.0,54.0,1.0,0.0,20.0,8.0,150.0,5.428571428571429,32.142857142857146,0.2857142857142857,14.571428571428573
2060,2.0,6.0,29.0,0.0,0.0,21.0,2.0,9.0,1.6666666666666667,36.66666666666666,0.6666666666666666,15.666666666666664
2061,4.0,6.0,29.0,2.0,0.0,15.0,3.0,51.0,2.6666666666666665,22.16666666666667,4.166666666666667,14.333333333333336
2062,8.0,10.0,37.0,21.0,1.0,13.0,7.0,20.0,1.875,13.875,0.875,13.25
2063,8.0,5.0,16.0,2.0,1.0,88.0,160.36049058256683,2.0,4.076923076923077,26.84615384615385,0.38461538461538464,83.53846153846153
2064,11.0,4.0,32.0,1.0,1.0,152.0,2.0,376.0,4.2222222222222205,27.33333333333333,1.1111111111111112,115.0
2065,19.0,8.0,35.0,0.0,1.0,139.0,9.0,208.0,3.6363636363636362,39.36363636363637,0.7272727272727273,131.45454545454547
2066,7.0,8.0,27.0,0.0,4.0,121.0,9.0,10.0,6.9375,31.4375,0.3125,106.0625
2067,15.0,6.0,18.0,0.0,1.0,89.0,160.36049058256683,92.0,7.705882352941178,27.411764705882355,3.0588235294117645,84.41176470588233
2068,16.0,8.0,29.0,0.0,0.0,111.0,10.0,259.0,7.2857142857142865,28.357142857142854,4.142857142857143,79.85714285714286
2069,18.0,17.0,59.0,13.0,0.0,138.0,7.0,248.0,8.125,33.375,1.0,102.625
2070,25.0,14.0,46.0,1.0,0.0,208.0,40.0,557.0,11.0,37.16666666666666,2.333333333333333,152.16666666666666
2071,14.0,12.0,46.0,1.0,1.0,162.0,14.0,183.0,7.142857142857142,31.0,2.142857142857143,153.28571428571428
2072,11.0,12.0,30.0,0.0,1.0,183.0,19.0,155.0,8.625,36.625,1.0,173.0
