index_seg,d_auth_score_SgAsNd,d_btw_cntr_SgAsNd,d_clo_cntr_SgAsNd,d_far_cntr_SgAsNd,d_hub_score_SgAsNd,d_in_deg_SgAsNd,d_node_ecc_SgAsNd,d_out_deg_SgAsNd,d_page_rank_SgAsNd,ud_art_pt_SgAsNd,ud_auth_score_SgAsNd,ud_bridge_SgAsNd,ud_btw_cntr_SgAsNd,ud_clo_cntr_SgAsNd,ud_deg_cntr_SgAsNd,ud_eig_cntr_SgAsNd,ud_far_cntr_SgAsNd,ud_hub_score_SgAsNd,ud_node_ecc_SgAsNd,ud_page_rank_SgAsNd
5868,1.77290796503e-05,696.57157957,0.0236039010956,42.3658782483,1.42857578078e-05,0.000221942738773,72.0,0.000221942738773,5.22958436777e-05,,5.60938819777e-09,,108.135533911,0.0254502244922,0.000221942738773,1.19846164473e-11,39.2923842502,3.69391196749e-09,69.0,5.16281386642e-05
5869,8.08152009312e-05,1402461.38597,0.0239774048451,41.7059313325,6.64994541746e-05,0.000443885477547,71.0,0.000443885477547,8.34320990736e-05,,4.52226932026e-08,,1325518.46819,0.0260215680646,0.000443885477547,1.95460030706e-10,38.4296594855,3.10399017677e-08,68.0,8.21126963559e-05
5870,7.1021260489e-05,1886953.29368,0.0237379503239,42.1266363083,6.05796612203e-05,0.000443885477547,71.0,0.000443885477547,8.4186963312e-05,,5.72444359845e-08,,1831000.94738,0.0254404499869,0.000443885477547,3.23770083171e-10,39.3074808235,4.01913853473e-08,69.0,8.54752015624e-05
5871,0.000102102665733,1541630.05348,0.0233155047522,42.8899142707,8.2903067755e-05,0.000369904564622,72.0,0.000369904564622,7.30661106842e-05,,8.76597974384e-08,,1203294.70271,0.0249570602935,0.000369904564622,5.85299607297e-10,40.0688217378,6.26005976713e-08,70.0,7.65945834926e-05
5872,0.000320793757583,1532162.45553,0.0230706782372,43.3450629288,0.000324263607351,0.000369904564622,73.0,0.000443885477547,7.54812249444e-05,,2.79638313917e-07,,1190935.9535,0.0246073894933,0.000443885477547,1.95332830931e-09,40.6381993617,2.00727181756e-07,71.0,8.51818186018e-05
5873,0.000880594337858,1480261.48594,0.0230375125498,43.4074641453,0.000818097063272,0.000443885477547,74.0,0.000517866390471,8.93224367207e-05,,5.27330599092e-07,,1171288.19834,0.0245039554782,0.000517866390471,3.70697857022e-09,40.8097378764,3.78848146634e-07,71.0,9.05510735442e-05
5874,0.0014401217733,1171677.77743,0.0230299971745,43.421629296,0.00127782744359,0.000443885477547,75.0,0.000443885477547,9.27982543801e-05,,6.65872749043e-07,,973226.147748,0.0244696999749,0.000443885477547,4.68327308637e-09,40.8668680461,4.78526810617e-07,70.0,7.60125461287e-05
5875,0.001761617692,997109.658031,0.0230316975933,43.4184234987,0.00156788916627,0.000443885477547,76.0,0.000443885477547,9.02280439965e-05,,7.43583190596e-07,,872137.326201,0.024463763824,0.000443885477547,5.20487333111e-09,40.8767844227,5.34237961468e-07,69.0,7.50373573361e-05
5876,0.00192009769425,838761.135404,0.0230473294748,43.3889748959,0.00169449055632,0.000443885477547,77.0,0.000443885477547,8.16508503621e-05,,7.40158789896e-07,,732871.992209,0.0244651811505,0.000443885477547,5.14055169063e-09,40.8744163327,5.31476431674e-07,68.0,7.48282080744e-05
5877,0.00182747315209,684255.982728,0.0228684246279,43.7284166388,0.00161279331626,0.000443885477547,78.0,0.000443885477547,7.8185132608e-05,,6.62454728387e-07,,613748.039382,0.0242609770387,0.000443885477547,4.54760729697e-09,41.2184553987,4.75226448326e-07,68.0,7.52519607741e-05
5878,0.00150255041161,522082.045161,0.0225109969512,44.4227326833,0.0013235751625,0.000443885477547,79.0,0.000443885477547,7.76714464007e-05,,5.26641314123e-07,,494276.95731,0.0239014585247,0.000443885477547,3.56069112077e-09,41.8384509449,3.77309461681e-07,69.0,7.66107578565e-05
5879,0.00103380923717,527945.468419,0.0222819885284,44.8792978564,0.000906730548601,0.000443885477547,80.0,0.000443885477547,7.65267287907e-05,,3.66279569575e-07,,519378.669392,0.0236414028012,0.000443885477547,2.42238209717e-09,42.2986744234,2.61928037452e-07,69.0,7.92949462731e-05
5880,0.000542074196575,382520.940725,0.0218253413678,45.818298241,0.000472922339415,0.000369904564622,81.0,0.000369904564622,6.90047261259e-05,,2.0295488017e-07,,342221.869278,0.0231289168724,0.000369904564622,1.29258525257e-09,43.2359200182,1.4466900982e-07,70.0,6.9498999517e-05
5881,0.000235262954077,303562.614984,0.0213888428931,46.7533472941,0.00020639731865,0.000369904564622,82.0,0.000369904564622,8.32830803462e-05,,1.12196873499e-07,,269833.601133,0.0226411368922,0.000369904564622,6.44890651835e-10,44.1673933938,7.93316123065e-08,71.0,7.0899908179e-05
5882,0.000152567251996,253853.858294,0.020971789501,47.683103054,0.000132330265525,0.000443885477547,83.0,0.000443885477547,9.78593349802e-05,,1.13119710854e-07,,220461.468858,0.0221758714051,0.000443885477547,5.735402642e-10,45.0940565867,7.93065149778e-08,72.0,8.31608990121e-05
5883,0.000159610211822,201865.601441,0.0205829998962,48.5837829782,0.000134979958292,0.000443885477547,84.0,0.000443885477547,8.74352366734e-05,,1.44953716374e-07,,174297.227195,0.0217640251703,0.000443885477547,6.90447456182e-10,45.9473829944,1.01273560713e-07,73.0,8.08799598036e-05
5884,6.4699488042e-06,31433.1022207,0.0254297957085,39.3239494121,5.00686931189e-06,0.000369904564622,73.0,0.000369904564622,7.91657728893e-05,,1.10195647672e-08,,29885.6260997,0.0277299531834,0.000369904564622,3.64890254463e-11,36.0620875696,7.48583231162e-09,68.0,7.51244870906e-05
5885,2.4477569501e-05,16975.9702409,0.0245458455763,40.740091715,2.04118141862e-05,0.000369904564622,69.0,0.000369904564622,9.84915761374e-05,,2.88125600322e-08,,17628.1803322,0.0268905796328,0.000369904564622,1.07238418429e-10,37.1877443199,1.96372740941e-08,66.0,7.13967145726e-05
5886,2.60261389657e-05,6480.80729368,0.0244919722461,40.8297049315,2.13418990731e-05,0.000369904564622,70.0,0.000369904564622,8.9082045337e-05,,2.43610979459e-08,,9377.92580591,0.0269112510175,0.000369904564622,8.44433724539e-11,37.1591792351,1.65188833246e-08,66.0,7.13384085973e-05
5887,5.94789556761e-06,0.0,0.0240256356397,41.6222078365,4.8230945667e-06,0.000147961825849,70.0,0.000147961825849,4.09638111614e-05,,3.83204409306e-09,,0.0,0.0263563387372,0.000147961825849,1.26120222929e-11,37.9415369475,2.58592954749e-09,67.0,3.87471952563e-05
5888,3.91981907658e-05,3251.67153226,0.0235638030466,42.43797141,3.1597362805e-05,0.000369904564622,72.0,0.000369904564622,7.74712385321e-05,,1.24639594739e-08,,2896.75352193,0.0258364886542,0.000369904564622,2.71831373879e-11,38.7049499405,8.2154745711e-09,69.0,7.66120912609e-05
5889,5.79712194003e-05,35903.9330155,0.0238970091225,41.8462408778,4.67454565841e-05,0.000517866390471,71.0,0.000517866390471,0.000101705868418,,1.8651080257e-08,,25602.8925026,0.0262322138022,0.000517866390471,4.16330972906e-11,38.1210677658,1.2307137933e-08,68.0,0.000100637878619
5890,5.06162628948e-05,1037.30989575,0.0238932631095,41.8528015792,4.08500450275e-05,0.000443885477547,71.0,0.000443885477547,8.81283540619e-05,,1.6861637177e-08,,981.992205806,0.0262290569262,0.000443885477547,4.00357771977e-11,38.12565594,1.11596867198e-08,68.0,8.72756895288e-05
5891,3.23959749464e-05,212703.211314,0.0238989677332,41.8428114203,2.61644646128e-05,0.000295923651698,71.0,0.000295923651698,6.27461280655e-05,,1.1128869106e-08,,213974.392348,0.0262364411324,0.000295923651698,2.77589932176e-11,38.1149255325,7.38397550515e-09,68.0,6.21566920487e-05
5892,1.0007461176e-05,379532.280641,0.0225359591197,44.373527423,7.73856932026e-06,0.000369904564622,75.0,0.000369904564622,7.98649793248e-05,,4.93718410869e-09,,392911.973455,0.0242959169914,0.000369904564622,5.85600900452e-12,41.1591791475,3.14928273125e-09,72.0,7.8725810756e-05
5893,1.36366825e-05,191888.776089,0.022103937953,45.240807413,1.05413611781e-05,0.000443885477547,76.0,0.000443885477547,8.97403055395e-05,,6.41024514704e-09,,198960.237574,0.0237826636229,0.000443885477547,7.55182584201e-12,42.0474348818,4.08608780349e-09,73.0,8.8826137336e-05
5894,9.50857455048e-06,147005.794465,0.0216341238325,46.2232724442,7.34655910973e-06,0.000369904564622,77.0,0.000369904564622,7.74671254629e-05,,4.26008170987e-09,,153070.847304,0.0232882784734,0.000369904564622,4.98102643835e-12,42.9400567818,2.71331343332e-09,74.0,7.691300762e-05
5895,3.42541409154e-05,0.0,0.0151463174145,66.022649112,2.94261515042e-05,0.000147961825849,108.0,0.000147961825849,4.05650785149e-05,,9.90210745762e-09,,0.0,0.0163686207695,0.000147961825849,4.13159087554e-11,61.0925021773,6.86726945709e-09,101.0,3.93653458157e-05
5896,5.67772606151e-08,0.0,0.019933037472,50.1679687005,4.39753455952e-08,0.000147961825849,80.0,0.000147961825849,4.48833053526e-05,,2.56588718426e-11,,0.0,0.0212803824515,0.000147961825849,3.125333673e-14,46.9916366532,1.6322364555e-11,78.0,4.80732097191e-05
5897,4.69518292867e-06,651.688180471,0.0205657056975,48.624638255,3.9049218273e-06,0.000221942738773,78.0,0.000221942738773,5.85762011969e-05,,2.7855415333e-09,,863.41417169,0.0218310421417,0.000221942738773,1.3933141742e-11,45.8063336376,1.9338122471e-09,76.0,5.80785024903e-05
5898,1.12242264207e-05,28781.6499315,0.0207660070572,48.15562266,9.39508537182e-06,0.000295923651698,78.0,0.000295923651698,6.90916367979e-05,,6.12091855555e-09,,30510.3366518,0.0220292402104,0.000295923651698,3.07228736088e-11,45.394211986,4.25313881972e-09,76.0,6.92052702473e-05
5899,3.74549841432e-08,16630.7528908,0.0234074597088,42.7214235308,3.34302617032e-08,0.000221942738773,76.0,0.000221942738773,7.62595544268e-05,,1.04507884775e-09,,22596.8216863,0.0247407925474,0.000295923651698,4.1329560075e-12,40.4190770398,7.03292933425e-10,73.0,6.91198344996e-05
5900,5.46260120836e-06,0.0,0.0201436904835,49.6433362506,4.59120387231e-06,0.000221942738773,80.0,0.000221942738773,5.22398002442e-05,,2.70569192233e-09,,0.0,0.0213531177889,0.000221942738773,1.26230120555e-11,46.8315685741,1.86830573308e-09,78.0,5.43856233583e-05
5901,4.81194921891e-08,12557.5828836,0.0201002224499,49.7506931822,3.36938144739e-08,0.000221942738773,90.0,0.000221942738773,5.40971806712e-05,,6.05090180743e-11,,20006.3643736,0.0206911868315,0.000295923651698,2.9692120536e-14,48.3297554724,3.56397594074e-11,88.0,6.89622789738e-05
5902,3.21001966099e-07,30129.1516838,0.0203194590714,49.2139085241,2.36599587243e-07,0.000221942738773,87.0,0.000221942738773,6.38424631741e-05,,2.28946479134e-09,,25728.3647926,0.0213124014988,0.000221942738773,4.77219042846e-12,46.9210379719,1.51585930347e-09,82.0,5.52162002826e-05
5903,1.41496608671e-07,20325.4955889,0.0201058265172,49.7368262452,1.04225669246e-07,0.000295923651698,88.0,0.000295923651698,8.27861156149e-05,,8.71822795233e-10,,17054.8056598,0.0211823097165,0.000295923651698,1.71054695795e-12,47.209204916,5.73511978825e-10,83.0,7.19603110683e-05
5904,6.75071123703e-08,7141.43621656,0.0199819148631,50.0452537633,4.96014528382e-08,0.000221942738773,89.0,0.000221942738773,6.46938749402e-05,,3.7052914145e-10,,5031.87577641,0.0210230724768,0.000221942738773,6.62279794986e-13,47.5667864963,2.4153485265e-10,84.0,5.67091955778e-05
5905,3.20814877665e-08,12212.0930346,0.0199060587606,50.2359614238,2.42639787767e-08,0.000221942738773,91.0,0.000295923651698,5.13311025665e-05,,4.05886868243e-11,,12062.9639323,0.0205495913743,0.000295923651698,2.2505715859e-14,48.6627681196,2.40984376077e-11,89.0,7.2340021619e-05
5906,3.61881709557e-08,0.0,0.0197847356755,50.5440161748,2.95656110233e-08,0.000147961825849,81.0,0.000147961825849,4.43887470673e-05,,1.81219981826e-11,,0.0,0.0210804001983,0.000147961825849,5.54234277948e-14,47.4374295835,1.20645433631e-11,78.0,4.76473006464e-05
5907,1.57434006504e-07,32701.9077375,0.0202428258406,49.4002175325,1.18116109905e-07,0.000369904564622,88.0,0.000369904564622,0.000102928773991,,1.14769993494e-09,,35698.0683093,0.0213933464144,0.000369904564622,2.09089693635e-12,46.7435052296,7.49353777716e-10,83.0,8.19536292052e-05
5908,1.18151842364e-07,20470.79917,0.0201907807563,49.527554782,8.55422062782e-08,0.000369904564622,89.0,0.000369904564622,0.000102190025248,,7.28428813138e-10,,19141.2363781,0.0212374392108,0.000369904564622,1.18984965989e-12,47.0866562618,4.71102749237e-10,84.0,8.40330831627e-05
5909,3.64356431631e-08,62857.9468959,0.0200112191913,49.9719677468,2.62280961884e-08,0.000221942738773,91.0,0.000221942738773,5.37441203884e-05,,4.42591810369e-11,,78006.9565513,0.0207282900517,0.000221942738773,3.93511095824e-14,48.2432461869,2.73205020895e-11,88.0,5.89127151889e-05
5910,1.00153735428e-07,120592.411274,0.0204197146251,48.9722808745,7.56228443837e-08,0.000295923651698,90.0,0.000295923651698,7.03502364364e-05,,1.35776809978e-10,,119523.811099,0.0211649912225,0.000295923651698,1.42463280801e-13,47.2478343831,8.53002843556e-11,87.0,7.32996439804e-05
5911,3.03244930695e-07,131654.16196,0.0208447167821,47.973786857,2.342097051e-07,0.000295923651698,89.0,0.000295923651698,7.42924334882e-05,,4.26389136567e-10,,135809.678988,0.0216199702666,0.000295923651698,4.77965197099e-13,46.2535326214,2.69857809505e-10,86.0,7.01294858642e-05
5912,1.17933150827e-07,0.0,0.0245057541795,40.8067424767,9.36938135846e-08,0.000147961825849,71.0,0.000147961825849,4.85399476952e-05,,7.2020980978e-11,,0.0,0.026503614353,0.000147961825849,1.13765669649e-13,37.7307029405,4.56600235531e-11,68.0,4.72093072098e-05
5913,1.37250276326e-06,0.0,0.0201349213925,49.6649567438,1.14175254355e-06,0.000147961825849,79.0,0.000147961825849,4.16750417182e-05,,6.56284374311e-10,,0.0,0.0213917885421,0.000147961825849,2.93954454819e-12,46.7469093589,4.51438725061e-10,77.0,4.22245211368e-05
5914,2.72560106334e-07,0.0,0.0205298216649,48.7096291592,2.10822114114e-07,0.000147961825849,90.0,0.000147961825849,4.12561887287e-05,,5.78274719774e-10,,0.0,0.0214832389975,0.000147961825849,6.29113305208e-13,46.5479158015,3.65228063599e-10,85.0,4.004997666e-05
5915,2.18496782243e-07,3656717.57065,0.0215713583407,46.3577668224,1.60199610524e-07,0.000369904564622,86.0,0.000369904564622,8.66553009947e-05,,2.43335985257e-09,,3224818.47265,0.022684922989,0.000369904564622,5.83819923098e-12,44.0821421561,1.58737198341e-09,80.0,8.24101566028e-05
5916,2.86576708383e-07,3594931.50022,0.0212571871207,47.0429127957,2.10648305407e-07,0.000443885477547,87.0,0.000443885477547,9.13966859815e-05,,2.58748406102e-09,,3168087.54809,0.0223781486333,0.000443885477547,3.74154298903e-12,44.6864491065,1.64712110468e-09,81.0,9.36226611385e-05
5917,3.53573299302e-05,0.0,0.0151779390135,65.8850980434,2.86272947844e-05,0.000221942738773,106.0,0.000221942738773,4.84257763804e-05,,1.01907735804e-08,,0.0,0.0158942254737,0.000221942738773,1.78243329336e-11,62.9159314276,6.67443284609e-09,100.0,4.78448546901e-05
5918,7.53984477656e-05,27443.4905061,0.0152148859829,65.7251063939,6.10481701293e-05,0.000443885477547,106.0,0.000443885477547,8.59389318955e-05,,2.17459111699e-08,,27389.9974591,0.015934540555,0.000443885477547,3.80458128861e-11,62.7567513823,1.42432069545e-08,100.0,8.48961709829e-05
5919,9.0226664296e-05,46667.0916552,0.0150932101759,66.2549575835,7.3061240989e-05,0.000443885477547,107.0,0.000443885477547,8.50446082414e-05,,2.60799196634e-08,,42590.950552,0.0158121131759,0.000443885477547,4.5648061794e-11,63.2426538359,1.70832531584e-08,101.0,8.34080783209e-05
5920,8.83321874495e-05,52695.5731623,0.0150194557383,66.5803087291,7.15178520242e-05,0.000517866390471,108.0,0.000517866390471,0.000106163731615,,2.56694522346e-08,,47469.2757156,0.0157181096114,0.000517866390471,4.49528439517e-11,63.6208822003,1.68158259517e-08,102.0,0.000100033377336
5921,1.25310990508e-05,0.0,0.0146752575155,68.1419047636,1.02159731603e-05,0.000147961825849,110.0,0.000147961825849,5.30094564745e-05,,3.83561306115e-09,,0.0,0.0153293783348,0.000147961825849,6.7199428102e-12,65.2342174717,2.51284153592e-09,104.0,4.00161878832e-05
5922,4.97349871642e-05,0.0,0.0148908983413,67.1551156338,4.02647788006e-05,0.000295923651698,109.0,0.000295923651698,6.77337562038e-05,,1.45072461835e-08,,0.0,0.0155574516956,0.000295923651698,2.54141814943e-11,64.2778791518,9.5040647619e-09,103.0,6.26246896134e-05
5923,9.79292989382e-06,387094.698047,0.0158330618917,63.1589775144,7.91671387635e-06,0.000295923651698,103.0,0.000295923651698,6.8378150692e-05,,2.87772778649e-09,,393735.787473,0.0166420768739,0.000295923651698,4.98783178822e-12,60.088654053,1.88174020281e-09,97.0,6.60201002975e-05
5924,3.17079727388e-05,253127.330755,0.01559966464,64.103942173,2.56667327956e-05,0.000369904564622,104.0,0.000369904564622,7.92085872516e-05,,9.18628261278e-09,,278770.332792,0.0163852930036,0.000369904564622,1.60377347439e-11,61.0303398164,6.01450655736e-09,98.0,7.58737394654e-05
5925,5.38582523913e-05,141107.055579,0.0153761677475,65.0357108753,4.36028155313e-05,0.000443885477547,105.0,0.000443885477547,8.79634104503e-05,,1.55595708217e-08,,152041.961039,0.0161396857293,0.000443885477547,2.72041459548e-11,61.9590750881,1.01897995337e-08,99.0,8.64253224528e-05
5926,4.86220736857e-05,79475.7803287,0.0152145063037,65.7267465692,3.93685554251e-05,0.000369904564622,106.0,0.000369904564622,7.61215619461e-05,,1.40425246026e-08,,81772.7931928,0.0159341271852,0.000369904564622,2.45734905135e-11,62.7583794441,9.19771040315e-09,100.0,7.53785591456e-05
5927,2.66971478952e-05,38566.9738616,0.0150241831016,66.5593592167,2.16185626953e-05,0.000295923651698,107.0,0.000295923651698,6.92460109379e-05,,7.71999092395e-09,,41976.9074011,0.0157419685975,0.000295923651698,1.35199696286e-11,63.5244565383,5.05717039735e-09,101.0,6.84833306213e-05
5928,1.40043940227e-05,0.0,0.0147932962369,67.598186637,1.1343793824e-05,0.000147961825849,109.0,0.000147961825849,4.12774968752e-05,,4.07724041625e-09,,0.0,0.0154714366303,0.000147961825849,7.14677216746e-12,64.6352387237,2.67130148807e-09,103.0,3.99711767973e-05
5929,1.91204770469e-05,37564.993652,0.0153598805907,65.1046727932,1.5477600262e-05,0.000369904564622,105.0,0.000369904564622,8.6194771612e-05,,5.63053319514e-09,,38623.8505803,0.016121912696,0.000369904564622,9.80997021785e-12,62.0273796821,3.68517508848e-09,99.0,7.7259181603e-05
5930,2.41454417295e-05,28613.9123378,0.0151431539518,66.0364414956,1.95644724802e-05,0.000369904564622,106.0,0.000369904564622,7.85866013434e-05,,7.04884399626e-09,,30912.4906405,0.0158840805335,0.000369904564622,1.23017789338e-11,62.9561149537,4.61474385238e-09,100.0,7.73215158401e-05
5931,2.47865398376e-06,0.0,0.0146468292369,68.2741625391,2.00597459312e-06,0.000147961825849,109.0,0.000147961825849,4.45621467299e-05,,7.20158011878e-10,,0.0,0.0153247366351,0.000147961825849,1.26185119514e-12,65.2539762221,4.7177801461e-10,103.0,4.51120683623e-05
5932,6.93704561585e-06,97860.2940314,0.0173516856542,57.6312883907,6.00109338124e-06,0.000221942738773,99.0,0.000295923651698,4.86707138016e-05,,9.67628817698e-09,,95240.7714067,0.0181383041242,0.000295923651698,2.04183593374e-11,55.1319458066,6.41367748449e-09,93.0,6.53079490847e-05
5933,4.40152164852e-06,39886.7677094,0.0167854046174,59.5755671544,3.80112751319e-06,0.000221942738773,101.0,0.000221942738773,7.26587982505e-05,,1.23040451842e-08,,11976.7279156,0.0175396928132,0.000295923651698,2.65844527375e-11,57.0135412661,8.17040593308e-09,95.0,6.71484053232e-05
5934,1.30832118085e-05,110308.112257,0.0155915047669,64.1374912141,1.0580662861e-05,0.000295923651698,104.0,0.000295923651698,7.31628132433e-05,,3.85424172208e-09,,90800.6978657,0.0163763373818,0.000295923651698,6.70695637052e-12,61.063715084,2.52209067724e-09,98.0,6.47348679668e-05
5935,9.16534069703e-06,48572.7473028,0.0153518641534,65.1386691549,7.44433169315e-06,0.000369904564622,105.0,0.000369904564622,0.000113744533924,,2.88421637115e-09,,27440.2168538,0.0161131273107,0.000369904564622,5.00238200054e-12,62.0611989665,1.88631782327e-09,99.0,7.98716046773e-05
5936,4.63546810811e-06,27189.7985977,0.0151192740471,66.1407417368,3.43142999372e-06,0.000443885477547,106.0,0.000295923651698,0.000174629216318,,1.71697325214e-09,,15366.4824126,0.0158580768411,0.000443885477547,2.96276326131e-12,63.0593488744,1.12199778143e-09,100.0,9.94507997551e-05
5937,7.59096190131e-08,59664.8973722,0.0200971806897,49.7582230781,5.8071846007e-08,0.000295923651698,80.0,0.000295923651698,7.52204227826e-05,,4.17298492266e-11,,59116.419746,0.0214620840694,0.000295923651698,5.76476180442e-14,46.593797544,2.66678601058e-11,78.0,8.64045811236e-05
5938,2.14137912681e-07,64838.7854717,0.0201777505662,49.5595382012,1.65340836496e-07,0.000295923651698,80.0,0.000295923651698,8.33502355227e-05,,9.14509381575e-11,,64907.0132073,0.0215622890459,0.000295923651698,1.06492887047e-13,46.3772653205,5.8111571608e-11,77.0,8.75535900285e-05
5939,7.48405395027e-07,80575.0206208,0.0202906575485,49.2837650831,5.77259849387e-07,0.000295923651698,80.0,0.000295923651698,8.26882969482e-05,,3.19414885615e-10,,82899.1134432,0.0217069684555,0.000295923651698,3.66855597865e-13,46.0681555811,2.02979825004e-10,77.0,8.38795799069e-05
5940,2.70507318369e-06,101113.37994,0.0205678185747,48.6196431755,2.08741272485e-06,0.000369904564622,80.0,0.000369904564622,9.09764247017e-05,,1.18690295713e-09,,104248.49463,0.0220626896724,0.000369904564622,1.36981254232e-12,45.3253893722,7.54670083419e-10,77.0,9.10207658905e-05
5941,5.314933417e-07,585.952841839,0.0161980693083,61.7357526362,3.88880780092e-07,0.000295923651698,103.0,0.000295923651698,7.11932675336e-05,,2.46874255528e-10,,28.0331168831,0.0170406543065,0.000295923651698,1.20363295523e-13,58.6831926763,1.48317603602e-10,98.0,6.90982300039e-05
5942,8.43731203254e-07,11299.3390621,0.0164653488255,60.7336055009,6.17385835936e-07,0.000369904564622,102.0,0.000369904564622,8.38707112309e-05,,4.15720764955e-10,,154.772510823,0.0170421586851,0.000369904564622,2.04038174237e-13,58.6780124795,2.49802557303e-10,98.0,8.00789305405e-05
5943,7.90870747009e-07,13560.3455619,0.0164653690375,60.7335309474,5.78591301283e-07,0.000369904564622,102.0,0.000369904564622,8.61994472795e-05,,4.40969707597e-10,,70.7220779221,0.0170421801781,0.000369904564622,2.20190705053e-13,58.6779384767,2.65123224408e-10,98.0,7.94147575897e-05
5944,3.61523985801e-07,8998.78520293,0.0167409491818,59.7337695217,2.6445389529e-07,0.000221942738773,101.0,0.000221942738773,6.07286523889e-05,,3.04428824363e-10,,5212.25329948,0.0173366283523,0.000295923651698,1.58050976556e-13,57.6813426279,1.8329038272e-10,97.0,6.69900023253e-05
5945,1.35009253133e-06,1314219.26489,0.025349727748,39.4481554177,1.14435724835e-06,0.000221942738773,78.0,0.000221942738773,6.95241529174e-05,,1.35201394184e-09,,1254700.6718,0.0277691017548,0.000221942738773,9.98170395106e-12,36.0112476388,9.53365139984e-10,75.0,5.48738817368e-05
5946,6.06548852815e-05,0.0,0.0155802400531,64.1838634443,5.20502654646e-05,0.000221942738773,106.0,0.000221942738773,5.27746511045e-05,,1.72397905869e-08,,0.0,0.0168592388901,0.000221942738773,7.20032030971e-11,59.3146586581,1.19601041572e-08,99.0,5.22518759637e-05
5947,8.642659864e-07,31864.0429071,0.0205571009976,48.6449913399,6.51749351775e-07,0.000295923651698,91.0,0.000295923651698,6.87069769979e-05,,2.79283296016e-10,,33218.3395689,0.0220536879026,0.000295923651698,3.92177795192e-13,45.3438900749,1.73625178207e-10,88.0,6.82431798439e-05
5948,1.9341832787e-06,83898.5187302,0.0208008188766,48.0750304078,1.45766887502e-06,0.000369904564622,91.0,0.000369904564622,7.92937360669e-05,,6.29135079603e-10,,87678.1671123,0.0223775927585,0.000369904564622,1.16967871437e-12,44.6875591487,3.929180027e-10,88.0,7.87329149178e-05
5949,3.15231757142e-06,426912.798282,0.0211654138412,47.2468909658,2.38324681e-06,0.000443885477547,91.0,0.000443885477547,8.98141345901e-05,,1.11829178531e-09,,441953.413082,0.0228598017271,0.000443885477547,3.32592980583e-12,43.7449113487,7.11208415312e-10,87.0,8.91386754588e-05
5950,3.28053124658e-06,13394.7948157,0.0211105166111,47.3697550098,2.49201134971e-06,0.000443885477547,92.0,0.000443885477547,9.01459609227e-05,,1.29680897753e-09,,17216.198478,0.0228562058258,0.000443885477547,5.17628750711e-12,43.7517936101,8.39969074074e-10,87.0,8.94298529665e-05
5951,2.66788385102e-06,72672.8628364,0.0215137858187,46.4818237212,2.03957822951e-06,0.000369904564622,91.0,0.000369904564622,7.82614482456e-05,,1.36036887231e-09,,77762.5820847,0.0233286035569,0.000369904564622,8.59581618931e-12,42.8658319629,9.10638694265e-10,86.0,7.75879662617e-05
5952,3.53185804377e-06,102351.237444,0.0219402961387,45.5782362133,2.73070276243e-06,0.000369904564622,90.0,0.000369904564622,7.86424342614e-05,,3.0244618756e-09,,107561.47194,0.0238296781961,0.000369904564622,3.09111096031e-11,41.9644777312,2.11929212129e-09,85.0,7.77564610094e-05
5953,4.60142706924e-06,128671.521891,0.0219416958707,45.5753286298,3.56998910777e-06,0.000369904564622,90.0,0.000369904564622,7.88021568559e-05,,3.97692591997e-09,,134377.988721,0.0238349742405,0.000369904564622,3.37983856401e-11,41.9551533771,2.75351781699e-09,85.0,7.75892871077e-05
5954,3.44140195624e-06,312.286889677,0.0214908978591,46.5313271952,2.67142679815e-06,0.000295923651698,91.0,0.000295923651698,6.72142453648e-05,,2.71742376727e-09,,382.008943394,0.0233096900826,0.000295923651698,1.52315086706e-11,42.9006132839,1.83820587478e-09,86.0,6.60149334353e-05
5955,2.89458870349e-06,16321.6230131,0.0214955817877,46.5211879294,2.25429371788e-06,0.000295923651698,91.0,0.000295923651698,7.02137268629e-05,,2.6216302736e-09,,16684.5151033,0.0233403695215,0.000295923651698,1.1890425027e-11,42.8442231423,1.76270532422e-09,86.0,6.86356882874e-05
5956,2.95150618349e-07,0.0,0.0201463832192,49.6367009958,2.27787860741e-07,0.000147961825849,98.0,0.000147961825849,4.95146026717e-05,,4.13186214574e-10,,0.0,0.0211836047649,0.000147961825849,1.06403698933e-12,47.2063188064,2.73547706579e-10,93.0,5.00697731452e-05
5957,1.87892548279e-06,116684.655269,0.02080817615,48.058032227,1.39189322429e-06,0.000295923651698,97.0,0.000295923651698,6.65724964581e-05,,3.49044364202e-09,,68304.4582682,0.0218383453344,0.000295923651698,1.06306580626e-11,45.7910150558,2.33551114935e-09,92.0,7.07094155515e-05
5958,1.5427076832e-06,172637.785069,0.0208811584245,47.890063361,1.14384841587e-06,0.000295923651698,98.0,0.000295923651698,6.68792575768e-05,,6.41653770909e-09,,86095.0769406,0.0217616418193,0.000295923651698,2.50014054314e-11,45.9524151855,4.38103684406e-09,93.0,6.64569294132e-05
5959,2.20988838219e-06,214366.002988,0.0212653428189,47.024870867,1.71011021267e-06,0.000369904564622,97.0,0.000369904564622,8.94481180946e-05,,1.98086034936e-08,,125314.882369,0.0219504434531,0.000369904564622,8.86718828746e-11,45.5571661747,1.36922193922e-08,93.0,7.77623885514e-05
