index_seg,poi_total,crash_total,311_total,311_total_not_parking_meter,v0_total,crime_total,moving_total,parking_total,poi_total_neighbor,crash_total_neighbor,311_total_neighbor,311_total_not_parking_meter_neighbor,v0_total_neighbor,crime_total_neighbor,parking_total_neighbor
554,11.0,10.0,33.0,0.0,0.0,34.0,5.0,286.0,12.5,6.0,23.0,0.0,1.0,251.0,252.38815789473685
555,6.0,2.0,14.0,0.0,0.0,28.0,1.0,23.0,5.666666666666668,7.333333333333332,27.66666666666667,5.666666666666668,0.16666666666666666,123.5,181.3867756243372
556,3.0,1.0,14.0,0.0,0.0,48.0,160.36049058256683,603.3206537460227,5.428571428571429,5.7142857142857135,26.142857142857146,2.7142857142857144,0.0,85.14285714285714,74.28571428571429
557,2.0,2.0,12.0,0.0,0.0,61.0,160.36049058256683,13.0,5.142857142857143,5.428571428571429,26.142857142857146,2.7142857142857144,0.0,107.42857142857143,168.61723624943184
558,3.0,1.0,12.0,0.0,0.0,197.0,160.36049058256683,93.0,11.285714285714285,10.245624408703877,41.57142857142857,17.142857142857142,0.2857142857142857,166.0,170.14285714285714
559,3.0,2.0,16.0,0.0,0.0,126.0,160.36049058256683,21.0,7.666666666666668,10.122732862578843,34.888888888888886,16.22222222222222,0.2222222222222222,185.5555555555556,135.77777777777777
560,3.0,7.719370860927152,15.0,1.0,0.0,148.0,160.36049058256683,70.0,8.25,11.592049646934134,34.666666666666664,13.666666666666664,0.25,201.66666666666663,91.25
561,3.0,7.719370860927152,15.0,1.0,0.0,138.0,2.0,5.0,9.428571428571429,9.598944635877318,27.0,7.2857142857142865,0.8571428571428571,213.64285714285717,128.11427106073694
562,6.0,7.719370860927152,20.0,0.0,0.0,269.0,160.36049058256683,2.0,10.0,8.536561810154526,25.16666666666667,6.916666666666668,1.3333333333333333,233.75,173.72804500730362
563,6.0,3.0,41.0,0.0,0.0,98.0,160.36049058256683,328.0,10.333333333333334,6.333333333333332,27.5,0.0,0.0,79.0,209.5
564,7.0,1.0,34.0,0.0,0.0,98.0,160.36049058256683,74.0,10.0,8.073123620309051,21.83333333333333,0.0,0.0,74.66666666666667,110.33333333333331
565,4.0,7.719370860927152,18.0,0.0,0.0,77.0,160.36049058256683,104.0,7.083333333333332,7.530045255453558,18.916666666666668,0.08333333333333333,0.0,63.58333333333334,69.6366308793456
566,3.0,7.719370860927152,23.0,0.0,0.0,41.0,160.36049058256683,7.0,5.8461538461538485,6.523021906715153,14.615384615384615,0.15384615384615385,0.0,56.615384615384606,93.92001725370537
567,3.0,1.0,9.0,0.0,0.0,45.0,160.36049058256683,12.0,6.416666666666668,6.646247240618102,18.83333333333333,0.16666666666666666,0.0,54.08333333333334,79.44338781216855
568,4.0,7.719370860927152,39.0,0.0,0.0,138.0,160.36049058256683,263.0,12.666666666666664,7.786561810154525,28.16666666666667,8.833333333333334,1.1666666666666667,106.66666666666669,175.5534422910038
569,3.0,7.719370860927152,29.0,0.0,0.0,153.0,160.36049058256683,84.0,7.2727272727272725,3.4290337146297416,14.363636363636365,4.090909090909091,1.0,84.81818181818181,349.5128461356405
570,4.0,3.9464831804281344,16.0,0.0,0.0,233.0,33.670360110803315,13.0,9.714285714285714,7.857142857142858,45.28571428571429,5.0,0.42857142857142855,396.4285714285714,448.18866482086037
571,49.0,20.0,21.0,10.0,3.0,40.0,3.0,1368.0,49.0,46.0,76.0,16.0,8.0,108.0,27.0
572,64.0,12.0,62.0,20.0,2.0,342.0,41.0,485.0,61.4,20.8,108.6,53.4,3.2,309.0,5604.4
573,75.0,22.0,90.0,51.0,0.0,663.0,7.0,5044.0,68.83333333333333,19.666666666666668,164.33333333333334,119.83333333333331,1.0,626.3333333333334,3913.166666666666
574,43.0,9.0,231.0,206.0,1.0,690.0,10.0,5266.0,53.88888888888889,18.555555555555557,180.11111111111111,145.55555555555554,0.8888888888888888,729.4444444444445,4860.666666666667
575,17.0,9.0,154.0,136.0,2.0,716.0,5.0,28.0,42.444444444444436,18.222222222222214,179.66666666666663,148.55555555555554,1.1111111111111112,567.2222222222222,4323.0
576,24.0,11.0,83.0,60.0,0.0,295.0,11.0,4075.0,35.555555555555564,25.777777777777786,176.0,144.66666666666666,1.3333333333333333,432.77777777777777,2445.6666666666665
577,27.0,13.0,473.0,440.0,3.0,305.0,11.0,5941.0,25.84615384615385,14.153846153846152,193.84615384615384,170.38461538461542,1.6153846153846154,282.0,2732.3891485210434
578,20.0,22.0,698.0,667.0,2.0,405.0,25.0,603.3206537460227,28.23076923076923,21.05533622007132,154.53846153846158,118.23076923076924,3.0769230769230766,334.61538461538464,2296.5705864062697
579,28.0,15.0,61.0,30.0,2.0,325.0,160.36049058256683,3491.0,30.466666666666665,18.895916114790285,121.4,80.6,2.933333333333333,355.2,1117.7009728544679
580,41.0,8.0,81.0,16.0,1.0,447.0,4.0,3308.0,29.153846153846153,12.495287824758025,57.84615384615386,21.23076923076923,2.5384615384615383,347.53846153846155,1510.7841491593072
581,17.0,6.0,57.0,3.0,0.0,441.0,3.0,1597.0,36.6,13.8,89.2,25.6,2.0,387.8,2021.0
582,14.0,9.0,58.0,2.0,2.0,345.0,3.0,1364.0,17.166666666666668,9.0,58.66666666666666,16.666666666666668,2.1666666666666665,337.3333333333333,1036.3333333333333
583,12.0,5.0,44.0,0.0,2.0,273.0,160.36049058256683,1566.0,14.230769230769232,5.670720835455934,37.692307692307686,1.9230769230769231,1.0,294.23076923076917,571.6923076923077
584,10.0,3.0,53.0,0.0,0.0,246.0,1.0,352.0,16.09090909090909,6.363636363636362,39.63636363636363,0.8181818181818182,0.9090909090909092,211.27272727272728,529.2727272727273
585,6.0,1.0,32.0,2.0,0.0,152.0,160.36049058256683,828.0,8.333333333333334,5.333333333333333,26.222222222222214,1.5555555555555556,0.5555555555555556,193.88888888888889,538.0
586,8.0,4.0,42.0,3.0,1.0,195.0,160.36049058256683,569.0,8.0,5.226614238410597,29.25,3.583333333333333,0.5,229.5,938.8333333333336
587,6.0,7.719370860927152,32.0,2.0,0.0,217.0,3.0,69.0,7.25,6.083333333333332,46.58333333333334,14.083333333333336,0.75,318.6666666666667,1282.1666666666667
588,3.0,1.0,20.0,1.0,0.0,278.0,160.36049058256683,328.0,9.090909090909092,8.519942805538832,58.63636363636363,17.09090909090909,1.181818181818182,394.8181818181818,1182.5454545454545
589,24.0,11.0,32.0,2.0,0.0,621.0,1.0,2580.0,23.41666666666667,21.5,40.833333333333336,6.583333333333332,0.75,552.8333333333334,1570.666666666667
590,13.0,1.0,30.0,0.0,0.0,421.0,3.0,1642.0,14.230769230769232,6.0,30.76923076923077,0.9230769230769232,1.1538461538461535,421.0,964.2307692307692
591,9.0,3.0,17.0,2.0,1.0,335.0,34.0,111.0,13.444444444444445,8.888888888888891,25.222222222222214,3.5555555555555562,1.7777777777777777,271.3333333333333,706.0
592,6.0,3.0,74.0,0.0,0.0,364.0,5.0,1417.0,12.6,8.670247933884298,38.7,9.9,0.5,291.8,305.1
593,4.0,2.0,64.0,0.0,0.0,212.0,160.36049058256683,196.0,4.714285714285714,5.9599101229895926,33.42857142857143,0.0,0.2857142857142857,256.14285714285717,240.0
594,8.0,2.0,14.0,0.0,0.0,174.0,9.0,278.0,4.2,3.8,39.0,0.0,0.4,166.6,305.0641307492045
595,6.0,5.0,23.0,0.0,0.0,115.0,2.0,603.3206537460227,6.0,3.84949759720402,37.42857142857143,0.14285714285714285,1.4285714285714286,235.0,392.0
596,6.0,4.0,57.0,0.0,1.0,173.0,160.36049058256683,55.0,6.5555555555555545,5.7718314644920135,45.111111111111114,3.888888888888889,3.4444444444444446,240.77777777777771,521.1467393051137
597,68.0,23.0,194.0,135.0,5.0,374.0,10.0,17310.0,58.0,20.571428571428573,109.57142857142857,66.0,2.5714285714285716,276.57142857142856,3086.4285714285716
598,64.0,22.0,177.0,136.0,1.0,506.0,29.0,1456.0,60.375,20.125,139.5,95.375,1.375,604.375,7637.5
599,45.0,19.0,113.0,86.0,1.0,544.0,9.0,5864.0,49.88888888888889,18.11111111111111,217.44444444444446,184.0,1.1111111111111112,722.4444444444445,4393.777777777777
600,58.0,44.0,187.0,139.0,3.0,626.0,36.0,5846.0,43.55555555555557,23.44444444444445,277.8888888888889,246.3333333333333,0.7777777777777778,511.22222222222223,3376.4444444444453
601,32.0,10.0,47.0,24.0,0.0,220.0,13.0,603.3206537460227,28.4,14.0,165.26666666666668,145.93333333333334,1.3333333333333333,254.13333333333333,2364.8492184685024
602,44.0,15.0,292.0,251.0,2.0,225.0,14.0,1540.0,29.86666666666667,13.8,132.2,107.6,1.4666666666666666,249.6,2424.203928718237
603,45.0,19.0,166.0,89.0,3.0,241.0,14.0,2343.0,30.117647058823533,16.319925983638488,144.58823529411762,112.47058823529413,2.411764705882353,317.29411764705884,1418.284426268414
604,24.0,12.0,103.0,55.0,3.0,309.0,160.36049058256683,4016.0,31.5,14.589921357615893,119.8125,82.9375,2.5,336.375,1007.11470291019
605,24.0,12.0,28.0,9.0,4.0,270.0,160.36049058256683,603.3206537460227,32.411764705882355,14.73169068952084,122.0,81.58823529411767,2.5294117647058822,337.8235294117647,1266.2655642833538
606,55.0,8.0,72.0,9.0,3.0,366.0,2.0,296.0,32.53333333333333,11.162582781456956,70.0,30.93333333333333,2.4,330.3333333333333,1418.5676395211347
607,61.0,18.0,97.0,2.0,3.0,371.0,18.0,1678.0,37.833333333333336,7.833333333333332,50.83333333333334,6.0,0.8333333333333334,323.5,1510.5
608,29.0,10.0,40.0,2.0,2.0,315.0,5.0,951.0,24.57142857142857,6.571428571428571,41.42857142857143,1.4285714285714286,1.7142857142857142,274.7142857142857,995.2857142857144
609,22.0,4.0,45.0,0.0,1.0,277.0,5.0,598.0,17.307692307692307,6.230769230769233,39.07692307692308,0.6153846153846154,1.2307692307692308,249.15384615384616,614.8461538461537
610,25.0,15.0,48.0,1.0,1.0,239.0,10.0,87.0,18.058823529411768,5.764705882352941,40.1764705882353,0.29411764705882354,0.7647058823529411,203.7647058823529,746.4705882352941
611,23.0,10.0,47.0,1.0,1.0,157.0,16.0,2275.0,17.75,6.5625,38.625,0.5,0.625,198.375,260.0
