index_seg,poi_total,crash_total,311_total,311_total_not_parking_meter,v0_total,crime_total,moving_total,parking_total,poi_total_neighbor,crash_total_neighbor,311_total_neighbor,311_total_not_parking_meter_neighbor,v0_total_neighbor,crime_total_neighbor,moving_total_neighbor,parking_total_neighbor
84,13.0,11.0,114.0,79.0,0.0,31.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,16.0,16.0,19.0,1.0,1.0,2.0,31.0,603.3206537460227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1.0,2.0,60.0,0.0,0.0,88.0,1.0,385.0,3.0,4.666666666666667,29.33333333333333,0.6666666666666666,0.3333333333333333,86.0,55.12016352752228,240.33333333333331
87,9.0,1.0,31.0,0.0,2.0,44.0,1.0,37.0,7.363636363636362,5.174709213053488,33.09090909090909,14.545454545454545,1.3636363636363635,48.36363636363637,99.46925580975108,261.99276805421266
88,7.0,2.0,29.0,0.0,3.0,28.0,5.0,603.3206537460227,7.352941176470589,5.05683054373342,29.294117647058826,10.0,1.5294117647058822,43.88235294117647,117.23309249634629,282.97411877344035
89,0.0,5.0,13.0,0.0,0.0,64.0,33.670360110803315,128.0,3.3571428571428568,3.9198202459791864,15.0,0.0,0.35714285714285715,63.5,47.03156873787624,160.19830827067668
90,1.0,3.9464831804281344,5.0,0.0,0.0,62.0,33.670360110803315,12.0,5.05,6.527166874253195,20.85,6.4,0.6,60.95,544.5373919074385,153.70066636791438
91,3.0,1.0,13.0,5.0,0.0,53.0,33.670360110803315,255.05136612021855,3.8,6.010459576320961,19.15,6.65,0.75,56.5,552.0554164365668,130.74809806190342
92,2.0,3.9464831804281344,6.0,6.0,0.0,30.0,33.670360110803315,41.0,3.5,5.387893289273234,19.83333333333333,8.0,0.9444444444444444,50.27777777777778,586.6681587213131,144.83407374212706
93,2.0,1.0,38.0,1.0,0.0,49.0,1.0,23.0,2.7142857142857144,4.641577086208441,15.285714285714285,8.142857142857142,1.0,38.642857142857146,108.11322396176487,152.42585437414772
94,0.0,1.0,16.0,0.0,0.0,48.0,33.670360110803315,6.0,1.6666666666666667,1.9688189845474613,16.88888888888889,0.1111111111111111,0.2222222222222222,41.77777777777778,89.6447169903149,93.92451708289141
95,25.0,3.0,12.0,7.0,2.0,6.0,160.36049058256683,3499.0,38.66666666666666,4.333333333333333,171.0,164.66666666666666,2.333333333333333,7.666666666666668,58.12016352752228,1658.666666666667
96,54.0,9.0,33.0,19.0,5.0,8.0,4.0,204.0,38.0,6.75,142.0,123.25,2.5,7.5,51.3401226456417,1373.25
97,50.0,15.0,254.0,223.0,1.0,77.0,10.0,2062.0,36.833333333333336,22.33333333333333,503.5,471.16666666666674,2.333333333333333,82.83333333333333,13.166666666666664,2684.6666666666665
98,24.0,8.0,424.0,404.0,1.0,72.0,14.0,158.0,32.125,10.75,417.875,390.625,1.375,93.125,6.625,3076.625
99,15.0,4.0,169.0,150.0,0.0,69.0,11.0,4700.0,22.25,6.75,433.5,407.375,0.625,122.0,26.04506132282085,3161.875
100,25.0,18.0,356.0,315.0,1.0,373.0,7.0,1556.0,22.181818181818183,14.727272727272727,194.0,148.36363636363637,0.9090909090909092,267.54545454545456,43.24736192410307,2357.0291503405474
101,20.0,32.0,72.0,39.0,1.0,396.0,7.0,603.3206537460227,27.0,22.7,145.2,94.9,1.2,383.7,50.472098116513365,1605.3
102,30.0,24.0,31.0,7.0,2.0,534.0,160.36049058256683,2851.0,25.7,19.0,94.5,53.4,0.5,448.5,32.236049058256675,2620.732065374602
103,20.0,8.0,58.0,36.0,0.0,649.0,5.0,4640.0,27.0,12.571428571428573,101.85714285714286,73.14285714285714,1.0,493.4285714285714,43.76578436893812,4074.285714285714
104,15.0,7.0,67.0,44.0,0.0,519.0,11.0,827.0,27.6,16.2,76.0,29.2,1.4,511.2,45.07209811651337,4118.064130749204
105,1.0,2.0,34.0,0.0,0.0,59.0,3.0,37.0,3.0,5.171937086092716,35.0,0.0,0.0,72.3,70.24419623302673,57.0
106,5.0,5.0,54.0,0.0,0.0,63.0,2.0,78.0,5.1,5.7,55.2,0.0,0.4,68.5,55.10814717477005,62.7
107,4.0,5.0,61.0,0.0,1.0,86.0,2.0,107.0,5.3,5.0,59.6,0.4,0.6,72.8,23.236049058256683,99.9
108,1.0,2.0,41.0,4.0,0.0,98.0,160.36049058256683,180.0,4.9,3.8,47.3,3.6,0.8,83.6,18.336049058256684,101.7
109,6.0,6.0,42.0,4.0,0.0,89.0,6.0,38.0,9.142857142857142,7.0,49.714285714285715,10.428571428571429,0.2857142857142857,107.57142857142857,29.480070083223833,185.0
110,8.0,10.0,45.0,0.0,1.0,92.0,2.0,138.0,6.2857142857142865,7.118989574382519,23.57142857142857,2.357142857142857,0.42857142857142855,77.57142857142857,710.613206760955,128.38371570473151
111,5.0,9.0,18.0,2.0,1.0,56.0,160.36049058256683,2.0,4.368421052631579,6.101503283544544,17.05263157894737,3.421052631578948,0.631578947368421,61.05263157894736,559.6682448579144,161.2638593346467
112,3.0,7.719370860927152,5.0,2.0,0.0,38.0,160.36049058256683,39.0,3.7647058823529416,5.482893619201128,17.11764705882353,3.8235294117647056,0.6470588235294118,54.11764705882353,615.7062992130986,154.7654898446051
113,3.0,7.719370860927152,4.0,0.0,0.0,53.0,1.0,7.0,3.6,5.284180556399403,18.266666666666666,4.466666666666667,0.6,48.66666666666666,82.7689676273585,163.40088849055246
114,1.0,1.0,9.0,0.0,0.0,43.0,160.36049058256683,28.0,2.727272727272727,3.8070439494280555,16.09090909090909,0.4545454545454545,0.18181818181818185,47.72727272727273,64.98024386835219,35.63636363636363
115,1.0,1.0,21.0,0.0,0.0,47.0,160.36049058256683,57.0,1.4444444444444444,2.4132634289919057,17.88888888888889,0.0,0.2222222222222222,44.555555555555564,75.45692471567452,99.59118374955808
116,1.0,1.0,20.0,0.0,0.0,37.0,160.36049058256683,11.0,1.6666666666666667,2.191041206769684,21.555555555555557,0.0,0.5555555555555556,48.33333333333334,96.79368590382677,120.36896152733587
117,1.0,2.0,11.0,0.0,0.0,39.0,160.36049058256683,19.0,1.8571428571428568,3.2055345316934725,24.857142857142854,0.14285714285714285,0.5714285714285714,45.714285714285715,96.87318892015296,64.57142857142857
118,1.0,7.719370860927152,17.0,1.0,0.0,28.0,2.0,43.0,2.1666666666666665,2.786561810154525,24.16666666666667,0.0,0.6666666666666666,45.33333333333334,110.40699372171122,53.5
119,2.0,7.719370860927152,15.0,0.0,0.0,41.0,160.36049058256683,64.0,2.833333333333333,4.859685430463577,22.66666666666667,0.16666666666666666,0.5,48.5,31.39341509709447,30.5
120,4.0,7.719370860927152,12.0,0.0,1.0,34.0,160.36049058256683,2.0,4.0,6.231622516556293,17.0,0.0,1.8,75.0,34.272098116513355,53.6
121,7.0,7.719370860927152,13.0,1.0,1.0,167.0,160.36049058256683,190.0,7.4,4.287748344370861,17.4,0.2,1.0,100.2,71.14419623302673,83.4
122,6.0,2.0,6.0,1.0,1.0,76.0,160.36049058256683,347.0,8.333333333333334,3.953228476821192,29.33333333333333,6.833333333333332,1.1666666666666667,100.5,37.89341509709447,124.33333333333331
123,13.0,1.0,52.0,38.0,2.0,110.0,4.0,442.0,17.125,5.0,47.375,18.125,1.625,103.0,135.92006132282086,219.625
124,35.0,2.0,103.0,61.0,2.0,118.0,6.0,143.0,26.444444444444446,4.777777777777779,41.77777777777778,17.555555555555557,2.7777777777777777,117.44444444444444,157.00898966151453,403.2932856169052
125,26.0,2.0,31.0,9.0,3.0,95.0,160.36049058256683,37.0,29.11111111111111,6.333333333333332,51.77777777777778,19.11111111111111,2.7777777777777777,123.44444444444444,139.6356018190071,367.07106339468316
126,40.0,9.0,1193.0,1164.0,1.0,127.0,2.0,12635.0,42.25,14.0,560.5,534.375,3.625,120.875,10.25,6245.4150817182535
127,39.0,8.0,940.0,909.0,1.0,99.0,17.0,5908.0,40.375,12.25,688.625,654.5,2.375,150.5,23.5,6034.125
128,39.0,7.0,724.0,696.0,1.0,113.0,7.0,7870.0,32.333333333333336,11.222222222222221,526.5555555555555,496.0,1.7777777777777777,163.33333333333334,31.074484456755926,3312.1111111111113
129,43.0,22.0,296.0,229.0,2.0,497.0,12.0,1058.0,33.42857142857143,15.531338694418164,150.07142857142858,115.07142857142857,1.2142857142857142,311.57142857142856,115.20818103875479,1374.845374754503
130,35.0,8.0,83.0,47.0,2.0,170.0,7.0,603.3206537460227,37.785714285714285,17.531338694418164,153.64285714285714,114.71428571428572,1.0714285714285714,361.21428571428567,111.30315531655457,1952.0367566297866
131,31.0,5.0,16.0,2.0,2.0,167.0,160.36049058256683,603.3206537460227,37.615384615384606,16.110672440142633,162.0769230769231,122.46153846153848,1.0,363.3846153846154,98.99105260378437,1726.4241994474628
132,45.0,21.0,54.0,10.0,2.0,259.0,160.36049058256683,6107.0,37.357142857142854,17.24562440870388,112.28571428571428,79.5,1.2142857142857142,360.9285714285714,94.27740598922836,1317.4882318973598
133,55.0,34.0,229.0,188.0,2.0,363.0,26.0,1461.0,26.58333333333333,26.5,57.66666666666666,20.0,2.333333333333333,360.41666666666674,115.57364032076642,1903.8115230856286
134,20.0,8.0,20.0,2.0,4.0,332.0,25.0,603.3206537460227,23.363636363636363,26.09090909090909,70.54545454545455,30.90909090909091,1.818181818181818,356.45454545454544,112.41119938787548,1553.4925112074109
135,22.0,15.0,26.0,3.0,3.0,290.0,160.36049058256683,603.3206537460227,23.181818181818183,25.45454545454545,70.0,30.818181818181817,1.9090909090909087,360.27272727272725,100.10570024400576,1553.4925112074109
136,18.0,13.0,56.0,2.0,1.0,473.0,15.0,871.0,16.545454545454547,15.818181818181818,40.90909090909091,6.636363636363638,1.5454545454545454,313.8181818181818,109.68392666060272,1442.248934275231
137,12.0,4.0,21.0,2.0,0.0,279.0,30.0,89.0,13.285714285714285,8.142857142857142,42.57142857142857,3.8571428571428568,0.7142857142857143,296.0,32.33721294036669,1117.2857142857142
138,12.0,2.0,38.0,2.0,0.0,248.0,5.0,352.0,12.25,7.375,39.25,3.5,0.75,240.875,32.79506132282086,916.25
139,12.0,2.0,63.0,0.0,1.0,231.0,25.0,733.0,11.285714285714285,6.2857142857142865,45.0,4.0,0.5714285714285714,190.85714285714286,50.28571428571429,912.0
140,7.0,3.0,49.0,0.0,0.0,167.0,325.0,989.0,9.875,5.625,43.5,4.375,0.375,201.625,11.5,840.625
141,14.0,20.0,104.0,5.0,1.0,403.0,160.36049058256683,603.3206537460227,18.25,27.625,100.125,10.875,1.25,260.0,835.7950613228209,892.5970394736843
142,18.0,28.0,99.0,8.0,2.0,217.0,160.36049058256683,726.0,12.5,22.57142857142857,73.35714285714286,4.928571428571429,0.7857142857142857,182.7142857142857,837.0514986546524,444.2510423440725
143,11.0,6.0,36.0,6.0,1.0,195.0,64.0,15.0,11.9375,15.982460678807945,59.25,4.1875,0.4375,167.5,789.5377915633957,461.637121191937
144,8.0,4.0,30.0,0.0,0.0,198.0,1.0,27.0,12.090909090909092,11.42903371462974,33.54545454545455,3.272727272727273,0.2727272727272727,181.27272727272728,105.80760762265426,385.2401188629132
145,8.0,2.0,20.0,1.0,2.0,114.0,160.36049058256683,85.0,9.846153846153848,10.28610545084055,25.384615384615387,1.2307692307692308,0.15384615384615385,133.76923076923077,74.7325533282023,393.43394673015723
