index_seg,csl
97,2.3653444676409188
98,1.9549504950495051
101,1.5158402203856745
102,1.9999999999999998
103,1.8701923076923077
104,2.7463054187192117
126,2.0
127,2.3127443315089913
128,2.2560350030175016
132,1.5
134,1.9980158730158728
135,2.0
136,2.281057810578106
137,2.371287128712871
138,2.2512437810945274
139,2.472319347319347
140,2.9786729857819902
179,2.0
180,1.7159090909090908
181,2.032216494845361
182,2.0302571860816947
183,1.7512195121951222
250,2.5
251,1.3167701863354038
252,1.6203703703703705
253,1.9454926624737945
254,2.6923076923076925
255,2.0
256,2.0
257,1.8911465892597965
258,1.7597803706245712
267,1.9918032786885242
269,2.4991158267020337
329,1.968110005851375
330,1.830592105263158
331,1.9951314508276536
332,2.4918032786885247
362,2.4902200488997557
513,1.753694581280788
574,2.1246882793017456
575,2.228975853455454
577,2.0047169811320753
578,1.9884169884169884
579,2.2905027932960893
580,2.5875176803394626
581,2.585344827586207
582,2.3829707426856714
583,2.8896418199419167
613,2.4712389380530975
614,1.9999999999999998
615,2.0
616,2.016627078384798
617,2.0
648,2.0011061946902653
649,1.9166666666666667
650,1.75
651,1.834437086092715
652,2.2512437810945274
658,1.9934640522875822
659,1.5529891304347825
660,2.0
662,2.0
663,2.0
664,2.004287245444802
665,2.215619166148102
666,2.246268656716418
668,2.0
669,2.0026778882938023
670,2.4950495049504946
671,2.0
672,1.791883454734651
673,1.8278500382555471
674,1.9166666666666667
675,2.4860097323600976
676,2.49009900990099
677,2.448640483383686
679,1.9210526315789473
681,1.8806473364801077
682,1.8366013071895424
683,2.325514403292181
725,2.232456140350877
726,1.8894201110425664
737,2.00990099009901
741,2.25
742,2.0217391304347827
743,1.5
771,2.0
775,2.0
776,2.4444444444444446
777,2.5
778,2.4966139954853275
779,2.4952267303102627
807,1.9999999999999998
808,1.9508856682769726
809,1.67744874715262
893,1.9033923303834808
894,1.5735835172921266
967,2.75
968,2.3870967741935485
969,1.878787878787879
970,1.5916515426497275
971,1.6677740863787376
972,1.9251198819623752
973,2.3136856368563685
974,2.4925742574257423
975,1.6633663366336635
976,1.8443337484433375
977,1.8628318584070795
993,1.8344370860927155
994,1.96684350132626
995,2.5
996,2.4380733944954134
997,1.5064935064935066
998,1.5
999,2.1
1000,1.8617021276595744
1001,1.7504541326067213
1002,1.754950495049505
1003,1.8670861937452328
1004,2.01381129733085
1189,3.0
1203,2.662251655629139
1204,2.5
1237,2.0
1244,2.25
1261,1.9994499449944996
1278,2.1677740863787376
1531,2.2061068702290076
1532,2.333333333333333
1533,2.300395256916996
2177,1.9950738916256163
2254,2.5825688073394497
2260,2.5
2635,1.746078431372549
2636,1.3823529411764706
2637,2.0
2638,1.5003700962250186
2639,1.9852941176470587
2641,1.6646408839779006
2650,2.0
2651,1.0
2652,1.5
2653,1.6463068181818181
2654,1.846153846153846
2655,1.5
2656,1.253694581280788
2657,1.2536945812807883
2658,1.253694581280788
2659,1.0
2660,1.0
2661,1.0
2662,1.0
2663,1.0
2664,1.0
2665,1.5
2671,1.8138658628485305
2672,1.9982588508415553
2673,2.0058027079303677
2674,2.0961538461538463
2675,1.5211267605633803
2676,1.5145631067961165
2685,2.225543478260869
2733,2.2067988668555243
3149,2.236714975845411
3150,2.0
3380,2.2491675915649276
3381,2.246268656716418
3382,2.1399999999999997
3383,2.1707717569786533
3384,2.0
3385,2.1421499292786423
3386,2.49853886616014
3387,1.8813926042486229
3388,2.328238001314924
3389,2.115149196633512
3549,1.625
3550,1.625
3593,2.166666666666667
3605,2.25
3717,1.5
3718,1.9
3719,2.23992133726647
3720,1.375
3721,1.9950372208436726
3722,1.7512355848434924
3945,2.5
3946,1.8514957264957264
3947,2.3518518518518516
4010,2.0
4012,1.4094982078853047
4013,1.9891416752843845
4014,2.058402860548272
4222,1.9999999999999998
4270,1.474879743452699
4271,2.3027989821882953
4272,2.0
4273,1.9999999999999998
4276,3.0
4385,2.747116968698517
4386,2.5
4387,2.333333333333333
4418,2.0548523206751055
4419,2.312424607961399
4429,1.5463215258855585
4430,2.24198250728863
4431,2.3939157566302653
4432,2.4979270315091213
4472,2.5
4480,2.4950773558368495
4481,2.4973003694231313
4569,2.7572815533980584
4570,2.7521631644004945
4737,1.6463068181818181
4789,2.495442708333334
4790,2.5
4791,2.4902912621359223
4811,1.819108280254777
4812,2.362574850299401
4870,2.5
4871,2.0097087378640777
4872,2.2243176178660047
4873,1.0721003134796239
4874,2.0892351274787537
4998,1.8344370860927155
5203,1.7159090909090908
5207,2.3863636363636367
5208,2.25
5209,2.6480938416422286
5210,2.6351766513056836
5231,1.75
5284,1.6204238921001926
5285,2.133752244165171
5286,2.146358543417367
5287,2.3103448275862073
5288,2.001189532117367
5340,2.0016501650165015
5341,1.9999999999999998
5367,1.7828906732550955
5368,1.5
5452,2.5
5455,1.9950738916256159
5456,1.8969935929029078
5457,2.166666666666667
5458,2.0
5501,2.1118504435994927
5616,2.0098039215686274
5617,2.0098039215686274
5665,2.195840554592721
5666,2.5
5667,2.5
5668,2.4955401387512386
5669,2.4964093357271095
5670,2.5
5671,2.497137404580153
5672,2.4967105263157894
5673,2.497262149212868
5748,2.1666666666666665
5749,2.4774774774774775
5750,2.450622775800712
5751,2.012645914396887
5752,2.0
5753,2.6770759403832503
5754,2.500498007968128
5755,2.407506702412869
5756,1.995049504950495
5757,2.0098039215686274
5758,2.1410051854806547
5759,2.4975124378109452
5760,2.007936507936508
5761,2.007543103448276
5762,2.657751091703057
5821,1.7035040431266846
6000,1.5740848343986051
6001,1.9970119521912348
6214,2.2585526315789473
6215,2.3034943917169977
6216,2.00765306122449
6217,2.5792452830188677
6218,2.6268811624286457
6330,2.0
6331,2.0
6332,1.8781094527363185
6333,2.333887043189369
6340,2.0
6939,2.167197452229299
6940,2.4959415584415585
6941,2.248760842627014
6942,2.2520458265139114
6943,2.005978260869565
6944,2.5
6945,2.1815742397137745
7010,2.486571879936809
7011,2.4948501872659175
7016,2.6666666666666665
7312,2.4924174843889384
7313,2.1308171491388794
7316,2.1606786427145708
7317,2.457755632582322
7318,2.7487562189054726
7319,2.3089586523736596
7320,2.872208436724566
7321,2.9950980392156863
7322,2.7737208147044212
7573,1.5
7574,1.25
7592,2.01183844011142
7593,2.0124777183600715
7594,2.00927734375
7646,2.019230769230769
7647,1.9972866304884065
7683,2.0
7684,1.5177419354838708
7725,2.512485811577753
7726,2.4827586206896552
7727,2.4997938994229183
7728,1.9951456310679616
7729,1.9951456310679612
7769,2.375
7770,1.75
7771,1.667296786389414
7773,2.0086956521739134
7774,2.4361370716510904
7775,2.0
7817,2.0
7818,2.0
7870,2.2857142857142856
7878,1.989463601532567
7879,2.003086419753086
7880,2.299212598425197
7881,2.1738070358760018
7882,1.990566037735849
7883,2.034031413612565
8226,2.9901960784313726
8258,2.5040983606557377
8259,2.985576923076923
8260,2.5797918473547266
8288,2.4967105263157894
8289,2.4968152866242037
8290,2.380952380952381
8291,2.5
8310,2.4945736434108525
8311,2.6666666666666665
8312,3.0
8345,2.4950980392156863
8346,2.4505395683453237
8347,2.0
8348,2.2855133614627285
8349,2.4545454545454546
8458,2.295790251107829
8952,1.8333333333333337
8953,1.517741935483871
8954,1.75
8955,1.9951456310679616
9297,1.00186799501868
9298,1.0
9299,1.5319148936170213
9300,1.605263157894737
9301,1.5
9303,1.5
9304,1.4784688995215312
9305,1.0
9306,1.440677966101695
9307,1.3444444444444446
9473,2.7425742574257423
9474,2.497797356828194
9475,2.209677419354839
9476,2.2611585944919277
9477,2.4950495049504946
9603,1.2735507246376812
9604,1.201195219123506
9605,1.2377075351213285
9606,1.8730811403508774
9750,2.4482758620689653
9751,2.0
9768,1.9857142857142858
9822,1.9711538461538463
9855,2.0155038759689923
9856,2.215476564957534
9857,2.0
9858,2.2475247524752477
9859,1.9014454664914586
9860,1.5590062111801242
9861,2.4928229665071777
9873,2.773730684326711
9874,1.985714285714285
9875,1.9857142857142858
9876,2.3
9877,2.3085106382978724
9878,2.740490797546012
9879,2.7381889763779528
9880,2.0
9881,1.6
9882,1.258373205741627
10393,2.5
10394,2.497222222222222
10395,2.3666666666666663
10396,2.4940347071583515
10403,2.4073611977542106
10448,2.3470817120622565
10449,2.5042219541616406
10450,2.494661921708185
10451,2.5
10452,1.9999999999999998
10453,2.0
10454,1.9999999999999998
10505,2.0
10595,2.1712940009915718
10982,2.0
11287,2.9901960784313726
11288,2.0049504950495045
11289,2.0049504950495045
11484,2.243811881188119
11485,2.0
11886,2.166112956810631
11960,1.5358744394618835
12047,1.3338870431893688
12064,2.4743186582809225
12065,2.2628811777076763
12259,2.6441383728379244
12260,2.5
12261,2.5
12262,2.333333333333333
12263,2.4587968685620107
12264,2.5
12265,2.4996681048788583
12453,2.1246882793017456
12565,1.8780983340105648
12566,1.7512437810945274
12567,1.5914187149633463
12568,1.670844327176781
12847,2.1246882793017456
12848,2.0788229111928533
12849,1.9071494893221914
12898,2.5218425605536336
12942,1.7512437810945272
13305,1.0
13306,1.5
13435,2.0
13447,2.75
13449,2.684150513112885
13477,2.283333333333333
13478,2.166666666666667
