index_seg,poi_total,crash_total,311_total,311_total_not_parking_meter,v0_total,crime_total,moving_total,parking_total,crime_total_neighbor
5749,49.0,21.0,439.0,395.0,7.0,158.0,19.0,2549.0,214.4
5750,47.0,33.0,293.0,213.0,5.0,267.0,7.0,4532.0,248.0
5751,70.0,46.0,210.0,152.0,4.0,611.0,167.0,11480.0,475.1428571428572
5752,23.0,39.0,129.0,69.0,5.0,463.0,160.36049058256683,603.3206537460227,533.2
5753,56.0,72.0,565.0,463.0,11.0,504.0,64.0,10645.0,444.77777777777777
5754,47.0,43.0,568.0,524.0,8.0,295.0,31.0,5910.0,361.57142857142856
5755,47.0,21.0,332.0,274.0,7.0,160.0,16.0,2650.0,207.3
5756,25.0,25.0,80.0,31.0,5.0,179.0,32.0,224.0,187.22222222222226
5757,36.0,15.0,32.0,9.0,2.0,230.0,102.0,832.0,213.6
5758,25.0,31.0,227.0,177.0,3.0,263.0,61.0,767.0,289.0
5759,36.0,38.0,334.0,250.0,2.0,329.0,9.0,6484.0,246.66666666666663
5760,46.0,42.0,1039.0,946.0,1.0,181.0,31.0,2310.0,207.0
5761,19.0,16.0,170.0,134.0,0.0,144.0,14.0,29.0,141.66666666666666
5762,45.0,8.0,80.0,32.0,0.0,152.0,8.0,986.0,161.11111111111111
5763,50.0,33.0,162.0,73.0,2.0,312.0,23.0,2920.0,220.8333333333333
5764,49.0,31.0,341.0,236.0,2.0,368.0,60.0,5298.0,261.8181818181818
5765,50.0,20.0,305.0,221.0,2.0,440.0,81.0,1485.0,369.66666666666674
5766,17.0,17.0,114.0,0.0,1.0,9.0,6.0,12.0,7.0
5767,10.0,16.0,42.0,0.0,1.0,14.0,23.0,255.63957055214726,14.333333333333336
5768,5.0,4.0,23.0,1.0,1.0,20.0,1135.0,255.63957055214726,15.5
5769,7.0,4.0,30.0,1.0,1.0,8.0,20.0,5.0,19.0
5770,6.0,3.0,23.0,0.0,1.0,20.0,4.0,255.63957055214726,15.75
5771,5.0,5.0,14.0,0.0,2.0,17.0,1.0,4.0,23.25
5772,7.0,8.0,37.0,0.0,1.0,22.0,188.3599257884972,8.0,17.4
5773,14.0,5.0,47.0,0.0,7.0,17.0,4.0,8.0,13.428571428571427
5774,15.0,11.0,75.0,0.0,3.0,25.0,8.0,136.0,19.0
5775,6.0,7.0,54.0,0.0,0.0,36.0,4.0,125.0,29.0
5776,7.0,14.0,104.0,0.0,0.0,63.0,6.0,30.0,50.14285714285714
5777,9.0,9.0,99.0,0.0,1.0,70.0,188.3599257884972,90.0,57.4
5778,5.0,1.0,78.0,1.0,1.0,62.0,188.3599257884972,26.0,38.333333333333336
5779,9.0,5.0,46.0,0.0,0.0,21.0,1.0,255.63957055214726,20.666666666666668
5780,7.0,3.0,27.0,0.0,0.0,11.0,1.0,13.0,24.5
5781,9.0,10.763688760806916,38.0,0.0,0.0,28.0,3.0,6.0,30.615384615384606
5782,5.0,1.0,13.0,0.0,1.0,34.0,28.0,101.0,39.91666666666666
5783,4.0,2.0,6.0,0.0,0.0,57.0,1.0,91.0,61.66666666666666
5784,4.0,13.0,36.0,0.0,0.0,100.0,12.0,64.0,67.42857142857143
5785,2.0,7.0,31.0,1.0,0.0,110.0,3.0,37.0,98.57142857142857
5786,5.0,12.0,35.0,1.0,0.0,110.0,13.0,137.0,96.875
5787,5.0,13.0,67.0,0.0,0.0,91.0,21.0,112.0,87.66666666666669
5788,5.0,9.0,43.0,0.0,0.0,70.0,3.0,66.0,81.8888888888889
5789,0.0,31.0,27.0,0.0,0.0,76.0,7.0,36.0,92.0
5790,0.0,20.0,23.0,0.0,0.0,88.0,20.0,12.0,92.16666666666669
5791,5.0,2.0,26.0,1.0,1.0,101.0,5.0,5.0,88.06666666666666
5792,5.0,15.0,24.0,1.0,2.0,80.0,4.0,1.0,69.94117647058823
5793,29.0,2.0,3.0,3.0,0.0,6.0,17.0,70.0,7.142857142857142
5794,19.0,2.0,14.0,11.0,0.0,5.0,548.8022121014964,500.7763157894737,26.30769230769231
5795,18.0,10.0,45.0,30.0,1.0,56.0,8.0,422.0,28.6
5796,24.0,28.0,125.0,76.0,1.0,112.0,58.0,4378.0,127.28571428571428
5797,21.0,20.0,88.0,53.0,1.0,140.0,42.0,2878.0,156.1818181818182
5798,17.0,2.0,51.0,34.0,0.0,103.0,82.0,5.0,123.75
5799,17.0,5.0,90.0,55.0,1.0,110.0,2.0,2955.0,93.5
5800,8.0,3.0,36.0,0.0,1.0,276.0,1.0,99.0,282.125
5801,23.0,5.0,38.0,3.0,0.0,319.0,33.670360110803315,531.0,272.5
5802,21.0,10.0,37.0,1.0,1.0,440.0,10.0,22.0,291.57142857142856
5803,1.0,2.4230769230769234,5.0,0.0,0.0,7.0,2.1111111111111107,16.185185185185187,5.6
5804,2.0,10.763688760806916,11.0,0.0,0.0,5.0,188.3599257884972,1.0,4.5
5805,3.0,10.763688760806916,18.0,0.0,0.0,7.0,188.3599257884972,3.0,7.142857142857142
5806,20.0,70.0,113.0,15.0,6.0,262.0,25.0,1388.0,213.2
5807,9.0,11.0,65.0,1.0,1.0,201.0,8.0,534.0,181.0
5808,10.0,2.0,31.0,0.0,0.0,141.0,11.0,698.0,127.30769230769228
5809,7.0,8.0,12.0,2.0,0.0,108.0,11.0,603.3206537460227,137.14285714285714
5810,13.0,13.0,24.0,2.0,0.0,209.0,4.0,232.0,155.5
5811,8.0,4.0,45.0,3.0,0.0,164.0,2.0,614.0,206.16666666666663
5812,5.0,2.0,32.0,3.0,0.0,276.0,7.0,72.0,243.66666666666663
5813,14.0,2.0,37.0,15.0,1.0,277.0,18.0,289.0,320.875
5814,18.0,2.0,54.0,15.0,1.0,341.0,160.36049058256683,256.0,361.75
5815,21.0,5.0,46.0,4.0,3.0,333.0,17.0,1563.0,357.0
5816,21.0,1.0,33.0,4.0,1.0,287.0,3.0,16.0,336.4
5817,52.0,23.0,138.0,51.0,0.0,628.0,16.0,1611.0,697.4
5818,76.0,76.0,316.0,163.0,5.0,1162.0,161.0,14376.0,826.4
5819,95.0,98.0,440.0,278.0,4.0,986.0,249.0,7971.0,738.2222222222223
5820,24.0,7.719370860927152,23.0,8.0,0.0,556.0,160.36049058256683,603.3206537460227,550.0
5821,53.0,17.0,79.0,34.0,0.0,595.0,19.0,29.0,410.08333333333326
5822,64.0,38.0,396.0,286.0,0.0,189.0,98.0,1926.0,319.1818181818182
5823,33.0,25.0,101.0,27.0,1.0,153.0,29.0,603.3206537460227,139.63636363636363
5824,21.0,12.0,27.0,1.0,2.0,120.0,17.0,10.0,118.63636363636364
5825,33.0,33.0,43.0,2.0,1.0,99.0,16.0,6.0,102.33333333333331
5826,14.0,9.0,10.0,0.0,0.0,11.0,9.0,506.0,13.166666666666664
5827,8.0,2.0,37.0,0.0,1.0,20.0,3.0,359.0,18.0
5828,1.0,5.0,22.0,0.0,1.0,20.0,552.45,63.0,16.833333333333332
5829,6.0,7.0,37.0,0.0,0.0,17.0,552.45,164.0,15.166666666666664
5830,6.0,1.0,33.0,0.0,0.0,15.0,2.0,127.0,13.0
5831,4.0,1.0,29.0,2.0,0.0,5.0,8778.0,2004.0,5.0
5832,6.0,2.0,20.0,0.0,1.0,55.0,3.0,5.0,47.714285714285715
5833,7.0,2.0,16.0,0.0,0.0,51.0,18.0,8.0,186.0
5834,11.0,11.0,67.0,0.0,1.0,407.0,5.0,56.0,300.85714285714283
5835,6.0,10.763688760806916,2.0,0.0,0.0,26.0,188.3599257884972,197.0,42.2
5836,4.0,1.0,16.0,0.0,0.0,14.0,2.1111111111111107,16.185185185185187,9.0
5837,0.0,3.9464831804281344,27.0,0.0,1.0,56.0,33.670360110803315,29.0,43.375
5838,22.0,5.0,47.0,0.0,1.0,457.0,8.0,849.0,283.0
5839,2.0,58.0,59.0,0.0,0.0,81.0,7402.0,4.0,86.76923076923076
5840,0.0,37.0,28.0,2.0,0.0,156.0,9.0,6.0,107.63636363636364
5841,5.0,25.0,63.0,2.0,0.0,163.0,23.0,5.0,128.77777777777777
5842,6.0,21.0,63.0,0.0,2.0,128.0,30.0,3.0,106.71428571428572
5843,8.0,7.0,23.0,0.0,4.0,63.0,548.8022121014964,1.0,98.625
5844,12.0,16.0,26.0,0.0,0.0,83.0,35.0,6.0,84.6470588235294
5845,6.0,8.0,23.0,0.0,0.0,75.0,8.0,1.0,67.05263157894737
5846,4.0,5.0,13.0,0.0,1.0,71.0,548.8022121014964,29.0,64.77777777777777
5847,9.0,10.0,42.0,0.0,2.0,100.0,13.0,6.0,67.44444444444444
5848,35.0,5.0,64.0,35.0,1.0,73.0,548.8022121014964,500.7763157894737,111.25
5849,44.0,22.0,35.0,20.0,0.0,60.0,6.0,1609.0,137.11111111111111
5850,21.0,16.0,119.0,108.0,0.0,97.0,3.0,1780.0,168.77777777777774
5851,6.0,13.0,35.0,24.0,0.0,128.0,31.0,302.0,187.5
5852,5.0,14.0,48.0,9.0,0.0,129.0,548.8022121014964,108.0,171.875
5853,12.0,20.0,72.0,13.0,0.0,162.0,10.0,17.0,161.4
5854,7.0,3.0,19.0,9.0,0.0,84.0,1.0,2.0,122.0
5855,15.0,39.0,38.0,2.0,1.0,95.0,13.0,293.0,133.8235294117647
5856,13.0,33.0,36.0,1.0,1.0,107.0,4772.0,500.7763157894737,144.47058823529414
5857,8.0,1.0,37.0,2.0,0.0,151.0,13.0,7.0,147.95652173913044
5858,16.0,15.0,38.0,2.0,0.0,146.0,548.8022121014964,12.0,167.38461538461542
5859,20.0,33.0,26.0,2.0,1.0,166.0,26.0,206.0,131.36363636363637
5860,11.0,14.0,28.0,1.0,0.0,113.0,7.0,5.0,127.58333333333331
5861,5.0,9.0,17.0,2.0,0.0,112.0,548.8022121014964,153.0,133.0769230769231
5862,8.0,15.0,7.0,2.0,1.0,167.0,26.0,1.0,148.35714285714286
5863,5.0,3.0,20.0,0.0,2.0,186.0,7.0,399.0,179.1
5864,5.0,5.0,38.0,0.0,2.0,191.0,14.0,78.0,206.6
5865,11.0,13.0,31.0,0.0,1.0,230.0,5.0,140.0,228.41666666666663
5866,0.0,8.0,57.0,3.0,0.0,346.0,5.0,37.0,222.66666666666663
5867,1.0,7.719370860927152,3.0,0.0,0.0,67.0,160.36049058256683,44.0,131.0
5868,1.0,7.719370860927152,4.0,0.0,0.0,95.0,160.36049058256683,603.3206537460227,136.16666666666666
5869,3.0,4.0,6.0,0.0,0.0,42.0,2.0,11.0,70.2
5870,5.0,6.0,26.0,0.0,1.0,105.0,3.0,54.0,96.5
5871,4.0,1.0,10.0,0.0,1.0,138.0,16.0,4.0,141.0
5872,5.0,13.0,21.0,1.0,0.0,133.0,160.36049058256683,16.0,158.28571428571428
5873,2.0,19.0,24.0,2.0,0.0,148.0,1.0,37.0,137.57142857142858
5874,0.0,3.0,11.0,0.0,0.0,60.0,44.0,6.0,99.8
5875,0.0,5.0,20.0,0.0,0.0,39.0,3.0,25.0,57.5
5876,1.0,7.0,14.0,0.0,0.0,35.0,14.0,17.0,37.0
5877,2.0,4.0,15.0,0.0,0.0,33.0,4.0,48.0,32.75
5878,4.0,1.0,18.0,1.0,0.0,31.0,6.0,4.0,37.714285714285715
5879,3.0,1.0,15.0,0.0,2.0,30.0,3.0,25.0,44.55555555555557
5880,2.0,1.0,13.0,0.0,1.0,36.0,7.0,603.3206537460227,44.57142857142857
5881,0.0,1.0,9.0,0.0,0.0,43.0,160.36049058256683,20.0,48.63636363636363
5882,1.0,7.719370860927152,21.0,0.0,0.0,52.0,160.36049058256683,19.0,52.5
5883,1.0,2.0,29.0,0.0,0.0,59.0,1.0,11.0,48.33333333333334
5884,5.0,4.0,61.0,0.0,1.0,91.0,160.36049058256683,49.0,106.27272727272728
5885,0.0,7.719370860927152,28.0,0.0,0.0,82.0,160.36049058256683,54.0,90.83333333333331
5886,0.0,1.0,26.0,1.0,0.0,71.0,160.36049058256683,1.0,71.4
5887,7.0,1.0,17.0,0.0,0.0,65.0,1.0,30.0,80.5
5888,1.0,1.0,13.0,0.0,0.0,157.0,3.0,94.0,150.0
5889,0.0,1.0,8.0,0.0,0.0,184.0,160.36049058256683,186.0,149.55555555555554
5890,2.0,2.0,7.0,0.0,0.0,172.0,1.0,788.0,162.26666666666668
5891,7.0,4.0,10.0,0.0,0.0,177.0,1.0,49.0,170.77777777777774
5892,5.0,7.719370860927152,16.0,0.0,0.0,90.0,160.36049058256683,612.0,87.5
5893,2.0,7.719370860927152,21.0,0.0,0.0,82.0,160.36049058256683,195.0,55.42857142857143
5894,3.0,1.0,6.0,0.0,0.0,39.0,160.36049058256683,4.0,23.11111111111111
5895,1.0,1.0,2.0,0.0,0.0,267.0,2.1111111111111107,16.185185185185187,218.77777777777771
5896,5.0,10.763688760806916,7.0,0.0,0.0,77.0,188.3599257884972,26.0,58.33333333333334
5897,1.0,7.719370860927152,20.0,0.0,0.0,14.0,1.0,59.0,12.0
5898,3.0,1.0,14.0,0.0,0.0,27.0,1.0,2.0,14.4
5899,5.0,4.0,45.0,0.0,0.0,152.0,3.0,217.0,125.0
5900,4.0,6.0,4.0,0.0,0.0,7.0,160.36049058256683,1.0,12.666666666666664
5901,4.0,3.9464831804281344,21.0,0.0,0.0,65.0,33.670360110803315,135.0,53.714285714285715
5902,2.0,1.0,16.0,0.0,1.0,114.0,160.36049058256683,554.0,145.5
5903,0.0,12.0,50.0,0.0,0.0,138.0,9.0,520.0,210.66666666666663
5904,1.0,4.0,6.0,0.0,0.0,133.0,3.0,108.0,227.8
5905,3.0,7.719370860927152,24.0,0.0,0.0,51.0,160.36049058256683,19.0,48.69230769230769
5906,4.0,2.0,13.0,0.0,0.0,11.0,160.36049058256683,18.0,7.7142857142857135
5907,0.0,10.0,30.0,0.0,0.0,300.0,1.0,658.0,212.0
5908,1.0,3.0,9.0,0.0,0.0,305.0,2.0,81.0,216.6
5909,3.0,7.719370860927152,20.0,0.0,0.0,41.0,1.0,2.0,43.375
5910,4.0,6.0,7.0,0.0,0.0,36.0,1.0,85.0,53.14285714285714
5911,11.0,5.0,13.0,0.0,1.0,65.0,2.0,2.0,62.75
5912,7.0,3.9464831804281344,10.0,0.0,0.0,0.0,33.670360110803315,255.05136612021855,0.0
5913,2.0,7.719370860927152,0.0,0.0,2.0,2.0,160.36049058256683,603.3206537460227,10.333333333333334
5914,10.0,2.0,0.0,0.0,0.0,305.0,1.0,4.0,419.5
5915,4.0,6.0,25.0,1.0,1.0,54.0,1.0,54.0,66.66666666666667
5916,0.0,2.0,13.0,0.0,0.0,70.0,160.36049058256683,22.0,131.16666666666666
5917,3.0,7.719370860927152,9.0,0.0,0.0,58.0,160.36049058256683,42.0,73.2
5918,1.0,1.0,11.0,0.0,0.0,85.0,1.0,160.0,77.42857142857143
5919,4.0,3.0,7.0,0.0,0.0,113.0,3.0,82.0,90.16666666666669
5920,3.0,3.0,11.0,0.0,0.0,99.0,1.0,10.0,85.0
5921,0.0,1.0,0.0,0.0,0.0,71.0,548.8022121014964,3.0,67.9090909090909
5922,0.0,1.0,4.0,0.0,0.0,56.0,33.670360110803315,255.05136612021855,76.1
5923,24.0,6.0,39.0,0.0,4.0,63.0,160.36049058256683,116.0,32.4
5924,3.0,3.0,12.0,0.0,0.0,82.0,160.36049058256683,51.0,91.0
5925,2.0,9.0,18.0,0.0,3.0,118.0,7.0,19.0,96.71428571428572
5926,6.0,6.0,14.0,0.0,1.0,97.0,2.0,5.0,79.0
5927,0.0,4.0,3.0,0.0,0.0,70.0,160.36049058256683,1.0,74.55555555555556
5928,1.0,13.851239669421489,0.0,0.0,0.0,59.0,548.8022121014964,500.7763157894737,76.375
5929,4.0,3.0,31.0,2.0,0.0,99.0,1.0,140.0,76.44444444444444
5930,4.0,7.0,22.0,2.0,0.0,130.0,4.0,38.0,88.81818181818181
5931,0.0,2.0,6.0,0.0,0.0,49.0,548.8022121014964,500.7763157894737,77.125
5932,4.0,1.0,3.0,0.0,0.0,126.0,1.0,9.0,152.75
5933,1.0,3.0,16.0,0.0,0.0,116.0,1.0,172.0,91.14285714285714
5934,6.0,7.0,23.0,0.0,0.0,64.0,1.0,37.0,77.0
5935,7.0,27.0,19.0,0.0,0.0,50.0,2.0,255.05136612021855,57.3
5936,2.0,16.0,13.0,0.0,0.0,31.0,6.0,255.05136612021855,58.66666666666666
5937,5.0,1.0,5.0,0.0,0.0,22.0,273.5555555555556,309.99152542372883,52.0
5938,5.0,3.0,12.0,0.0,0.0,84.0,273.5555555555556,37.0,74.5
5939,5.0,6.0,8.0,0.0,0.0,75.0,1.0,2.0,69.0
5940,1.0,2.0,5.0,0.0,0.0,44.0,273.5555555555556,47.0,40.857142857142854
5941,5.0,4.0,24.0,0.0,0.0,30.0,2.0,103.0,29.66666666666667
5942,5.0,7.719370860927152,14.0,0.0,0.0,44.0,160.36049058256683,138.0,41.1
5943,4.0,1.0,20.0,0.0,2.0,87.0,160.36049058256683,20.0,60.0
5944,5.0,1.0,21.0,0.0,1.0,70.0,160.36049058256683,17.0,80.16666666666667
5945,13.0,8.0,17.0,0.0,6.0,39.0,6.0,13.0,0.0
5946,0.0,2.0,4.0,0.0,0.0,32.0,2.1111111111111107,16.185185185185187,59.33333333333334
5947,1.0,2.0,12.0,0.0,0.0,13.0,2.0,10.0,20.7
5948,2.0,3.9464831804281344,11.0,0.0,0.0,13.0,33.670360110803315,27.0,22.0
5949,0.0,4.0,100.0,0.0,0.0,76.0,1.0,170.0,57.5
5950,0.0,1.0,12.0,0.0,0.0,27.0,33.670360110803315,155.0,52.714285714285715
5951,0.0,1.0,40.0,0.0,0.0,45.0,1.0,58.0,71.55555555555556
5952,3.0,8.0,46.0,5.0,0.0,134.0,2.0,151.0,134.2
5953,3.0,9.0,33.0,4.0,0.0,159.0,4.0,255.05136612021855,104.125
5954,2.0,3.9464831804281344,3.0,1.0,1.0,49.0,33.670360110803315,59.0,97.77777777777777
5955,2.0,3.9464831804281344,35.0,0.0,0.0,58.0,33.670360110803315,8.0,71.0
5956,2.0,1.0,3.0,0.0,0.0,32.0,1.0,43.0,45.36363636363637
5957,3.0,1.0,3.0,0.0,1.0,42.0,33.670360110803315,98.0,47.27272727272727
5958,6.0,4.0,17.0,0.0,4.0,44.0,33.670360110803315,67.0,45.55555555555557
5959,11.0,3.0,14.0,0.0,4.0,45.0,9.0,4.0,50.0
5960,6.0,2.0,18.0,0.0,1.0,37.0,33.670360110803315,27.0,53.714285714285715
5961,5.0,2.0,42.0,0.0,0.0,53.0,2.0,189.0,47.444444444444436
5962,1.0,2.0,12.0,0.0,0.0,288.0,160.36049058256683,18.0,184.4
5963,12.0,23.0,13.0,0.0,0.0,314.0,6.0,40.0,393.4
5964,6.0,1.0,8.0,0.0,0.0,169.0,160.36049058256683,5.0,73.0
5965,10.0,1.0,9.0,0.0,0.0,15.0,1.0,603.3206537460227,99.25
5966,12.0,9.0,25.0,0.0,1.0,32.0,1.0,90.0,59.0
5967,9.0,7.0,21.0,0.0,0.0,68.0,1.0,10.0,53.33333333333334
5968,9.0,3.0,6.0,0.0,0.0,50.0,1.0,9.0,185.25
5969,4.0,8.0,19.0,0.0,0.0,102.0,2.0,172.0,106.33333333333331
5970,8.0,50.0,18.0,1.0,0.0,114.0,22.0,9.0,102.2
5971,7.0,14.0,10.0,0.0,1.0,72.0,160.36049058256683,603.3206537460227,89.75
5972,7.0,1.0,2.0,0.0,0.0,52.0,1.0,4.0,68.0
5973,3.0,1.0,7.0,0.0,0.0,32.0,2.0,603.3206537460227,58.66666666666666
5974,2.0,7.719370860927152,7.0,0.0,0.0,52.0,6.0,64.0,82.33333333333333
5975,2.0,2.0,8.0,0.0,0.0,83.0,4.0,603.3206537460227,71.0
5976,4.0,2.0,10.0,0.0,0.0,90.0,160.36049058256683,10.0,73.0
5977,4.0,6.0,2.0,0.0,0.0,63.0,4.0,31.0,83.0
5978,4.0,2.0,7.0,0.0,0.0,76.0,9.0,603.3206537460227,76.33333333333333
5979,2.0,2.0,1.0,0.0,0.0,53.0,33.670360110803315,255.05136612021855,79.1111111111111
5980,2.0,16.0,11.0,0.0,0.0,31.0,160.36049058256683,12.0,58.66666666666666
5981,3.0,26.0,31.0,0.0,0.0,78.0,6.0,17.0,58.0
5982,5.0,22.0,31.0,0.0,0.0,85.0,5.0,7.0,82.8888888888889
5983,3.0,10.0,19.0,0.0,0.0,63.0,160.36049058256683,603.3206537460227,83.57142857142857
5984,16.0,8.0,35.0,1.0,1.0,85.0,4.0,958.0,66.875
5985,12.0,4.0,50.0,0.0,1.0,115.0,12.0,552.0,106.5
5986,5.0,1.0,38.0,0.0,0.0,132.0,160.36049058256683,222.0,118.25
5987,12.0,7.719370860927152,22.0,0.0,1.0,119.0,1.0,270.0,127.875
5988,13.0,3.0,54.0,1.0,3.0,193.0,160.36049058256683,430.0,143.28571428571428
5989,8.0,4.0,46.0,1.0,3.0,125.0,1.0,349.0,122.25
5990,11.0,6.0,42.0,0.0,3.0,144.0,160.36049058256683,63.0,106.41176470588236
5991,8.0,7.719370860927152,15.0,1.0,2.0,102.0,1.0,6.0,107.0
5992,5.0,7.719370860927152,11.0,3.0,2.0,75.0,1.0,603.3206537460227,101.77777777777777
5993,5.0,6.0,42.0,0.0,1.0,152.0,160.36049058256683,314.0,129.0
5994,6.0,3.0,57.0,0.0,3.0,186.0,2.0,153.0,147.38461538461542
5995,3.0,7.719370860927152,44.0,0.0,2.0,179.0,160.36049058256683,234.0,162.66666666666666
5996,2.0,2.0,29.0,0.0,1.0,188.0,1.0,46.0,158.85714285714286
5997,11.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,0.0
5998,0.0,3.9464831804281344,6.0,0.0,0.0,32.0,33.670360110803315,13.0,30.23076923076923
5999,6.0,1.0,15.0,2.0,0.0,322.0,3.0,116.0,213.5
6000,15.0,65.0,63.0,0.0,3.0,536.0,46.0,398.0,428.4285714285714
6001,12.0,76.0,52.0,0.0,1.0,386.0,34.0,245.0,285.0
6002,6.0,55.0,63.0,0.0,1.0,382.0,192.0,264.0,272.7
6003,21.0,42.0,63.0,0.0,3.0,302.0,54.0,142.0,260.61538461538464
6004,10.0,19.0,24.0,0.0,2.0,231.0,188.3599257884972,255.63957055214726,261.5
6005,10.0,6.0,6.0,0.0,1.0,234.0,6.0,87.0,241.0
6006,11.0,24.0,20.0,0.0,1.0,263.0,55.0,13.0,223.0833333333333
6007,10.0,18.0,15.0,1.0,1.0,184.0,34.0,3.0,200.42857142857144
6008,13.0,11.0,15.0,0.0,2.0,196.0,21.0,66.0,174.75
6009,11.0,27.0,37.0,0.0,2.0,151.0,91.0,11.0,163.0
6010,9.0,16.0,22.0,0.0,1.0,130.0,51.0,6.0,127.5
6011,11.0,25.0,35.0,0.0,0.0,107.0,22.0,255.63957055214726,117.0
6012,2.0,2.0,12.0,0.0,0.0,178.0,6.0,125.0,228.75
6013,10.0,1.0,25.0,0.0,0.0,191.0,3.0,1.0,228.0
6014,13.0,5.0,61.0,0.0,0.0,453.0,1.0,187.0,340.3333333333333
6015,7.0,4.0,34.0,0.0,0.0,309.0,33.670360110803315,10.0,177.83333333333337
6016,4.0,1.0,9.0,0.0,0.0,53.0,33.670360110803315,13.0,76.33333333333333
6017,1.0,3.0,10.0,0.0,0.0,31.0,2.0,2.0,47.6
6018,4.0,3.9464831804281344,9.0,0.0,0.0,17.0,33.670360110803315,255.05136612021855,37.5
6019,4.0,1.0,1.0,0.0,0.0,17.0,33.670360110803315,255.05136612021855,42.42857142857143
6020,6.0,7.719370860927152,3.0,0.0,0.0,37.0,160.36049058256683,243.0,45.5
6021,3.0,5.0,29.0,0.0,0.0,53.0,160.36049058256683,182.0,50.36363636363637
6022,3.0,1.0,10.0,0.0,0.0,58.0,160.36049058256683,603.3206537460227,52.75
6023,3.0,7.719370860927152,10.0,0.0,0.0,51.0,160.36049058256683,15.0,47.23076923076921
6024,4.0,7.719370860927152,6.0,0.0,0.0,31.0,160.36049058256683,1.0,48.09090909090909
6025,11.0,6.0,11.0,0.0,0.0,89.0,160.36049058256683,178.0,76.0
6026,9.0,9.0,28.0,0.0,0.0,108.0,3.0,209.0,73.5
6027,1.0,2.0,23.0,0.0,1.0,69.0,25.0,12.0,63.0
6028,4.0,5.0,30.0,0.0,0.0,103.0,4.0,103.0,100.0
6029,6.0,1.0,7.0,0.0,0.0,73.0,160.36049058256683,39.0,113.2
6030,9.0,3.0,10.0,0.0,0.0,82.0,5.0,218.0,122.2
6031,5.0,3.0,10.0,0.0,0.0,26.0,1.0,32.0,97.33333333333331
6032,3.0,7.719370860927152,32.0,0.0,0.0,33.0,160.36049058256683,603.3206537460227,70.71428571428571
6033,3.0,7.719370860927152,38.0,0.0,0.0,41.0,3.0,17.0,78.33333333333333
6034,3.0,7.719370860927152,4.0,0.0,0.0,31.0,160.36049058256683,3.0,41.5
6035,7.0,1.0,0.0,0.0,0.0,21.0,160.36049058256683,1.0,38.875
6036,3.0,1.0,7.0,0.0,0.0,86.0,33.670360110803315,36.0,48.7
6037,4.0,3.9464831804281344,11.0,0.0,0.0,23.0,33.670360110803315,255.05136612021855,41.36363636363637
6038,7.0,1.0,3.0,0.0,0.0,146.0,33.670360110803315,2.0,98.14285714285714
6039,9.0,2.0,19.0,0.0,0.0,126.0,188.3599257884972,122.0,146.66666666666666
6040,6.0,10.0,6.0,0.0,0.0,267.0,32.0,59.0,232.66666666666663
6041,2.0,3.0,8.0,0.0,0.0,290.0,5.0,603.3206537460227,174.66666666666663
6042,2.0,3.0,9.0,0.0,0.0,67.0,160.36049058256683,603.3206537460227,159.9090909090909
6043,8.0,7.0,8.0,0.0,0.0,75.0,160.36049058256683,3.0,81.28571428571429
6044,6.0,7.0,12.0,0.0,0.0,47.0,7.0,2.0,77.28571428571429
6045,0.0,2.0,9.0,0.0,0.0,70.0,14.0,132.0,80.14285714285714
6046,1.0,4.0,36.0,0.0,0.0,128.0,59.0,11.0,85.5
6047,2.0,1.0,28.0,0.0,0.0,121.0,6.0,9.0,93.33333333333331
6048,5.0,2.0,67.0,1.0,1.0,181.0,2.0,831.0,158.5
6049,8.0,7.719370860927152,49.0,2.0,0.0,239.0,160.36049058256683,292.0,202.54545454545453
6050,11.0,10.0,40.0,0.0,0.0,112.0,9.0,1285.0,198.5
6051,5.0,3.0,26.0,1.0,0.0,104.0,160.36049058256683,1220.0,85.66666666666667
6052,8.0,9.0,43.0,5.0,0.0,129.0,2.0,27.0,116.33333333333331
6053,3.0,1.0,30.0,0.0,0.0,94.0,1.0,231.0,90.66666666666669
6054,4.0,2.0,32.0,0.0,0.0,97.0,2.0,9.0,87.66666666666669
6055,2.0,1.0,8.0,0.0,0.0,73.0,160.36049058256683,58.0,71.71428571428571
6056,0.0,2.0,0.0,0.0,0.0,89.0,160.36049058256683,1429.0,93.58333333333331
6057,6.0,2.0,14.0,0.0,0.0,109.0,5.0,98.0,92.57142857142857
6058,4.0,7.719370860927152,0.0,0.0,0.0,82.0,160.36049058256683,126.0,93.07692307692308
6059,4.0,7.719370860927152,0.0,0.0,0.0,86.0,160.36049058256683,603.3206537460227,99.0
6060,1.0,7.719370860927152,1.0,0.0,0.0,16.0,160.36049058256683,27.0,32.5
6061,0.0,7.719370860927152,1.0,0.0,0.0,16.0,160.36049058256683,46.0,32.8
6062,0.0,7.719370860927152,23.0,0.0,0.0,34.0,160.36049058256683,202.0,36.57142857142857
6063,5.0,1.0,6.0,0.0,0.0,20.0,160.36049058256683,6.0,23.16666666666667
6064,1.0,16.0,38.0,0.0,1.0,32.0,188.3599257884972,255.63957055214726,45.0
6065,32.0,25.0,25.0,0.0,1.0,114.0,8417.0,44.0,0.0
6066,27.0,35.0,66.0,0.0,2.0,72.0,11.0,116.0,69.5
