index_seg,poi_total,crash_total,311_total,311_total_not_parking_meter,v0_total,crime_total,moving_total,parking_total,crime_total_neighbor
3023,16.0,10.0,9.0,1.0,2.0,165.0,160.36049058256683,603.3206537460227,231.13333333333333
3024,25.0,6.0,23.0,1.0,2.0,213.0,160.36049058256683,168.0,263.41176470588243
3025,3.0,3.9464831804281344,10.0,0.0,0.0,9.0,33.670360110803315,3.0,9.777777777777779
3026,12.0,7.719370860927152,4.0,2.0,1.0,188.0,160.36049058256683,363.0,230.8
3027,14.0,2.0,8.0,1.0,1.0,204.0,160.36049058256683,17.0,243.125
3028,4.0,7.719370860927152,8.0,0.0,0.0,7.0,160.36049058256683,603.3206537460227,8.428571428571429
3029,2.0,7.719370860927152,28.0,0.0,0.0,9.0,160.36049058256683,288.0,7.8
3030,11.0,9.0,56.0,0.0,1.0,65.0,1.0,152.0,78.0
3031,9.0,9.0,20.0,0.0,1.0,57.0,160.36049058256683,339.0,55.0
3032,9.0,4.0,14.0,0.0,1.0,62.0,1.0,25.0,33.0
3033,2.0,7.719370860927152,17.0,0.0,1.0,39.0,3.0,230.0,43.9
3034,16.0,3.0,54.0,0.0,0.0,77.0,2.0,175.0,59.72727272727273
3035,19.0,2.0,82.0,0.0,0.0,60.0,6.0,135.0,59.0
3036,1.0,7.719370860927152,31.0,0.0,0.0,19.0,160.36049058256683,5.0,28.57142857142857
3037,1.0,7.719370860927152,17.0,0.0,0.0,16.0,160.36049058256683,86.0,16.9
3038,3.0,1.0,21.0,0.0,0.0,14.0,160.36049058256683,603.3206537460227,17.555555555555557
3039,1.0,1.0,44.0,0.0,0.0,17.0,24.0,15.0,16.0
3040,1.0,1.0,31.0,0.0,0.0,13.0,7.0,14.0,15.0
3041,1.0,2.0,29.0,0.0,0.0,10.0,160.36049058256683,7.0,12.0
3042,2.0,7.719370860927152,19.0,0.0,0.0,10.0,160.36049058256683,12.0,7.7
3043,3.0,1.0,8.0,0.0,0.0,6.0,2.0,5.0,9.0
3044,24.0,3.0,104.0,24.0,1.0,408.0,2.0,3484.0,318.4444444444445
3045,32.0,26.0,40.0,1.0,1.0,464.0,10.0,142.0,363.33333333333326
3046,11.0,8.0,11.0,0.0,1.0,72.0,160.36049058256683,493.0,142.0
3047,8.0,7.719370860927152,13.0,0.0,0.0,136.0,2.0,44.0,149.4
3048,6.0,10.763688760806916,40.0,10.0,2.0,117.0,188.3599257884972,279.0,110.27272727272728
3049,2.0,10.763688760806916,0.0,0.0,0.0,52.0,1.0,255.63957055214726,71.0
3050,2.0,10.763688760806916,7.0,0.0,1.0,24.0,188.3599257884972,148.0,51.55555555555557
3051,3.0,1.0,40.0,0.0,2.0,21.0,1.0,74.0,26.25
3052,4.0,10.763688760806916,39.0,0.0,2.0,23.0,3.0,10.0,23.25
3053,3.0,10.763688760806916,8.0,0.0,1.0,28.0,188.3599257884972,255.63957055214726,36.1
3054,6.0,2.0,10.0,0.0,0.0,39.0,188.3599257884972,132.0,28.625
3055,5.0,10.763688760806916,15.0,0.0,0.0,29.0,188.3599257884972,1.0,23.714285714285715
3056,4.0,10.763688760806916,14.0,0.0,0.0,27.0,188.3599257884972,10.0,22.0
3057,5.0,10.763688760806916,26.0,0.0,0.0,23.0,188.3599257884972,1.0,28.375
3058,7.0,1.0,17.0,0.0,0.0,26.0,188.3599257884972,255.63957055214726,28.13333333333333
3059,13.0,7.0,12.0,0.0,0.0,13.0,548.8022121014964,86.0,22.428571428571423
3060,2.0,2.0,23.0,0.0,0.0,20.0,1.0,36.0,20.857142857142858
3061,0.0,13.851239669421489,4.0,0.0,0.0,21.0,5.0,8.0,25.33333333333333
3062,0.0,3.0,23.0,0.0,0.0,17.0,548.8022121014964,23.0,23.16666666666667
3063,0.0,2.0,52.0,0.0,0.0,18.0,7.0,45.0,20.25
3064,14.0,7.0,68.0,2.0,0.0,53.0,2.0,509.0,0.0
3065,2.0,3.0,41.0,2.0,0.0,14.0,2.0,55.0,12.833333333333336
3066,0.0,13.851239669421489,26.0,0.0,0.0,9.0,548.8022121014964,2.0,12.333333333333336
3067,0.0,13.851239669421489,22.0,0.0,0.0,5.0,8.0,219.0,8.4
3068,0.0,3.0,26.0,0.0,1.0,4.0,548.8022121014964,18.0,5.2
3069,3.0,4.0,14.0,0.0,1.0,5.0,1.0,2.0,5.666666666666668
3070,5.0,13.851239669421489,20.0,0.0,0.0,10.0,548.8022121014964,18.0,8.5
3071,4.0,1.0,20.0,0.0,0.0,9.0,548.8022121014964,42.0,6.6
3072,5.0,13.851239669421489,18.0,0.0,0.0,6.0,548.8022121014964,222.0,10.0
3073,7.0,13.851239669421489,19.0,0.0,0.0,7.0,548.8022121014964,65.0,10.0
3074,4.0,3.9464831804281344,25.0,0.0,0.0,24.0,2.0,178.0,35.6
3075,4.0,1.0,19.0,0.0,0.0,32.0,33.670360110803315,82.0,38.4
3076,5.0,3.9464831804281344,8.0,0.0,0.0,34.0,33.670360110803315,255.05136612021855,37.0
3077,9.0,3.9464831804281344,17.0,0.0,0.0,33.0,33.670360110803315,20.0,35.0
3078,4.0,1.0,4.0,0.0,0.0,48.0,188.3599257884972,255.63957055214726,52.8
3079,21.0,3.0,41.0,0.0,2.0,215.0,33.670360110803315,718.0,136.625
3080,5.0,1.0,53.0,0.0,0.0,40.0,273.5555555555556,20.0,23.0
3081,5.0,2.0,6.0,0.0,2.0,38.0,160.36049058256683,65.0,55.153846153846146
3082,2.0,7.719370860927152,4.0,0.0,0.0,56.0,160.36049058256683,134.0,55.08333333333334
3083,7.0,6.0,30.0,0.0,0.0,70.0,1.0,70.0,65.42857142857143
3084,7.0,3.0,43.0,0.0,0.0,56.0,160.36049058256683,7.0,53.5
3085,5.0,7.719370860927152,27.0,0.0,0.0,45.0,160.36049058256683,297.0,51.82352941176471
3086,1.0,2.0,42.0,0.0,1.0,90.0,1.0,89.0,82.375
3087,4.0,5.0,27.0,0.0,2.0,79.0,160.36049058256683,7.0,111.71428571428572
3088,8.0,6.0,101.0,0.0,2.0,126.0,21.0,273.0,122.66666666666669
3089,3.0,3.4545454545454546,19.0,0.0,0.0,10.0,4.1951219512195115,2.0,8.25
3090,3.0,1.0,1.0,0.0,0.0,9.0,33.670360110803315,255.05136612021855,11.0
3091,3.0,1.0,11.0,0.0,0.0,9.0,33.670360110803315,255.05136612021855,14.0
3092,22.0,1.0,2.0,2.0,1.0,4.0,188.3599257884972,18.0,39.0
3093,24.0,1.0,0.0,0.0,0.0,7.0,188.3599257884972,255.63957055214726,13.0
3094,10.0,2.0,16.0,0.0,0.0,169.0,3.0,1268.0,160.83333333333334
3095,9.0,2.0,41.0,0.0,1.0,171.0,3.0,1566.0,158.69230769230768
3096,4.0,7.719370860927152,28.0,0.0,2.0,132.0,9.0,30.0,162.46666666666667
3097,22.0,1.0,84.0,75.0,0.0,109.0,273.5555555555556,15.0,70.0
3098,3.0,4.0,37.0,0.0,1.0,62.0,160.36049058256683,343.0,96.2
3099,2.0,4.0,34.0,0.0,0.0,97.0,160.36049058256683,215.0,91.625
3100,0.0,1.0,54.0,0.0,0.0,100.0,160.36049058256683,193.0,84.1111111111111
3101,2.0,1.0,30.0,0.0,0.0,14.0,2.1111111111111107,16.185185185185187,11.833333333333336
3102,5.0,3.9464831804281344,12.0,0.0,0.0,0.0,33.670360110803315,92.0,1.4285714285714286
3103,1.0,1.0,14.0,0.0,0.0,99.0,160.36049058256683,229.0,80.33333333333333
3104,1.0,7.719370860927152,17.0,0.0,0.0,51.0,160.36049058256683,4.0,55.36363636363637
3105,2.0,7.719370860927152,15.0,0.0,0.0,41.0,160.36049058256683,100.0,44.33333333333334
3106,6.0,7.719370860927152,29.0,0.0,0.0,31.0,160.36049058256683,223.0,34.1
3107,4.0,2.0,22.0,0.0,0.0,27.0,160.36049058256683,2.0,32.75
3108,3.0,2.0,16.0,0.0,0.0,31.0,160.36049058256683,287.0,35.2
3109,4.0,1.0,10.0,0.0,0.0,32.0,160.36049058256683,4.0,35.75
3110,3.0,7.719370860927152,3.0,0.0,0.0,34.0,160.36049058256683,10.0,34.166666666666664
3111,0.0,1.0,12.0,0.0,0.0,6.0,1.0,14.0,5.8
3112,1.0,3.4545454545454546,5.0,0.0,0.0,5.0,4.1951219512195115,133.65384615384616,7.25
3113,1.0,7.719370860927152,2.0,0.0,0.0,7.0,160.36049058256683,603.3206537460227,9.2
3114,24.0,6.0,41.0,8.0,1.0,433.0,5.0,1541.0,325.4
3115,15.0,3.0,41.0,0.0,1.0,237.0,3.0,95.0,200.25
3116,5.0,7.719370860927152,20.0,0.0,0.0,116.0,160.36049058256683,9.0,135.22222222222223
3117,17.0,13.851239669421489,20.0,0.0,0.0,9.0,1.0,21.0,10.571428571428571
3118,5.0,13.851239669421489,12.0,0.0,0.0,13.0,548.8022121014964,2.0,10.833333333333336
3119,6.0,13.851239669421489,5.0,0.0,0.0,9.0,548.8022121014964,500.7763157894737,10.0
3120,1.0,3.9464831804281344,15.0,0.0,0.0,62.0,33.670360110803315,3.0,64.66666666666667
3121,11.0,3.9464831804281344,26.0,7.0,3.0,572.0,1.0,73.0,330.22222222222223
3122,6.0,1.0,6.0,0.0,0.0,69.0,548.8022121014964,6.0,105.0
3123,7.0,5.0,27.0,0.0,0.0,7.0,2685.8076923076924,164.20833333333334,20.0
3124,27.0,6.0,95.0,65.0,0.0,78.0,8.0,2529.0,110.4
3125,61.0,6.0,58.0,21.0,7.0,141.0,14.0,1607.0,107.0
3126,22.0,7.0,24.0,2.0,2.0,96.0,11.0,2.0,123.33333333333331
3127,27.0,6.0,25.0,0.0,3.0,154.0,160.36049058256683,82.0,117.0
3128,6.0,3.0,19.0,0.0,1.0,120.0,160.36049058256683,5.0,91.58333333333331
3129,4.0,2.0,17.0,0.0,1.0,80.0,3.0,603.3206537460227,78.9
3130,6.0,1.0,22.0,0.0,0.0,204.0,1.0,356.0,261.7857142857143
3131,3.0,7.719370860927152,11.0,0.0,0.0,198.0,160.36049058256683,603.3206537460227,256.5625
3132,6.0,2.0,19.0,0.0,2.0,323.0,160.36049058256683,10.0,259.8666666666667
3133,4.0,7.719370860927152,26.0,0.0,0.0,221.0,160.36049058256683,8.0,283.92307692307685
3134,11.0,2.0,27.0,4.0,0.0,80.0,160.36049058256683,837.0,67.42857142857143
3135,3.0,7.719370860927152,25.0,0.0,0.0,57.0,160.36049058256683,18.0,51.5
3136,3.0,2.0,22.0,0.0,0.0,39.0,160.36049058256683,57.0,50.08333333333334
3137,1.0,3.0,39.0,0.0,0.0,45.0,160.36049058256683,2.0,38.42857142857143
3138,3.0,7.719370860927152,17.0,0.0,1.0,105.0,160.36049058256683,404.0,64.28571428571429
3139,3.0,7.719370860927152,22.0,0.0,1.0,38.0,160.36049058256683,148.0,41.333333333333336
3140,2.0,7.719370860927152,27.0,0.0,1.0,29.0,160.36049058256683,10.0,24.3
3141,2.0,7.719370860927152,9.0,0.0,0.0,28.0,160.36049058256683,25.0,20.83333333333333
3142,1.0,2.4230769230769234,4.0,0.0,0.0,2.0,2.1111111111111107,16.185185185185187,6.5
3143,2.0,2.0,7.0,0.0,0.0,8.0,33.670360110803315,45.0,8.625
3144,29.0,5.0,20.0,8.0,2.0,16.0,2.0,805.0,91.71428571428572
3145,26.0,8.0,42.0,19.0,1.0,76.0,23.0,603.3206537460227,79.54545454545455
3146,13.0,8.0,51.0,34.0,0.0,65.0,6.0,918.0,42.9375
3147,12.0,31.0,352.0,313.0,0.0,81.0,24.0,321.0,55.55555555555557
3148,22.0,35.0,205.0,157.0,1.0,30.0,5.0,425.0,58.5
3149,25.0,23.0,88.0,52.0,1.0,40.0,23.0,34.0,48.25
3150,37.0,4.0,374.0,356.0,4.0,125.0,1.0,9155.0,157.625
3151,2.0,2.0,72.0,0.0,0.0,97.0,160.36049058256683,39.0,85.45454545454545
3152,4.0,1.0,23.0,0.0,0.0,79.0,3.0,226.0,91.91666666666669
3153,4.0,4.0,45.0,0.0,0.0,109.0,160.36049058256683,116.0,82.0
3154,4.0,5.0,29.0,0.0,1.0,71.0,6.0,206.0,63.84615384615386
3155,4.0,4.0,26.0,0.0,2.0,50.0,160.36049058256683,603.3206537460227,66.42857142857143
3156,1.0,3.0,61.0,0.0,1.0,77.0,2.0,192.0,74.35714285714286
3157,2.0,6.0,62.0,0.0,1.0,117.0,15.0,24.0,110.9
3158,6.0,8.0,67.0,0.0,3.0,101.0,2.0,119.0,99.22222222222223
3159,2.0,11.0,49.0,0.0,0.0,51.0,7.0,156.0,80.0909090909091
3160,13.0,15.0,72.0,0.0,0.0,86.0,5.0,66.0,63.42857142857143
3161,9.0,3.0,27.0,0.0,0.0,33.0,1.0,92.0,46.69230769230769
3162,0.0,7.719370860927152,17.0,0.0,0.0,45.0,160.36049058256683,2.0,42.357142857142854
3163,2.0,1.0,12.0,0.0,0.0,39.0,6.0,3.0,42.0
3164,26.0,1.0,97.0,69.0,0.0,53.0,33.670360110803315,73.0,57.63636363636363
3165,2.0,1.0,21.0,7.0,0.0,8.0,4.1951219512195115,27.0,6.0
3166,0.0,3.4545454545454546,12.0,7.0,0.0,5.0,4.1951219512195115,133.65384615384616,7.833333333333332
3167,0.0,3.4545454545454546,8.0,0.0,0.0,7.0,4.1951219512195115,3.0,8.833333333333334
3168,11.0,7.719370860927152,5.0,0.0,0.0,113.0,160.36049058256683,2.0,126.27272727272728
3169,16.0,7.719370860927152,9.0,0.0,0.0,104.0,160.36049058256683,2794.0,126.9
3170,34.0,1.0,20.0,0.0,0.0,95.0,4.0,4.0,111.14285714285714
3171,19.0,1.0,21.0,0.0,0.0,3.0,3.0,309.99152542372883,0.0
3172,7.0,4.728971962616822,6.0,0.0,0.0,5.0,273.5555555555556,2.0,12.4
3173,6.0,7.719370860927152,22.0,0.0,0.0,3.0,160.36049058256683,1.0,3.5
3174,9.0,3.0,45.0,0.0,3.0,7.0,1.0,4.0,0.0
3175,3.0,1.0,54.0,0.0,1.0,27.0,28.0,54.0,0.0
3176,4.0,1.0,19.0,1.0,0.0,9.0,188.3599257884972,22.0,8.25
3177,1.0,10.763688760806916,7.0,0.0,0.0,4.0,188.3599257884972,3.0,5.75
3178,12.0,1.0,90.0,0.0,0.0,14.0,188.3599257884972,26.0,0.0
3179,8.0,3.0,27.0,0.0,2.0,217.0,1.0,16.0,302.2857142857143
3180,24.0,19.0,52.0,9.0,0.0,762.0,49.0,982.0,481.33333333333326
3181,23.0,5.0,29.0,3.0,1.0,269.0,6.0,15.0,380.22222222222223
3182,5.0,3.4166666666666665,0.0,0.0,0.0,5.0,4.0,77.0,12.9375
3183,9.0,9.0,62.0,0.0,0.0,82.0,160.36049058256683,248.0,86.0
3184,57.0,21.0,709.0,647.0,2.0,321.0,15.0,2406.0,223.9
3185,55.0,10.0,441.0,346.0,0.0,295.0,11.0,539.0,283.5555555555556
3186,35.0,8.0,270.0,205.0,1.0,288.0,11.0,5.0,258.0
3187,9.0,6.0,240.0,220.0,1.0,18.0,4.0,5038.0,15.5
3188,13.0,4.0,75.0,50.0,2.0,71.0,1.0,7.0,80.85714285714286
3189,7.0,14.0,41.0,2.0,8.0,88.0,160.36049058256683,289.0,78.15384615384616
3190,4.0,11.0,19.0,0.0,4.0,70.0,6.0,28.0,65.0
3191,5.0,3.0,11.0,0.0,0.0,53.0,16.0,51.0,60.0
3192,4.0,7.719370860927152,23.0,0.0,0.0,47.0,160.36049058256683,54.0,56.5
3193,10.0,2.0,22.0,0.0,0.0,75.0,160.36049058256683,2.0,62.2
3194,7.0,7.719370860927152,0.0,0.0,0.0,0.0,160.36049058256683,603.3206537460227,3.333333333333333
3195,10.0,7.719370860927152,0.0,0.0,0.0,1.0,160.36049058256683,603.3206537460227,4.0
3196,9.0,7.719370860927152,0.0,0.0,0.0,2.0,160.36049058256683,603.3206537460227,4.5
3197,7.0,7.719370860927152,1.0,0.0,0.0,4.0,160.36049058256683,603.3206537460227,4.75
3198,9.0,5.0,24.0,0.0,0.0,2.0,2616.0,164.20833333333334,7.0
3199,14.0,21.0,64.0,46.0,1.0,389.0,6.0,2206.0,326.8
3200,8.0,8.0,18.0,2.0,0.0,257.0,4.0,373.0,315.75
3201,13.0,14.0,28.0,0.0,1.0,158.0,2.0,487.0,246.66666666666663
3202,7.0,6.0,23.0,0.0,2.0,214.0,7.0,833.0,259.7142857142857
3203,15.0,6.0,46.0,0.0,2.0,293.0,1.0,1590.0,280.6666666666667
3204,31.0,3.0,54.0,0.0,0.0,327.0,3.0,1992.0,250.0
3205,21.0,18.0,53.0,0.0,2.0,211.0,28.0,277.0,249.1
3206,17.0,3.0,13.0,0.0,0.0,261.0,1.0,33.0,247.85714285714286
3207,26.0,12.0,30.0,0.0,1.0,218.0,6.0,4317.0,269.42857142857144
3208,18.0,8.0,18.0,0.0,0.0,293.0,22.0,603.3206537460227,274.5
3209,10.0,4.0,24.0,1.0,0.0,228.0,160.36049058256683,3280.0,304.8333333333333
3210,9.0,3.0,55.0,27.0,1.0,347.0,13.0,315.0,325.75
3211,9.0,3.0,26.0,2.0,0.0,334.0,11.0,111.0,364.5555555555555
3212,24.0,2.0,13.0,3.0,2.0,294.0,160.36049058256683,603.3206537460227,381.77777777777777
3213,9.0,7.719370860927152,10.0,0.0,1.0,18.0,160.36049058256683,95.0,49.35714285714285
3214,12.0,1.0,73.0,0.0,0.0,19.0,160.36049058256683,3.0,31.642857142857146
3215,35.0,8.0,228.0,179.0,2.0,323.0,9.0,10103.0,201.0
3216,23.0,7.719370860927152,384.0,372.0,1.0,110.0,160.36049058256683,603.3206537460227,128.75
3217,1.0,3.0,24.0,0.0,0.0,43.0,844.0,17.0,29.8
3218,1.0,13.851239669421489,25.0,0.0,0.0,25.0,548.8022121014964,4.0,21.0
3219,1.0,13.851239669421489,1.0,0.0,0.0,19.0,14.0,58.0,26.375
3220,4.0,7.0,36.0,0.0,1.0,46.0,4.0,92.0,42.333333333333336
3221,2.0,3.4545454545454546,16.0,0.0,0.0,20.0,4.1951219512195115,41.0,22.5
3222,0.0,3.4545454545454546,15.0,0.0,0.0,18.0,4.1951219512195115,5.0,21.2
3223,2.0,4.0,15.0,0.0,1.0,30.0,6.0,29.0,35.7
3224,4.0,3.0,17.0,0.0,1.0,31.0,3.0,21.0,31.6
3225,12.0,23.0,47.0,0.0,1.0,37.0,38.0,12.0,32.875
3226,8.0,20.0,46.0,0.0,2.0,34.0,188.3599257884972,255.63957055214726,40.375
3227,9.0,18.0,41.0,0.0,1.0,48.0,28.0,78.0,43.5
3228,8.0,5.0,39.0,0.0,1.0,51.0,8.0,87.0,42.714285714285715
3229,8.0,3.0,59.0,0.0,1.0,41.0,14.0,8.0,40.0
3230,6.0,10.763688760806916,24.0,0.0,2.0,40.0,4.0,22.0,38.333333333333336
3231,30.0,11.0,88.0,0.0,2.0,461.0,6.0,3049.0,353.4
3232,10.0,1.0,75.0,0.0,0.0,6.0,1.0,255.63957055214726,9.0
3233,2.0,3.4545454545454546,27.0,0.0,0.0,14.0,4.1951219512195115,103.0,12.0
3234,6.0,1.0,17.0,0.0,0.0,12.0,160.36049058256683,9.0,10.5
3235,4.0,7.719370860927152,22.0,0.0,0.0,11.0,160.36049058256683,11.0,11.0
3236,5.0,7.719370860927152,8.0,0.0,0.0,14.0,1.0,642.0,29.66666666666667
3237,12.0,5.0,21.0,1.0,1.0,55.0,3.0,3.0,41.0
3238,5.0,5.0,32.0,1.0,3.0,56.0,2.0,592.0,58.28571428571429
3239,4.0,3.0,31.0,0.0,1.0,26.0,5.0,232.0,32.75
3240,5.0,3.0,144.0,93.0,4.0,31.0,2.0,606.0,22.16666666666667
3241,6.0,2.0,105.0,95.0,1.0,12.0,160.36049058256683,603.3206537460227,35.36363636363637
3242,9.0,5.0,64.0,47.0,1.0,96.0,160.36049058256683,2375.0,69.0
3243,3.0,7.719370860927152,15.0,10.0,0.0,54.0,160.36049058256683,603.3206537460227,187.57142857142856
3244,6.0,2.0,9.0,0.0,0.0,4.0,15.0,164.20833333333334,4.0
3245,10.0,2.0,11.0,0.0,1.0,5.0,3.0,164.20833333333334,8.0
3246,4.0,3.9464831804281344,0.0,0.0,0.0,3.0,33.670360110803315,255.05136612021855,0.0
3247,2.0,3.0,55.0,42.0,0.0,11.0,33.670360110803315,308.0,10.666666666666666
3248,6.0,2.0,35.0,8.0,0.0,22.0,33.670360110803315,43.0,15.666666666666664
3249,3.0,5.0,18.0,8.0,0.0,15.0,33.670360110803315,335.0,18.6
3250,5.0,2.4230769230769234,11.0,0.0,0.0,3.0,2.1111111111111107,16.185185185185187,2.6666666666666665
3251,3.0,10.763688760806916,2.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,0.0
3252,14.0,7.719370860927152,75.0,0.0,1.0,13.0,88.0,3.0,7.5
3253,6.0,7.719370860927152,37.0,0.0,1.0,8.0,160.36049058256683,11.0,8.8
3254,4.0,7.719370860927152,58.0,0.0,0.0,18.0,160.36049058256683,410.0,18.0
3255,10.0,5.0,20.0,0.0,1.0,72.0,5.0,8.0,42.6
3256,25.0,5.0,83.0,66.0,1.0,110.0,5.0,10.0,121.16666666666669
3257,22.0,3.0,50.0,43.0,0.0,19.0,1.0,673.0,26.6
3258,19.0,5.0,37.0,13.0,0.0,8.0,4.0,1.0,20.0
3259,16.0,2.0,48.0,44.0,0.0,297.0,160.36049058256683,2929.0,322.42857142857144
3260,24.0,9.0,107.0,36.0,0.0,477.0,7.0,201.0,343.8571428571428
3261,13.0,7.0,31.0,0.0,2.0,291.0,2.0,891.0,234.8333333333333
3262,20.0,13.0,41.0,0.0,2.0,300.0,135.0,2042.0,234.14285714285717
3263,20.0,11.0,65.0,5.0,0.0,278.0,25.0,1658.0,237.0
3264,14.0,8.0,46.0,23.0,0.0,321.0,13.0,142.0,223.75
3265,0.0,3.9464831804281344,34.0,0.0,0.0,30.0,33.670360110803315,78.0,21.166666666666668
3266,4.0,10.0,63.0,2.0,1.0,95.0,4.0,109.0,81.875
3267,4.0,3.0,20.0,1.0,0.0,86.0,2.0,341.0,98.71428571428572
3268,1.0,2.0,52.0,1.0,0.0,131.0,1.0,123.0,96.33333333333331
3269,0.0,3.0,47.0,0.0,0.0,64.0,1.0,127.0,78.42857142857143
3270,2.0,5.0,29.0,0.0,0.0,87.0,2.0,39.0,77.25
3271,7.0,3.0,37.0,0.0,1.0,23.0,4.0,46.0,34.0
3272,15.0,7.0,41.0,0.0,2.0,40.0,2.0,27.0,35.125
3273,12.0,7.0,45.0,0.0,2.0,49.0,19.0,17.0,37.54545454545455
3274,6.0,3.0,17.0,0.0,2.0,28.0,5.0,255.63957055214726,43.88235294117647
3275,14.0,8.0,45.0,0.0,2.0,36.0,188.3599257884972,1.0,47.1875
3276,16.0,10.0,38.0,0.0,1.0,71.0,9.0,1.0,67.66666666666667
3277,31.0,5.0,26.0,7.0,3.0,135.0,8.0,9.0,105.9
3278,28.0,6.0,31.0,7.0,2.0,96.0,188.3599257884972,255.63957055214726,123.33333333333331
3279,6.0,5.0,51.0,0.0,2.0,83.0,188.3599257884972,255.63957055214726,80.9
3280,7.0,6.0,64.0,5.0,4.0,65.0,16.0,1.0,66.7
3281,9.0,12.0,49.0,0.0,10.0,52.0,3.0,255.63957055214726,44.0
3282,6.0,2.0,15.0,0.0,0.0,26.0,10.0,9.0,23.5
3283,4.0,10.763688760806916,12.0,0.0,0.0,15.0,1545.0,3.0,20.0
3284,13.0,7.719370860927152,146.0,95.0,2.0,101.0,18.0,413.0,181.6
3285,16.0,6.0,85.0,54.0,2.0,123.0,10.0,328.0,120.16666666666669
3286,5.0,7.719370860927152,34.0,15.0,2.0,76.0,160.36049058256683,18.0,58.72727272727273
3287,5.0,7.719370860927152,14.0,0.0,1.0,20.0,160.36049058256683,107.0,34.25
3288,3.0,2.0,16.0,0.0,0.0,20.0,1.0,5.0,28.88888888888889
3289,0.0,1.0,17.0,0.0,0.0,17.0,160.36049058256683,132.0,18.625
3290,0.0,1.0,24.0,0.0,0.0,22.0,2.0,37.0,19.285714285714285
3291,1.0,2.0,18.0,0.0,0.0,16.0,160.36049058256683,20.0,17.22222222222222
3292,1.0,7.719370860927152,22.0,0.0,0.0,17.0,160.36049058256683,14.0,15.428571428571427
3293,2.0,7.719370860927152,20.0,0.0,0.0,16.0,160.36049058256683,19.0,16.714285714285715
3294,3.0,1.0,19.0,0.0,0.0,13.0,160.36049058256683,603.3206537460227,15.625
3295,3.0,7.719370860927152,10.0,0.0,0.0,10.0,160.36049058256683,10.0,13.272727272727273
3296,3.0,7.719370860927152,12.0,0.0,1.0,13.0,9.0,603.3206537460227,10.333333333333334
3297,8.0,3.9464831804281344,37.0,0.0,0.0,12.0,33.670360110803315,1.0,13.0
3298,11.0,6.0,23.0,0.0,1.0,80.0,160.36049058256683,686.0,70.375
3299,15.0,3.0,39.0,0.0,0.0,69.0,1.0,85.0,44.8
3300,5.0,1.0,23.0,0.0,0.0,21.0,3.0,5.0,26.555555555555557
3301,5.0,2.0,14.0,0.0,1.0,20.0,160.36049058256683,4.0,21.8
3302,2.0,7.719370860927152,36.0,23.0,1.0,55.0,160.36049058256683,233.0,77.0
3303,15.0,2.0,46.0,31.0,1.0,86.0,4.0,33.0,88.23076923076924
3304,8.0,2.0,20.0,14.0,0.0,77.0,160.36049058256683,34.0,92.14285714285714
3305,1.0,7.719370860927152,20.0,0.0,0.0,13.0,160.36049058256683,36.0,16.444444444444443
3306,0.0,7.719370860927152,32.0,0.0,0.0,13.0,160.36049058256683,5.0,16.0
3307,1.0,7.719370860927152,44.0,0.0,0.0,15.0,160.36049058256683,12.0,13.666666666666664
3308,1.0,2.0,21.0,0.0,0.0,15.0,160.36049058256683,12.0,12.166666666666664
3309,4.0,7.719370860927152,24.0,1.0,0.0,11.0,160.36049058256683,8.0,12.428571428571427
3310,2.0,1.0,24.0,0.0,0.0,13.0,160.36049058256683,2.0,9.583333333333334
3311,3.0,7.719370860927152,26.0,0.0,0.0,11.0,160.36049058256683,603.3206537460227,8.818181818181818
3312,8.0,3.0,33.0,0.0,0.0,36.0,33.670360110803315,927.0,35.333333333333336
3313,12.0,3.9464831804281344,26.0,0.0,0.0,49.0,33.670360110803315,446.0,39.0
3314,11.0,3.9464831804281344,10.0,0.0,0.0,32.0,6.0,38.0,37.16666666666666
3315,3.0,14.0,20.0,0.0,0.0,69.0,1.0,603.3206537460227,86.18181818181819
3316,3.0,19.0,69.0,0.0,0.0,101.0,1.0,206.0,82.41666666666667
3317,1.0,2.0,51.0,0.0,0.0,68.0,160.36049058256683,1.0,68.5
3318,1.0,1.0,50.0,0.0,0.0,58.0,4.0,178.0,67.58823529411765
3319,2.0,1.0,15.0,0.0,0.0,55.0,1.0,603.3206537460227,69.875
3320,1.0,7.0,42.0,1.0,0.0,73.0,3.0,197.0,73.35714285714286
3321,8.0,11.0,48.0,0.0,0.0,105.0,6.0,42.0,95.9
3322,5.0,9.0,27.0,0.0,0.0,78.0,160.36049058256683,221.0,99.11111111111113
3323,7.0,4.0,39.0,0.0,0.0,79.0,160.36049058256683,213.0,80.22222222222223
3324,14.0,5.0,42.0,0.0,0.0,88.0,160.36049058256683,16.0,96.5
3325,3.0,1.0,16.0,0.0,0.0,39.0,160.36049058256683,69.0,34.72727272727273
3326,6.0,1.0,18.0,0.0,0.0,25.0,33.670360110803315,85.0,28.66666666666667
3327,5.0,2.0,7.0,0.0,0.0,28.0,33.670360110803315,20.0,29.33333333333333
3328,3.0,1.0,22.0,0.0,0.0,30.0,1.0,233.0,28.7
3329,9.0,4.0,22.0,0.0,0.0,68.0,1.0,18.0,60.09090909090909
3330,5.0,1.0,12.0,0.0,0.0,56.0,8.0,45.0,59.75
3331,5.0,1.0,14.0,0.0,0.0,31.0,160.36049058256683,13.0,43.625
