,poi_total_neighbor,crash_total_neighbor,311_total_neighbor,311_total_not_parking_meter_neighbor,v0_total_neighbor,crime_total_neighbor,moving_total_neighbor,parking_total_neighbor
0,3.0,6.7142857142857135,32.0,0.42857142857142855,0.42857142857142855,95.28571428571428,52.67442588073339,148.14285714285714
1,2.875,11.75,52.875,0.375,1.0,82.25,44.3401226456417,226.375
2,2.4,15.4,38.7,0.9,0.3,106.2,38.67209811651337,146.2
3,5.75,13.75,37.75,1.375,0.375,143.625,7.75,183.0
4,4.625,8.513074470401198,35.0,0.625,0.25,136.375,46.67391765949212,196.125
5,1.0,6.869329624904082,31.33333333333333,1.3333333333333333,0.1111111111111111,97.77777777777777,59.97242576205598,121.11111111111113
6,1.1111111111111112,4.974494422729429,30.222222222222218,1.3333333333333333,0.2222222222222222,65.8888888888889,79.42029806131933,132.25785041622476
7,1.6666666666666667,3.7308708170470735,28.0,0.6666666666666666,0.3333333333333333,44.33333333333334,60.0652235459895,12.666666666666664
8,3.4,6.375496688741722,14.6,0.0,0.0,39.2,97.61629434954008,62.2
9,2.555555555555556,6.553564356324244,11.444444444444445,0.0,0.0,45.111111111111114,129.13264379875235,109.03562819400251
10,10.142857142857142,13.636363636363635,48.57142857142857,29.0,1.5714285714285714,148.42857142857142,22.95290858725761,183.0934065934066
11,4.153846153846153,19.923076923076927,28.923076923076927,0.7692307692307693,0.6153846153846154,96.84615384615385,598.4400754742411,114.33235798046327
12,2.0,5.383664459161148,26.66666666666667,0.4,0.4666666666666667,87.06666666666666,112.88837641196429,111.37608716613636
13,11.0,23.25,115.75,75.75,2.25,165.5,53.0901226456417,809.5
14,9.25,12.25,48.875,22.0,1.375,149.125,23.29259002770083,150.79008171825285
15,22.9,12.4,148.9,132.4,1.0,132.9,10156.936049058255,612.0525540964068
16,2.875,5.25,36.25,0.625,0.5,102.75,23.29506132282085,120.5
17,3.555555555555556,7.111111111111112,46.66666666666666,0.2222222222222222,0.7777777777777778,90.88888888888887,41.968997907237075,126.44444444444444
18,4.166666666666667,4.333333333333333,55.33333333333334,0.3333333333333333,0.6666666666666666,88.83333333333331,55.28683019418894,147.0
19,3.4285714285714284,6.7142857142857135,47.57142857142857,1.0,0.14285714285714285,114.42857142857143,72.58306739252863,117.71428571428572
20,6.0,9.090909090909092,36.72727272727273,0.6363636363636364,1.2727272727272727,118.36363636363636,101.17124398629062,127.79784688995217
21,5.769230769230768,8.747643912379012,34.153846153846146,0.6153846153846154,1.1538461538461535,117.46153846153848,127.89891507313023,111.13663967611336
22,4.8,6.873639717547307,28.93333333333333,0.13333333333333333,1.3333333333333333,105.13333333333334,133.005149148442,126.93979796903312
23,2.357142857142857,5.5901934532850746,19.785714285714285,0.21428571428571427,0.6428571428571429,82.57142857142857,152.29343485142857,217.30590107029224
24,1.7692307692307692,5.09713141123008,22.07692307692308,0.3076923076923077,0.5384615384615384,75.84615384615384,109.61118347968748,179.53553547985138
25,2.8,5.077044980456488,15.2,0.0,0.6,34.8,65.54419623302671,95.6
26,2.888888888888889,5.380205577752237,18.88888888888889,0.0,1.1111111111111112,39.22222222222222,37.63566457390374,107.48007263844696
27,3.0,5.793469006744143,16.77777777777778,0.0,0.8888888888888888,39.66666666666666,55.00905241641115,141.22222222222226
28,3.8,6.086059192162442,21.0,0.0,0.8,40.1,50.90814717477004,120.93206537460227
29,5.2,7.9343651543358495,24.7,0.0,0.9,43.2,35.57209811651337,109.9
30,5.5,6.03373841377687,22.83333333333333,0.0,0.8333333333333334,42.0,56.28683019418894,86.0
31,3.4444444444444446,6.040060340604741,11.444444444444445,0.0,0.0,46.444444444444436,111.12915318903678,185.3689615273359
32,2.0,6.337288447387785,11.222222222222221,0.3333333333333333,0.0,55.444444444444436,142.76488051783718,96.48007263844696
33,3.125,4.769764072847682,39.25,30.25,0.75,60.0,208.915705772433,294.91508171825285
34,30.375,31.25,76.375,49.375,0.75,164.75,23.875,539.1650817182527
35,16.125,23.33992135761589,59.375,40.375,0.625,152.875,87.22527651268706,763.2900817182527
36,9.272727272727273,7.804658151765589,36.36363636363637,0.09090909090909093,1.0,196.3636363636364,101.46475658555187,320.27272727272725
37,9.0,9.219326128417036,39.46153846153846,0.07692307692307693,0.4615384615384616,198.46153846153842,57.77787095700543,346.7938964420017
38,9.545454545454543,9.363636363636363,34.54545454545455,0.7272727272727273,0.7272727272727273,183.72727272727272,64.04017839366067,464.75642306782026
39,7.9230769230769225,9.074125874125873,30.30769230769231,0.5384615384615384,0.9230769230769232,158.23076923076925,30.682679024536906,255.7296037296037
40,7.125,8.247727272727273,28.875,0.4375,0.6875,155.5,26.807881835641364,288.2329545454545
41,6.2857142857142865,4.711688311688311,21.785714285714285,0.5714285714285714,0.7857142857142857,141.5,28.280436383590132,230.4090909090909
42,5.875,2.939278860626129,20.1875,0.375,0.75,143.5,36.80660487577188,251.53030303030303
43,5.2,2.6719370860927154,23.4,0.3,0.7,152.1,69.21123224410708,422.0
44,4.090909090909091,3.403521974714028,25.0,0.4545454545454545,0.2727272727272727,165.54545454545453,65.52569841380671,474.8181818181818
45,4.6,4.171937086092715,28.2,0.6,0.2,174.1,40.40617013867403,579.3
46,4.111111111111111,4.413263428991906,25.66666666666667,0.6666666666666666,0.3333333333333333,166.88888888888889,58.86131465094487,403.88888888888886
47,3.111111111111111,3.524374540103017,22.777777777777782,1.4444444444444444,0.1111111111111111,151.33333333333334,42.932371252881886,470.33333333333326
48,3.4285714285714284,3.5313386944181646,23.285714285714285,1.7142857142857142,0.0,151.42857142857142,27.337212940366694,573.7142857142858
49,5.833333333333332,3.6666666666666665,25.16666666666667,1.3333333333333333,0.0,132.83333333333334,54.95349686085561,89.5
50,5.111111111111111,3.831451069081564,43.111111111111114,0.7777777777777778,0.0,64.22222222222223,86.38231474912534,176.29328561690525
51,3.0,1.3333333333333333,64.0,0.16666666666666666,0.0,73.0,56.95349686085561,258.5
52,21.571428571428577,8.520949084028555,0.5714285714285714,0.0,0.5714285714285714,1.5714285714285714,10.043956043956047,24.779220779220772
53,26.125,5.245454545454546,29.125,17.0,1.125,8.125,19.394230769230774,339.60303028284613
54,23.142857142857146,4.724372932906948,115.42857142857143,103.78571428571428,0.5714285714285714,12.5,160.60629343229925,954.7995670764993
55,20.928571428571427,5.204327994401745,102.57142857142857,91.07142857142857,0.42857142857142855,15.214285714285715,160.67772200372784,1129.9653280583584
56,20.0625,7.491286995101527,103.0,91.375,0.3125,24.875,176.14314500960538,999.8106409287793
57,18.0,8.790706128108297,135.66666666666666,122.33333333333331,0.13333333333333333,28.466666666666665,183.3526880102457,1104.479595938066
58,18.88888888888889,19.0,229.66666666666663,187.11111111111111,0.6666666666666666,102.44444444444444,41.114538965930016,1803.888888888889
59,19.11111111111111,11.937637969094926,247.11111111111111,213.66666666666663,0.7777777777777778,114.44444444444444,54.08010901834819,1508.8134059717804
60,25.25,11.263176048565118,197.83333333333331,170.33333333333334,1.1666666666666667,123.16666666666669,135.4437837806772,1728.2661615892496
61,28.6,22.743874172185432,44.4,24.5,1.0,94.5,156.53254053681263,542.3514592817016
62,7.5,13.339921357615895,51.25,25.375,1.0,178.75,104.9197280794103,444.0
63,9.6,15.345454545454546,39.7,7.6,0.9,153.1,29.00308506933701,191.17508156893427
64,11.181818181818182,23.677685950413217,48.45454545454545,6.727272727272728,1.2727272727272727,174.27272727272728,14.454545454545455,155.40274199484728
65,13.8,25.771937086092716,57.5,5.0,1.1,214.9,31.136049058256685,321.53206537460227
66,17.0,22.4,53.4,4.6,2.2,240.6,11.2,853.8
67,14.8,25.6,57.6,4.2,2.4,232.0,11.4,839.8
68,10.166666666666666,19.33333333333333,67.66666666666667,2.833333333333333,2.0,225.16666666666663,33.89341509709447,825.0
69,9.857142857142858,10.142857142857142,48.85714285714285,1.8571428571428568,0.8571428571428571,220.28571428571428,25.908641511795263,574.7142857142858
70,11.375,10.25,35.625,2.125,1.75,193.25,73.42006132282086,415.375
71,11.125,13.875,40.625,0.375,2.0,193.125,63.083795013850406,401.375
72,10.444444444444443,15.96881898454746,44.88888888888889,0.3333333333333333,2.888888888888889,191.66666666666663,77.18902342268596,682.8888888888888
73,7.142857142857142,7.571428571428571,44.42857142857143,0.5714285714285714,2.4285714285714284,203.57142857142856,42.52874440059621,683.7142857142858
74,17.272727272727273,7.5199428055388315,43.81818181818182,0.3636363636363637,0.7272727272727273,191.0,432.1846227903063,701.2401188629132
75,21.272727272727273,8.0,40.36363636363637,1.0909090909090908,1.0909090909090908,196.72727272727272,446.6109982877394,608.3601782943697
76,21.818181818181817,7.338124623720652,39.45454545454545,1.0909090909090908,1.0,192.27272727272728,445.9746346513757,360.78557340836784
77,25.09090909090909,11.610851896447926,45.90909090909091,1.818181818181818,1.4545454545454546,197.63636363636363,434.7600445984152,451.05830068109503
78,21.88888888888889,14.0,52.111111111111114,1.3333333333333333,1.2222222222222223,199.22222222222226,549.6356645739038,510.55132902645204
79,8.428571428571429,3.245624408703879,47.57142857142857,1.5714285714285714,0.14285714285714285,187.0,59.62733446799099,383.0
80,8.285714285714286,2.2857142857142856,52.14285714285714,1.8571428571428568,0.0,170.28571428571428,54.341620182276706,321.7142857142857
81,9.571428571428571,3.245624408703879,44.714285714285715,1.1428571428571428,0.14285714285714285,158.0,49.67442588073339,292.0
82,11.0,6.286561810154526,44.83333333333334,0.16666666666666666,0.16666666666666666,129.66666666666666,83.18024529128341,302.3333333333333
83,12.333333333333336,9.0,56.66666666666666,0.0,0.0,111.66666666666669,58.78683019418894,440.66666666666674
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,3.0,4.666666666666667,29.33333333333333,0.6666666666666666,0.3333333333333333,86.0,55.12016352752228,240.33333333333331
87,7.363636363636362,5.174709213053488,33.09090909090909,14.545454545454545,1.3636363636363635,48.36363636363637,99.46925580975108,261.99276805421266
88,7.352941176470589,5.05683054373342,29.294117647058826,10.0,1.5294117647058822,43.88235294117647,117.23309249634629,282.97411877344035
89,3.3571428571428568,3.9198202459791864,15.0,0.0,0.35714285714285715,63.5,47.03156873787624,160.19830827067668
90,5.05,6.527166874253195,20.85,6.4,0.6,60.95,544.5373919074385,153.70066636791438
91,3.8,6.010459576320961,19.15,6.65,0.75,56.5,552.0554164365668,130.74809806190342
92,3.5,5.387893289273234,19.83333333333333,8.0,0.9444444444444444,50.27777777777778,586.6681587213131,144.83407374212706
93,2.7142857142857144,4.641577086208441,15.285714285714285,8.142857142857142,1.0,38.642857142857146,108.11322396176487,152.42585437414772
94,1.6666666666666667,1.9688189845474613,16.88888888888889,0.1111111111111111,0.2222222222222222,41.77777777777778,89.6447169903149,93.92451708289141
95,38.66666666666666,4.333333333333333,171.0,164.66666666666666,2.333333333333333,7.666666666666668,58.12016352752228,1658.666666666667
96,38.0,6.75,142.0,123.25,2.5,7.5,51.3401226456417,1373.25
97,36.833333333333336,22.33333333333333,503.5,471.16666666666674,2.333333333333333,82.83333333333333,13.166666666666664,2684.6666666666665
98,32.125,10.75,417.875,390.625,1.375,93.125,6.625,3076.625
99,22.25,6.75,433.5,407.375,0.625,122.0,26.04506132282085,3161.875
100,22.181818181818183,14.727272727272727,194.0,148.36363636363637,0.9090909090909092,267.54545454545456,43.24736192410307,2357.0291503405474
101,27.0,22.7,145.2,94.9,1.2,383.7,50.472098116513365,1605.3
102,25.7,19.0,94.5,53.4,0.5,448.5,32.236049058256675,2620.732065374602
103,27.0,12.571428571428573,101.85714285714286,73.14285714285714,1.0,493.4285714285714,43.76578436893812,4074.285714285714
104,27.6,16.2,76.0,29.2,1.4,511.2,45.07209811651337,4118.064130749204
105,3.0,5.171937086092716,35.0,0.0,0.0,72.3,70.24419623302673,57.0
106,5.1,5.7,55.2,0.0,0.4,68.5,55.10814717477005,62.7
107,5.3,5.0,59.6,0.4,0.6,72.8,23.236049058256683,99.9
108,4.9,3.8,47.3,3.6,0.8,83.6,18.336049058256684,101.7
109,9.142857142857142,7.0,49.714285714285715,10.428571428571429,0.2857142857142857,107.57142857142857,29.480070083223833,185.0
110,6.2857142857142865,7.118989574382519,23.57142857142857,2.357142857142857,0.42857142857142855,77.57142857142857,710.613206760955,128.38371570473151
111,4.368421052631579,6.101503283544544,17.05263157894737,3.421052631578948,0.631578947368421,61.05263157894736,559.6682448579144,161.2638593346467
112,3.7647058823529416,5.482893619201128,17.11764705882353,3.8235294117647056,0.6470588235294118,54.11764705882353,615.7062992130986,154.7654898446051
113,3.6,5.284180556399403,18.266666666666666,4.466666666666667,0.6,48.66666666666666,82.7689676273585,163.40088849055246
114,2.727272727272727,3.8070439494280555,16.09090909090909,0.4545454545454545,0.18181818181818185,47.72727272727273,64.98024386835219,35.63636363636363
115,1.4444444444444444,2.4132634289919057,17.88888888888889,0.0,0.2222222222222222,44.555555555555564,75.45692471567452,99.59118374955808
116,1.6666666666666667,2.191041206769684,21.555555555555557,0.0,0.5555555555555556,48.33333333333334,96.79368590382677,120.36896152733587
117,1.8571428571428568,3.2055345316934725,24.857142857142854,0.14285714285714285,0.5714285714285714,45.714285714285715,96.87318892015296,64.57142857142857
118,2.1666666666666665,2.786561810154525,24.16666666666667,0.0,0.6666666666666666,45.33333333333334,110.40699372171122,53.5
119,2.833333333333333,4.859685430463577,22.66666666666667,0.16666666666666666,0.5,48.5,31.39341509709447,30.5
120,4.0,6.231622516556293,17.0,0.0,1.8,75.0,34.272098116513355,53.6
121,7.4,4.287748344370861,17.4,0.2,1.0,100.2,71.14419623302673,83.4
122,8.333333333333334,3.953228476821192,29.33333333333333,6.833333333333332,1.1666666666666667,100.5,37.89341509709447,124.33333333333331
123,17.125,5.0,47.375,18.125,1.625,103.0,135.92006132282086,219.625
124,26.444444444444446,4.777777777777779,41.77777777777778,17.555555555555557,2.7777777777777777,117.44444444444444,157.00898966151453,403.2932856169052
125,29.11111111111111,6.333333333333332,51.77777777777778,19.11111111111111,2.7777777777777777,123.44444444444444,139.6356018190071,367.07106339468316
126,42.25,14.0,560.5,534.375,3.625,120.875,10.25,6245.4150817182535
127,40.375,12.25,688.625,654.5,2.375,150.5,23.5,6034.125
128,32.333333333333336,11.222222222222221,526.5555555555555,496.0,1.7777777777777777,163.33333333333334,31.074484456755926,3312.1111111111113
129,33.42857142857143,15.531338694418164,150.07142857142858,115.07142857142857,1.2142857142857142,311.57142857142856,115.20818103875479,1374.845374754503
130,37.785714285714285,17.531338694418164,153.64285714285714,114.71428571428572,1.0714285714285714,361.21428571428567,111.30315531655457,1952.0367566297866
131,37.615384615384606,16.110672440142633,162.0769230769231,122.46153846153848,1.0,363.3846153846154,98.99105260378437,1726.4241994474628
132,37.357142857142854,17.24562440870388,112.28571428571428,79.5,1.2142857142857142,360.9285714285714,94.27740598922836,1317.4882318973598
133,26.58333333333333,26.5,57.66666666666666,20.0,2.333333333333333,360.41666666666674,115.57364032076642,1903.8115230856286
134,23.363636363636363,26.09090909090909,70.54545454545455,30.90909090909091,1.818181818181818,356.45454545454544,112.41119938787548,1553.4925112074109
135,23.181818181818183,25.45454545454545,70.0,30.818181818181817,1.9090909090909087,360.27272727272725,100.10570024400576,1553.4925112074109
136,16.545454545454547,15.818181818181818,40.90909090909091,6.636363636363638,1.5454545454545454,313.8181818181818,109.68392666060272,1442.248934275231
137,13.285714285714285,8.142857142857142,42.57142857142857,3.8571428571428568,0.7142857142857143,296.0,32.33721294036669,1117.2857142857142
138,12.25,7.375,39.25,3.5,0.75,240.875,32.79506132282086,916.25
139,11.285714285714285,6.2857142857142865,45.0,4.0,0.5714285714285714,190.85714285714286,50.28571428571429,912.0
140,9.875,5.625,43.5,4.375,0.375,201.625,11.5,840.625
141,18.25,27.625,100.125,10.875,1.25,260.0,835.7950613228209,892.5970394736843
142,12.5,22.57142857142857,73.35714285714286,4.928571428571429,0.7857142857142857,182.7142857142857,837.0514986546524,444.2510423440725
143,11.9375,15.982460678807945,59.25,4.1875,0.4375,167.5,789.5377915633957,461.637121191937
144,12.090909090909092,11.42903371462974,33.54545454545455,3.272727272727273,0.2727272727272727,181.27272727272728,105.80760762265426,385.2401188629132
145,9.846153846153848,10.28610545084055,25.384615384615387,1.2307692307692308,0.15384615384615385,133.76923076923077,74.7325533282023,393.43394673015723
146,8.615384615384615,7.230769230769232,22.23076923076923,1.0769230769230769,0.3076923076923077,132.61538461538458,73.19409178974077,370.8954851916958
147,6.384615384615384,6.033749363219563,20.846153846153847,0.6153846153846154,0.5384615384615384,154.9230769230769,61.39713097569717,399.2031774993881
148,6.888888888888888,5.191041206769683,26.444444444444446,0.1111111111111111,1.0,199.66666666666663,6.4444444444444455,379.36896152733584
149,10.0,13.47316315814679,30.875,0.0,0.875,218.8125,67.26209708608958,334.27610145509493
150,9.647058823529411,15.991249392318911,36.23529411764706,0.17647058823529413,1.1764705882352942,214.52941176470588,106.76445679287822,300.36434935711725
151,8.6875,15.915909090909093,43.0,0.375,1.1875,216.375,91.35348164089216,366.6607107256778
152,5.466666666666668,4.006219145093317,40.4,2.8666666666666667,1.2666666666666666,176.13333333333333,36.54560239001764,589.2323232323232
153,5.333333333333333,4.74387417218543,35.333333333333336,3.6666666666666665,0.8,160.2,49.918845503458265,628.1333333333333
154,4.928571428571429,5.337097918637654,31.57142857142857,3.928571428571429,0.7857142857142857,148.42857142857142,43.45872799780766,531.6657609818586
155,5.833333333333332,6.809947571743928,32.583333333333336,3.4166666666666665,0.5833333333333334,146.0,37.67180844889503,497.7767211455019
156,6.909090909090909,7.8181818181818175,31.818181818181817,7.727272727272727,0.09090909090909093,147.9090909090909,39.914700126067295,558.3927867041839
157,11.333333333333336,11.833333333333336,37.0,16.5,0.3333333333333333,144.0,32.726748430427804,1468.666666666667
158,10.333333333333334,10.666666666666666,41.5,28.5,0.5,104.0,32.726748430427804,1380.166666666667
159,9.0,6.75,38.25,29.25,1.0,91.0,80.68024529128341,1398.5
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,3.9230769230769234,6.788370016488417,14.769230769230768,0.0,0.8461538461538461,31.461538461538463,145.03992436694185,208.78699160201492
162,4.117647058823529,7.242158385668727,18.176470588235293,0.1176470588235294,0.5882352941176471,37.23529411764706,132.61208373793858,173.1905509060273
163,3.842105263157895,6.439147625045756,19.36842105263158,0.10526315789473684,0.42105263157894735,39.631578947368425,139.44831947203988,196.36423413664951
164,2.3125,5.685324230302127,24.1875,0.375,0.375,53.375,152.0724193108957,207.68512257737927
165,2.083333333333333,3.0554878367796072,42.41666666666666,0.5,0.0,61.41666666666666,150.72639555367198,149.86005447883522
166,5.777777777777778,3.302152317880795,55.444444444444436,0.2222222222222222,0.3333333333333333,60.111111111111114,6.005698005698005,50.555555555555564
167,6.1,4.1,55.6,0.0,0.5,54.4,35.47722632164157,67.42424242424242
168,4.583333333333333,3.7975508775290536,42.5,0.0,0.9166666666666666,44.33333333333334,42.00678931230837,138.72010895767045
169,5.727272727272728,3.7791464118498768,33.81818181818182,0.0,0.7272727272727273,41.72727272727273,45.280133795245504,114.12005943145662
170,5.75,3.3808842108623867,31.33333333333333,0.0,0.8333333333333334,43.83333333333334,54.37016352752228,152.47010895767045
171,4.818181818181818,5.364486568382087,20.09090909090909,0.0,0.6363636363636364,51.81818181818182,76.5884375476034,112.27272727272728
172,4.0,4.468919325707406,19.818181818181817,0.0,0.4545454545454545,60.45454545454545,47.7956210780458,111.61602870813398
173,1.6,3.438522490228244,25.5,0.0,0.0,83.2,40.206170138674025,139.6
174,1.125,2.583231755169411,32.5,0.0,0.0,91.25,65.09397898231298,112.0
175,1.0,3.245624408703879,45.0,0.0,0.0,82.0,69.86878167824293,94.85714285714286
176,3.7647058823529416,5.740991429684456,21.352941176470583,6.882352941176472,1.1176470588235294,66.05882352941177,161.48290176639182,197.27078051353612
177,3.1666666666666665,3.2397902869757176,13.166666666666664,0.0,1.1666666666666667,29.66666666666667,107.90699372171122,32.833333333333336
178,5.0,5.812913907284769,15.5,0.0,0.8333333333333334,27.66666666666667,55.95349686085561,121.72010895767045
179,37.333333333333336,2.333333333333333,326.3333333333333,322.6666666666667,1.0,7.0,11.333333333333336,1190.1068845820075
180,42.142857142857146,9.388481551561023,208.42857142857144,186.7142857142857,2.571428571428572,7.7142857142857135,38.051498654652406,1119.3966165413533
181,36.714285714285715,13.0,176.28571428571428,154.85714285714286,2.142857142857143,95.14285714285714,7564.142857142857,634.2587507499687
182,28.285714285714285,18.857142857142858,92.85714285714286,70.71428571428571,2.0,181.14285714285717,14490.62292722608,748.314983888292
183,24.33333333333333,30.66666666666667,235.0,187.33333333333331,1.0,45.0,16.0,592.6666666666666
184,29.125,22.75,195.625,151.5,1.0,59.0,14.583795013850414,1310.125
185,24.66666666666667,16.666666666666668,269.0,236.66666666666663,0.8333333333333334,76.83333333333333,11.166666666666664,2094.6666666666665
186,21.875,12.25,150.5,120.75,0.625,88.5,31.17006132282085,3413.625
187,21.454545454545453,18.181818181818183,90.0909090909091,51.0,0.5454545454545454,254.0909090909091,40.88372556046671,1539.3927867041834
188,20.6,20.9,65.4,30.9,0.9,356.6,55.372098116513364,1946.4320653746024
189,13.166666666666664,7.833333333333332,54.83333333333334,28.16666666666667,0.16666666666666666,351.33333333333326,99.80036868358273,5006.5
