index_seg,csl
97,2.7142857142857144
98,2.909090909090909
101,2.9999999999999996
102,3.0000000000000004
127,3.0000000000000004
128,3.1363636363636362
132,2.0
134,2.5
136,3.0
137,2.9999999999999996
138,3.4999999999999996
139,3.9545454545454537
140,4.266666666666667
179,2.0
180,3.0
181,3.8571428571428577
182,3.2857142857142856
183,1.5000000000000002
250,4.0
251,1.9375
252,1.3125
253,2.0
254,3.0000000000000004
255,3.0
256,3.0
257,2.4545454545454546
258,2.44
267,3.0
269,3.904761904761904
329,2.3636363636363633
330,2.25
331,2.6296296296296293
332,3.0
362,3.111111111111111
513,3.333333333333333
574,3.3333333333333335
575,3.333333333333333
577,3.0
578,2.0
579,4.0
580,4.0
581,4.0
582,3.571428571428571
583,4.208333333333332
613,3.6666666666666665
616,2.9999999999999996
617,3.0000000000000004
648,3.125
649,2.5
650,2.5
651,2.0
652,3.0
658,2.0
659,3.560000000000001
660,3.0
662,3.0
663,3.0
664,3.4705882352941173
665,2.0
666,2.0
668,3.0000000000000004
669,3.6999999999999997
670,3.0
671,3.0
672,3.0
673,2.8181818181818175
674,2.5
675,3.304347826086957
676,3.0
677,3.2222222222222223
681,1.7777777777777777
682,2.0
683,3.3846153846153846
725,2.5
726,2.68
737,4.0
741,4.0
742,3.0666666666666664
743,2.0
771,3.0000000000000004
777,4.0
778,3.727272727272727
779,3.6666666666666665
808,2.883720930232558
809,2.08695652173913
893,2.0
894,2.0
968,3.5000000000000004
969,2.6818181818181817
970,2.3749999999999996
971,3.0
972,2.6470588235294117
973,2.68
974,3.0
975,1.8333333333333333
976,2.0
977,2.4615384615384617
993,2.5
994,2.5
1000,2.0
1001,2.0833333333333335
1002,2.5
1003,2.8333333333333335
1004,3.538461538461538
1203,3.0000000000000004
1237,3.0000000000000004
1244,3.0
1261,2.5
1531,3.647058823529411
1532,4.0
1533,3.8000000000000003
2177,2.333333333333333
2254,3.2857142857142865
2260,4.0
2635,2.0
2636,2.0
2638,2.0
2639,1.7999999999999998
2641,1.7499999999999998
2650,2.0
2652,2.0
2653,2.75
2656,1.6666666666666667
2657,1.6666666666666667
2658,1.6666666666666665
2659,1.0
2660,1.0
2661,1.0
2662,1.0
2663,1.0
2664,1.0
2671,2.428571428571429
2672,2.25
2673,3.375
2674,3.384615384615384
2675,2.5
2676,3.0
2685,2.736842105263158
2733,2.2
3149,2.3000000000000003
3150,3.0000000000000004
3380,2.8181818181818175
3381,2.5
3382,2.956521739130434
3383,3.888888888888889
3384,3.0000000000000004
3385,3.0
3386,3.0
3387,3.0512820512820515
3388,3.210526315789474
3389,3.0
3549,2.5
3550,2.5
3593,3.5000000000000004
3605,3.5
3717,2.0
3718,3.0
3719,2.6818181818181817
3720,1.7499999999999998
3721,2.4285714285714284
3722,3.0
3945,4.0
3946,3.5238095238095246
