index_seg,csl
97,3.4999999999999996
98,2.0
101,3.5
102,3.0
103,3.0
104,4.0
127,3.5
128,3.5789473684210527
132,2.0
134,2.666666666666667
136,3.0
137,2.9999999999999996
139,5.0
140,5.0
179,2.0
180,2.5
181,2.5
183,2.0
250,4.0
251,1.909090909090909
252,1.7142857142857142
253,2.0
254,3.5
255,3.5
256,3.5
257,2.923076923076923
258,2.7199999999999998
269,4.0
329,2.6153846153846154
330,2.25
331,2.3333333333333335
362,3.111111111111111
513,2.0
574,3.5
575,3.5
577,2.9999999999999996
578,3.0
579,3.7272727272727266
580,4.0
581,4.0
582,3.454545454545454
583,3.9000000000000004
613,3.733333333333333
616,3.5
648,3.0909090909090904
650,2.5
651,2.9999999999999996
658,2.5
659,3.3888888888888897
660,3.0
663,3.0
664,3.4000000000000004
665,2.611111111111111
666,2.5
668,3.0000000000000004
669,3.0
670,3.5000000000000004
671,3.0
672,3.4210526315789473
673,3.166666666666666
674,2.0
675,4.363636363636363
676,5.0
677,3.5454545454545454
681,1.7777777777777777
682,2.0
683,2.0
725,2.4444444444444446
726,2.291666666666667
737,5.0
741,4.0
742,4.0
771,3.0000000000000004
775,3.0
776,3.7272727272727266
777,4.0
778,3.5500000000000003
779,3.5
808,2.821428571428571
809,2.4242424242424243
893,1.0
894,1.4444444444444444
968,4.0
969,2.9411764705882355
970,2.5
971,2.5
972,2.821428571428571
973,2.9999999999999996
974,3.0
975,1.727272727272727
976,3.0
977,3.0
993,3.0000000000000004
994,3.0000000000000004
996,2.5
997,2.5
999,3.5
1000,3.4999999999999996
1001,4.0
1002,4.0
1003,3.1999999999999997
1004,2.45
1189,5.0
1203,3.0000000000000004
1237,3.0000000000000004
1244,3.5000000000000004
1278,4.0
1531,3.6875
1532,3.4999999999999996
1533,3.8000000000000003
2177,2.333333333333333
2254,3.3888888888888893
2260,4.0
2635,1.0
2636,1.5999999999999999
2637,3.0000000000000004
2638,1.3636363636363635
2639,1.7999999999999998
2641,1.6
2650,2.0
2652,2.0
2653,2.6666666666666665
2654,2.0
2655,2.0
2656,1.6666666666666667
2657,1.6666666666666667
2658,1.6666666666666665
2659,1.0
2660,1.0
2661,1.0
2662,1.0
2663,1.0
2664,1.0
2671,2.7142857142857144
2672,2.4545454545454546
2673,2.9999999999999996
2674,3.888888888888889
2675,2.3749999999999996
2676,2.857142857142857
2685,3.0
2733,2.0
3149,2.3636363636363638
3380,3.0000000000000004
3381,3.0
3382,2.956521739130434
3383,4.333333333333334
3384,3.0000000000000004
3385,3.5
3386,3.4999999999999996
3387,2.3666666666666667
3388,2.8888888888888897
3389,3.1000000000000005
3549,2.333333333333333
3550,2.3333333333333335
3593,2.9999999999999996
3605,3.5
3717,2.0
3718,3.0
3719,2.6818181818181817
3720,1.6363636363636362
3721,2.5
3722,2.727272727272727
3946,3.4999999999999996
4012,1.857142857142857
4013,1.7999999999999998
4014,2.3125
4222,3.0
4270,1.5454545454545452
4271,2.5
4272,3.0
4273,3.0000000000000004
4276,5.0
4385,4.0
4386,4.0
4387,3.0000000000000004
4418,3.0000000000000004
4419,3.0
4429,4.0
4430,3.5789473684210527
4431,3.6521739130434794
4432,3.1666666666666665
4480,4.0
4481,3.1578947368421053
4569,4.720000000000001
4570,4.9230769230769225
4737,2.666666666666667
4789,3.4400000000000004
4790,4.0
4791,3.0
4811,3.3636363636363633
4812,4.0
4871,4.0
4872,3.590909090909091
4873,2.571428571428571
4874,2.8000000000000003
4998,3.0000000000000004
5203,2.5
5207,4.294117647058823
5208,3.7777777777777777
5209,4.0
5210,4.0
5231,3.0
5284,3.3499999999999996
5285,3.1578947368421053
5286,2.75
5287,3.2222222222222214
5288,3.428571428571429
5340,3.4999999999999996
5367,2.857142857142857
5368,2.0
5455,2.6666666666666665
5456,2.5806451612903225
5458,3.0
5501,3.705882352941176
5616,4.0
5617,4.0
5665,2.9999999999999996
5668,3.0
5669,3.4285714285714293
5670,4.0
5671,3.7096774193548385
5672,3.6666666666666665
5673,3.428571428571429
5748,3.333333333333333
5749,3.2500000000000004
5750,3.0
5751,5.0
5752,3.0
5753,4.35
5754,3.8888888888888893
5755,3.666666666666667
5757,4.0
5758,4.0
5760,4.090909090909091
5761,3.4117647058823524
5762,3.3124999999999996
5821,3.0
6000,2.571428571428571
6214,2.1428571428571432
6215,2.9999999999999996
6217,4.0
6218,3.3571428571428563
6332,3.5
6333,4.0
6340,2.6666666666666665
6939,3.1
6940,4.0
6941,4.0
6942,4.0
6943,3.3793103448275867
6944,4.0
6945,3.6
7010,3.454545454545454
7011,3.3888888888888884
7016,4.0
7312,3.1904761904761902
7313,3.3030303030303028
7316,4.0
7317,3.6153846153846154
7318,4.0
7319,3.428571428571428
7320,4.25
7321,4.5
7322,4.153846153846154
7574,1.5000000000000002
7594,2.0
7646,2.0
7647,2.5
7683,3.0
7684,2.5
7725,4.416666666666667
7726,3.5789473684210527
7727,3.9705882352941173
7728,3.0000000000000004
7729,3.0
7769,3.0
7771,2.0
7773,3.0000000000000004
7774,3.0000000000000004
7775,3.0
7878,2.5
7879,2.7727272727272725
7880,2.625
7881,2.5833333333333326
7882,3.0
7883,3.571428571428571
8226,4.0
8258,5.0
8260,3.333333333333333
8288,4.0
8289,4.0
8290,3.5
8310,3.478260869565217
8311,4.0
8345,3.5
8346,3.333333333333333
8347,3.0
8348,3.6206896551724133
8349,3.0
