,,pred,pred,pred,pred,pred
,,1,2,3,4,5
True,1,0.1739130434782609,0.4347826086956522,0.391304347826087,0.0,0.0
True,2,0.04687499999999999,0.2421875,0.5390625,0.171875,0.0
True,3,0.0,0.04433497536945813,0.7906403940886699,0.16502463054187191,0.0
True,4,0.0,0.012539184952978058,0.2821316614420063,0.7053291536050157,0.0
True,5,0.0,0.14285714285714285,0.2857142857142857,0.3571428571428571,0.21428571428571425
