,,pred,pred,pred,pred,pred
,,1,2,3,4,5
True,1,0.13043478260869565,0.391304347826087,0.47826086956521746,0.0,0.0
True,2,0.03125000000000001,0.2578125,0.59375,0.11718750000000001,0.0
True,3,0.0,0.027093596059113302,0.8004926108374384,0.17241379310344826,0.0
True,4,0.0,0.0,0.335423197492163,0.664576802507837,0.0
True,5,0.0,0.07142857142857144,0.5,0.2142857142857143,0.2142857142857143
