column,,column,knn,I,p_norm,p_rand,z_norm,z_rand,ftr_type
FAIL TO YIELD RIGHT OF WAY,1910,FAIL TO YIELD RIGHT OF WAY,1,0.06801612374631652,2.3146640160121024e-10,2.2127144561068235e-10,6.444825807359434,6.451654236273522,moving
UNAUTHORIZED VEHICLE IN LOADING ZONE,2297,UNAUTHORIZED VEHICLE IN LOADING ZONE,8,0.06666380594640653,0.0,0.0,16.17421099833792,16.19695849217977,parking
VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2300,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1,0.060150948529699634,2.3908764745783628e-08,2.369974394511587e-08,5.7003754828615945,5.701872113511103,parking
SEAT BELT REGULATION VIOLATION,1949,SEAT BELT REGULATION VIOLATION,10,0.059641626995467725,0.0,0.0,16.170577333117834,16.170624499208014,moving
"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE",1879,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE",10,0.04955096889850019,0.0,0.0,13.438095279965172,13.439883928333856,moving
PARK WITH LEFT WHEEL TO THE CURB,2190,PARK WITH LEFT WHEEL TO THE CURB,1,0.04819519443160081,9.81302417635277e-06,9.754690367902441e-06,4.5687458912993,4.569995572641838,parking
PARKED WITHIN 25 FEET OF A STOP SIGN,2231,PARKED WITHIN 25 FEET OF A STOP SIGN,2,0.048058109222692484,1.5729919589091423e-09,1.4398802150594747e-09,6.147629274737798,6.161643018087336,parking
PARKED IN DRIVEWAY OR ALLEY TO OBSTRUCT SIDEWALK,2225,PARKED IN DRIVEWAY OR ALLEY TO OBSTRUCT SIDEWALK,6,0.03994829937984726,0.0,0.0,8.408320280712383,8.410436469740592,parking
OWNER OPERATE OR PERMIT OPERATION OF UNINSRD VEH,1923,OWNER OPERATE OR PERMIT OPERATION OF UNINSRD VEH,4,0.018353346462252187,0.002685811139343741,0.002682148915642557,3.206649391501776,3.2070419337601286,moving
FAIL TO DISPLAY PROOF OF VEHICLE INSURANCE,1884,FAIL TO DISPLAY PROOF OF VEHICLE INSURANCE,5,0.015170079283855607,0.006559869354486825,0.006553029796918075,2.940206600595385,2.94052979362277,moving
