,column,knn,I,EI,p_norm,p_rand,z_norm,z_rand,p_sim,p_z_sim
37,STREETTYPE_AVE,8,0.17759187359130849,-7.395902669920864e-05,0.0,0.0,43.058149536728735,49.25607054014164,0.002,0.0
38,STREETTYPE_AVE,9,0.17324238040367712,-7.395902669920864e-05,0.0,0.0,44.541358300656675,50.95143101922381,0.002,0.0
39,STREETTYPE_AVE,10,0.16953103236508218,-7.395902669920864e-05,0.0,0.0,45.92788603574124,52.53611895710627,0.002,0.0
40,STREETTYPE_BLVD,1,0.1989589090090352,-7.395902669920864e-05,0.0,0.0,18.838751726966848,18.887040267976765,0.002,0.0
41,STREETTYPE_BLVD,2,0.1915267000410447,-7.395902669920864e-05,0.0,0.0,24.472038364127535,24.53427108817907,0.002,0.0
42,STREETTYPE_BLVD,3,0.20864552237868034,-7.395902669920864e-05,0.0,0.0,31.944847261751782,32.025457898670865,0.002,0.0
43,STREETTYPE_BLVD,4,0.22064228979689887,-7.395902669920864e-05,0.0,0.0,38.40819947382445,38.50439469720961,0.002,0.0
44,STREETTYPE_BLVD,5,0.21330299690710655,-7.395902669920864e-05,0.0,0.0,41.15525830298787,41.25754930321412,0.002,0.0
45,STREETTYPE_BLVD,6,0.2156193453608933,-7.395902669920864e-05,0.0,0.0,45.31524351457909,45.42700821760769,0.002,0.0
46,STREETTYPE_BLVD,7,0.21529905741928926,-7.395902669920864e-05,0.0,0.0,48.859042967728044,48.97856187434467,0.002,0.0
47,STREETTYPE_BLVD,8,0.21316362278980927,-7.395902669920864e-05,0.0,0.0,51.679130136668874,51.80451230048935,0.002,0.0
48,STREETTYPE_BLVD,9,0.2132038864236951,-7.395902669920864e-05,0.0,0.0,54.811248397120984,54.94312577457367,0.002,0.0
49,STREETTYPE_BLVD,10,0.21314689789573368,-7.395902669920864e-05,0.0,0.0,57.738767808758716,57.87653062345926,0.002,0.0
50,STREETTYPE_CIR,1,0.6755073685404439,-7.395902669920864e-05,0.0,0.0,63.9447596119001,64.29643345005222,0.002,0.0
51,STREETTYPE_CIR,2,0.6303807616263634,-7.395902669920864e-05,0.0,0.0,80.52431649106188,80.96552984506462,0.002,0.0
52,STREETTYPE_CIR,3,0.551444192682757,-7.395902669920864e-05,0.0,0.0,84.41072677937447,84.8715683999401,0.002,0.0
53,STREETTYPE_CIR,4,0.5237084754326132,-7.395902669920864e-05,0.0,0.0,91.14662074416229,91.64250175123625,0.002,0.0
54,STREETTYPE_CIR,5,0.4835888671497397,-7.395902669920864e-05,0.0,0.0,93.28687090755723,93.79260269031681,0.002,0.0
55,STREETTYPE_CIR,6,0.4512199271523692,-7.395902669920864e-05,0.0,0.0,94.81282883077576,95.32500572099576,0.002,0.0
56,STREETTYPE_CIR,7,0.43199742518129974,-7.395902669920864e-05,0.0,0.0,98.01875218402068,98.54625119370155,0.002,0.0
57,STREETTYPE_CIR,8,0.41152737715017795,-7.395902669920864e-05,0.0,0.0,99.75351828466877,100.2883368187301,0.002,0.0
58,STREETTYPE_CIR,9,0.39628945089888074,-7.395902669920864e-05,0.0,0.0,101.863244497253,102.4073041542836,0.002,0.0
59,STREETTYPE_CIR,10,0.3771502295499482,-7.395902669920864e-05,0.0,0.0,102.14976222517443,102.69328462216605,0.002,0.0
60,STREETTYPE_CRES,1,0.9406574907543089,-7.395902669920864e-05,0.0,0.0,89.04160603761257,89.15215259574425,0.002,0.0
61,STREETTYPE_CRES,2,0.9406574907543089,-7.395902669920864e-05,0.0,0.0,120.15415939275259,120.30090866887821,0.002,0.0
62,STREETTYPE_CRES,3,0.9111962993975761,-7.395902669920864e-05,0.0,0.0,139.4713565956103,139.63897761427674,0.002,0.0
63,STREETTYPE_CRES,4,0.8964657037192101,-7.395902669920864e-05,0.0,0.0,156.01241134929342,156.19697696527456,0.002,0.0
64,STREETTYPE_CRES,5,0.8934207312818366,-7.395902669920864e-05,0.0,0.0,172.33353344586766,172.53413544591461,0.002,0.0
65,STREETTYPE_CRES,6,0.9012440978763987,-7.395902669920864e-05,0.0,0.0,189.35890174530888,189.57571762804565,0.002,0.0
66,STREETTYPE_CRES,7,0.9025987619246988,-7.395902669920864e-05,0.0,0.0,204.77832361056582,205.00867821576568,0.002,0.0
67,STREETTYPE_CRES,8,0.8962988887725908,-7.395902669920864e-05,0.0,0.0,217.24017247699666,217.48021125678704,0.002,0.0
68,STREETTYPE_CRES,9,0.8881063002504282,-7.395902669920864e-05,0.0,0.0,228.25750471105928,228.50513890217118,0.002,0.0
69,STREETTYPE_CRES,10,0.8756550484962672,-7.395902669920864e-05,0.0,0.0,237.14149993852453,237.39403432898942,0.002,0.0
70,STREETTYPE_CT,1,0.4497637639126448,-7.395902669920864e-05,0.0,0.0,42.57779764474332,42.6966642024895,0.002,0.0
71,STREETTYPE_CT,2,0.4099496789866389,-7.395902669920864e-05,0.0,0.0,52.369935721952864,52.51507876910234,0.002,0.0
72,STREETTYPE_CT,3,0.40062698825843024,-7.395902669920864e-05,0.0,0.0,61.327914732605294,61.496683103367396,0.002,0.0
73,STREETTYPE_CT,4,0.4062073324905183,-7.395902669920864e-05,0.0,0.0,70.69952017691205,70.89274244322635,0.002,0.0
74,STREETTYPE_CT,5,0.3827550135098289,-7.395902669920864e-05,0.0,0.0,73.83845730508942,74.03885010216325,0.002,0.0
75,STREETTYPE_CT,6,0.36944151111772155,-7.395902669920864e-05,0.0,0.0,77.63191147514277,77.84111503931177,0.002,0.0
76,STREETTYPE_CT,7,0.35242967983653656,-7.395902669920864e-05,0.0,0.0,79.96819063830371,80.1820748522858,0.002,0.0
77,STREETTYPE_CT,8,0.3577996331275874,-7.395902669920864e-05,0.0,0.0,86.73234700876128,86.96258410593578,0.002,0.0
78,STREETTYPE_CT,9,0.34267568974492446,-7.395902669920864e-05,0.0,0.0,88.08479894934491,88.31685106724763,0.002,0.0
79,STREETTYPE_CT,10,0.339999107607645,-7.395902669920864e-05,0.0,0.0,92.08948934838982,92.33024286305861,0.002,0.0
80,STREETTYPE_DR,1,0.2248573781410323,-7.395902669920864e-05,0.0,0.0,21.29007966541876,21.526742011137426,0.002,0.0
81,STREETTYPE_DR,2,0.2380500330886967,-7.395902669920864e-05,0.0,0.0,30.41419324349399,30.751650812729785,0.002,0.0
82,STREETTYPE_DR,3,0.248416849487923,-7.395902669920864e-05,0.0,0.0,38.031911877605026,38.45312858436784,0.002,0.0
83,STREETTYPE_DR,4,0.251896349391104,-7.395902669920864e-05,0.0,0.0,43.84691167403236,44.33168351406188,0.002,0.0
84,STREETTYPE_DR,5,0.2515994288741969,-7.395902669920864e-05,0.0,0.0,48.54171455263718,49.077443752319176,0.002,0.0
85,STREETTYPE_DR,6,0.2527213945910442,-7.395902669920864e-05,0.0,0.0,53.11005383809743,53.69516064562599,0.002,0.0
86,STREETTYPE_DR,7,0.25615659510773653,-7.395902669920864e-05,0.0,0.0,58.12789299554032,58.76707650888617,0.002,0.0
87,STREETTYPE_DR,8,0.2504647445786669,-7.395902669920864e-05,0.0,0.0,60.71923231166395,61.38566208312918,0.002,0.0
88,STREETTYPE_DR,9,0.24712752518535686,-7.395902669920864e-05,0.0,0.0,63.529439387718355,64.22539952839038,0.002,0.0
89,STREETTYPE_DR,10,0.24030038365865228,-7.395902669920864e-05,0.0,0.0,65.09174833933571,65.80348331152447,0.002,0.0
90,STREETTYPE_LN,1,0.07939405731617581,-7.395902669920864e-05,1.0791367799356522e-13,8.837375276016246e-14,7.52176384178507,7.547944252824673,0.002,5.329070518200751e-15
91,STREETTYPE_LN,2,0.12270267283851274,-7.395902669920864e-05,0.0,0.0,15.681545459410456,15.735808804060074,0.002,0.0
92,STREETTYPE_LN,3,0.1192425529620671,-7.395902669920864e-05,0.0,0.0,18.26158116924047,18.32441378879161,0.002,0.0
93,STREETTYPE_LN,4,0.1283024140501579,-7.395902669920864e-05,0.0,0.0,22.33956662068309,22.416007449056124,0.002,0.0
94,STREETTYPE_LN,5,0.14016015732282167,-7.395902669920864e-05,0.0,0.0,27.04777212702478,27.139806468245784,0.002,0.0
95,STREETTYPE_LN,6,0.1337656347961442,-7.395902669920864e-05,0.0,0.0,28.118507448316436,28.213646378639915,0.002,0.0
96,STREETTYPE_LN,7,0.1323235051180591,-7.395902669920864e-05,0.0,0.0,30.03539392358948,30.13641070638529,0.002,0.0
97,STREETTYPE_LN,8,0.13104643537457453,-7.395902669920864e-05,0.0,0.0,31.77764382858976,31.883881885225218,0.002,0.0
98,STREETTYPE_LN,9,0.12405462135343782,-7.395902669920864e-05,0.0,0.0,31.900371264675638,32.006375375243,0.002,0.0
99,STREETTYPE_LN,10,0.12065638719606189,-7.395902669920864e-05,0.0,0.0,32.69296225820418,32.80094246028701,0.002,0.0
100,STREETTYPE_OTHER,1,0.1099262769878884,-7.395902669920864e-05,0.0,0.0,10.411683038273447,10.418383608367883,0.006,0.0
101,STREETTYPE_OTHER,2,0.054444773565034243,-7.395902669920864e-05,6.644906846986487e-12,6.4432903457145585e-12,6.9633607840398195,6.96770187747651,0.01,1.3322676295501878e-15
102,STREETTYPE_OTHER,3,0.03580283482534668,-7.395902669920864e-05,7.993281148088727e-08,7.844535998557944e-08,5.491000131506757,5.494316371897157,0.022,1.3135824983301347e-07
103,STREETTYPE_OTHER,4,0.05444477356503424,-7.395902669920864e-05,0.0,0.0,9.487141828497379,9.492693328008343,0.002,0.0
104,STREETTYPE_OTHER,5,0.04330404160084256,-7.395902669920864e-05,0.0,0.0,8.366568042368502,8.371305261656039,0.002,3.9968028886505635e-15
105,STREETTYPE_OTHER,6,0.03593859706863263,-7.395902669920864e-05,7.682743330406083e-14,7.460698725481052e-14,7.565917512719397,7.5700576439435805,0.002,0.0
106,STREETTYPE_OTHER,7,0.062370702625441955,-7.395902669920864e-05,0.0,0.0,14.166056904962073,14.173524437066854,0.002,0.0
107,STREETTYPE_OTHER,8,0.061389218009478705,-7.395902669920864e-05,0.0,0.0,14.895889822081298,14.90344544011516,0.002,0.0
108,STREETTYPE_OTHER,9,0.08530897109589841,-7.395902669920864e-05,0.0,0.0,21.942949498297597,21.953640285723065,0.002,0.0
109,STREETTYPE_OTHER,10,0.0766373749341759,-7.395902669920864e-05,0.0,0.0,20.772911073509142,20.782617535475097,0.002,0.0
110,STREETTYPE_PKWY,1,0.07747624703087885,-7.395902669920864e-05,4.263256414560601e-13,3.8546943414985435e-13,7.340240296550088,7.353771223499764,0.002,1.184830011879967e-12
111,STREETTYPE_PKWY,2,0.11766181710213773,-7.395902669920864e-05,0.0,0.0,15.037706259854335,15.065122780297866,0.002,0.0
112,STREETTYPE_PKWY,3,0.13098277909738712,-7.395902669920864e-05,0.0,0.0,20.058441376950615,20.09461962443611,0.002,0.0
113,STREETTYPE_PKWY,4,0.13768037410926362,-7.395902669920864e-05,0.0,0.0,23.971483448408648,24.014267698640182,0.002,0.0
114,STREETTYPE_PKWY,5,0.1416098574821852,-7.395902669920864e-05,0.0,0.0,27.327384254114065,27.375638376352576,0.002,0.0
115,STREETTYPE_PKWY,6,0.12748861836896277,-7.395902669920864e-05,0.0,0.0,26.79976216435712,26.846573612124715,0.002,0.0
116,STREETTYPE_PKWY,7,0.12879877841873089,-7.395902669920864e-05,0.0,0.0,29.235782272632438,29.2862599543346,0.002,0.0
117,STREETTYPE_PKWY,8,0.11975356294536814,-7.395902669920864e-05,0.0,0.0,29.040763120629233,29.0903236277066,0.002,0.0
118,STREETTYPE_PKWY,9,0.11279262338347842,-7.395902669920864e-05,0.0,0.0,29.00609892768839,29.055017424626868,0.002,0.0
119,STREETTYPE_PKWY,10,0.11124614014251778,-7.395902669920864e-05,0.0,0.0,30.144730919628813,30.194966324475118,0.002,0.0
120,STREETTYPE_PL,1,0.1348487350303671,-7.395902669920864e-05,0.0,0.0,12.770630101246528,13.410977864183133,0.002,0.0
121,STREETTYPE_PL,2,0.13726151412076582,-7.395902669920864e-05,0.0,0.0,17.54106162250763,18.420209317473823,0.002,0.0
122,STREETTYPE_PL,3,0.14136372142547635,-7.395902669920864e-05,0.0,0.0,21.647261044721777,22.73172684830403,0.002,0.0
123,STREETTYPE_PL,4,0.1411295636928047,-7.395902669920864e-05,0.0,0.0,24.571698259297182,25.802141028348867,0.002,0.0
124,STREETTYPE_PL,5,0.13601382204862936,-7.395902669920864e-05,0.0,0.0,26.248044253537298,27.56185807476874,0.002,0.0
125,STREETTYPE_PL,6,0.12968280439879795,-7.395902669920864e-05,0.0,0.0,27.26074112028983,28.62464653286038,0.002,0.0
126,STREETTYPE_PL,7,0.1310622536870019,-7.395902669920864e-05,0.0,0.0,29.749269232205098,31.23698822262231,0.002,0.0
127,STREETTYPE_PL,8,0.12959613514024695,-7.395902669920864e-05,0.0,0.0,31.426156750615153,32.99700861592822,0.002,0.0
128,STREETTYPE_PL,9,0.1274020045906707,-7.395902669920864e-05,0.0,0.0,32.760630583729025,34.39742581402034,0.002,0.0
129,STREETTYPE_PL,10,0.12393233380667748,-7.395902669920864e-05,0.0,0.0,33.58006647227755,35.2570263525618,0.002,0.0
130,STREETTYPE_RD,1,0.24098835121786324,-7.395902669920864e-05,0.0,0.0,22.816899832901072,23.87736226712196,0.002,0.0
131,STREETTYPE_RD,2,0.2635777285727831,-7.395902669920864e-05,0.0,0.0,33.674697389324976,35.23903715875964,0.002,0.0
132,STREETTYPE_RD,3,0.2683604170196029,-7.395902669920864e-05,0.0,0.0,41.08430648094618,42.99194933837751,0.002,0.0
133,STREETTYPE_RD,4,0.27757469586644984,-7.395902669920864e-05,0.0,0.0,48.31535955152099,50.557727688777824,0.002,0.0
134,STREETTYPE_RD,5,0.27839371304583455,-7.395902669920864e-05,0.0,0.0,53.709684455017346,56.201248520276096,0.002,0.0
135,STREETTYPE_RD,6,0.28089913421338947,-7.395902669920864e-05,0.0,0.0,59.02994614213703,61.76703343347645,0.002,0.0
136,STREETTYPE_RD,7,0.27477528880508667,-7.395902669920864e-05,0.0,0.0,62.3516883918867,65.24136235201553,0.002,0.0
137,STREETTYPE_RD,8,0.2653170415957653,-7.395902669920864e-05,0.0,0.0,64.31875629724155,67.29812371944618,0.002,0.0
138,STREETTYPE_RD,9,0.2573442642303802,-7.395902669920864e-05,0.0,0.0,66.15508585569896,69.2179953427325,0.002,0.0
139,STREETTYPE_RD,10,0.2507000893862817,-7.395902669920864e-05,0.0,0.0,67.90791840334336,71.05042910551624,0.002,0.0
140,STREETTYPE_ST,1,0.16670932428269747,-7.395902669920864e-05,0.0,0.0,15.786281419157284,43.45559352711172,0.002,0.0
141,STREETTYPE_ST,2,0.2278224394047826,-7.395902669920864e-05,0.0,0.0,29.107882157596524,80.11668670796101,0.002,0.0
142,STREETTYPE_ST,3,0.2517658856473869,-7.395902669920864e-05,0.0,0.0,38.54448716702121,106.07598843754374,0.002,0.0
143,STREETTYPE_ST,4,0.26317364147641903,-7.395902669920864e-05,0.0,0.0,45.809343014026446,126.05266928358739,0.002,0.0
144,STREETTYPE_ST,5,0.2641331335453611,-7.395902669920864e-05,0.0,0.0,50.959163292486814,140.2038997390008,0.002,0.0
145,STREETTYPE_ST,6,0.26446219403965887,-7.395902669920864e-05,0.0,0.0,55.57669130549771,152.88648111752116,0.002,0.0
146,STREETTYPE_ST,7,0.26155547357844944,-7.395902669920864e-05,0.0,0.0,59.352670544422615,163.24838870149978,0.002,0.0
147,STREETTYPE_ST,8,0.2562895572180331,-7.395902669920864e-05,0.0,0.0,62.13090303052696,170.86330733415045,0.002,0.0
148,STREETTYPE_ST,9,0.25134750215139434,-7.395902669920864e-05,0.0,0.0,64.61395055777051,177.66399436297885,0.002,0.0
149,STREETTYPE_ST,10,0.24707445167591527,-7.395902669920864e-05,0.0,0.0,66.92612020152072,183.993148260139,0.002,0.0
150,STREETTYPE_TER,1,0.16158273123122863,-7.395902669920864e-05,0.0,0.0,15.301041897389075,15.37561586863132,0.002,0.0
151,STREETTYPE_TER,2,0.16665335414716814,-7.395902669920864e-05,0.0,0.0,21.295110487569744,21.398464642138702,0.002,0.0
152,STREETTYPE_TER,3,0.16488848063829092,-7.395902669920864e-05,0.0,0.0,25.24776270782854,25.369803188600287,0.002,0.0
153,STREETTYPE_TER,4,0.16231072346597808,-7.395902669920864e-05,0.0,0.0,28.257562865963198,28.393614814460083,0.002,0.0
154,STREETTYPE_TER,5,0.16680135463567977,-7.395902669920864e-05,0.0,0.0,32.1862152738643,32.340564968613876,0.002,0.0
155,STREETTYPE_TER,6,0.15709920971867944,-7.395902669920864e-05,0.0,0.0,33.02068386349302,33.17839997767458,0.002,0.0
156,STREETTYPE_TER,7,0.15111652762525574,-7.395902669920864e-05,0.0,0.0,34.298737165582246,34.46186044141346,0.002,0.0
157,STREETTYPE_TER,8,0.14366653990832884,-7.395902669920864e-05,0.0,0.0,34.83618547487175,35.00116203506615,0.002,0.0
158,STREETTYPE_TER,9,0.1414086690741104,-7.395902669920864e-05,0.0,0.0,36.360267313909276,36.5317241316696,0.002,0.0
159,STREETTYPE_TER,10,0.13422081533972685,-7.395902669920864e-05,0.0,0.0,36.36611777568051,36.53686750984404,0.002,0.0
160,STREETTYPE_WAY,1,0.24851829900726036,-7.395902669920864e-05,0.0,0.0,23.52962039167836,23.550028517711137,0.002,0.0
161,STREETTYPE_WAY,2,0.22761088062429,-7.395902669920864e-05,0.0,0.0,29.080860984403937,29.105497789710988,0.002,0.0
162,STREETTYPE_WAY,3,0.2485923840568973,-7.395902669920864e-05,0.0,0.0,38.05877772145096,38.090278686269656,0.002,0.0
163,STREETTYPE_WAY,4,0.2694627599150491,-7.395902669920864e-05,0.0,0.0,46.90375140848256,46.94169185218158,0.002,0.0
164,STREETTYPE_WAY,5,0.26533313577320095,-7.395902669920864e-05,0.0,0.0,51.190614722819475,51.23105200093621,0.002,0.0
165,STREETTYPE_WAY,6,0.2417220246620898,-7.395902669920864e-05,0.0,0.0,50.79918411382527,50.838346357449375,0.002,0.0
166,STREETTYPE_WAY,7,0.24859238405689726,-7.395902669920864e-05,0.0,0.0,56.41189291879625,56.45424941868131,0.002,0.0
167,STREETTYPE_WAY,8,0.2278331357732009,-7.395902669920864e-05,0.0,0.0,55.23435555262114,55.27472720007834,0.002,0.0
168,STREETTYPE_WAY,9,0.207040960800777,-7.395902669920864e-05,0.0,0.0,53.22740997050244,53.2652483594326,0.002,0.0
169,STREETTYPE_WAY,10,0.198673877611498,-7.395902669920864e-05,0.0,0.0,53.81957167689559,53.85675696718194,0.002,0.0
170,SEGMENTTYPE_1,1,-0.0002218770800976261,-7.395902669920864e-05,1.9776589092128527,1.9776586300456145,-0.014000659847843353,-0.014000834807113529,0.034,0.017296761705625885
171,SEGMENTTYPE_1,2,-0.00011093854004881299,-7.395902669920864e-05,1.9924629259846662,1.9924629833742107,-0.004723178269748631,-0.004723142305783905,0.284,0.39294502531093123
172,SEGMENTTYPE_1,3,-7.395902669920867e-05,-7.395902669920864e-05,2.0,2.0,-4.148471499605813e-18,-4.148359247776892e-18,0.868,0.9481403173147565
173,SEGMENTTYPE_1,4,-5.5469270024406515e-05,-7.395902669920864e-05,1.994865594727961,1.99486582991319,0.003217516908579999,0.0032173695273309154,0.368,0.4458211566068644
174,SEGMENTTYPE_1,5,-7.395902669920861e-05,-7.395902669920864e-05,2.0,2.0,5.227909952368972e-18,5.227571585515355e-18,0.718,0.9786034110434002
175,SEGMENTTYPE_1,6,-7.395902669920863e-05,-7.395902669920864e-05,2.0,2.0,2.8472653337983327e-18,2.8470270525517794e-18,0.718,0.9855941032504687
176,SEGMENTTYPE_1,7,-7.395902669920865e-05,-7.395902669920864e-05,2.0,2.0,-3.0744961349683525e-18,-3.074177265288489e-18,0.9,0.980959948029445
177,SEGMENTTYPE_1,8,-8.320390503660972e-05,-7.395902669920864e-05,1.99642461889919,1.9964250607800385,-0.0022405397145581103,-0.0022402628061060927,0.622,0.5573892594572364
178,SEGMENTTYPE_1,9,-8.217669633245403e-05,-7.395902669920864e-05,1.9966299033110269,1.9966303871592632,-0.0021118964820846945,-0.002111593274491062,0.736,0.6438566374150863
179,SEGMENTTYPE_1,10,-8.135492936912957e-05,-7.395902669920864e-05,1.996804058795286,1.996804581253355,-0.0020027604858097506,-0.0020024330831111704,0.536,0.5999517166571243
180,SEGMENTTYPE_2,1,0.4999128727215403,-7.395902669920864e-05,0.0,0.0,47.32448405640579,47.74737287644433,0.002,0.0
181,SEGMENTTYPE_2,2,0.4624189919878731,-7.395902669920864e-05,0.0,0.0,59.07153605544455,59.59818053005808,0.002,0.0
182,SEGMENTTYPE_2,3,0.43936858834157744,-7.395902669920864e-05,0.0,0.0,67.2573779959234,67.85566190455961,0.002,0.0
183,SEGMENTTYPE_2,4,0.41610791210144155,-7.395902669920864e-05,0.0,0.0,72.42238126498144,73.06521796934936,0.002,0.0
184,SEGMENTTYPE_2,5,0.402016076367141,-7.395902669920864e-05,0.0,0.0,77.55345086479076,78.24032632919551,0.002,0.0
185,SEGMENTTYPE_2,6,0.39443490658598623,-7.395902669920864e-05,0.0,0.0,82.88280141405987,83.61526408272245,0.002,0.0
186,SEGMENTTYPE_2,7,0.3787751993842044,-7.395902669920864e-05,0.0,0.0,85.94487654273053,86.70263105615079,0.002,0.0
187,SEGMENTTYPE_2,8,0.3695197348985627,-7.395902669920864e-05,0.0,0.0,89.57276875561091,90.36067986126594,0.002,0.0
188,SEGMENTTYPE_2,9,0.3561767124328255,-7.395902669920864e-05,0.0,0.0,91.55448848319679,92.35795129813492,0.002,0.0
189,SEGMENTTYPE_2,10,0.34950373279317687,-7.395902669920864e-05,0.0,0.0,94.66327764761022,95.49208638903748,0.002,0.0
190,SEGMENTTYPE_3,1,-0.00014791805339841734,-7.395902669920864e-05,1.9888291809033833,1.9888290413095033,-0.007000329923921673,-0.00700041740355676,0.458,0.24225935508783936
191,SEGMENTTYPE_3,2,-7.395902669920861e-05,-7.395902669920864e-05,2.0,2.0,3.461971019389159e-18,3.4619446587064765e-18,0.784,0.9776814709366555
192,SEGMENTTYPE_3,3,-7.395902669920867e-05,-7.395902669920864e-05,2.0,2.0,-4.148471499605813e-18,-4.148359247776892e-18,0.794,0.9676288497447749
193,SEGMENTTYPE_3,4,-5.5469270024406515e-05,-7.395902669920864e-05,1.994865594727961,1.99486582991319,0.003217516908579999,0.0032173695273309154,0.362,0.474368118063907
194,SEGMENTTYPE_3,5,-7.395902669920861e-05,-7.395902669920864e-05,2.0,2.0,5.227909952368972e-18,5.227571585515355e-18,0.732,0.9761708087850174
