,column,db_nb,I,EI,p_norm,p_rand,p_sim,p_z_sim
253,cycle_way_right,300,0.11762231527176328,-7.395902669920864e-05,0.0,0.0,0.002,0.0
254,cycle_way_right,400,0.09586581744396556,-7.395902669920864e-05,0.0,0.0,0.002,0.0
255,side_walk_both,100,0.5405796213714067,-7.395902669920864e-05,0.0,0.0,0.002,0.0
256,side_walk_both,150,0.5346687909727927,-7.395902669920864e-05,0.0,0.0,0.002,0.0
257,side_walk_both,200,0.5127756198138469,-7.395902669920864e-05,0.0,0.0,0.002,0.0
258,side_walk_both,300,0.48143981877954106,-7.395902669920864e-05,0.0,0.0,0.002,0.0
259,side_walk_both,400,0.45740432315227725,-7.395902669920864e-05,0.0,0.0,0.002,0.0
260,side_walk_left,100,0.14829405487827857,-7.395902669920864e-05,0.0,0.0,0.002,0.0
261,side_walk_left,150,0.15457933226577728,-7.395902669920864e-05,0.0,0.0,0.002,0.0
262,side_walk_left,200,0.15295305213195,-7.395902669920864e-05,0.0,0.0,0.002,0.0
263,side_walk_left,300,0.12742102159398286,-7.395902669920864e-05,0.0,0.0,0.002,0.0
264,side_walk_left,400,0.11285854108342315,-7.395902669920864e-05,0.0,0.0,0.002,0.0
265,side_walk_no,100,0.4147769528064882,-7.395902669920864e-05,0.0,0.0,0.002,0.0
266,side_walk_no,150,0.41472022090239136,-7.395902669920864e-05,0.0,0.0,0.002,0.0
267,side_walk_no,200,0.3752986997198719,-7.395902669920864e-05,0.0,0.0,0.002,0.0
268,side_walk_no,300,0.33414257522941726,-7.395902669920864e-05,0.0,0.0,0.002,0.0
269,side_walk_no,400,0.30495336254369815,-7.395902669920864e-05,0.0,0.0,0.002,0.0
270,side_walk_right,100,0.18472669039992778,-7.395902669920864e-05,0.0,0.0,0.002,0.0
271,side_walk_right,150,0.1666935109824778,-7.395902669920864e-05,0.0,0.0,0.002,0.0
272,side_walk_right,200,0.15819784610794582,-7.395902669920864e-05,0.0,0.0,0.002,0.0
273,side_walk_right,300,0.12444400900879043,-7.395902669920864e-05,0.0,0.0,0.002,0.0
274,side_walk_right,400,0.10671912840285333,-7.395902669920864e-05,0.0,0.0,0.002,0.0
275,bikable_no,100,0.10327577473104792,-7.395902669920864e-05,0.0,0.0,0.004,0.0
276,bikable_no,150,0.08197486907729333,-7.395902669920864e-05,0.0,0.0,0.002,0.0
277,bikable_no,200,0.10122021694964528,-7.395902669920864e-05,0.0,0.0,0.004,0.0
278,bikable_no,300,0.07739158025838831,-7.395902669920864e-05,0.0,0.0,0.002,0.0
279,bikable_no,400,0.06104338943764381,-7.395902669920864e-05,0.0,0.0,0.002,0.0
280,bikable_yes,100,0.48557254916975745,-7.395902669920864e-05,0.0,0.0,0.002,0.0
281,bikable_yes,150,0.48431533612772365,-7.395902669920864e-05,0.0,0.0,0.002,0.0
282,bikable_yes,200,0.4548597679393466,-7.395902669920864e-05,0.0,0.0,0.002,0.0
283,bikable_yes,300,0.3985828836000475,-7.395902669920864e-05,0.0,0.0,0.002,0.0
284,bikable_yes,400,0.35695939552501765,-7.395902669920864e-05,0.0,0.0,0.002,0.0
285,Bus/Bike Lane,100,0.12135875076102122,-7.395902669920864e-05,0.0,0.0,0.002,0.0
286,Bus/Bike Lane,150,0.21595982811773828,-7.395902669920864e-05,0.0,0.0,0.002,0.0
287,Bus/Bike Lane,200,0.1883484452189341,-7.395902669920864e-05,0.0,0.0,0.002,0.0
288,Bus/Bike Lane,300,0.16439980845299762,-7.395902669920864e-05,0.0,0.0,0.002,0.0
289,Bus/Bike Lane,400,0.13396359562004426,-7.395902669920864e-05,0.0,0.0,0.002,0.0
290,Climbing Lane,100,0.15841042312411804,-7.395902669920864e-05,0.0,0.0,0.002,0.0
291,Climbing Lane,150,0.16237027057287057,-7.395902669920864e-05,0.0,0.0,0.002,0.0
292,Climbing Lane,200,0.1394027105352687,-7.395902669920864e-05,0.0,0.0,0.002,0.0
293,Climbing Lane,300,0.1180156829127447,-7.395902669920864e-05,0.0,0.0,0.002,0.0
294,Climbing Lane,400,0.09275147886942459,-7.395902669920864e-05,0.0,0.0,0.002,0.0
295,Contraflow Bike Lane,100,0.12302729598657879,-7.395902669920864e-05,0.0,0.0,0.002,0.0
296,Contraflow Bike Lane,150,0.13859614620661453,-7.395902669920864e-05,0.0,0.0,0.002,0.0
297,Contraflow Bike Lane,200,0.1112590532952948,-7.395902669920864e-05,0.0,0.0,0.002,0.0
298,Contraflow Bike Lane,300,0.10832315311431588,-7.395902669920864e-05,0.0,0.0,0.002,0.0
299,Contraflow Bike Lane,400,0.1002717033343831,-7.395902669920864e-05,0.0,0.0,0.002,0.0
300,Cycle Track,100,0.1446486037572897,-7.395902669920864e-05,0.0,0.0,0.002,0.0
301,Cycle Track,150,0.23933728761944517,-7.395902669920864e-05,0.0,0.0,0.002,0.0
302,Cycle Track,200,0.21379852377209158,-7.395902669920864e-05,0.0,0.0,0.002,0.0
303,Cycle Track,300,0.1812214838552803,-7.395902669920864e-05,0.0,0.0,0.002,0.0
304,Cycle Track,400,0.15231592793233525,-7.395902669920864e-05,0.0,0.0,0.002,0.0
305,Existing Bike Lane,100,0.2739752406214999,-7.395902669920864e-05,0.0,0.0,0.002,0.0
306,Existing Bike Lane,150,0.284149764511847,-7.395902669920864e-05,0.0,0.0,0.002,0.0
307,Existing Bike Lane,200,0.264817846299114,-7.395902669920864e-05,0.0,0.0,0.002,0.0
308,Existing Bike Lane,300,0.23227233801777428,-7.395902669920864e-05,0.0,0.0,0.002,0.0
309,Existing Bike Lane,400,0.20672466128264455,-7.395902669920864e-05,0.0,0.0,0.002,0.0
310,Shared Lane,100,0.1911849510274342,-7.395902669920864e-05,0.0,0.0,0.002,0.0
311,Shared Lane,150,0.201802647238691,-7.395902669920864e-05,0.0,0.0,0.002,0.0
312,Shared Lane,200,0.17464523966689952,-7.395902669920864e-05,0.0,0.0,0.002,0.0
313,Shared Lane,300,0.1393608007056684,-7.395902669920864e-05,0.0,0.0,0.002,0.0
314,Shared Lane,400,0.11753177560862192,-7.395902669920864e-05,0.0,0.0,0.002,0.0
315,art,100,0.35845892294882453,-7.395902669920864e-05,0.0,0.0,0.002,0.0
316,art,150,0.3516542628919748,-7.395902669920864e-05,0.0,0.0,0.002,0.0
317,art,200,0.327133629711156,-7.395902669920864e-05,0.0,0.0,0.002,0.0
318,art,300,0.2608497019216127,-7.395902669920864e-05,0.0,0.0,0.002,0.0
319,art,400,0.2197422072455291,-7.395902669920864e-05,0.0,0.0,0.002,0.0
320,outdoors and recreation,100,0.4061466356978195,-7.395902669920864e-05,0.0,0.0,0.002,0.0
321,outdoors and recreation,150,0.40525880353768984,-7.395902669920864e-05,0.0,0.0,0.002,0.0
322,outdoors and recreation,200,0.38090834419320724,-7.395902669920864e-05,0.0,0.0,0.002,0.0
323,outdoors and recreation,300,0.3200990846386293,-7.395902669920864e-05,0.0,0.0,0.002,0.0
324,outdoors and recreation,400,0.28201647799731594,-7.395902669920864e-05,0.0,0.0,0.002,0.0
325,retail shop,100,0.5525287329727673,-7.395902669920864e-05,0.0,0.0,0.002,0.0
326,retail shop,150,0.4906327677923244,-7.395902669920864e-05,0.0,0.0,0.002,0.0
327,retail shop,200,0.4197022473266732,-7.395902669920864e-05,0.0,0.0,0.002,0.0
328,retail shop,300,0.3274671225810395,-7.395902669920864e-05,0.0,0.0,0.002,0.0
329,retail shop,400,0.27502417625234404,-7.395902669920864e-05,0.0,0.0,0.002,0.0
330,professional service,100,0.5000991124038352,-7.395902669920864e-05,0.0,0.0,0.002,0.0
331,professional service,150,0.6370459147724549,-7.395902669920864e-05,0.0,0.0,0.002,0.0
332,professional service,200,0.5938303332403662,-7.395902669920864e-05,0.0,0.0,0.002,0.0
333,professional service,300,0.5432189011148015,-7.395902669920864e-05,0.0,0.0,0.002,0.0
334,professional service,400,0.5097380477531964,-7.395902669920864e-05,0.0,0.0,0.002,0.0
335,food,100,0.4309041321167185,-7.395902669920864e-05,0.0,0.0,0.002,0.0
336,food,150,0.446131592766112,-7.395902669920864e-05,0.0,0.0,0.002,0.0
337,food,200,0.3917107108396315,-7.395902669920864e-05,0.0,0.0,0.002,0.0
338,food,300,0.32324087969973075,-7.395902669920864e-05,0.0,0.0,0.002,0.0
339,food,400,0.28538873921274405,-7.395902669920864e-05,0.0,0.0,0.002,0.0
340,nightlife spot,100,0.37841613935740526,-7.395902669920864e-05,0.0,0.0,0.002,0.0
341,nightlife spot,150,0.36181248896761603,-7.395902669920864e-05,0.0,0.0,0.002,0.0
342,nightlife spot,200,0.31185101172312163,-7.395902669920864e-05,0.0,0.0,0.002,0.0
343,nightlife spot,300,0.25725719503261324,-7.395902669920864e-05,0.0,0.0,0.002,0.0
344,nightlife spot,400,0.2283497515782646,-7.395902669920864e-05,0.0,0.0,0.002,0.0
345,residence,100,0.6691926483752233,-7.395902669920864e-05,0.0,0.0,0.002,0.0
346,residence,150,0.45771090974138384,-7.395902669920864e-05,0.0,0.0,0.002,0.0
347,residence,200,0.3961729559037725,-7.395902669920864e-05,0.0,0.0,0.002,0.0
348,residence,300,0.31954661092151715,-7.395902669920864e-05,0.0,0.0,0.002,0.0
349,residence,400,0.28410474074117226,-7.395902669920864e-05,0.0,0.0,0.002,0.0
350,schools&university,100,0.5148076907268798,-7.395902669920864e-05,0.0,0.0,0.002,0.0
351,schools&university,150,0.5998303972374507,-7.395902669920864e-05,0.0,0.0,0.002,0.0
352,schools&university,200,0.5433741904191367,-7.395902669920864e-05,0.0,0.0,0.002,0.0
353,schools&university,300,0.4584346919830399,-7.395902669920864e-05,0.0,0.0,0.002,0.0
354,schools&university,400,0.3857279016568937,-7.395902669920864e-05,0.0,0.0,0.002,0.0
355,cycling facilities,100,0.7796711309364412,-7.395902669920864e-05,0.0,0.0,0.002,0.0
356,cycling facilities,150,0.7959864983969132,-7.395902669920864e-05,0.0,0.0,0.002,0.0
357,cycling facilities,200,0.7804381016965194,-7.395902669920864e-05,0.0,0.0,0.002,0.0
358,cycling facilities,300,0.7387032222124622,-7.395902669920864e-05,0.0,0.0,0.002,0.0
359,cycling facilities,400,0.7065062897680117,-7.395902669920864e-05,0.0,0.0,0.002,0.0
360,transportation,100,0.4741540287354087,-7.395902669920864e-05,0.0,0.0,0.002,0.0
361,transportation,150,0.4929789533140647,-7.395902669920864e-05,0.0,0.0,0.002,0.0
362,transportation,200,0.44171126021198126,-7.395902669920864e-05,0.0,0.0,0.002,0.0
363,transportation,300,0.3692438732149806,-7.395902669920864e-05,0.0,0.0,0.002,0.0
364,transportation,400,0.31965972306040463,-7.395902669920864e-05,0.0,0.0,0.002,0.0
365,crash_evt_COLLISION_WITH_FIXED,100,0.10771138017225897,-7.395902669920864e-05,0.0,0.0,0.002,0.0
366,crash_evt_COLLISION_WITH_FIXED,150,0.12752442715882487,-7.395902669920864e-05,0.0,0.0,0.002,0.0
367,crash_evt_COLLISION_WITH_FIXED,200,0.13136851014690115,-7.395902669920864e-05,0.0,0.0,0.002,0.0
368,crash_evt_COLLISION_WITH_FIXED,300,0.11074563929143554,-7.395902669920864e-05,0.0,0.0,0.002,0.0
369,crash_evt_COLLISION_WITH_FIXED,400,0.08940428852204603,-7.395902669920864e-05,0.0,0.0,0.002,0.0
370,crash_evt_COLLISION_WITH_NON_FIXED,100,0.3269680887841047,-7.395902669920864e-05,0.0,0.0,0.002,0.0
371,crash_evt_COLLISION_WITH_NON_FIXED,150,0.35616045306416716,-7.395902669920864e-05,0.0,0.0,0.002,0.0
372,crash_evt_COLLISION_WITH_NON_FIXED,200,0.34906140855632156,-7.395902669920864e-05,0.0,0.0,0.002,0.0
373,crash_evt_COLLISION_WITH_NON_FIXED,300,0.28702116794990157,-7.395902669920864e-05,0.0,0.0,0.002,0.0
374,crash_evt_COLLISION_WITH_NON_FIXED,400,0.2482629684966699,-7.395902669920864e-05,0.0,0.0,0.002,0.0
375,crash_evt_NON_COLLISION,100,0.28631740309970705,-7.395902669920864e-05,0.0,0.0,0.002,0.0
376,crash_evt_NON_COLLISION,150,0.23343289568776548,-7.395902669920864e-05,0.0,0.0,0.002,0.0
377,crash_evt_NON_COLLISION,200,0.19521435529879347,-7.395902669920864e-05,0.0,0.0,0.002,0.0
378,crash_evt_NON_COLLISION,300,0.15865146326829427,-7.395902669920864e-05,0.0,0.0,0.002,0.0
379,crash_evt_NON_COLLISION,400,0.13497802767873346,-7.395902669920864e-05,0.0,0.0,0.002,0.0
380,crash_evt_PENDING_INVESTIGATION,100,0.3129427187521065,-7.395902669920864e-05,0.0,0.0,0.002,0.0
381,crash_evt_PENDING_INVESTIGATION,150,0.34045778023973583,-7.395902669920864e-05,0.0,0.0,0.002,0.0
382,crash_evt_PENDING_INVESTIGATION,200,0.33735223793877156,-7.395902669920864e-05,0.0,0.0,0.002,0.0
383,crash_evt_PENDING_INVESTIGATION,300,0.27648815591731984,-7.395902669920864e-05,0.0,0.0,0.002,0.0
384,crash_evt_PENDING_INVESTIGATION,400,0.2381039655939721,-7.395902669920864e-05,0.0,0.0,0.002,0.0
385,crash_1stharm_Hit and Run,100,0.20720869849917894,-7.395902669920864e-05,0.0,0.0,0.002,0.0
386,crash_1stharm_Hit and Run,150,0.21935987972787824,-7.395902669920864e-05,0.0,0.0,0.002,0.0
387,crash_1stharm_Hit and Run,200,0.22554850028141515,-7.395902669920864e-05,0.0,0.0,0.002,0.0
388,crash_1stharm_Hit and Run,300,0.1658805743182046,-7.395902669920864e-05,0.0,0.0,0.002,0.0
389,crash_1stharm_Hit and Run,400,0.13140054652496957,-7.395902669920864e-05,0.0,0.0,0.002,0.0
390,crash_1stharm_Motor Vehicle In Transport,100,0.3053066926353812,-7.395902669920864e-05,0.0,0.0,0.002,0.0
391,crash_1stharm_Motor Vehicle In Transport,150,0.32432552035996204,-7.395902669920864e-05,0.0,0.0,0.002,0.0
392,crash_1stharm_Motor Vehicle In Transport,200,0.32375503017754165,-7.395902669920864e-05,0.0,0.0,0.002,0.0
393,crash_1stharm_Motor Vehicle In Transport,300,0.2604116087353629,-7.395902669920864e-05,0.0,0.0,0.002,0.0
394,crash_1stharm_Motor Vehicle In Transport,400,0.2227387058474888,-7.395902669920864e-05,0.0,0.0,0.002,0.0
395,"crash_1stharm_Other Fixed Object (Wall, Building, Tunnel, Etc.)",100,0.1244390081625529,-7.395902669920864e-05,0.0,0.0,0.002,0.0
396,"crash_1stharm_Other Fixed Object (Wall, Building, Tunnel, Etc.)",150,0.1414440266299252,-7.395902669920864e-05,0.0,0.0,0.002,0.0
397,"crash_1stharm_Other Fixed Object (Wall, Building, Tunnel, Etc.)",200,0.13367267370796762,-7.395902669920864e-05,0.0,0.0,0.002,0.0
398,"crash_1stharm_Other Fixed Object (Wall, Building, Tunnel, Etc.)",300,0.11057396295447433,-7.395902669920864e-05,0.0,0.0,0.002,0.0
399,"crash_1stharm_Other Fixed Object (Wall, Building, Tunnel, Etc.)",400,0.09270603941997134,-7.395902669920864e-05,0.0,0.0,0.002,0.0
400,crash_1stharm_Other Non-fixed Object,100,0.28673722734854556,-7.395902669920864e-05,0.0,0.0,0.002,0.0
401,crash_1stharm_Other Non-fixed Object,150,0.2544888678786799,-7.395902669920864e-05,0.0,0.0,0.002,0.0
402,crash_1stharm_Other Non-fixed Object,200,0.22191920264156892,-7.395902669920864e-05,0.0,0.0,0.002,0.0
403,crash_1stharm_Other Non-fixed Object,300,0.17829361499326038,-7.395902669920864e-05,0.0,0.0,0.002,0.0
404,crash_1stharm_Other Non-fixed Object,400,0.15370738820420693,-7.395902669920864e-05,0.0,0.0,0.002,0.0
405,crash_1stharm_Parked Motor Vehicle,100,0.13389285675790774,-7.395902669920864e-05,0.0,0.0,0.002,0.0
406,crash_1stharm_Parked Motor Vehicle,150,0.15823815769360727,-7.395902669920864e-05,0.0,0.0,0.002,0.0
407,crash_1stharm_Parked Motor Vehicle,200,0.13776043115601339,-7.395902669920864e-05,0.0,0.0,0.002,0.0
408,crash_1stharm_Parked Motor Vehicle,300,0.1016625569317263,-7.395902669920864e-05,0.0,0.0,0.002,0.0
409,crash_1stharm_Parked Motor Vehicle,400,0.08219061299813872,-7.395902669920864e-05,0.0,0.0,0.002,0.0
410,crash_1stharm_Pedestrian,100,0.26108013763757215,-7.395902669920864e-05,0.0,0.0,0.002,0.0
411,crash_1stharm_Pedestrian,150,0.259590545642603,-7.395902669920864e-05,0.0,0.0,0.002,0.0
412,crash_1stharm_Pedestrian,200,0.2194318722951807,-7.395902669920864e-05,0.0,0.0,0.002,0.0
413,crash_1stharm_Pedestrian,300,0.1728700738676378,-7.395902669920864e-05,0.0,0.0,0.002,0.0
414,crash_1stharm_Pedestrian,400,0.13709865114720823,-7.395902669920864e-05,0.0,0.0,0.002,0.0
415,crash_1stharm_null,100,0.16785458911702358,-7.395902669920864e-05,0.0,0.0,0.002,0.0
416,crash_1stharm_null,150,0.16681667079517218,-7.395902669920864e-05,0.0,0.0,0.002,0.0
417,crash_1stharm_null,200,0.14769079630124024,-7.395902669920864e-05,0.0,0.0,0.002,0.0
418,crash_1stharm_null,300,0.13108971660115126,-7.395902669920864e-05,0.0,0.0,0.002,0.0
419,crash_1stharm_null,400,0.11311366977685441,-7.395902669920864e-05,0.0,0.0,0.002,0.0
420,311_ALLEY REPAIR,100,0.2592579304149158,-7.395902669920864e-05,0.0,0.0,0.002,0.0
421,311_ALLEY REPAIR,150,0.22538706754030374,-7.395902669920864e-05,0.0,0.0,0.002,0.0
422,311_ALLEY REPAIR,200,0.18239294318296678,-7.395902669920864e-05,0.0,0.0,0.002,0.0
423,311_ALLEY REPAIR,300,0.13896437373689713,-7.395902669920864e-05,0.0,0.0,0.002,0.0
424,311_ALLEY REPAIR,400,0.11313615150891061,-7.395902669920864e-05,0.0,0.0,0.002,0.0
425,311_ALLEYLIGHT REPAIR,100,0.35024957169405974,-7.395902669920864e-05,0.0,0.0,0.002,0.0
426,311_ALLEYLIGHT REPAIR,150,0.30092547608770553,-7.395902669920864e-05,0.0,0.0,0.002,0.0
427,311_ALLEYLIGHT REPAIR,200,0.24732939579129556,-7.395902669920864e-05,0.0,0.0,0.002,0.0
428,311_ALLEYLIGHT REPAIR,300,0.20000849734208423,-7.395902669920864e-05,0.0,0.0,0.002,0.0
429,311_ALLEYLIGHT REPAIR,400,0.17374788305756167,-7.395902669920864e-05,0.0,0.0,0.002,0.0
430,311_ANC RESOLUTION,100,0.10937856890587026,-7.395902669920864e-05,0.0,0.0,0.002,0.0
431,311_ANC RESOLUTION,150,0.06971182203504188,-7.395902669920864e-05,0.0,0.0,0.002,0.0
432,311_ANC RESOLUTION,200,0.05362513405084171,-7.395902669920864e-05,0.0,0.0,0.002,0.0
433,311_ANC RESOLUTION,300,0.036383769455006945,-7.395902669920864e-05,0.0,0.0,0.002,0.0
434,311_ANC RESOLUTION,400,0.029512810111524165,-7.395902669920864e-05,0.0,0.0,0.002,0.0
435,311_BICYCLE SERVICES,100,0.14446705553475042,-7.395902669920864e-05,0.0,0.0,0.002,0.0
436,311_BICYCLE SERVICES,150,0.1531693999752664,-7.395902669920864e-05,0.0,0.0,0.002,0.0
437,311_BICYCLE SERVICES,200,0.10960156645829568,-7.395902669920864e-05,0.0,0.0,0.002,0.0
438,311_BICYCLE SERVICES,300,0.07596602465967157,-7.395902669920864e-05,0.0,0.0,0.002,0.0
439,311_BICYCLE SERVICES,400,0.05875868092997874,-7.395902669920864e-05,0.0,0.0,0.002,0.0
440,311_BICYCLES,100,0.5164009637502647,-7.395902669920864e-05,0.0,0.0,0.002,0.0
441,311_BICYCLES,150,0.5437517768931698,-7.395902669920864e-05,0.0,0.0,0.002,0.0
442,311_BICYCLES,200,0.48583889116812323,-7.395902669920864e-05,0.0,0.0,0.002,0.0
443,311_BICYCLES,300,0.39716983071960377,-7.395902669920864e-05,0.0,0.0,0.002,0.0
444,311_BICYCLES,400,0.34726199125831037,-7.395902669920864e-05,0.0,0.0,0.002,0.0
445,311_BRIDGE MAINTENANCE R,100,,-7.395902669920864e-05,,,0.002,
446,311_BRIDGE MAINTENANCE R,150,,-7.395902669920864e-05,,,0.002,
447,311_BRIDGE MAINTENANCE R,200,,-7.395902669920864e-05,,,0.002,
448,311_BRIDGE MAINTENANCE R,300,,-7.395902669920864e-05,,,0.002,
449,311_BRIDGE MAINTENANCE R,400,,-7.395902669920864e-05,,,0.002,
450,311_BULB OUT,100,,-7.395902669920864e-05,,,0.002,
451,311_BULB OUT,150,,-7.395902669920864e-05,,,0.002,
452,311_BULB OUT,200,,-7.395902669920864e-05,,,0.002,
453,311_BULB OUT,300,,-7.395902669920864e-05,,,0.002,
454,311_BULB OUT,400,,-7.395902669920864e-05,,,0.002,
455,311_BUS AND/OR RAIL ISSU,100,0.3921148002511558,-7.395902669920864e-05,0.0,0.0,0.002,0.0
456,311_BUS AND/OR RAIL ISSU,150,0.3228943716312282,-7.395902669920864e-05,0.0,0.0,0.002,0.0
457,311_BUS AND/OR RAIL ISSU,200,0.2502251984529537,-7.395902669920864e-05,0.0,0.0,0.002,0.0
458,311_BUS AND/OR RAIL ISSU,300,0.16590204152799204,-7.395902669920864e-05,0.0,0.0,0.002,0.0
459,311_BUS AND/OR RAIL ISSU,400,0.12117349792749747,-7.395902669920864e-05,0.0,0.0,0.002,0.0
460,311_BUS SHELTERS,100,,-7.395902669920864e-05,,,0.002,
461,311_BUS SHELTERS,150,,-7.395902669920864e-05,,,0.002,
462,311_BUS SHELTERS,200,,-7.395902669920864e-05,,,0.002,
463,311_BUS SHELTERS,300,,-7.395902669920864e-05,,,0.002,
464,311_BUS SHELTERS,400,,-7.395902669920864e-05,,,0.002,
465,311_CHILD SAFETY SEAT PR,100,0.03519421213603521,-7.395902669920864e-05,6.853346193658183e-06,6.369592169708227e-06,0.004,3.0905099266398395e-06
466,311_CHILD SAFETY SEAT PR,150,0.0376048811411804,-7.395902669920864e-05,1.7852386235972517e-13,1.4876988529977098e-13,0.002,5.5289106626332796e-14
467,311_CHILD SAFETY SEAT PR,200,0.032296382183048165,-7.395902669920864e-05,4.440892098500626e-16,4.440892098500626e-16,0.002,2.220446049250313e-16
468,311_CHILD SAFETY SEAT PR,300,0.026781663949862707,-7.395902669920864e-05,0.0,0.0,0.002,0.0
469,311_CHILD SAFETY SEAT PR,400,0.04533898429080863,-7.395902669920864e-05,0.0,0.0,0.002,0.0
470,311_CURB GUTTER REPAIR,100,0.28358434640456676,-7.395902669920864e-05,0.0,0.0,0.002,0.0
471,311_CURB GUTTER REPAIR,150,0.23747460942097776,-7.395902669920864e-05,0.0,0.0,0.002,0.0
472,311_CURB GUTTER REPAIR,200,0.17744291159914535,-7.395902669920864e-05,0.0,0.0,0.002,0.0
473,311_CURB GUTTER REPAIR,300,0.12374259730259918,-7.395902669920864e-05,0.0,0.0,0.002,0.0
474,311_CURB GUTTER REPAIR,400,0.09695956850496004,-7.395902669920864e-05,0.0,0.0,0.002,0.0
475,311_DDOT CITATION,100,0.32143345286657393,-7.395902669920864e-05,0.0,0.0,0.002,0.0
476,311_DDOT CITATION,150,0.22531758615136258,-7.395902669920864e-05,0.0,0.0,0.002,0.0
477,311_DDOT CITATION,200,0.16870715135821485,-7.395902669920864e-05,0.0,0.0,0.002,0.0
478,311_DDOT CITATION,300,0.11056962773492696,-7.395902669920864e-05,0.0,0.0,0.002,0.0
479,311_DDOT CITATION,400,0.08465427325145396,-7.395902669920864e-05,0.0,0.0,0.002,0.0
480,311_FLASHER MALFUNCTION,100,,-7.395902669920864e-05,,,0.002,
481,311_FLASHER MALFUNCTION,150,,-7.395902669920864e-05,,,0.002,
482,311_FLASHER MALFUNCTION,200,,-7.395902669920864e-05,,,0.002,
483,311_FLASHER MALFUNCTION,300,,-7.395902669920864e-05,,,0.002,
484,311_FLASHER MALFUNCTION,400,,-7.395902669920864e-05,,,0.002,
485,311_FLASHER MODIFICATION,100,,-7.395902669920864e-05,,,0.002,
486,311_FLASHER MODIFICATION,150,,-7.395902669920864e-05,,,0.002,
487,311_FLASHER MODIFICATION,200,,-7.395902669920864e-05,,,0.002,
488,311_FLASHER MODIFICATION,300,,-7.395902669920864e-05,,,0.002,
489,311_FLASHER MODIFICATION,400,,-7.395902669920864e-05,,,0.002,
490,311_LIGHT-INFRASTRUCTURE,100,0.19638114320244976,-7.395902669920864e-05,0.0,0.0,0.002,0.0
491,311_LIGHT-INFRASTRUCTURE,150,0.1308639387716084,-7.395902669920864e-05,0.0,0.0,0.004,0.0
492,311_LIGHT-INFRASTRUCTURE,200,0.10017920672879459,-7.395902669920864e-05,0.0,0.0,0.002,0.0
493,311_LIGHT-INFRASTRUCTURE,300,0.06356208625509545,-7.395902669920864e-05,0.0,0.0,0.002,0.0
494,311_LIGHT-INFRASTRUCTURE,400,0.046833803989636144,-7.395902669920864e-05,0.0,0.0,0.002,0.0
495,311_LIGHT-LIGHT POLE,100,0.20763420619815576,-7.395902669920864e-05,0.0,0.0,0.002,0.0
496,311_LIGHT-LIGHT POLE,150,0.11769538007047693,-7.395902669920864e-05,0.0,0.0,0.002,0.0
497,311_LIGHT-LIGHT POLE,200,0.09321537182006408,-7.395902669920864e-05,0.0,0.0,0.002,0.0
498,311_LIGHT-LIGHT POLE,300,0.05519456178786217,-7.395902669920864e-05,0.0,0.0,0.002,0.0
499,311_LIGHT-LIGHT POLE,400,0.039277439478649895,-7.395902669920864e-05,0.0,0.0,0.002,0.0
500,311_LIGHT-OHGS,100,0.08377610762029368,-7.395902669920864e-05,0.0,0.0,0.002,0.0
501,311_LIGHT-OHGS,150,0.05910398628163179,-7.395902669920864e-05,0.0,0.0,0.004,0.0
502,311_LIGHT-OHGS,200,0.04318792055346971,-7.395902669920864e-05,0.0,0.0,0.002,0.0
503,311_LIGHT-OHGS,300,0.025060315641903416,-7.395902669920864e-05,0.0,0.0,0.002,0.0
504,311_LIGHT-OHGS,400,0.019698354471572966,-7.395902669920864e-05,0.0,0.0,0.002,0.0
505,311_LIGHT-TUNNEL/UNDPASS,100,0.088703757481601,-7.395902669920864e-05,0.0,0.0,0.002,0.0
506,311_LIGHT-TUNNEL/UNDPASS,150,0.07098213011818348,-7.395902669920864e-05,0.0,0.0,0.002,0.0
507,311_LIGHT-TUNNEL/UNDPASS,200,0.039650992976328396,-7.395902669920864e-05,0.0,0.0,0.006,1.9317880628477724e-14
508,311_LIGHT-TUNNEL/UNDPASS,300,0.025542305354113254,-7.395902669920864e-05,0.0,0.0,0.002,0.0
509,311_LIGHT-TUNNEL/UNDPASS,400,0.0191247934907949,-7.395902669920864e-05,0.0,0.0,0.002,0.0
510,311_MARKING INSTALLATION,100,0.34022662876756987,-7.395902669920864e-05,0.0,0.0,0.002,0.0
511,311_MARKING INSTALLATION,150,0.26337104438955145,-7.395902669920864e-05,0.0,0.0,0.002,0.0
512,311_MARKING INSTALLATION,200,0.20676894738226437,-7.395902669920864e-05,0.0,0.0,0.002,0.0
513,311_MARKING INSTALLATION,300,0.14946582385971163,-7.395902669920864e-05,0.0,0.0,0.002,0.0
514,311_MARKING INSTALLATION,400,0.118172814638312,-7.395902669920864e-05,0.0,0.0,0.002,0.0
515,311_MARKING MAINTENANCE,100,0.34749946607022836,-7.395902669920864e-05,0.0,0.0,0.002,0.0
516,311_MARKING MAINTENANCE,150,0.35600944487784014,-7.395902669920864e-05,0.0,0.0,0.002,0.0
517,311_MARKING MAINTENANCE,200,0.3239959561755999,-7.395902669920864e-05,0.0,0.0,0.002,0.0
518,311_MARKING MAINTENANCE,300,0.2661458395157755,-7.395902669920864e-05,0.0,0.0,0.002,0.0
519,311_MARKING MAINTENANCE,400,0.22374855287186515,-7.395902669920864e-05,0.0,0.0,0.002,0.0
