,column,db_b,I,EI,p_norm,p_rand,p_sim,p_z_sim
252,cycle_way_right,200,0.16607582922066308,-7.395902669920864e-05,0.0,0.0,0.002,0.0
253,cycle_way_right,300,0.10462346213211945,-7.395902669920864e-05,0.0,0.0,0.002,0.0
254,cycle_way_right,400,0.07850838051380563,-7.395902669920864e-05,0.0,0.0,0.002,0.0
255,side_walk_both,100,0.5457817590458276,-7.395902669920864e-05,0.0,0.0,0.002,0.0
256,side_walk_both,150,0.5362225184903454,-7.395902669920864e-05,0.0,0.0,0.002,0.0
257,side_walk_both,200,0.5056873878044703,-7.395902669920864e-05,0.0,0.0,0.002,0.0
258,side_walk_both,300,0.4633646333263076,-7.395902669920864e-05,0.0,0.0,0.002,0.0
259,side_walk_both,400,0.4319021126337576,-7.395902669920864e-05,0.0,0.0,0.002,0.0
260,side_walk_left,100,0.15469933451870968,-7.395902669920864e-05,0.0,0.0,0.002,0.0
261,side_walk_left,150,0.15484572478250117,-7.395902669920864e-05,0.0,0.0,0.002,0.0
262,side_walk_left,200,0.1466517990914506,-7.395902669920864e-05,0.0,0.0,0.002,0.0
263,side_walk_left,300,0.11063745529504461,-7.395902669920864e-05,0.0,0.0,0.002,0.0
264,side_walk_left,400,0.0923280778348446,-7.395902669920864e-05,0.0,0.0,0.002,0.0
265,side_walk_no,100,0.4207837883468787,-7.395902669920864e-05,0.0,0.0,0.002,0.0
266,side_walk_no,150,0.41140821255041593,-7.395902669920864e-05,0.0,0.0,0.002,0.0
267,side_walk_no,200,0.36228135943222634,-7.395902669920864e-05,0.0,0.0,0.002,0.0
268,side_walk_no,300,0.308639350103455,-7.395902669920864e-05,0.0,0.0,0.002,0.0
269,side_walk_no,400,0.2692672802650006,-7.395902669920864e-05,0.0,0.0,0.002,0.0
270,side_walk_right,100,0.18155780553886203,-7.395902669920864e-05,0.0,0.0,0.002,0.0
271,side_walk_right,150,0.15664160682871223,-7.395902669920864e-05,0.0,0.0,0.002,0.0
272,side_walk_right,200,0.14167616740178726,-7.395902669920864e-05,0.0,0.0,0.002,0.0
273,side_walk_right,300,0.0946231769347382,-7.395902669920864e-05,0.0,0.0,0.002,0.0
274,side_walk_right,400,0.07561635684773539,-7.395902669920864e-05,0.0,0.0,0.002,0.0
275,bikable_no,100,0.10255375462862286,-7.395902669920864e-05,0.0,0.0,0.002,0.0
276,bikable_no,150,0.07380827441892214,-7.395902669920864e-05,0.0,0.0,0.002,0.0
277,bikable_no,200,0.09723596517178516,-7.395902669920864e-05,0.0,0.0,0.002,0.0
278,bikable_no,300,0.05909205174773546,-7.395902669920864e-05,0.0,0.0,0.002,0.0
279,bikable_no,400,0.036409293295045476,-7.395902669920864e-05,0.0,0.0,0.002,0.0
280,bikable_yes,100,0.4847539915171615,-7.395902669920864e-05,0.0,0.0,0.002,0.0
281,bikable_yes,150,0.47503969863840373,-7.395902669920864e-05,0.0,0.0,0.002,0.0
282,bikable_yes,200,0.43281540199024143,-7.395902669920864e-05,0.0,0.0,0.002,0.0
283,bikable_yes,300,0.35808254547784957,-7.395902669920864e-05,0.0,0.0,0.002,0.0
284,bikable_yes,400,0.30685997601158005,-7.395902669920864e-05,0.0,0.0,0.002,0.0
285,Bus/Bike Lane,100,0.1086283940283232,-7.395902669920864e-05,0.0,0.0,0.002,0.0
286,Bus/Bike Lane,150,0.23162926560921993,-7.395902669920864e-05,0.0,0.0,0.002,0.0
287,Bus/Bike Lane,200,0.18536442614191692,-7.395902669920864e-05,0.0,0.0,0.002,0.0
288,Bus/Bike Lane,300,0.15206763290653535,-7.395902669920864e-05,0.0,0.0,0.002,0.0
289,Bus/Bike Lane,400,0.11122159409411007,-7.395902669920864e-05,0.0,0.0,0.002,0.0
290,Climbing Lane,100,0.16392123516590373,-7.395902669920864e-05,0.0,0.0,0.002,0.0
291,Climbing Lane,150,0.16342536826614318,-7.395902669920864e-05,0.0,0.0,0.002,0.0
292,Climbing Lane,200,0.12824237935932695,-7.395902669920864e-05,0.0,0.0,0.002,0.0
293,Climbing Lane,300,0.09635149966769216,-7.395902669920864e-05,0.0,0.0,0.002,0.0
294,Climbing Lane,400,0.0656493216389317,-7.395902669920864e-05,0.0,0.0,0.002,0.0
295,Contraflow Bike Lane,100,0.13173124219165985,-7.395902669920864e-05,0.0,0.0,0.002,0.0
296,Contraflow Bike Lane,150,0.14242686031226304,-7.395902669920864e-05,0.0,0.0,0.002,0.0
297,Contraflow Bike Lane,200,0.10255037581494486,-7.395902669920864e-05,0.0,0.0,0.002,0.0
298,Contraflow Bike Lane,300,0.10521356050096616,-7.395902669920864e-05,0.0,0.0,0.002,0.0
299,Contraflow Bike Lane,400,0.0929856559220464,-7.395902669920864e-05,0.0,0.0,0.002,0.0
300,Cycle Track,100,0.14415378460351827,-7.395902669920864e-05,0.0,0.0,0.002,0.0
301,Cycle Track,150,0.24571278537013344,-7.395902669920864e-05,0.0,0.0,0.002,0.0
302,Cycle Track,200,0.2072392833522735,-7.395902669920864e-05,0.0,0.0,0.002,0.0
303,Cycle Track,300,0.16522942399945947,-7.395902669920864e-05,0.0,0.0,0.002,0.0
304,Cycle Track,400,0.1290313066540439,-7.395902669920864e-05,0.0,0.0,0.002,0.0
305,Existing Bike Lane,100,0.2821597427351204,-7.395902669920864e-05,0.0,0.0,0.002,0.0
306,Existing Bike Lane,150,0.28781394937680854,-7.395902669920864e-05,0.0,0.0,0.002,0.0
307,Existing Bike Lane,200,0.257416551587304,-7.395902669920864e-05,0.0,0.0,0.002,0.0
308,Existing Bike Lane,300,0.21201785932591863,-7.395902669920864e-05,0.0,0.0,0.002,0.0
309,Existing Bike Lane,400,0.17857336090306214,-7.395902669920864e-05,0.0,0.0,0.002,0.0
310,Shared Lane,100,0.2012751096545658,-7.395902669920864e-05,0.0,0.0,0.002,0.0
311,Shared Lane,150,0.20319325077341155,-7.395902669920864e-05,0.0,0.0,0.002,0.0
312,Shared Lane,200,0.16192629997386437,-7.395902669920864e-05,0.0,0.0,0.002,0.0
313,Shared Lane,300,0.1154661071034273,-7.395902669920864e-05,0.0,0.0,0.002,0.0
314,Shared Lane,400,0.08977605192749018,-7.395902669920864e-05,0.0,0.0,0.002,0.0
315,art,100,0.3530567931329001,-7.395902669920864e-05,0.0,0.0,0.002,0.0
316,art,150,0.337802147405264,-7.395902669920864e-05,0.0,0.0,0.002,0.0
317,art,200,0.3030797838387755,-7.395902669920864e-05,0.0,0.0,0.002,0.0
318,art,300,0.22277044261186243,-7.395902669920864e-05,0.0,0.0,0.002,0.0
319,art,400,0.17691845031693684,-7.395902669920864e-05,0.0,0.0,0.002,0.0
320,outdoors and recreation,100,0.4004127010666834,-7.395902669920864e-05,0.0,0.0,0.002,0.0
321,outdoors and recreation,150,0.3892037514258996,-7.395902669920864e-05,0.0,0.0,0.002,0.0
322,outdoors and recreation,200,0.35111101366721376,-7.395902669920864e-05,0.0,0.0,0.002,0.0
323,outdoors and recreation,300,0.27400760477126945,-7.395902669920864e-05,0.0,0.0,0.002,0.0
324,outdoors and recreation,400,0.2319963077620046,-7.395902669920864e-05,0.0,0.0,0.002,0.0
325,retail shop,100,0.5475228594324802,-7.395902669920864e-05,0.0,0.0,0.002,0.0
326,retail shop,150,0.4702444668839011,-7.395902669920864e-05,0.0,0.0,0.002,0.0
327,retail shop,200,0.37963589306875545,-7.395902669920864e-05,0.0,0.0,0.002,0.0
328,retail shop,300,0.26807486360882893,-7.395902669920864e-05,0.0,0.0,0.002,0.0
329,retail shop,400,0.2116558256189935,-7.395902669920864e-05,0.0,0.0,0.002,0.0
330,professional service,100,0.5008142105310005,-7.395902669920864e-05,0.0,0.0,0.002,0.0
331,professional service,150,0.6383432344494875,-7.395902669920864e-05,0.0,0.0,0.002,0.0
332,professional service,200,0.5837817052562129,-7.395902669920864e-05,0.0,0.0,0.002,0.0
333,professional service,300,0.5237453402064913,-7.395902669920864e-05,0.0,0.0,0.002,0.0
334,professional service,400,0.4834659875637038,-7.395902669920864e-05,0.0,0.0,0.002,0.0
335,food,100,0.4280303770993425,-7.395902669920864e-05,0.0,0.0,0.002,0.0
336,food,150,0.43474121712251756,-7.395902669920864e-05,0.0,0.0,0.002,0.0
337,food,200,0.3651001774683008,-7.395902669920864e-05,0.0,0.0,0.002,0.0
338,food,300,0.2823191452520747,-7.395902669920864e-05,0.0,0.0,0.002,0.0
339,food,400,0.24166901785471873,-7.395902669920864e-05,0.0,0.0,0.002,0.0
340,nightlife spot,100,0.37290443645378213,-7.395902669920864e-05,0.0,0.0,0.002,0.0
341,nightlife spot,150,0.3471037627621832,-7.395902669920864e-05,0.0,0.0,0.002,0.0
342,nightlife spot,200,0.2843430053101537,-7.395902669920864e-05,0.0,0.0,0.002,0.0
343,nightlife spot,300,0.22023017511912998,-7.395902669920864e-05,0.0,0.0,0.002,0.0
344,nightlife spot,400,0.19189929296270422,-7.395902669920864e-05,0.0,0.0,0.002,0.0
345,residence,100,0.6758646254440019,-7.395902669920864e-05,0.0,0.0,0.002,0.0
346,residence,150,0.4237309537406752,-7.395902669920864e-05,0.0,0.0,0.002,0.0
347,residence,200,0.3547934353591286,-7.395902669920864e-05,0.0,0.0,0.002,0.0
348,residence,300,0.2725605717273043,-7.395902669920864e-05,0.0,0.0,0.002,0.0
349,residence,400,0.23711293114891355,-7.395902669920864e-05,0.0,0.0,0.002,0.0
350,schools&university,100,0.5144056491565048,-7.395902669920864e-05,0.0,0.0,0.002,0.0
351,schools&university,150,0.5924230474463035,-7.395902669920864e-05,0.0,0.0,0.002,0.0
352,schools&university,200,0.516787779415287,-7.395902669920864e-05,0.0,0.0,0.002,0.0
353,schools&university,300,0.40826493603635666,-7.395902669920864e-05,0.0,0.0,0.002,0.0
354,schools&university,400,0.31855572324004366,-7.395902669920864e-05,0.0,0.0,0.002,0.0
355,cycling facilities,100,0.7757620788325541,-7.395902669920864e-05,0.0,0.0,0.002,0.0
356,cycling facilities,150,0.788060694357947,-7.395902669920864e-05,0.0,0.0,0.002,0.0
357,cycling facilities,200,0.7645426017095847,-7.395902669920864e-05,0.0,0.0,0.002,0.0
358,cycling facilities,300,0.7099478359462741,-7.395902669920864e-05,0.0,0.0,0.002,0.0
359,cycling facilities,400,0.6701624594719485,-7.395902669920864e-05,0.0,0.0,0.002,0.0
360,transportation,100,0.471561039422444,-7.395902669920864e-05,0.0,0.0,0.002,0.0
361,transportation,150,0.479897370858213,-7.395902669920864e-05,0.0,0.0,0.002,0.0
362,transportation,200,0.411512788667406,-7.395902669920864e-05,0.0,0.0,0.002,0.0
363,transportation,300,0.3211309328075847,-7.395902669920864e-05,0.0,0.0,0.002,0.0
364,transportation,400,0.2632585765209091,-7.395902669920864e-05,0.0,0.0,0.002,0.0
365,crash_evt_COLLISION_WITH_FIXED,100,0.10740147276044794,-7.395902669920864e-05,0.0,0.0,0.002,0.0
366,crash_evt_COLLISION_WITH_FIXED,150,0.12458092114022415,-7.395902669920864e-05,0.0,0.0,0.002,0.0
367,crash_evt_COLLISION_WITH_FIXED,200,0.12437841625171667,-7.395902669920864e-05,0.0,0.0,0.002,0.0
368,crash_evt_COLLISION_WITH_FIXED,300,0.09737766889852047,-7.395902669920864e-05,0.0,0.0,0.002,0.0
369,crash_evt_COLLISION_WITH_FIXED,400,0.0717575247550741,-7.395902669920864e-05,0.0,0.0,0.002,0.0
370,crash_evt_COLLISION_WITH_NON_FIXED,100,0.3256548954467677,-7.395902669920864e-05,0.0,0.0,0.002,0.0
371,crash_evt_COLLISION_WITH_NON_FIXED,150,0.34758294087941427,-7.395902669920864e-05,0.0,0.0,0.002,0.0
372,crash_evt_COLLISION_WITH_NON_FIXED,200,0.33058868893240984,-7.395902669920864e-05,0.0,0.0,0.002,0.0
373,crash_evt_COLLISION_WITH_NON_FIXED,300,0.2546471309800464,-7.395902669920864e-05,0.0,0.0,0.002,0.0
374,crash_evt_COLLISION_WITH_NON_FIXED,400,0.20940967287619908,-7.395902669920864e-05,0.0,0.0,0.002,0.0
375,crash_evt_NON_COLLISION,100,0.2759997643373144,-7.395902669920864e-05,0.0,0.0,0.002,0.0
376,crash_evt_NON_COLLISION,150,0.21553102096711835,-7.395902669920864e-05,0.0,0.0,0.002,0.0
377,crash_evt_NON_COLLISION,200,0.1659652325844989,-7.395902669920864e-05,0.0,0.0,0.002,0.0
378,crash_evt_NON_COLLISION,300,0.11715655119971413,-7.395902669920864e-05,0.0,0.0,0.002,0.0
379,crash_evt_NON_COLLISION,400,0.08841230627843298,-7.395902669920864e-05,0.0,0.0,0.002,0.0
380,crash_evt_PENDING_INVESTIGATION,100,0.3113407854758421,-7.395902669920864e-05,0.0,0.0,0.002,0.0
381,crash_evt_PENDING_INVESTIGATION,150,0.33087011959331575,-7.395902669920864e-05,0.0,0.0,0.002,0.0
382,crash_evt_PENDING_INVESTIGATION,200,0.3186357980634614,-7.395902669920864e-05,0.0,0.0,0.002,0.0
383,crash_evt_PENDING_INVESTIGATION,300,0.24529363562495293,-7.395902669920864e-05,0.0,0.0,0.002,0.0
384,crash_evt_PENDING_INVESTIGATION,400,0.19998923179320907,-7.395902669920864e-05,0.0,0.0,0.002,0.0
385,crash_1stharm_Hit and Run,100,0.2071947266083147,-7.395902669920864e-05,0.0,0.0,0.002,0.0
386,crash_1stharm_Hit and Run,150,0.21063556286188823,-7.395902669920864e-05,0.0,0.0,0.002,0.0
387,crash_1stharm_Hit and Run,200,0.2072242850733673,-7.395902669920864e-05,0.0,0.0,0.002,0.0
388,crash_1stharm_Hit and Run,300,0.13572869879970456,-7.395902669920864e-05,0.0,0.0,0.002,0.0
389,crash_1stharm_Hit and Run,400,0.09514057149380924,-7.395902669920864e-05,0.0,0.0,0.002,0.0
390,crash_1stharm_Motor Vehicle In Transport,100,0.3034156247076393,-7.395902669920864e-05,0.0,0.0,0.002,0.0
391,crash_1stharm_Motor Vehicle In Transport,150,0.31373906754456593,-7.395902669920864e-05,0.0,0.0,0.002,0.0
392,crash_1stharm_Motor Vehicle In Transport,200,0.3031623294087044,-7.395902669920864e-05,0.0,0.0,0.002,0.0
393,crash_1stharm_Motor Vehicle In Transport,300,0.22563728286918208,-7.395902669920864e-05,0.0,0.0,0.002,0.0
394,crash_1stharm_Motor Vehicle In Transport,400,0.18227148111248928,-7.395902669920864e-05,0.0,0.0,0.002,0.0
395,"crash_1stharm_Other Fixed Object (Wall, Building, Tunnel, Etc.)",100,0.12496379986145646,-7.395902669920864e-05,0.0,0.0,0.002,0.0
396,"crash_1stharm_Other Fixed Object (Wall, Building, Tunnel, Etc.)",150,0.1383693046053771,-7.395902669920864e-05,0.0,0.0,0.002,0.0
397,"crash_1stharm_Other Fixed Object (Wall, Building, Tunnel, Etc.)",200,0.1244914683151719,-7.395902669920864e-05,0.0,0.0,0.002,0.0
398,"crash_1stharm_Other Fixed Object (Wall, Building, Tunnel, Etc.)",300,0.09186390471539418,-7.395902669920864e-05,0.0,0.0,0.002,0.0
399,"crash_1stharm_Other Fixed Object (Wall, Building, Tunnel, Etc.)",400,0.0700629618513468,-7.395902669920864e-05,0.0,0.0,0.002,0.0
400,crash_1stharm_Other Non-fixed Object,100,0.2838800519372755,-7.395902669920864e-05,0.0,0.0,0.002,0.0
401,crash_1stharm_Other Non-fixed Object,150,0.2421521479937633,-7.395902669920864e-05,0.0,0.0,0.002,0.0
402,crash_1stharm_Other Non-fixed Object,200,0.19772271923886375,-7.395902669920864e-05,0.0,0.0,0.002,0.0
403,crash_1stharm_Other Non-fixed Object,300,0.1421897573269403,-7.395902669920864e-05,0.0,0.0,0.002,0.0
404,crash_1stharm_Other Non-fixed Object,400,0.11174565166170262,-7.395902669920864e-05,0.0,0.0,0.002,0.0
405,crash_1stharm_Parked Motor Vehicle,100,0.1336958360027743,-7.395902669920864e-05,0.0,0.0,0.002,0.0
406,crash_1stharm_Parked Motor Vehicle,150,0.15336052920259202,-7.395902669920864e-05,0.0,0.0,0.002,0.0
407,crash_1stharm_Parked Motor Vehicle,200,0.1281605672771172,-7.395902669920864e-05,0.0,0.0,0.002,0.0
408,crash_1stharm_Parked Motor Vehicle,300,0.0845742516530744,-7.395902669920864e-05,0.0,0.0,0.002,0.0
409,crash_1stharm_Parked Motor Vehicle,400,0.06278773348865922,-7.395902669920864e-05,0.0,0.0,0.002,0.0
410,crash_1stharm_Pedestrian,100,0.25831219812162537,-7.395902669920864e-05,0.0,0.0,0.002,0.0
411,crash_1stharm_Pedestrian,150,0.24619248673419655,-7.395902669920864e-05,0.0,0.0,0.002,0.0
412,crash_1stharm_Pedestrian,200,0.1941016923156368,-7.395902669920864e-05,0.0,0.0,0.002,0.0
413,crash_1stharm_Pedestrian,300,0.13534666217566574,-7.395902669920864e-05,0.0,0.0,0.002,0.0
414,crash_1stharm_Pedestrian,400,0.09594882267888113,-7.395902669920864e-05,0.0,0.0,0.002,0.0
415,crash_1stharm_null,100,0.1663226032220201,-7.395902669920864e-05,0.0,0.0,0.002,0.0
416,crash_1stharm_null,150,0.16177136218987803,-7.395902669920864e-05,0.0,0.0,0.002,0.0
417,crash_1stharm_null,200,0.1365579685687086,-7.395902669920864e-05,0.0,0.0,0.002,0.0
418,crash_1stharm_null,300,0.11303904531309254,-7.395902669920864e-05,0.0,0.0,0.002,0.0
419,crash_1stharm_null,400,0.08881894131019749,-7.395902669920864e-05,0.0,0.0,0.002,0.0
420,311_ALLEY REPAIR,100,0.25732633912283526,-7.395902669920864e-05,0.0,0.0,0.002,0.0
421,311_ALLEY REPAIR,150,0.21246554382852892,-7.395902669920864e-05,0.0,0.0,0.002,0.0
422,311_ALLEY REPAIR,200,0.16100052565077969,-7.395902669920864e-05,0.0,0.0,0.002,0.0
423,311_ALLEY REPAIR,300,0.11065163628859485,-7.395902669920864e-05,0.0,0.0,0.002,0.0
424,311_ALLEY REPAIR,400,0.08246028611666059,-7.395902669920864e-05,0.0,0.0,0.002,0.0
425,311_ALLEYLIGHT REPAIR,100,0.3463950668863958,-7.395902669920864e-05,0.0,0.0,0.002,0.0
426,311_ALLEYLIGHT REPAIR,150,0.28349455172146654,-7.395902669920864e-05,0.0,0.0,0.002,0.0
427,311_ALLEYLIGHT REPAIR,200,0.21965803104367554,-7.395902669920864e-05,0.0,0.0,0.002,0.0
428,311_ALLEYLIGHT REPAIR,300,0.1660458239075332,-7.395902669920864e-05,0.0,0.0,0.002,0.0
429,311_ALLEYLIGHT REPAIR,400,0.13776240512820684,-7.395902669920864e-05,0.0,0.0,0.002,0.0
430,311_ANC RESOLUTION,100,0.10089474407402842,-7.395902669920864e-05,0.0,0.0,0.004,0.0
431,311_ANC RESOLUTION,150,0.038662761149833434,-7.395902669920864e-05,2.220446049250313e-15,2.220446049250313e-15,0.008,0.0
432,311_ANC RESOLUTION,200,0.021435063227746368,-7.395902669920864e-05,6.35680086347179e-09,6.353419124138782e-09,0.014,2.781108676686017e-12
433,311_ANC RESOLUTION,300,0.008855291428245569,-7.395902669920864e-05,0.0004869858199274546,0.0004886623140305524,0.032,1.0777721791033201e-05
434,311_ANC RESOLUTION,400,0.0054619645974671735,-7.395902669920864e-05,0.005251071679193142,0.005281565759862605,0.034,0.002224315850493319
435,311_BICYCLE SERVICES,100,0.1474314341934522,-7.395902669920864e-05,0.0,0.0,0.002,0.0
436,311_BICYCLE SERVICES,150,0.1519038950439307,-7.395902669920864e-05,0.0,0.0,0.002,0.0
437,311_BICYCLE SERVICES,200,0.09146971924215908,-7.395902669920864e-05,0.0,0.0,0.002,0.0
438,311_BICYCLE SERVICES,300,0.049990351497322776,-7.395902669920864e-05,0.0,0.0,0.002,0.0
439,311_BICYCLE SERVICES,400,0.03253457222328047,-7.395902669920864e-05,0.0,0.0,0.002,0.0
440,311_BICYCLES,100,0.5157597728374532,-7.395902669920864e-05,0.0,0.0,0.002,0.0
441,311_BICYCLES,150,0.5310768171974181,-7.395902669920864e-05,0.0,0.0,0.002,0.0
442,311_BICYCLES,200,0.4609285714035852,-7.395902669920864e-05,0.0,0.0,0.002,0.0
443,311_BICYCLES,300,0.3535564179348462,-7.395902669920864e-05,0.0,0.0,0.002,0.0
444,311_BICYCLES,400,0.30022797610854146,-7.395902669920864e-05,0.0,0.0,0.002,0.0
445,311_BRIDGE MAINTENANCE R,100,,-7.395902669920864e-05,,,0.002,
446,311_BRIDGE MAINTENANCE R,150,,-7.395902669920864e-05,,,0.002,
447,311_BRIDGE MAINTENANCE R,200,,-7.395902669920864e-05,,,0.002,
448,311_BRIDGE MAINTENANCE R,300,,-7.395902669920864e-05,,,0.002,
449,311_BRIDGE MAINTENANCE R,400,,-7.395902669920864e-05,,,0.002,
450,311_BULB OUT,100,,-7.395902669920864e-05,,,0.002,
451,311_BULB OUT,150,,-7.395902669920864e-05,,,0.002,
452,311_BULB OUT,200,,-7.395902669920864e-05,,,0.002,
453,311_BULB OUT,300,,-7.395902669920864e-05,,,0.002,
454,311_BULB OUT,400,,-7.395902669920864e-05,,,0.002,
455,311_BUS AND/OR RAIL ISSU,100,0.38484397546804194,-7.395902669920864e-05,0.0,0.0,0.002,0.0
456,311_BUS AND/OR RAIL ISSU,150,0.2913967725644719,-7.395902669920864e-05,0.0,0.0,0.002,0.0
457,311_BUS AND/OR RAIL ISSU,200,0.20041978260991894,-7.395902669920864e-05,0.0,0.0,0.002,0.0
458,311_BUS AND/OR RAIL ISSU,300,0.10436436548155366,-7.395902669920864e-05,0.0,0.0,0.002,0.0
459,311_BUS AND/OR RAIL ISSU,400,0.060440964983069626,-7.395902669920864e-05,0.0,0.0,0.002,0.0
460,311_BUS SHELTERS,100,,-7.395902669920864e-05,,,0.002,
461,311_BUS SHELTERS,150,,-7.395902669920864e-05,,,0.002,
462,311_BUS SHELTERS,200,,-7.395902669920864e-05,,,0.002,
463,311_BUS SHELTERS,300,,-7.395902669920864e-05,,,0.002,
464,311_BUS SHELTERS,400,,-7.395902669920864e-05,,,0.002,
465,311_CHILD SAFETY SEAT PR,100,0.03148612670277271,-7.395902669920864e-05,4.8923736147621355e-05,4.603304491013205e-05,0.004,3.452928372804642e-05
466,311_CHILD SAFETY SEAT PR,150,0.03198445498796563,-7.395902669920864e-05,6.836087251826939e-11,5.925393509187415e-11,0.002,1.3066081550050512e-10
467,311_CHILD SAFETY SEAT PR,200,0.024455942841329,-7.395902669920864e-05,2.879430027746821e-11,2.4930280062562815e-11,0.002,3.0464519795714295e-13
468,311_CHILD SAFETY SEAT PR,300,0.020419582086856413,-7.395902669920864e-05,0.0,0.0,0.002,2.220446049250313e-16
469,311_CHILD SAFETY SEAT PR,400,0.03971477581654209,-7.395902669920864e-05,0.0,0.0,0.002,0.0
470,311_CURB GUTTER REPAIR,100,0.2790591816940408,-7.395902669920864e-05,0.0,0.0,0.002,0.0
471,311_CURB GUTTER REPAIR,150,0.22052326600622,-7.395902669920864e-05,0.0,0.0,0.002,0.0
472,311_CURB GUTTER REPAIR,200,0.14847068817392806,-7.395902669920864e-05,0.0,0.0,0.002,0.0
473,311_CURB GUTTER REPAIR,300,0.08714923354906039,-7.395902669920864e-05,0.0,0.0,0.002,0.0
474,311_CURB GUTTER REPAIR,400,0.06029090760881932,-7.395902669920864e-05,0.0,0.0,0.002,0.0
475,311_DDOT CITATION,100,0.3202579335826696,-7.395902669920864e-05,0.0,0.0,0.002,0.0
476,311_DDOT CITATION,150,0.198497695458615,-7.395902669920864e-05,0.0,0.0,0.002,0.0
477,311_DDOT CITATION,200,0.12674737258069857,-7.395902669920864e-05,0.0,0.0,0.002,0.0
478,311_DDOT CITATION,300,0.06236536636461697,-7.395902669920864e-05,0.0,0.0,0.002,0.0
479,311_DDOT CITATION,400,0.038514664238312034,-7.395902669920864e-05,0.0,0.0,0.002,0.0
480,311_FLASHER MALFUNCTION,100,,-7.395902669920864e-05,,,0.002,
481,311_FLASHER MALFUNCTION,150,,-7.395902669920864e-05,,,0.002,
482,311_FLASHER MALFUNCTION,200,,-7.395902669920864e-05,,,0.002,
483,311_FLASHER MALFUNCTION,300,,-7.395902669920864e-05,,,0.002,
484,311_FLASHER MALFUNCTION,400,,-7.395902669920864e-05,,,0.002,
485,311_FLASHER MODIFICATION,100,,-7.395902669920864e-05,,,0.002,
486,311_FLASHER MODIFICATION,150,,-7.395902669920864e-05,,,0.002,
487,311_FLASHER MODIFICATION,200,,-7.395902669920864e-05,,,0.002,
488,311_FLASHER MODIFICATION,300,,-7.395902669920864e-05,,,0.002,
489,311_FLASHER MODIFICATION,400,,-7.395902669920864e-05,,,0.002,
490,311_LIGHT-INFRASTRUCTURE,100,0.19449162248427504,-7.395902669920864e-05,0.0,0.0,0.002,0.0
491,311_LIGHT-INFRASTRUCTURE,150,0.10696419401325472,-7.395902669920864e-05,0.0,0.0,0.002,0.0
492,311_LIGHT-INFRASTRUCTURE,200,0.0695810334132717,-7.395902669920864e-05,0.0,0.0,0.002,0.0
493,311_LIGHT-INFRASTRUCTURE,300,0.03061517729475965,-7.395902669920864e-05,0.0,0.0,0.002,0.0
494,311_LIGHT-INFRASTRUCTURE,400,0.01734897754532883,-7.395902669920864e-05,0.0,0.0,0.004,0.0
495,311_LIGHT-LIGHT POLE,100,0.19996412738254046,-7.395902669920864e-05,0.0,0.0,0.002,0.0
496,311_LIGHT-LIGHT POLE,150,0.09429526551580443,-7.395902669920864e-05,0.0,0.0,0.002,0.0
497,311_LIGHT-LIGHT POLE,200,0.06873485363092534,-7.395902669920864e-05,0.0,0.0,0.002,0.0
498,311_LIGHT-LIGHT POLE,300,0.028403565989832128,-7.395902669920864e-05,0.0,0.0,0.002,0.0
499,311_LIGHT-LIGHT POLE,400,0.014705817090402903,-7.395902669920864e-05,1.7763568394002505e-15,1.7763568394002505e-15,0.002,6.661338147750939e-16
500,311_LIGHT-OHGS,100,0.08677632734265536,-7.395902669920864e-05,0.0,0.0,0.004,0.0
501,311_LIGHT-OHGS,150,0.05016114563481682,-7.395902669920864e-05,0.0,0.0,0.004,0.0
502,311_LIGHT-OHGS,200,0.03181449642540533,-7.395902669920864e-05,0.0,0.0,0.008,0.0
503,311_LIGHT-OHGS,300,0.012777921802060544,-7.395902669920864e-05,2.572302402192861e-07,2.581591691530605e-07,0.006,1.6584644768613543e-10
504,311_LIGHT-OHGS,400,0.009320396923918712,-7.395902669920864e-05,6.60395130136493e-07,6.688385778552686e-07,0.008,3.691552574736079e-08
505,311_LIGHT-TUNNEL/UNDPASS,100,0.0884062653967782,-7.395902669920864e-05,0.0,0.0,0.002,0.0
506,311_LIGHT-TUNNEL/UNDPASS,150,0.06766989003290456,-7.395902669920864e-05,0.0,0.0,0.002,0.0
507,311_LIGHT-TUNNEL/UNDPASS,200,0.028301568599503543,-7.395902669920864e-05,1.1102230246251565e-14,1.1102230246251565e-14,0.004,1.13464793116691e-13
508,311_LIGHT-TUNNEL/UNDPASS,300,0.01370019587385668,-7.395902669920864e-05,3.0315424837112914e-08,3.0226538605404585e-08,0.002,3.0115909765981996e-10
509,311_LIGHT-TUNNEL/UNDPASS,400,0.008195763090357615,-7.395902669920864e-05,1.3968899797767165e-05,1.4044839244942153e-05,0.008,2.511773613544932e-06
510,311_MARKING INSTALLATION,100,0.3291279390326702,-7.395902669920864e-05,0.0,0.0,0.002,0.0
511,311_MARKING INSTALLATION,150,0.23245655360264175,-7.395902669920864e-05,0.0,0.0,0.002,0.0
512,311_MARKING INSTALLATION,200,0.15804573987366388,-7.395902669920864e-05,0.0,0.0,0.002,0.0
513,311_MARKING INSTALLATION,300,0.09601285168282457,-7.395902669920864e-05,0.0,0.0,0.002,0.0
514,311_MARKING INSTALLATION,400,0.06550755408095386,-7.395902669920864e-05,0.0,0.0,0.002,0.0
515,311_MARKING MAINTENANCE,100,0.3450213337236597,-7.395902669920864e-05,0.0,0.0,0.002,0.0
