,STREETTYPE_CRES_neighbor,crime_mtd_GUN_neighbor,crime_mtd_OTHERS_neighbor,crime_ofn_ASSAULT W/DANGEROUS WEAPON_neighbor,crime_ofn_BURGLARY_neighbor,crime_ofn_ROBBERY_neighbor,crime_ofn_THEFT F/AUTO_neighbor
33,0.0,0.5,58.75,0.375,3.375,3.0,42.25
34,0.0,2.625,157.75,7.375,1.125,9.75,27.375
35,0.0,4.75,141.625,10.0,2.875,14.625,46.375
36,0.0,10.090909090909092,183.0909090909091,11.272727272727273,23.72727272727273,21.63636363636364,47.45454545454545
37,0.0,10.461538461538463,184.53846153846158,11.538461538461537,21.615384615384613,22.538461538461537,51.30769230769231
38,0.0,10.545454545454543,170.0,9.272727272727273,16.90909090909091,24.818181818181817,49.18181818181818
39,0.0,11.307692307692307,144.46153846153842,6.846153846153847,13.153846153846152,24.923076923076927,41.615384615384606
40,0.0,11.25,142.1875,6.0625,13.75,24.3125,40.1875
41,0.0,10.785714285714288,129.35714285714286,4.214285714285714,12.928571428571427,22.857142857142854,35.0
42,0.0,11.0625,130.25,4.9375,15.1875,21.3125,32.0625
43,0.0,11.5,136.9,7.0,18.5,19.1,30.0
44,0.0,12.545454545454545,147.72727272727272,8.909090909090908,23.0,18.90909090909091,31.272727272727273
45,0.0,13.0,153.2,12.4,25.1,18.0,32.9
46,0.0,12.666666666666664,145.55555555555554,13.666666666666664,25.444444444444446,15.111111111111109,32.22222222222222
47,0.0,11.777777777777779,131.33333333333334,12.777777777777779,24.0,13.111111111111109,30.11111111111111
48,0.0,12.142857142857142,129.42857142857142,15.0,23.714285714285715,13.142857142857142,29.285714285714285
49,0.0,11.666666666666664,114.33333333333331,10.333333333333334,21.0,12.666666666666664,29.16666666666667
50,0.0,4.4444444444444455,56.555555555555564,7.5555555555555545,2.888888888888889,5.777777777777778,24.555555555555557
51,0.0,4.333333333333333,65.16666666666667,7.0,3.1666666666666665,6.833333333333332,32.833333333333336
52,0.0,0.0,1.5714285714285714,0.0,0.0,0.0,0.5714285714285714
53,0.0,0.625,7.5,0.625,0.625,0.0,1.625
54,0.0,0.5,11.571428571428573,1.5,0.7142857142857143,0.0,3.0
55,0.0,0.35714285714285715,14.071428571428573,1.7857142857142858,0.5,0.2857142857142857,3.5
56,0.0,0.3125,22.75,2.6875,0.375,1.375,5.1875
57,0.0,0.3333333333333333,25.73333333333333,3.466666666666667,0.3333333333333333,2.066666666666667,5.666666666666668
58,0.0,1.6666666666666667,91.55555555555556,12.333333333333336,2.6666666666666665,11.0,15.444444444444445
59,0.0,2.1111111111111107,103.22222222222223,14.333333333333336,2.7777777777777777,13.333333333333336,15.555555555555555
60,0.0,1.75,113.33333333333331,13.25,2.333333333333333,13.666666666666664,16.666666666666668
61,0.0,1.2,89.9,6.0,0.3,8.1,12.3
62,0.0,7.75,163.125,13.125,6.375,17.875,62.5
63,0.0,12.3,133.7,16.0,7.6,21.3,50.7
64,0.0,13.090909090909092,154.0909090909091,15.545454545454545,9.272727272727273,25.09090909090909,58.72727272727273
65,0.0,15.7,189.6,19.2,13.0,29.7,72.7
66,0.0,16.2,208.2,28.8,14.0,29.8,73.0
67,0.0,11.8,207.0,23.2,17.2,22.6,65.2
68,0.0,10.833333333333336,207.16666666666663,17.166666666666668,22.33333333333333,20.33333333333333,59.16666666666666
69,0.0,12.714285714285715,203.85714285714286,15.857142857142858,28.0,22.857142857142854,51.42857142857143
70,0.0,11.375,178.375,13.625,28.0,22.5,39.75
71,0.0,10.5,180.0,10.625,30.75,21.0,41.75
72,0.0,10.333333333333334,178.33333333333337,9.888888888888891,30.88888888888889,21.33333333333333,42.555555555555564
73,0.0,11.0,189.7142857142857,8.571428571428571,31.285714285714285,23.0,49.0
74,0.0,9.363636363636363,179.72727272727272,5.727272727272728,22.272727272727273,21.0,53.27272727272727
75,0.0,9.363636363636363,185.27272727272728,5.2727272727272725,20.181818181818183,22.0,55.63636363636363
76,0.0,9.636363636363637,180.9090909090909,4.2727272727272725,18.818181818181817,21.818181818181817,55.09090909090909
77,0.0,9.818181818181818,186.27272727272728,3.8181818181818175,20.09090909090909,21.272727272727273,56.81818181818182
78,0.0,10.777777777777779,187.44444444444446,3.2222222222222223,23.777777777777782,19.88888888888889,56.88888888888889
79,0.0,12.571428571428573,173.5714285714286,2.7142857142857144,31.142857142857146,17.857142857142858,45.42857142857143
80,0.0,13.285714285714285,155.28571428571428,3.8571428571428568,32.0,14.571428571428573,37.142857142857146
81,0.0,14.571428571428573,140.57142857142858,5.285714285714286,30.142857142857146,13.571428571428573,34.285714285714285
82,0.0,14.833333333333336,112.0,4.5,22.16666666666667,13.666666666666664,31.33333333333333
83,0.0,13.333333333333336,96.0,3.6666666666666665,17.333333333333332,14.0,28.33333333333333
84,,,,,,,
85,,,,,,,
86,0.0,10.333333333333334,71.66666666666667,12.666666666666664,8.666666666666666,15.666666666666664,16.0
87,0.0,0.3636363636363637,46.90909090909091,1.0,0.5454545454545454,3.636363636363636,26.818181818181817
88,0.0,0.2352941176470588,42.52941176470589,1.1176470588235294,2.764705882352941,3.294117647058824,25.529411764705888
89,0.0,5.142857142857143,53.14285714285714,11.142857142857142,12.214285714285715,9.071428571428571,9.785714285714286
90,0.0,4.8,55.7,3.2,4.6,8.45,20.95
91,0.0,4.5,51.75,2.8,4.2,8.1,19.3
