column,,column,db_nb,I,p_norm,p_rand,z_norm,z_rand,ftr_type
RELOCATE TOW FEE,1571,RELOCATE TOW FEE,150,0.08007261721437653,0.0,0.0,15.859587766375459,15.87216774750957,parking
PARK ON SIDEWALK OR AREA RESERVED FOR PEDESTRIANS,1520,PARK ON SIDEWALK OR AREA RESERVED FOR PEDESTRIANS,50,0.07671022737166903,0.0003485694262108652,0.0003395822648415425,3.7536405836010367,3.7601800139990087,parking
NO REAR TAGS.,1450,NO REAR TAGS.,50,0.0764081073575584,0.00036969669691666596,0.0003670889834075375,3.738871267166528,3.7406506507131634,parking
PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,1549,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,100,0.07618409114142204,0.0,0.0,10.04018999560263,10.05459131637241,parking
FAIL TO PAY ATTENTION WHILE OPERATING A VEHICLE,1327,FAIL TO PAY ATTENTION WHILE OPERATING A VEHICLE,200,0.07511443786616674,0.0,0.0,19.18360367044438,19.28163552689501,moving
311_CHILD SAFETY SEAT PR,652,311_CHILD SAFETY SEAT PR,50,0.07405832788650599,0.0005801611845153154,0.000553959830510653,3.6240009012907444,3.6359296548209747,311
UNAUTHORIZED VEHICLE IN LOADING ZONE,1607,UNAUTHORIZED VEHICLE IN LOADING ZONE,200,0.06645954351040881,0.0,0.0,16.97538977053904,16.99896752416488,parking
PARKED WITHIN 25 FEET OF A STOP SIGN,1562,PARKED WITHIN 25 FEET OF A STOP SIGN,50,0.06341397598716564,0.0038230452300553885,0.0037311415921035262,3.103645432936862,3.1108382782452084,parking
PARK WITH LEFT WHEEL TO THE CURB,1535,PARK WITH LEFT WHEEL TO THE CURB,100,0.061536133667869745,8.881784197001252e-16,8.881784197001252e-16,8.111629328791185,8.113662133466761,parking
PARKED IN DRIVEWAY OR ALLEY TO OBSTRUCT SIDEWALK,1555,PARKED IN DRIVEWAY OR ALLEY TO OBSTRUCT SIDEWALK,50,0.06085085823253992,0.005796174417723954,0.005775597194594084,2.9783458982853377,2.9794356702270144,parking
SEAT BELT REGULATION VIOLATION,1362,SEAT BELT REGULATION VIOLATION,200,0.04823783399565466,0.0,0.0,12.326294059307351,12.326607492662925,moving
"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE",1313,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE",200,0.045144746322084144,0.0,0.0,11.537122185723442,11.538917628092257,moving
VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1614,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,200,0.044813639254715924,0.0,0.0,11.452643369637954,11.453891313181131,parking
OWNER OPERATE OR PERMIT OPERATION OF UNINSRD VEH,1347,OWNER OPERATE OR PERMIT OPERATION OF UNINSRD VEH,150,0.020375572191718403,0.00010393386168772167,0.0001037577598332895,4.04659999653874,4.046997117379169,moving
FAIL TO DISPLAY PROOF OF VEHICLE INSURANCE,1319,FAIL TO DISPLAY PROOF OF VEHICLE INSURANCE,150,0.016724848551709946,0.001773537726228902,0.0017713282550650966,3.3241864550626894,3.3245340656621813,moving
