,STREETTYPE_CRES_neighbor,ud_far_cntr_SgAsNd_neighbor,ud_node_ecc_SgAsNd_neighbor,poi_total_neighbor,crime_total_neighbor
210,0.0,39.381631639615385,83.61538461538461,2.3076923076923075,74.53846153846153
211,0.0,39.62178720471111,84.1111111111111,1.5555555555555556,84.77777777777777
212,0.0,39.469916992542856,84.28571428571429,0.7142857142857143,87.7142857142857
213,0.0,39.03295154027143,83.85714285714286,1.7142857142857142,81.14285714285714
214,0.0,38.727594800528564,83.85714285714286,5.142857142857143,71.71428571428571
215,0.0,38.834454858870004,84.7,5.9,73.1
216,0.0,39.030761544992316,85.61538461538461,5.769230769230768,79.15384615384616
217,0.0,39.0916819006,85.81818181818181,7.0,81.27272727272727
218,0.0,39.23019228822667,86.6,8.266666666666667,79.66666666666667
219,0.0,39.75931885845,87.8125,7.25,77.625
220,0.0,40.1367212638421,88.47368421052632,6.105263157894738,70.63157894736842
221,0.0,40.70956533515788,89.26315789473685,4.2631578947368425,57.42105263157895
222,0.0,41.133999691212495,89.8125,3.25,54.375
223,0.0,42.1329303287,91.2,2.8,35.5
224,0.0,43.228390232200006,92.75,2.125,40.375
225,0.0,43.690750541774996,93.5,2.5,35.25
226,0.0,43.37907845503333,94.16666666666669,2.6666666666666665,36.333333333333336
227,0.0,43.2284210667,95.0,4.666666666666667,43.83333333333334
228,0.0,43.219734546314285,95.57142857142857,5.142857142857143,53.14285714285714
229,0.0,43.70113868628334,96.16666666666669,6.833333333333332,49.83333333333334
230,0.0,44.78639730236,97.2,5.0,36.2
231,0.0,45.52140167357143,97.85714285714286,9.571428571428571,49.714285714285715
232,0.0,38.00338685203332,82.1111111111111,9.555555555555557,237.55555555555557
233,0.0,40.50423947411999,91.9,6.4,55.7
234,0.0,40.93088047713332,92.4,5.866666666666666,47.93333333333333
235,0.0,41.66411676851112,93.88888888888887,2.4444444444444446,37.333333333333336
236,0.0,44.25847235275833,97.16666666666669,3.583333333333333,100.5
237,0.0,44.584473233649994,97.6,3.6,94.4
238,0.0,45.321796124666655,98.55555555555556,4.222222222222221,74.77777777777777
239,0.0,45.0632714175,98.54545454545456,3.8181818181818175,62.0
240,0.0,44.5147440854875,98.125,4.5,48.375
241,0.0,44.251053571012505,97.75,7.25,73.125
242,0.0,44.9836847586,98.36363636363636,6.727272727272728,83.9090909090909
243,0.0,45.26711552276363,98.63636363636364,6.1818181818181825,78.9090909090909
244,0.0,31.14223272285,63.0,42.0,22.0
245,0.0,31.352992727166672,64.0,40.66666666666666,29.66666666666667
246,0.0,31.9456960369,64.2,53.0,104.0
247,0.0,32.518882338766666,64.33333333333333,58.33333333333334,204.83333333333331
248,0.0,32.84837809045714,64.42857142857143,59.14285714285714,254.42857142857144
249,0.0,33.22992600951428,64.28571428571429,58.85714285714285,382.71428571428567
250,0.0,33.41316519081111,64.44444444444444,56.77777777777778,427.22222222222223
251,0.0,33.61559165636666,64.16666666666667,64.5,528.6666666666666
252,0.0,33.40234022413333,63.33333333333334,66.16666666666667,752.0
253,0.0,33.14751154622222,63.555555555555564,57.66666666666666,716.6666666666665
254,0.0,32.2155139840375,63.125,43.875,509.875
255,0.0,31.6575512936875,63.375,38.5,439.75
256,0.0,31.7056161191,63.375,40.875,439.5
257,0.0,31.438317967642856,63.42857142857143,25.142857142857146,363.1428571428572
258,0.0,31.250091819175,64.5,25.5,305.25
259,0.0,31.415913616774997,64.5,25.75,304.0
260,0.0,31.994387419433327,65.33333333333333,18.5,338.3333333333333
261,0.0,32.239061267244445,65.66666666666667,17.555555555555557,326.3333333333333
262,0.0,32.3015237505625,66.125,14.625,374.0
263,0.0,32.476979128292854,67.28571428571429,11.571428571428573,321.85714285714283
264,0.0,32.43997447018461,67.61538461538461,13.076923076923075,333.3076923076923
265,0.0,32.48969069677,68.1,13.6,314.0
266,0.0,32.91946941897,69.8,17.2,531.6
267,0.0,33.251074955557144,70.5,20.071428571428573,536.2142857142857
268,0.0,38.02281317714286,85.0,7.2857142857142865,148.57142857142858
269,0.0,32.1590841981,63.57142857142857,8.142857142857142,211.57142857142856
270,0.0,32.368725702759995,64.5,8.8,254.4
271,0.0,32.514633344058325,65.16666666666667,10.0,244.08333333333331
272,0.0,32.708699547660004,65.6,9.733333333333333,264.6
273,0.0,33.030196124149995,66.1,9.5,272.1
274,0.0,33.36912964914117,67.05882352941177,7.588235294117648,302.4705882352941
275,0.0,33.64330042296428,67.64285714285714,6.0,288.5
276,0.0,34.001452882071426,69.07142857142857,3.8571428571428568,240.0
277,0.0,34.139593223616664,69.66666666666667,3.1666666666666665,188.08333333333331
278,0.0,34.188695037115394,70.38461538461539,3.7692307692307687,161.9230769230769
279,0.0,34.181727957140005,70.8,4.8,138.5
280,0.0,34.02938762155,71.25,6.5,134.125
281,0.0,33.113830400400005,73.4,12.8,269.8
282,0.0,33.11821348115714,73.57142857142857,13.285714285714285,313.2857142857143
283,0.0,33.03931943728889,73.44444444444444,11.666666666666664,252.11111111111111
284,0.0,38.530870662655566,84.55555555555556,7.888888888888888,53.111111111111114
285,0.0,38.118148766033336,84.33333333333333,8.11111111111111,58.22222222222222
286,0.0,36.962504432416665,83.5,5.833333333333332,68.0
287,0.0,36.7530518111375,82.625,4.875,62.375
288,0.0,36.90030601896154,81.84615384615384,8.923076923076922,51.0
289,0.0,36.8681863087375,81.5,12.75,47.875
290,0.0,36.54804226055881,80.41176470588233,12.764705882352944,43.411764705882355
291,0.0,36.44004106642858,80.07142857142857,8.785714285714286,46.92857142857143
292,0.0,37.046953972975004,81.125,3.625,60.5
293,0.0,37.7824185712,82.0,4.833333333333333,61.33333333333334
294,0.0,38.57016967895714,83.28571428571429,4.857142857142857,71.57142857142857
295,0.0,39.34510385234,84.9,3.7,84.5
296,0.0,39.59578343935,85.58333333333333,3.25,89.5
297,0.0,39.676401911338466,85.76923076923076,3.0,91.23076923076924
298,0.0,39.766560104607684,86.07692307692308,3.1538461538461537,90.07692307692308
299,0.0,39.674107191722214,86.22222222222223,3.6666666666666665,81.8888888888889
300,0.0,39.23298113701429,86.14285714285714,4.857142857142857,81.71428571428571
301,0.0,38.658340503716666,86.16666666666669,5.166666666666667,89.0
302,0.0,38.48415022165,87.0,7.833333333333332,119.0
303,0.0,38.36272394341667,88.0,12.833333333333336,150.66666666666666
304,0.0,38.92017971454001,89.5,10.5,114.6
305,0.0,39.673060399830774,90.23076923076924,7.846153846153847,87.69230769230771
306,0.0,39.81879861738125,90.4375,7.5,84.375
307,0.0,40.25477599997333,90.8,6.6,69.73333333333333
308,0.0,40.86684527597692,91.30769230769229,6.307692307692308,56.07692307692307
309,0.0,41.30360303243,91.9,5.6,51.1
310,0.0,42.06627388292857,93.42857142857143,1.4285714285714286,40.57142857142857
311,0.0,42.5799221046,94.625,2.125,51.0
312,0.0,42.72834214132,95.1,2.0,55.3
313,0.0,42.747101853779995,95.4,1.9,60.0
314,0.0,42.87192239421999,95.5,2.1,63.3
315,0.0,42.79182915243,95.4,2.4,71.2
316,0.0,42.685820126420005,95.3,3.0,85.2
317,0.0,42.62142288072,95.1,3.3,110.4
318,0.0,42.722199908040004,95.2,3.7,118.7
319,0.0,42.960370553325006,95.5,4.125,136.125
320,0.0,43.303974852749995,95.875,3.625,142.75
321,0.0,44.737486378149995,97.33333333333331,4.0,105.66666666666669
