,STREETTYPE_CRES_neighbor,crime_total_neighbor
303,0.0,150.66666666666666
304,0.0,114.6
305,0.0,87.69230769230771
306,0.0,84.375
307,0.0,69.73333333333333
308,0.0,56.07692307692307
309,0.0,51.1
310,0.0,40.57142857142857
311,0.0,51.0
312,0.0,55.3
313,0.0,60.0
314,0.0,63.3
315,0.0,71.2
316,0.0,85.2
317,0.0,110.4
318,0.0,118.7
319,0.0,136.125
320,0.0,142.75
321,0.0,105.66666666666669
322,0.0,95.28571428571428
323,0.0,81.125
324,0.0,81.71428571428571
325,0.0,94.42857142857143
326,0.0,120.375
327,0.0,92.66666666666669
328,0.0,66.4
329,0.0,84.57142857142857
330,0.0,157.85714285714286
331,0.0,168.71428571428572
332,0.0,196.5
333,0.0,214.25
334,0.0,224.375
335,0.0,316.75
336,0.0,381.66666666666674
337,0.0,349.42857142857144
338,0.0,306.4166666666667
339,0.0,356.0
340,0.0,346.66666666666674
341,0.0,322.90909090909093
342,0.0,256.0
343,0.0,220.28571428571428
344,0.0,212.875
345,0.0,255.5
346,0.0,267.3333333333333
347,0.0,292.7857142857143
348,0.0,304.14285714285717
349,0.0,372.5
350,0.0,409.61111111111114
351,0.0,419.0
352,0.0,204.33333333333331
353,0.0,193.5
354,0.0,134.2
355,0.0,259.5
356,0.0,348.83333333333326
357,0.0,250.7142857142857
358,0.0,244.66666666666663
359,0.0,234.0
360,0.0,304.8125
361,0.0,301.5
362,0.0,509.5
363,0.0,613.3333333333334
364,0.0,580.1
365,0.0,405.33333333333326
366,0.0,456.3636363636364
367,0.0,337.0
368,0.0,222.1818181818182
369,0.0,165.71428571428572
370,0.0,133.625
371,0.0,117.375
372,0.0,99.9090909090909
373,0.0,85.7
374,0.0,68.27272727272727
375,0.0,59.46153846153846
376,0.0,63.41666666666666
377,0.0,74.75
378,0.0,69.14285714285714
379,0.0,8.0
380,0.0,68.33333333333333
381,0.0,218.6
382,0.0,401.5
383,0.0,458.77777777777777
384,0.0,555.1428571428571
385,0.0,549.1111111111112
386,0.0,571.2222222222222
387,0.0,550.8888888888888
388,0.0,409.125
389,0.0,399.75
390,0.0,402.75
391,0.0,383.0
392,0.0,379.0
393,0.0,429.5
394,0.0,425.33333333333326
395,0.0,354.90909090909093
396,0.0,283.0
397,0.0,277.5833333333333
398,0.0,246.08333333333331
399,0.0,287.2
400,0.0,330.75
401,0.0,439.875
402,0.0,564.5555555555555
403,0.0,622.2222222222222
404,0.0,569.2
405,0.0,414.625
406,0.0,265.0
407,0.0,517.25
408,0.0,205.78571428571428
409,0.0,173.06666666666663
410,0.0,145.26666666666668
411,0.0,124.53846153846152
412,0.0,116.22222222222223
413,0.0,71.42857142857143
414,0.0,67.07692307692308
415,0.0,66.92857142857143
416,0.0,70.13333333333334
417,0.0,78.30769230769229
418,0.0,85.25
419,0.0,132.625
420,0.0,157.375
421,0.0,156.0
422,0.0,110.55555555555556
423,0.0,56.0
424,0.0,40.846153846153854
425,0.0,34.4
426,0.0,25.66666666666667
427,0.0,34.111111111111114
428,0.0,43.0
429,0.0,54.36363636363637
430,0.0,69.54545454545455
431,0.0,80.75
432,0.0,98.0909090909091
433,0.0,110.72727272727272
434,0.0,112.75
435,0.0,125.0909090909091
436,0.0,119.72727272727272
437,0.0,109.0
438,0.0,59.35714285714285
439,0.0,57.30769230769231
440,0.0,60.57142857142857
441,0.0,72.16666666666667
442,0.0,63.3
443,0.0,50.75
444,0.0,42.81818181818182
445,0.0,40.16666666666666
446,0.0,48.42857142857143
447,0.0,51.4
448,0.0,68.28571428571429
449,0.0,77.22222222222223
450,0.0,151.7
451,0.0,126.0
452,0.0,74.3
453,0.0,71.0
454,0.0,68.71428571428571
455,0.0,65.42857142857143
456,0.0,59.75
457,0.0,48.92857142857143
458,0.0,46.0
459,0.0,57.21052631578947
460,0.0,61.411764705882355
461,0.0,72.18181818181819
462,0.0,72.8
463,0.0,74.6
464,0.0,75.44444444444444
465,0.0,88.85714285714286
466,0.0,122.57142857142857
467,0.0,157.42857142857142
468,0.0,156.57142857142858
469,0.0,102.27272727272728
470,0.0,79.3125
471,0.0,63.83333333333334
472,0.0,55.75
473,0.0,43.07692307692307
474,0.0,33.42857142857143
475,0.0,44.75
476,0.0,46.153846153846146
477,0.0,48.85714285714285
478,0.0,54.92857142857143
479,0.0,69.25
480,0.0,81.92307692307692
481,0.0,97.92307692307692
482,0.0,116.91666666666669
483,0.0,125.33333333333331
484,0.0,121.76923076923076
485,0.0,108.46153846153848
486,0.0,95.15384615384615
487,0.0,59.18181818181818
488,0.0,48.2
489,0.0,46.16666666666666
490,0.0,32.166666666666664
491,0.0,21.7
492,0.0,68.21428571428571
493,0.0,41.41666666666666
494,0.0,63.153846153846146
495,0.0,73.58333333333333
496,0.0,48.28571428571429
497,0.0,335.85714285714283
498,0.0,426.57142857142856
499,0.0,607.25
500,0.0,619.5
501,0.0,372.0
502,0.0,324.75
503,0.0,284.8
504,0.0,356.42857142857144
505,0.0,342.72727272727275
506,0.0,348.45454545454544
507,0.0,354.8571428571428
508,0.0,225.66666666666663
509,0.0,6.5
510,,
511,0.0,333.25
512,0.0,581.25
513,0.0,748.0
514,0.0,564.5
515,0.0,275.8666666666667
516,0.0,245.46666666666667
517,0.0,248.9230769230769
518,0.0,303.0
519,0.0,317.1875
520,0.0,301.72727272727275
521,0.0,291.1666666666667
522,0.0,253.42857142857144
523,0.0,215.0625
524,0.0,195.61111111111111
525,0.0,195.5263157894737
526,0.0,217.0
527,0.0,356.66666666666674
528,0.0,603.0
529,0.0,599.5
530,0.0,444.8181818181818
531,0.0,335.4
532,0.0,276.0
533,0.0,165.26666666666668
534,0.0,182.55555555555557
535,0.0,64.8
536,0.0,55.83333333333334
537,0.0,67.6
538,0.0,74.0
539,0.0,95.375
540,0.0,101.875
541,0.0,107.2
542,0.0,106.5
543,0.0,83.75
544,0.0,84.36363636363636
545,0.0,85.46153846153847
546,0.0,86.54545454545455
547,0.0,112.0
548,0.0,147.8
549,0.0,196.55555555555557
550,0.0,179.85714285714286
551,0.0,137.71428571428572
552,0.0,90.5
553,0.0,104.66666666666669
554,0.0,251.0
555,0.0,123.5
556,0.0,85.14285714285714
557,0.0,107.42857142857143
558,0.0,166.0
559,0.0,185.55555555555557
560,0.0,201.66666666666663
561,0.0,213.64285714285717
562,0.0,233.75
563,0.0,79.0
564,0.0,74.66666666666667
565,0.0,63.58333333333334
566,0.0,56.615384615384606
567,0.0,54.08333333333334
568,0.0,106.66666666666669
569,0.0,84.81818181818181
570,0.0,396.4285714285714
571,0.0,108.0
572,0.0,309.0
573,0.0,626.3333333333334
574,0.0,729.4444444444445
575,0.0,567.2222222222222
576,0.0,432.77777777777777
577,0.0,282.0
578,0.0,334.61538461538464
579,0.0,355.2
580,0.0,347.53846153846155
581,0.0,387.8
582,0.0,337.3333333333333
583,0.0,294.23076923076917
584,0.0,211.27272727272728
585,0.0,193.88888888888889
586,0.0,229.5
587,0.0,318.6666666666667
588,0.0,394.8181818181818
589,0.0,552.8333333333334
590,0.0,421.0
591,0.0,271.3333333333333
592,0.0,291.8
593,0.0,256.14285714285717
594,0.0,166.6
595,0.0,235.0
596,0.0,240.77777777777774
597,0.0,276.57142857142856
598,0.0,604.375
599,0.0,722.4444444444445
600,0.0,511.22222222222223
601,0.0,254.13333333333333
602,0.0,249.6
603,0.0,317.29411764705884
604,0.0,336.375
605,0.0,337.8235294117647
606,0.0,330.3333333333333
607,0.0,323.5
608,0.0,274.7142857142857
609,0.0,249.15384615384616
610,0.0,203.7647058823529
611,0.0,198.375
612,0.0,165.58333333333334
613,0.0,194.3636363636364
614,0.0,244.46153846153842
615,0.0,283.4166666666667
616,0.0,328.54545454545456
617,0.0,504.0
618,0.0,576.4444444444445
619,0.0,437.77777777777777
620,0.0,315.8
621,0.0,263.0
622,0.0,232.0
623,0.0,246.57142857142856
624,0.0,250.875
625,0.0,250.7
626,0.0,249.3
627,0.0,277.375
628,0.0,313.7142857142857
629,0.0,93.22222222222223
630,0.0,75.58333333333333
631,0.0,80.76923076923076
632,0.0,80.46153846153847
633,0.0,76.0
634,0.0,72.0
635,0.0,71.75
636,0.0,99.0
637,0.0,122.5
638,0.0,140.0
639,0.0,138.5
640,0.0,150.28571428571428
641,0.0,155.0
642,0.0,219.6
643,0.0,357.5
644,0.0,335.7857142857143
645,0.0,289.84615384615387
646,0.0,187.45454545454547
647,0.0,123.33333333333331
648,0.0,240.875
649,0.0,354.71428571428567
650,0.0,286.6666666666667
651,0.0,224.0
652,0.0,277.875
653,0.0,387.1428571428572
654,0.0,473.0
655,0.0,515.0
656,0.0,379.0
657,0.0,450.16666666666674
658,0.0,469.25
659,0.0,510.0
660,0.0,516.2857142857143
661,0.0,528.1428571428571
662,0.0,505.57142857142856
663,0.0,461.57142857142856
664,0.0,493.57142857142856
665,0.0,530.2
666,0.0,625.3333333333334
667,0.0,724.8
668,0.0,814.2
669,0.0,675.8333333333334
670,0.0,581.5
671,0.0,427.4285714285714
672,0.0,413.0
673,0.0,404.4285714285714
674,0.0,332.0
675,0.0,337.25
676,0.0,296.42857142857144
677,0.0,267.875
678,0.0,260.5
679,0.0,248.625
680,0.0,244.375
681,0.0,264.375
682,0.0,267.6666666666667
683,0.0,341.6666666666667
684,0.0,90.55555555555556
685,0.0,101.7
686,0.0,134.71428571428572
687,0.0,159.76923076923075
688,0.0,165.5
689,0.0,152.75
690,0.0,81.25
691,0.0,117.0
692,0.0,145.0
693,0.0,105.25
694,0.0,30.857142857142854
695,0.0,13.0
696,0.0,32.125
697,0.0,35.77777777777778
698,0.0,31.2
699,0.0,37.7
700,0.0,44.444444444444436
701,0.0,43.0
702,0.0,47.75
703,0.0,46.5
704,0.0,50.6
705,0.0,59.57142857142857
706,0.0,53.90909090909091
707,0.0,52.33333333333334
708,0.0,56.714285714285715
709,0.0,124.85714285714286
710,0.0,116.375
711,0.0,96.0
712,0.0,120.33333333333331
713,0.0,7.6
714,0.0,117.0
715,0.0,6.166666666666668
716,0.0,10.0
717,0.0,93.16666666666669
718,0.0,103.33333333333331
719,0.0,96.71428571428572
720,0.0,95.375
721,0.0,59.66666666666666
722,0.0,65.9
723,0.0,305.5555555555556
724,0.0,4.0
725,0.0,233.57142857142856
726,0.0,477.5
727,0.0,725.0
728,0.0,399.77777777777777
729,0.0,271.8888888888889
730,0.0,236.1818181818182
731,0.0,310.57142857142856
732,0.0,347.1428571428572
733,0.0,331.6666666666667
734,0.0,292.6666666666667
735,0.0,286.1666666666667
736,0.0,219.77777777777774
737,0.0,214.82352941176467
738,0.0,226.625
739,0.0,282.0
740,0.0,338.1111111111111
741,0.0,380.33333333333326
742,0.0,420.5
743,0.0,511.28571428571433
744,0.0,690.1428571428571
745,0.0,730.5714285714287
746,0.0,674.8571428571429
747,0.0,503.375
748,0.0,354.7
749,0.0,347.8571428571428
750,0.0,300.0
751,0.0,313.57142857142856
752,0.0,282.6666666666667
753,0.0,260.8333333333333
754,0.0,277.8333333333333
755,0.0,378.0
756,0.0,656.0
757,0.0,681.4
758,0.0,629.3333333333334
759,0.0,433.125
760,0.0,397.0
761,0.0,325.85714285714283
762,0.0,178.1818181818182
763,0.0,149.3
764,0.0,148.25
765,0.0,163.0
766,0.0,163.14285714285714
767,0.0,156.83333333333334
768,0.0,147.5
769,,
770,0.0,95.28571428571428
771,0.0,329.8888888888889
772,0.0,496.16666666666674
773,0.0,536.7142857142857
774,0.0,483.33333333333326
775,0.0,383.0
776,0.0,328.3333333333333
777,0.0,306.85714285714283
778,0.0,350.5
779,0.0,384.22222222222223
780,0.0,341.14285714285717
781,0.0,361.16666666666674
782,0.0,307.5555555555556
783,0.0,276.625
784,0.0,326.57142857142856
785,0.0,255.66666666666663
786,0.0,238.83333333333331
787,0.0,265.25
788,0.0,227.375
789,0.0,265.75
790,0.0,254.46153846153842
791,0.0,295.61538461538464
792,0.0,279.42857142857144
793,0.0,328.77777777777777
794,0.0,51.42857142857143
795,0.0,61.0
796,0.0,64.85714285714286
797,0.0,58.5
798,0.0,54.0
799,0.0,49.83333333333334
800,0.0,45.42857142857143
801,0.0,2.75
802,0.0,14.5
803,0.0,8.5
804,0.0,142.42857142857142
805,0.0,255.0
806,0.0,361.8
807,0.0,705.5
808,0.0,1304.8
809,0.0,1551.4
810,0.0,936.6666666666665
811,0.0,855.5
812,0.0,711.875
813,0.0,316.7142857142857
814,0.0,301.27272727272725
815,0.0,313.5
816,0.0,320.38461538461536
817,0.0,313.4166666666667
818,0.0,317.06666666666666
819,0.0,319.6875
820,0.0,317.6875
821,0.0,321.3076923076923
822,0.0,321.38461538461536
823,0.0,295.45454545454544
824,0.0,268.1818181818182
825,0.0,266.77777777777777
826,0.0,261.0
827,0.0,230.16666666666663
828,0.0,188.6
829,0.0,149.16666666666666
830,0.0,95.0
831,0.0,58.1
832,0.0,51.5
833,0.0,53.6
834,0.0,68.125
835,0.0,86.875
836,0.0,84.33333333333333
837,0.0,61.57142857142857
838,0.0,56.8
839,0.0,54.91666666666666
840,0.0,40.8
841,0.0,34.0
842,0.0,34.0
843,0.0,30.6
844,0.0,52.5
845,0.0,71.0
846,0.0,74.66666666666667
847,0.0,76.875
848,0.0,52.111111111111114
849,0.0,50.77777777777778
850,0.0,48.0
851,0.0,61.33333333333334
852,0.0,88.875
853,0.0,93.28571428571428
854,0.0,121.14285714285714
855,0.0,163.33333333333334
856,0.0,134.6
857,0.0,97.5
858,0.0,71.75
859,0.0,76.5
860,0.0,71.2
861,0.0,66.4
862,0.0,60.0
863,0.0,61.57142857142857
864,0.0,53.42857142857143
865,0.0,45.4
866,0.0,1.6666666666666667
867,0.0,6.4
868,0.0,13.333333333333336
869,0.0,17.4
870,0.0,22.857142857142854
871,0.0,24.66666666666667
872,0.0,22.66666666666667
873,0.0,24.5
874,0.0,28.25
875,0.0,27.16666666666667
876,0.0,28.75
877,0.0,27.0
878,0.0,33.75
879,0.0,41.75
880,0.0,44.8
881,0.0,37.0
882,0.0,6.5
883,0.0,9.5
884,0.0,4.0
885,0.0,82.0
886,0.0,141.0
887,0.0,161.85714285714286
888,0.0,171.2
889,0.0,153.25
890,0.0,222.25
891,0.0,325.25
892,0.0,248.57142857142856
893,0.0,373.33333333333326
894,0.0,375.5
895,0.0,249.11111111111111
896,0.0,266.64285714285717
897,0.0,256.0
898,0.0,274.92857142857144
899,0.0,37.0
900,0.0,41.66666666666666
901,0.0,75.0
902,0.0,70.6
903,0.0,76.0
904,0.0,66.8
905,0.0,51.5
906,0.0,39.125
907,0.0,34.75
908,0.0,32.875
909,0.0,34.333333333333336
910,0.0,39.2
911,0.0,32.0
912,0.0,16.75
913,0.0,11.0
914,,
915,0.0,16.0
916,0.0,15.428571428571427
917,0.0,15.8
918,0.0,16.0
919,0.0,213.8
920,0.0,199.4
921,0.0,220.0
922,0.0,246.54545454545453
923,0.0,257.5555555555556
924,0.0,187.5
925,0.0,169.08333333333334
926,0.0,165.41666666666666
927,0.0,183.3
928,0.0,220.33333333333331
929,0.0,326.2
930,0.0,291.6666666666667
931,0.0,275.27272727272725
932,0.0,215.0
933,0.0,212.0
934,0.0,229.0909090909091
935,0.0,222.22222222222226
936,0.0,197.83333333333331
937,0.0,166.16666666666666
938,0.0,165.2
939,0.0,115.0
940,0.0,58.8
941,0.0,49.66666666666666
942,0.0,44.16666666666666
943,0.0,43.16666666666666
944,0.0,44.83333333333334
945,0.0,42.5
946,0.0,41.0
947,0.0,27.0
948,0.0,26.125
949,0.0,24.444444444444446
950,0.0,20.5
951,0.0,10.75
952,0.0,11.75
953,0.0,16.0
954,0.0,24.8
955,0.0,34.333333333333336
956,0.0,40.0
957,0.0,36.4
958,0.0,25.5
959,0.0,19.5
960,0.0,18.666666666666668
961,0.0,19.125
962,0.0,18.285714285714285
963,0.0,14.5
964,0.0,6.166666666666668
965,0.0,5.0
966,0.0,4.0
967,0.0,9.5
968,0.0,14.0
969,0.0,13.2
970,0.0,12.222222222222221
971,0.0,22.75
972,0.0,19.875
973,0.0,37.625
974,0.0,92.6
975,0.0,130.71428571428572
976,0.0,198.7142857142857
977,0.0,306.57142857142856
978,0.0,298.7142857142857
979,0.0,407.71428571428567
980,0.0,411.6
981,0.0,397.4
982,0.0,360.77777777777777
983,0.0,314.25
984,0.0,277.0
985,0.0,284.125
986,0.0,291.8333333333333
987,0.0,298.2857142857143
988,0.0,292.625
989,0.0,308.85714285714283
990,0.0,287.6666666666667
991,0.0,244.75
992,0.0,300.75
993,0.0,224.94444444444446
994,0.0,332.3333333333333
995,0.0,343.2857142857143
996,0.0,361.71428571428567
997,0.0,331.375
998,0.0,301.14285714285717
999,0.0,286.7142857142857
1000,0.0,271.5
1001,0.0,277.0
1002,0.0,286.6
1003,0.0,279.9
1004,0.0,281.8888888888889
1005,0.0,211.75
1006,0.0,203.1
1007,0.0,139.8
1008,0.0,170.28571428571428
1009,0.0,247.75
1010,0.0,270.7142857142857
1011,0.0,254.55555555555557
1012,0.0,220.06666666666663
1013,0.0,237.9230769230769
1014,0.0,249.6
1015,0.0,282.76923076923083
1016,0.0,321.2
1017,0.0,278.6666666666667
1018,0.0,272.125
1019,0.0,260.375
1020,0.0,238.0
1021,0.0,212.8
1022,0.0,208.2142857142857
1023,0.0,211.4375
1024,0.0,209.375
1025,0.0,212.33333333333331
1026,0.0,113.66666666666669
1027,0.0,85.0
1028,0.0,57.85714285714285
1029,0.0,54.66666666666666
1030,0.0,47.5
1031,0.0,45.5
1032,0.0,49.66666666666666
1033,0.0,47.875
1034,0.0,47.4
1035,0.0,46.90909090909091
1036,0.0,43.22222222222222
1037,0.0,40.111111111111114
1038,0.0,35.0
1039,0.0,30.375
1040,0.0,29.5
1041,0.0,32.0
1042,0.0,38.66666666666666
1043,0.0,33.4
1044,0.0,36.375
1045,0.0,32.857142857142854
1046,0.0,34.857142857142854
1047,0.0,33.125
1048,0.0,29.285714285714285
1049,0.0,31.444444444444446
1050,0.0,98.125
1051,0.0,88.625
1052,0.0,95.28571428571428
1053,0.0,95.6
1054,0.0,4.333333333333333
1055,0.0,37.142857142857146
1056,0.0,45.14285714285714
1057,0.0,70.57142857142857
1058,0.0,96.42857142857143
1059,0.0,129.28571428571428
1060,0.0,230.6
1061,0.0,311.375
1062,0.0,291.875
1063,0.0,276.6666666666667
1064,0.0,274.4
1065,0.0,305.0
1066,0.0,361.91666666666674
1067,0.0,454.4666666666666
1068,0.0,571.0526315789474
1069,0.0,661.0666666666667
1070,0.0,642.0833333333334
1071,0.0,436.5
1072,0.0,256.0
1073,0.0,229.23076923076923
1074,0.0,146.0
1075,0.0,146.75
1076,0.0,160.11111111111111
1077,0.0,133.8
1078,0.0,116.54545454545456
1079,0.0,127.7
1080,0.0,3.5
1081,0.0,32.4
1082,0.0,79.71428571428571
1083,0.0,99.375
1084,0.0,146.66666666666666
1085,0.0,187.0
1086,0.0,16.0
1087,0.0,20.0
1088,,
1089,0.0,7.571428571428571
1090,0.0,9.125
1091,0.0,14.666666666666664
1092,0.0,18.33333333333333
1093,0.0,23.66666666666667
1094,0.0,40.5
1095,0.0,86.0
1096,0.0,135.25
1097,0.0,179.625
1098,0.0,209.375
1099,0.0,295.6666666666667
1100,0.0,354.6
1101,0.0,480.5
1102,0.0,477.375
1103,0.0,473.0
1104,0.0,421.28571428571433
1105,0.0,544.625
1106,0.0,428.0
1107,0.0,360.0
1108,0.0,259.07142857142856
1109,0.0,247.28571428571428
1110,0.0,192.5
1111,0.0,198.0769230769231
1112,0.0,229.5
1113,0.0,260.3333333333333
1114,0.0,263.0
1115,0.0,255.1
1116,0.0,237.72727272727272
1117,0.0,209.5
1118,0.0,210.08333333333331
1119,0.0,228.9
1120,0.0,304.5
1121,0.0,332.57142857142856
1122,0.0,530.0
1123,0.0,183.83333333333331
1124,0.0,167.38461538461542
1125,0.0,139.6
1126,0.0,131.0
1127,0.0,134.28571428571428
1128,0.0,169.16666666666666
1129,0.0,157.33333333333334
1130,0.0,143.16666666666666
1131,0.0,130.42857142857142
1132,0.0,113.4
1133,0.0,112.33333333333331
1134,0.0,16.285714285714285
1135,0.0,19.875
1136,0.0,26.375
1137,0.0,37.0
1138,0.0,37.333333333333336
1139,0.0,35.833333333333336
1140,0.0,36.375
1141,0.0,37.0
1142,0.0,18.666666666666668
