,STREETTYPE_CRES_neighbor,ud_far_cntr_SgAsNd_neighbor,ud_node_ecc_SgAsNd_neighbor,cycling facilities_neighbor,crime_mtd_GUN_neighbor,crime_mtd_KNIFE_neighbor,crime_mtd_OTHERS_neighbor,crime_ofn_ASSAULT W/DANGEROUS WEAPON_neighbor,crime_ofn_BURGLARY_neighbor,crime_ofn_MOTOR VEHICLE THEFT_neighbor,crime_ofn_ROBBERY_neighbor,crime_ofn_SEX ABUSE_neighbor,crime_ofn_THEFT F/AUTO_neighbor,crime_ofn_THEFT/OTHER_neighbor
66,0.0,31.35063943778,59.8,9.0,16.2,16.2,208.2,28.8,14.0,18.0,29.8,2.6,73.0,73.4
67,0.0,31.310885127979997,59.2,5.2,11.8,13.2,207.0,23.2,17.2,17.2,22.6,2.8,65.2,83.0
68,0.0,31.33454135973333,59.16666666666666,3.1666666666666665,10.833333333333336,7.166666666666668,207.16666666666663,17.166666666666668,22.33333333333333,16.5,20.33333333333333,2.333333333333333,59.16666666666666,86.33333333333331
69,0.0,31.587253909671432,60.42857142857143,3.2857142857142856,12.714285714285715,3.7142857142857135,203.85714285714286,15.857142857142858,28.0,16.285714285714285,22.857142857142854,1.8571428571428568,51.42857142857143,83.0
70,0.0,31.771959638725,61.5,5.125,11.375,3.5,178.375,13.625,28.0,15.625,22.5,2.0,39.75,71.125
71,0.0,31.931722456212498,62.625,5.375,10.5,2.625,180.0,10.625,30.75,19.375,21.0,2.0,41.75,67.375
72,0.0,31.957562798688887,63.0,5.222222222222221,10.333333333333334,3.0,178.33333333333337,9.888888888888891,30.88888888888889,20.0,21.33333333333333,1.7777777777777777,42.555555555555564,65.1111111111111
73,0.0,32.05471909165714,64.14285714285714,4.142857142857143,11.0,2.8571428571428568,189.7142857142857,8.571428571428571,31.285714285714285,21.428571428571427,23.0,1.2857142857142858,49.0,69.0
74,0.0,32.89950346067273,65.9090909090909,7.909090909090909,9.363636363636363,1.9090909090909087,179.72727272727272,5.727272727272728,22.272727272727273,20.181818181818183,21.0,1.0,53.27272727272727,67.36363636363636
75,0.0,33.30354535088182,66.72727272727273,9.727272727272727,9.363636363636363,2.090909090909091,185.27272727272728,5.2727272727272725,20.181818181818183,19.818181818181817,22.0,1.6363636363636365,55.63636363636363,71.72727272727273
76,0.0,33.444978176772736,67.27272727272727,9.454545454545457,9.636363636363637,1.7272727272727273,180.9090909090909,4.2727272727272725,18.818181818181817,18.818181818181817,21.818181818181817,1.9090909090909087,55.09090909090909,71.27272727272727
77,0.0,33.678712689945456,67.72727272727273,11.272727272727273,9.818181818181818,1.5454545454545454,186.27272727272728,3.8181818181818175,20.09090909090909,19.818181818181817,21.272727272727273,2.363636363636364,56.81818181818182,72.9090909090909
78,0.0,33.670793641711114,68.1111111111111,11.222222222222221,10.777777777777779,1.0,187.44444444444446,3.2222222222222223,23.777777777777782,20.33333333333333,19.88888888888889,3.0,56.88888888888889,71.55555555555556
79,0.0,33.4655192426,68.42857142857143,5.857142857142858,12.571428571428573,0.8571428571428571,173.5714285714286,2.7142857142857144,31.142857142857146,19.428571428571427,17.857142857142858,2.4285714285714284,45.42857142857143,67.28571428571429
80,0.0,32.69373336021429,67.42857142857143,7.2857142857142865,13.285714285714285,1.7142857142857142,155.28571428571428,3.8571428571428568,32.0,17.714285714285715,14.571428571428573,2.4285714285714284,37.142857142857146,61.57142857142857
81,0.0,32.15333312252857,67.28571428571429,7.857142857142858,14.571428571428573,2.8571428571428568,140.57142857142858,5.285714285714286,30.142857142857146,14.571428571428573,13.571428571428573,2.571428571428572,34.285714285714285,57.0
82,0.0,31.918941554133333,68.0,8.333333333333334,14.833333333333336,2.833333333333333,112.0,4.5,22.16666666666667,12.333333333333336,13.666666666666664,1.8333333333333333,31.33333333333333,43.66666666666666
83,0.0,31.75258323616667,68.33333333333333,8.666666666666666,13.333333333333336,2.333333333333333,96.0,3.6666666666666665,17.333333333333332,13.0,14.0,0.6666666666666666,28.33333333333333,34.666666666666664
84,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,
86,0.0,39.0655409684,82.66666666666667,0.0,10.333333333333334,4.0,71.66666666666667,12.666666666666664,8.666666666666666,15.666666666666664,15.666666666666664,2.0,16.0,15.333333333333336
87,0.0,46.262803155254545,99.0,3.272727272727273,0.3636363636363637,1.0909090909090908,46.90909090909091,1.0,0.5454545454545454,3.5454545454545454,3.636363636363636,0.0,26.818181818181817,12.818181818181818
88,0.0,46.58372010242941,99.17647058823529,3.0588235294117645,0.2352941176470588,1.1176470588235294,42.52941176470589,1.1176470588235294,2.764705882352941,4.294117647058823,3.294117647058824,0.0,25.529411764705888,6.882352941176472
89,0.0,38.86599591387857,82.71428571428571,0.21428571428571427,5.142857142857143,5.214285714285714,53.14285714285714,11.142857142857142,12.214285714285715,9.0,9.071428571428571,0.7857142857142857,9.785714285714286,10.142857142857142
90,0.0,40.381265303795,89.35,1.95,4.8,0.45,55.7,3.2,4.6,10.7,8.45,0.15,20.95,12.9
91,0.0,40.63905039398499,89.55,1.65,4.5,0.25,51.75,2.8,4.2,10.3,8.1,0.1,19.3,11.7
92,0.0,40.97641276192221,89.8888888888889,1.2777777777777777,3.7222222222222223,0.0,46.555555555555564,2.2777777777777777,4.055555555555555,9.222222222222221,7.0,0.0,17.777777777777782,9.944444444444443
93,0.0,41.89036920240714,91.07142857142857,0.8571428571428571,1.9285714285714288,0.0,36.714285714285715,1.8571428571428568,4.642857142857143,6.0,3.7857142857142856,0.0,14.428571428571427,7.928571428571429
94,0.0,42.87149728918889,92.77777777777777,0.8888888888888888,0.5555555555555556,0.5555555555555556,40.66666666666666,2.2222222222222223,5.5555555555555545,3.4444444444444446,1.2222222222222223,0.0,21.66666666666667,7.666666666666668
95,0.0,31.577615924566675,62.0,31.33333333333333,0.3333333333333333,0.3333333333333333,7.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,6.666666666666668,0.3333333333333333
96,0.0,31.9707866898,62.75,33.25,0.5,0.5,6.5,0.5,0.0,0.0,0.5,0.0,4.5,2.0
97,0.0,33.37007499875,60.83333333333334,22.16666666666667,2.1666666666666665,3.6666666666666665,77.0,9.833333333333334,3.5,3.333333333333333,5.166666666666667,4.5,20.5,35.0
98,0.0,33.611031233175,60.75,18.375,2.0,3.125,88.0,9.25,5.0,3.5,8.0,2.25,26.625,37.375
99,0.0,33.7967227853875,60.75,14.5,2.25,3.5,116.25,9.375,3.375,3.0,10.125,0.625,30.75,63.75
100,0.0,33.31522433989091,59.63636363636363,16.09090909090909,4.636363636363637,5.0,257.90909090909093,11.363636363636365,4.727272727272728,4.636363636363637,17.636363636363637,2.9090909090909087,55.0,170.63636363636363
101,0.0,32.94816030858,59.3,15.8,6.7,6.9,370.1,13.5,6.7,7.7,24.6,4.1,86.6,240.0
102,0.0,32.5358314491,59.2,13.8,7.7,6.8,434.0,12.5,7.5,11.2,26.2,3.9,120.1,266.6
103,0.0,31.58425150991429,59.57142857142857,10.571428571428571,10.142857142857142,7.2857142857142865,476.0,11.857142857142858,7.142857142857142,17.428571428571427,27.285714285714285,2.0,225.7142857142857,201.28571428571428
104,0.0,31.142617537479996,60.2,10.8,9.2,5.6,496.4,10.2,9.2,17.4,22.0,1.0,267.0,183.6
105,0.0,39.30116838376999,84.9,2.0,7.3,0.7,64.3,3.4,9.3,8.3,9.2,0.8,27.6,12.7
106,0.0,38.94324639057,84.8,3.3,7.3,1.1,60.1,4.0,7.4,9.4,8.3,0.6,28.2,10.1
107,0.0,38.797268446589996,85.1,3.1,6.1,2.8,63.9,5.9,7.9,10.6,6.1,1.0,30.0,11.1
108,0.0,38.88557600034999,85.9,3.1,6.3,4.3,73.0,8.1,8.5,11.8,6.4,0.9,32.6,15.3
109,0.0,38.73978412061428,87.2857142857143,3.7142857142857135,7.7142857142857135,3.7142857142857135,96.14285714285714,8.0,9.571428571428571,12.571428571428573,10.285714285714286,1.0,38.57142857142857,27.285714285714285
110,0.0,39.69858567692143,88.7857142857143,2.4285714285714284,6.2142857142857135,1.0714285714285714,70.28571428571429,3.928571428571429,5.357142857142857,11.714285714285715,11.0,0.35714285714285715,26.285714285714285,18.785714285714285
111,0.0,40.400685393968416,89.84210526315788,2.0526315789473686,4.7368421052631575,0.6842105263157895,55.631578947368425,2.8947368421052637,4.842105263157895,10.0,9.368421052631579,0.3157894736842105,18.736842105263158,14.894736842105265
112,0.0,40.90098769481176,90.35294117647058,1.7647058823529411,3.7647058823529416,0.35294117647058826,50.0,2.176470588235294,5.0588235294117645,8.823529411764708,7.588235294117648,0.17647058823529413,18.58823529411765,11.705882352941178
113,0.0,41.32265135584666,90.93333333333334,1.6,2.7333333333333334,0.3333333333333333,45.6,1.9333333333333331,5.666666666666668,7.466666666666668,5.666666666666668,0.13333333333333333,17.333333333333332,10.466666666666667
114,0.0,42.008240302309105,91.9090909090909,1.2727272727272727,1.6363636363636365,0.3636363636363637,45.72727272727273,1.9090909090909087,6.2727272727272725,6.2727272727272725,3.5454545454545454,0.09090909090909093,19.545454545454547,10.090909090909092
115,0.0,42.85033248538889,93.11111111111113,1.1111111111111112,0.5555555555555556,0.5555555555555556,43.444444444444436,2.0,6.0,3.4444444444444446,1.3333333333333333,0.0,23.555555555555557,8.222222222222221
116,0.0,43.071362435255566,94.0,1.3333333333333333,1.2222222222222223,1.0,46.111111111111114,2.2222222222222223,6.777777777777778,4.0,3.0,0.0,24.88888888888889,7.4444444444444455
117,0.0,43.01180779251428,94.42857142857143,1.5714285714285714,1.4285714285714286,1.0,43.28571428571429,1.7142857142857142,6.2857142857142865,4.0,3.571428571428572,0.0,24.0,6.142857142857142
118,0.0,43.00674564788333,95.16666666666669,1.8333333333333333,1.8333333333333333,0.6666666666666666,42.833333333333336,1.1666666666666667,5.666666666666668,5.166666666666667,4.166666666666667,0.0,22.5,6.666666666666668
119,0.0,42.91699257255,95.5,2.6666666666666665,2.1666666666666665,0.16666666666666666,46.16666666666666,0.8333333333333334,3.6666666666666665,5.166666666666667,4.0,0.0,27.16666666666667,7.666666666666668
120,0.0,42.751112806079995,95.6,3.2,3.6,0.2,71.2,1.8,3.8,6.6,6.2,0.0,44.0,12.6
121,0.0,45.417952087600014,98.2,3.8,1.0,0.6,98.6,0.6,4.8,3.8,11.2,0.0,52.4,27.4
122,0.0,45.21852931390001,98.0,4.0,1.6666666666666667,0.8333333333333334,98.0,1.0,6.333333333333332,5.333333333333333,13.0,0.0,54.0,20.5
123,0.0,45.393693966324996,98.375,3.875,2.125,1.5,99.375,2.125,7.875,5.75,10.75,0.25,58.0,17.625
124,0.0,46.07879554074444,99.11111111111113,6.4444444444444455,3.888888888888889,2.0,111.55555555555556,3.2222222222222223,6.888888888888888,4.4444444444444455,9.222222222222221,0.6666666666666666,61.555555555555564,30.444444444444446
125,0.0,46.060714187377776,99.33333333333331,6.777777777777778,4.333333333333333,2.2222222222222223,116.88888888888887,3.4444444444444446,7.111111111111112,4.111111111111111,9.222222222222221,0.7777777777777778,65.22222222222223,32.55555555555556
126,0.0,33.52200585215,62.5,32.125,1.5,1.875,117.5,5.75,2.25,5.0,8.125,4.625,35.75,57.625
127,0.0,33.8060101381,62.25,30.75,2.125,4.375,144.0,10.25,2.25,8.375,10.0,2.25,45.875,69.875
128,0.0,34.050682958088885,62.22222222222222,24.11111111111111,2.7777777777777777,5.5555555555555545,155.0,12.333333333333336,1.8888888888888888,8.444444444444445,12.666666666666664,1.1111111111111112,47.88888888888889,78.22222222222223
129,0.0,33.083522020792856,61.5,20.428571428571427,5.0,6.071428571428571,300.5,8.928571428571429,8.642857142857142,7.357142857142858,21.571428571428577,3.1428571428571432,106.71428571428572,155.21428571428572
130,0.0,32.71163146852857,61.42857142857143,22.357142857142854,5.214285714285714,6.142857142857142,349.8571428571428,8.285714285714286,9.785714285714286,9.785714285714286,21.571428571428577,3.071428571428572,127.07142857142857,181.64285714285717
131,0.0,32.71307899603077,61.53846153846154,22.07692307692308,5.0769230769230775,5.846153846153847,352.46153846153845,7.6923076923076925,10.076923076923077,9.846153846153848,21.076923076923077,3.0,126.6153846153846,185.0769230769231
132,0.0,32.47005457960715,61.35714285714285,19.642857142857142,4.928571428571429,5.071428571428571,350.92857142857144,6.857142857142858,9.642857142857142,11.214285714285712,19.357142857142858,2.5,138.78571428571428,172.5
133,0.0,31.395131160825,61.91666666666666,14.083333333333336,4.0,3.1666666666666665,353.25,6.083333333333332,8.083333333333334,11.5,12.166666666666664,0.75,170.58333333333334,151.16666666666666
134,0.0,31.34237668760909,62.45454545454545,12.909090909090908,4.727272727272728,3.1818181818181817,348.54545454545456,6.090909090909091,9.272727272727273,11.363636363636365,12.090909090909092,0.6363636363636364,169.45454545454547,147.45454545454547
135,0.0,31.348848569763643,62.36363636363637,12.545454545454545,4.727272727272728,3.1818181818181817,352.3636363636364,6.090909090909091,9.454545454545457,11.636363636363635,12.272727272727273,0.7272727272727273,171.45454545454547,148.54545454545453
136,0.0,31.17459886117273,62.72727272727273,10.363636363636363,5.545454545454546,3.0,305.27272727272725,5.181818181818182,10.818181818181818,11.363636363636365,12.454545454545455,0.6363636363636364,161.63636363636363,111.45454545454544
137,0.0,31.146102012671427,62.85714285714285,6.2857142857142865,12.142857142857142,4.285714285714286,279.57142857142856,6.142857142857142,17.0,19.428571428571427,19.0,2.142857142857143,164.28571428571428,66.57142857142857
138,0.0,31.384277415262503,63.25,5.625,12.625,4.5,223.75,6.875,14.5,21.5,18.0,2.375,132.5,43.625
139,0.0,31.724444548457146,63.42857142857143,6.142857142857142,13.428571428571427,5.0,172.4285714285714,8.285714285714286,11.857142857142858,22.0,18.0,2.8571428571428568,81.85714285714286,44.28571428571429
140,0.0,32.038684268400004,63.375,4.625,13.5,5.125,183.0,7.875,13.625,17.25,21.75,2.375,73.625,64.125
141,0.0,30.322189079162502,60.875,9.0,6.875,2.5,250.625,5.875,12.375,10.375,12.625,0.125,127.75,90.375
142,0.0,30.32329647836429,61.07142857142857,6.928571428571429,7.7142857142857135,1.7142857142857142,173.28571428571428,4.428571428571429,16.142857142857142,10.071428571428571,13.071428571428573,0.07142857142857142,84.42857142857143,54.07142857142857
143,0.0,30.4786263953625,61.4375,7.125,8.3125,1.75,157.4375,3.875,18.625,11.6875,14.375,0.125,76.9375,41.5
144,0.0,30.79926333391818,61.90909090909091,7.727272727272727,9.636363636363637,2.272727272727273,169.36363636363637,3.636363636363636,23.0,14.636363636363635,17.454545454545453,0.5454545454545454,76.45454545454545,45.18181818181818
145,0.0,31.61832695786924,61.384615384615394,5.230769230769232,6.230769230769232,1.8461538461538465,125.69230769230771,3.615384615384616,16.46153846153846,12.461538461538463,14.692307692307693,2.4615384615384617,38.384615384615394,45.615384615384606
146,0.0,31.77496244503846,61.46153846153846,4.076923076923077,5.846153846153847,1.5384615384615383,125.23076923076924,3.4615384615384617,15.846153846153848,11.692307692307693,14.384615384615385,2.4615384615384617,37.230769230769226,47.53846153846154
