column,,column,db_b,I,p_norm,p_rand,z_norm,z_rand,ftr_type
EXPIRED INSPECTION REJECTION STICKER,1380,EXPIRED INSPECTION REJECTION STICKER,50,0.10012173010917952,1.6625293937089225e-06,1.6188729046184847e-06,4.927880407397289,4.933078401980042,parking
NO REAR TAGS.,1450,NO REAR TAGS.,50,0.08989796847259215,1.9284021294030396e-05,1.9096803195672862e-05,4.425049645980849,4.42715523622627,parking
311_LIGHT-TUNNEL/UNDPASS,709,311_LIGHT-TUNNEL/UNDPASS,100,0.0884062653967782,0.0,0.0,11.830155833318209,11.836096514969567,311
311_LIGHT-OHGS,702,311_LIGHT-OHGS,100,0.08677632734265536,0.0,0.0,11.612226671128921,11.615568786179667,311
PARK WITHIN 10 FEET OF A FIRE HYDRANT,1542,PARK WITHIN 10 FEET OF A FIRE HYDRANT,100,0.08227464054484143,0.0,0.0,11.010333347757115,11.037745280408565,parking
RELOCATE TOW FEE,1571,RELOCATE TOW FEE,150,0.0818341584223488,0.0,0.0,16.932603757080848,16.945868765905768,parking
PARK ON SIDEWALK OR AREA RESERVED FOR PEDESTRIANS,1520,PARK ON SIDEWALK OR AREA RESERVED FOR PEDESTRIANS,50,0.07855124306843754,0.00022037510582118003,0.0002143685077986568,3.86698865264388,3.8737252329758247,parking
FAIL TO PAY ATTENTION WHILE OPERATING A VEHICLE,1326,FAIL TO PAY ATTENTION WHILE OPERATING A VEHICLE,150,0.07803815493685606,0.0,0.0,16.147868069310586,16.231388895711003,moving
PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,1549,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,100,0.0775731026185685,0.0,0.0,10.381719138350721,10.396594859366472,parking
311_CHILD SAFETY SEAT PR,652,311_CHILD SAFETY SEAT PR,50,0.07210158715882808,0.0007711120734601451,0.0007375904004511824,3.549778069379001,3.5614622066956825,311
UNAUTHORIZED VEHICLE IN LOADING ZONE,1606,UNAUTHORIZED VEHICLE IN LOADING ZONE,150,0.07111017651567722,0.0,0.0,14.715669197002217,14.737011807107963,parking
PARKED WITHIN 25 FEET OF A STOP SIGN,1562,PARKED WITHIN 25 FEET OF A STOP SIGN,50,0.06478958254808302,0.0028439304223080164,0.0027720264798682948,3.1901549701134817,3.197548037708696,parking
PARK WITH LEFT WHEEL TO THE CURB,1535,PARK WITH LEFT WHEEL TO THE CURB,100,0.06226592189067459,0.0,0.0,8.335088554401834,8.337164989946954,parking
PARKED IN DRIVEWAY OR ALLEY TO OBSTRUCT SIDEWALK,1555,PARKED IN DRIVEWAY OR ALLEY TO OBSTRUCT SIDEWALK,50,0.06134361127227745,0.0050442668798891255,0.005025890430926605,3.020673284015518,3.0217783013496593,parking
SEAT BELT REGULATION VIOLATION,1362,SEAT BELT REGULATION VIOLATION,200,0.05034379033195438,0.0,0.0,13.881587544614385,13.881533962033846,moving
"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE",1313,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE",200,0.04668571428910188,0.0,0.0,12.874404489446972,12.876030828336345,moving
VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1614,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,200,0.04518623129676373,0.0,0.0,12.461549796514717,12.462542609121648,parking
OWNER OPERATE OR PERMIT OPERATION OF UNINSRD VEH,1347,OWNER OPERATE OR PERMIT OPERATION OF UNINSRD VEH,150,0.021797511132716385,1.228527925478673e-05,1.2262112642158485e-05,4.5214192357012415,4.5218186982204,moving
FAIL TO DISPLAY PROOF OF VEHICLE INSURANCE,1319,FAIL TO DISPLAY PROOF OF VEHICLE INSURANCE,150,0.01847468986784926,0.00025163687513707345,0.00025126508616635235,3.8345029985090364,3.8348664401282195,moving
