,,pred,pred,pred,pred,pred
,,1,2,3,4,5
true,1,0.05,0.6166666666666667,0.3333333333333333,0.0,0.0
true,2,0.05114468864468864,0.20364468864468863,0.6563415750915751,0.08886904761904761,0.0
true,3,0.018454619454619455,0.09437660870419491,0.7270010245182658,0.16016774732291972,0.0
true,4,0.004,0.02104889247842539,0.34604102393172254,0.6198007718489613,0.009109311740890687
true,5,0.0,0.0,0.4416666666666666,0.5583333333333333,0.0
