,,pred,pred,pred,pred,pred
,,1,2,3,4,5
true,1,0.0,0.7368421052631579,0.2631578947368421,0.0,0.0
true,2,0.00892857142857143,0.25892857142857145,0.6875000000000001,0.044642857142857144,0.0
true,3,0.0038167938931297713,0.0916030534351145,0.7709923664122137,0.13358778625954199,0.0
true,4,0.0,0.028037383177570093,0.4626168224299066,0.5093457943925234,0.0
true,5,0.0,0.0,0.391304347826087,0.6086956521739131,0.0
