,,pred,pred,pred,pred,pred
,,1,2,3,4,5
true,1,0.05263157894736842,0.5263157894736842,0.42105263157894735,0.0,0.0
true,2,0.03571428571428571,0.3214285714285714,0.5624999999999999,0.08035714285714285,0.0
true,3,0.03053435114503817,0.11450381679389313,0.6564885496183206,0.19847328244274812,0.0
true,4,0.009345794392523364,0.02336448598130841,0.3364485981308411,0.6261682242990654,0.004672897196261682
true,5,0.0,0.043478260869565216,0.4347826086956521,0.4347826086956521,0.08695652173913043
