,,pred,pred,pred,pred,pred
,,1,2,3,4,5
true,1,0.0,0.7333333333333334,0.26666666666666666,0.0,0.0
true,2,0.01,0.25850885225885223,0.6908821733821734,0.040608974358974356,0.0
true,3,0.0047619047619047615,0.09223578656337277,0.7690611272507824,0.13394118142394004,0.0
true,4,0.0,0.026219042589751974,0.4541390218940361,0.519641935516212,0.0
true,5,0.0,0.0,0.4416666666666666,0.5583333333333333,0.0
