,,pred,pred,pred,pred,pred
,,1,2,3,4,5
true,1,0.05263157894736842,0.5263157894736842,0.42105263157894735,0.0,0.0
true,2,0.044642857142857144,0.19642857142857145,0.6696428571428572,0.08928571428571429,0.0
true,3,0.019083969465648856,0.09541984732824428,0.7251908396946565,0.1603053435114504,0.0
true,4,0.004672897196261683,0.01869158878504673,0.35514018691588783,0.6121495327102804,0.009345794392523366
true,5,0.0,0.0,0.4347826086956522,0.5652173913043479,0.0
