,,pred,pred,pred,pred,pred
,,1,2,3,4,5
true,1,0.05,0.6,0.35,0.0,0.0
true,2,0.03864468864468864,0.3226617826617827,0.5519078144078144,0.08678571428571429,0.0
true,3,0.031188609602402707,0.11254751378889312,0.6544276662035282,0.20183621040517594,0.0
true,4,0.007846153846153846,0.025514241371018865,0.3305637248738608,0.6305203243534109,0.005555555555555555
true,5,0.0,0.03333333333333333,0.39999999999999997,0.4666666666666666,0.1
