,,pred,pred,pred,pred,pred
,,1,2,3,4,5
true,1,0.0,0.8666666666666666,0.06666666666666667,0.06666666666666667,0.0
true,2,0.01204819277108434,0.4036144578313254,0.4096385542168675,0.1746987951807229,0.0
true,3,0.0,0.10610932475884244,0.5562700964630225,0.337620578778135,0.0
true,4,0.0,0.03278688524590164,0.2459016393442623,0.7213114754098361,0.0
true,5,0.0,0.0,0.5217391304347826,0.47826086956521746,0.0
