,,pred,pred,pred,pred,pred
,,1,2,3,4,5
true,1,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.0
true,2,0.03012048192771084,0.4457831325301205,0.36144578313253006,0.16265060240963855,0.0
true,3,0.0,0.10289389067524116,0.5337620578778135,0.35369774919614144,0.009646302250803858
true,4,0.003278688524590164,0.05573770491803278,0.29180327868852457,0.6426229508196721,0.006557377049180328
true,5,0.0,0.0,0.30434782608695654,0.6086956521739131,0.08695652173913045
