,,pred,pred,pred,pred,pred
,,1,2,3,4,5
true,1,0.0,0.7999999999999999,0.19999999999999998,0.0,0.0
true,2,0.024096385542168672,0.4216867469879518,0.3975903614457831,0.1566265060240964,0.0
true,3,0.0,0.10289389067524117,0.5627009646302251,0.3215434083601286,0.012861736334405146
true,4,0.0,0.02622950819672131,0.2622950819672131,0.7081967213114754,0.003278688524590164
true,5,0.0,0.0,0.2608695652173913,0.391304347826087,0.3478260869565218
